root;fsync;synchronousCommit;fullPageWrites;trackActivities;trackCounts;sharedBuffers_64;sharedBuffers_128;sharedBuffers_256;sharedBuffers;tempBuffers_2;tempBuffers_8;tempBuffers_32;tempBuffers;workMem_256;workMem_1024;workMem_4096;workMem;revision;performance;cpu
1;0;0;0;1;0;1;0;0;1;0;1;0;1;0;1;0;1;8.3.0;0.04554;0.045401
1;0;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;1;8.3.0;0.008852;0.011871
1;0;0;0;1;0;0;0;1;1;0;1;0;1;0;1;0;1;8.3.0;0.023265;0.035828
1;0;0;0;1;0;1;0;0;1;0;0;1;1;0;1;0;1;8.3.0;0.03484;0.046499
1;0;0;0;1;0;0;1;0;1;0;0;1;1;0;1;0;1;8.3.0;0.011241;0.158182
1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;1;0;1;8.3.0;0.026122;0.032367
1;0;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;1;8.3.0;0.031538;0.033731
1;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;1;8.3.0;0.02831;0.043309
1;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;1;8.3.0;0.017302;0.026508
1;0;0;0;1;0;1;0;0;1;0;1;0;1;0;0;1;1;8.3.0;0.026038;0.089096
1;0;0;0;1;0;0;1;0;1;0;1;0;1;0;0;1;1;8.3.0;0.026776;0.051969
1;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0;1;1;8.3.0;0.028869;0.038934
1;0;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;8.3.0;0.007445;0.03603
1;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;1;1;8.3.0;0.033588;0.018712
1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;1;8.3.0;0.027981;0.048829
1;0;0;0;1;1;1;0;0;1;1;0;0;1;1;0;0;1;8.3.0;0.008956;0.045944
1;0;0;0;1;1;0;1;0;1;1;0;0;1;1;0;0;1;8.3.0;0.02786;0.032748
1;0;0;0;1;1;0;0;1;1;1;0;0;1;1;0;0;1;8.3.0;0.017072;0.036591
1;0;0;0;1;1;1;0;0;1;0;1;0;1;1;0;0;1;8.3.0;0.017228;0.02769
1;0;0;0;1;1;0;1;0;1;0;1;0;1;1;0;0;1;8.3.0;0.030185;0.04089
1;0;0;0;1;1;0;0;1;1;0;1;0;1;1;0;0;1;8.3.0;0.031197;0.032994
1;0;0;0;1;1;1;0;0;1;0;0;1;1;1;0;0;1;8.3.0;0.016461;0.041597
1;0;0;0;1;1;0;1;0;1;0;0;1;1;1;0;0;1;8.3.0;0.03195;0.049835
1;0;0;0;1;1;0;0;1;1;0;0;1;1;1;0;0;1;8.3.0;0.034663;0.036502
1;0;0;0;1;1;1;0;0;1;1;0;0;1;0;1;0;1;8.3.0;0.03097;0.030823
1;0;0;0;1;1;0;1;0;1;1;0;0;1;0;1;0;1;8.3.0;0.015734;0.023472
1;0;0;0;1;1;0;0;1;1;1;0;0;1;0;1;0;1;8.3.0;0.030055;0.027254
1;0;0;0;1;1;1;0;0;1;0;1;0;1;0;1;0;1;8.3.0;0.020349;0.038429
1;0;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;8.3.0;0.034372;0.025142
1;0;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;8.3.0;0.011518;0.0125
1;0;0;0;1;1;1;0;0;1;0;0;1;1;0;1;0;1;8.3.0;0.029257;0.031925
1;0;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;8.3.0;0.032207;0.015956
1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;1;8.3.0;0.015367;0.016235
1;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;1;1;8.3.0;0.024818;0.01886
1;0;0;0;1;1;0;1;0;1;1;0;0;1;0;0;1;1;8.3.0;0.031558;0.03133
1;0;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;8.3.0;0.027276;0.026269
1;0;0;0;1;1;1;0;0;1;0;1;0;1;0;0;1;1;8.3.0;0.013355;0.032498
1;0;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;8.3.0;0.029152;0.039372
1;0;0;0;1;1;0;0;1;1;0;1;0;1;0;0;1;1;8.3.0;0.026382;0.030889
1;0;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;8.3.0;0.01634;0.012536
1;0;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;8.3.0;0.034322;0.034701
1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1;8.3.0;0.020596;0.019891
1;0;0;1;0;0;1;0;0;1;1;0;0;1;1;0;0;1;8.3.0;0.019747;0.06973
1;0;0;1;0;0;0;1;0;1;1;0;0;1;1;0;0;1;8.3.0;0.031292;0.034845
1;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;8.3.0;0.03638;0.022414
1;0;0;1;0;0;1;0;0;1;0;1;0;1;1;0;0;1;8.3.0;0.012715;0.032512
1;0;0;1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;8.3.0;0.030312;0.041014
1;0;0;1;0;0;0;0;1;1;0;1;0;1;1;0;0;1;8.3.0;0.031651;0.031858
1;0;0;1;0;0;1;0;0;1;0;0;1;1;1;0;0;1;8.3.0;0.032586;0.033017
1;0;0;1;0;0;0;1;0;1;0;0;1;1;1;0;0;1;8.3.0;0.012994;0.033113
1;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;1;8.3.0;0.032356;0.025577
1;0;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;1;8.3.0;0.013703;0.020465
1;0;0;1;0;0;0;1;0;1;1;0;0;1;0;1;0;1;8.3.0;0.029338;0.021147
1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;1;0;1;8.3.0;0.021565;0.035572
1;0;0;1;0;0;1;0;0;1;0;1;0;1;0;1;0;1;8.3.0;0.017975;0.024819
1;0;0;1;0;0;0;1;0;1;0;1;0;1;0;1;0;1;8.3.0;0.025992;0.032178
1;0;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;1;8.3.0;0.030808;0.038661
1;0;0;1;0;0;1;0;0;1;0;0;1;1;0;1;0;1;8.3.0;0.015668;0.023012
1;0;0;1;0;0;0;1;0;1;0;0;1;1;0;1;0;1;8.3.0;0.019221;0.030842
1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;1;0;1;8.3.0;0.033892;0.023006
1;0;0;1;0;0;1;0;0;1;1;0;0;1;0;0;1;1;8.3.0;0.018828;0.020473
1;0;0;1;0;0;0;1;0;1;1;0;0;1;0;0;1;1;8.3.0;0.030717;0.041412
1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;1;8.3.0;0.014284;0.018303
1;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;1;1;8.3.0;0.015309;0.027976
1;0;0;1;0;0;0;1;0;1;0;1;0;1;0;0;1;1;8.3.0;0.027873;0.030481
1;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;1;1;8.3.0;0.019574;0.021496
1;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;1;1;8.3.0;0.036039;0.039772
1;0;0;1;0;0;0;1;0;1;0;0;1;1;0;0;1;1;8.3.0;0.029224;0.030389
1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;8.3.0;0.00923;0.014977
1;0;0;1;0;1;1;0;0;1;1;0;0;1;1;0;0;1;8.3.0;0.036132;0.018372
1;0;0;1;0;1;0;1;0;1;1;0;0;1;1;0;0;1;8.3.0;0.028646;0.032838
1;0;0;1;0;1;0;0;1;1;1;0;0;1;1;0;0;1;8.3.0;0.016503;0.034262
1;0;0;1;0;1;1;0;0;1;0;1;0;1;1;0;0;1;8.3.0;0.025932;0.020785
1;0;0;1;0;1;0;1;0;1;0;1;0;1;1;0;0;1;8.3.0;0.03464;0.025049
1;0;0;1;0;1;0;0;1;1;0;1;0;1;1;0;0;1;8.3.0;0.014862;0.029739
1;0;0;1;0;1;1;0;0;1;0;0;1;1;1;0;0;1;8.3.0;0.02527;0.012432
1;0;0;1;0;1;0;1;0;1;0;0;1;1;1;0;0;1;8.3.0;0.034648;0.014863
1;0;0;1;0;1;0;0;1;1;0;0;1;1;1;0;0;1;8.3.0;0.016008;0.037318
1;0;0;1;0;1;1;0;0;1;1;0;0;1;0;1;0;1;8.3.0;0.032254;0.036991
1;0;0;1;0;1;0;1;0;1;1;0;0;1;0;1;0;1;8.3.0;0.024349;0.029676
1;0;0;1;0;1;0;0;1;1;1;0;0;1;0;1;0;1;8.3.0;0.017323;0.026337
1;0;0;1;0;1;1;0;0;1;0;1;0;1;0;1;0;1;8.3.0;0.015518;0.013016
1;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;8.3.0;0.0262;0.025911
1;0;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;8.3.0;0.033366;0.209105
1;0;0;1;0;1;1;0;0;1;0;0;1;1;0;1;0;1;8.3.0;0.017376;0.011526
1;0;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;8.3.0;0.016207;0.018174
1;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;8.3.0;0.027633;0.03205
1;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;1;8.3.0;0.027181;0.21303
1;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;1;1;8.3.0;0.011805;0.020372
1;0;0;1;0;1;0;0;1;1;1;0;0;1;0;0;1;1;8.3.0;0.034928;0.044016
1;0;0;1;0;1;1;0;0;1;0;1;0;1;0;0;1;1;8.3.0;0.036774;0.028857
1;0;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;8.3.0;0.018319;0.041831
1;0;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;8.3.0;0.020732;0.028098
1;0;0;1;0;1;1;0;0;1;0;0;1;1;0;0;1;1;8.3.0;0.035061;0.03181
1;0;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;8.3.0;0.029613;0.018275
1;0;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;8.3.0;0.012503;0.040366
1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;0;1;8.3.0;0.022114;0.19937
1;0;0;1;1;0;0;1;0;1;1;0;0;1;1;0;0;1;8.3.0;0.032273;0.182171
1;0;0;1;1;0;0;0;1;1;1;0;0;1;1;0;0;1;8.3.0;0.028948;0.036653
1;0;0;1;1;0;1;0;0;1;0;1;0;1;1;0;0;1;8.3.0;0.030197;0.028253
1;0;0;1;1;0;0;1;0;1;0;1;0;1;1;0;0;1;8.3.0;0.031469;0.055459
1;0;0;1;1;0;0;0;1;1;0;1;0;1;1;0;0;1;8.3.0;0.027686;0.029094
1;0;0;1;1;0;1;0;0;1;0;0;1;1;1;0;0;1;8.3.0;0.024187;0.044508
1;0;0;1;1;0;0;1;0;1;0;0;1;1;1;0;0;1;8.3.0;0.028953;0.031742
1;0;0;1;1;0;0;0;1;1;0;0;1;1;1;0;0;1;8.3.0;0.007427;0.039446
1;0;0;1;1;0;1;0;0;1;1;0;0;1;0;1;0;1;8.3.0;0.019685;0.049565
1;0;0;1;1;0;0;1;0;1;1;0;0;1;0;1;0;1;8.3.0;0.026705;0.029118
1;0;0;1;1;0;0;0;1;1;1;0;0;1;0;1;0;1;8.3.0;0.021224;0.033739
1;0;0;1;1;0;1;0;0;1;0;1;0;1;0;1;0;1;8.3.0;0.020876;0.031198
1;0;0;1;1;0;0;1;0;1;0;1;0;1;0;1;0;1;8.3.0;0.030145;0.017854
1;0;0;1;1;0;0;0;1;1;0;1;0;1;0;1;0;1;8.3.0;0.012064;0.021974
1;0;0;1;1;0;1;0;0;1;0;0;1;1;0;1;0;1;8.3.0;0.03524;0.025968
1;0;0;1;1;0;0;1;0;1;0;0;1;1;0;1;0;1;8.3.0;0.028929;0.033817
1;0;0;1;1;0;0;0;1;1;0;0;1;1;0;1;0;1;8.3.0;0.00518;0.020528
1;0;0;1;1;0;1;0;0;1;1;0;0;1;0;0;1;1;8.3.0;0.018091;0.018691
1;0;0;1;1;0;0;1;0;1;1;0;0;1;0;0;1;1;8.3.0;0.036078;0.036036
1;0;0;1;1;0;0;0;1;1;1;0;0;1;0;0;1;1;8.3.0;0.032945;0.019766
1;0;0;1;1;0;1;0;0;1;0;1;0;1;0;0;1;1;8.3.0;0.017696;0.039036
1;0;0;1;1;0;0;1;0;1;0;1;0;1;0;0;1;1;8.3.0;0.027891;0.038695
1;0;0;1;1;0;0;0;1;1;0;1;0;1;0;0;1;1;8.3.0;0.036123;0.027539
1;0;0;1;1;0;1;0;0;1;0;0;1;1;0;0;1;1;8.3.0;0.015834;0.016356
1;0;0;1;1;0;0;1;0;1;0;0;1;1;0;0;1;1;8.3.0;0.02686;0.021634
1;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0;1;1;8.3.0;0.026087;0.027606
1;0;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;1;8.3.0;0.014938;0.027939
1;0;0;1;1;1;0;1;0;1;1;0;0;1;1;0;0;1;8.3.0;0.03161;0.023043
1;0;0;1;1;1;0;0;1;1;1;0;0;1;1;0;0;1;8.3.0;0.028328;0.032757
1;0;0;1;1;1;1;0;0;1;0;1;0;1;1;0;0;1;8.3.0;0.014376;0.028729
1;0;0;1;1;1;0;1;0;1;0;1;0;1;1;0;0;1;8.3.0;0.027148;0.02959
1;0;0;1;1;1;0;0;1;1;0;1;0;1;1;0;0;1;8.3.0;0.020608;0.037043
1;0;0;1;1;1;1;0;0;1;0;0;1;1;1;0;0;1;8.3.0;0.029882;0.046077
1;0;0;1;1;1;0;1;0;1;0;0;1;1;1;0;0;1;8.3.0;0.013785;0.064679
1;0;0;1;1;1;0;0;1;1;0;0;1;1;1;0;0;1;8.3.0;0.029381;0.039401
1;0;0;1;1;1;1;0;0;1;1;0;0;1;0;1;0;1;8.3.0;0.021029;0.025079
1;0;0;1;1;1;0;1;0;1;1;0;0;1;0;1;0;1;8.3.0;0.014065;0.012669
1;0;0;1;1;1;0;0;1;1;1;0;0;1;0;1;0;1;8.3.0;0.030053;0.015701
1;0;0;1;1;1;1;0;0;1;0;1;0;1;0;1;0;1;8.3.0;0.031755;0.032447
1;0;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;8.3.0;0.030283;0.043748
1;0;0;1;1;1;0;0;1;1;0;1;0;1;0;1;0;1;8.3.0;0.01926;0.024661
1;0;0;1;1;1;1;0;0;1;0;0;1;1;0;1;0;1;8.3.0;0.015714;0.03205
1;0;0;1;1;1;0;1;0;1;0;0;1;1;0;1;0;1;8.3.0;0.0309;0.035693
1;0;0;1;1;1;0;0;1;1;0;0;1;1;0;1;0;1;8.3.0;0.026673;0.036232
1;0;0;1;1;1;1;0;0;1;1;0;0;1;0;0;1;1;8.3.0;0.014601;0.011154
1;0;0;1;1;1;0;1;0;1;1;0;0;1;0;0;1;1;8.3.0;0.02689;0.023695
1;0;0;1;1;1;0;0;1;1;1;0;0;1;0;0;1;1;8.3.0;0.032803;0.038935
1;0;0;1;1;1;1;0;0;1;0;1;0;1;0;0;1;1;8.3.0;0.004234;0.029124
1;0;0;1;1;1;0;1;0;1;0;1;0;1;0;0;1;1;8.3.0;0.031918;0.024725
1;0;0;1;1;1;0;0;1;1;0;1;0;1;0;0;1;1;8.3.0;0.033644;0.016736
1;0;0;1;1;1;1;0;0;1;0;0;1;1;0;0;1;1;8.3.0;0.019224;0.013038
1;0;0;1;1;1;0;1;0;1;0;0;1;1;0;0;1;1;8.3.0;0.028119;0.045127
1;0;0;1;1;1;0;0;1;1;0;0;1;1;0;0;1;1;8.3.0;0.032258;0.019871
1;0;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;1;8.3.0;0.023186;0.031348
1;0;1;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;8.3.0;0.019512;0.021793
1;0;1;0;0;0;0;0;1;1;1;0;0;1;1;0;0;1;8.3.0;0.027872;0.018393
1;0;1;0;0;0;1;0;0;1;0;1;0;1;1;0;0;1;8.3.0;0.025072;0.023102
1;0;1;0;0;0;0;1;0;1;0;1;0;1;1;0;0;1;8.3.0;0.011785;0.036238
1;0;1;0;0;0;0;0;1;1;0;1;0;1;1;0;0;1;8.3.0;0.021331;0.023353
1;0;1;0;0;0;1;0;0;1;0;0;1;1;1;0;0;1;8.3.0;0.028681;0.028958
1;0;1;0;0;0;0;1;0;1;0;0;1;1;1;0;0;1;8.3.0;0.011519;0.01995
1;0;1;0;0;0;0;0;1;1;0;0;1;1;1;0;0;1;8.3.0;0.03538;0.028984
1;0;1;0;0;0;1;0;0;1;1;0;0;1;0;1;0;1;8.3.0;0.012955;0.036905
1;0;1;0;0;0;0;1;0;1;1;0;0;1;0;1;0;1;8.3.0;0.030481;0.018609
1;0;1;0;0;0;0;0;1;1;1;0;0;1;0;1;0;1;8.3.0;0.014473;0.025221
1;0;1;0;0;0;1;0;0;1;0;1;0;1;0;1;0;1;8.3.0;0.030317;0.030494
1;0;1;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1;8.3.0;0.027069;0.027485
1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;1;0;1;8.3.0;0.019749;0.038391
1;0;1;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;8.3.0;0.031744;0.029807
1;0;1;0;0;0;0;1;0;1;0;0;1;1;0;1;0;1;8.3.0;0.021194;0.030946
1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;8.3.0;0.031879;0.020046
1;0;1;0;0;0;1;0;0;1;1;0;0;1;0;0;1;1;8.3.0;0.026828;0.024196
1;0;1;0;0;0;0;1;0;1;1;0;0;1;0;0;1;1;8.3.0;0.020126;0.019731
1;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;1;1;8.3.0;0.014527;0.020619
1;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;1;1;8.3.0;0.032504;0.026579
1;0;1;0;0;0;0;1;0;1;0;1;0;1;0;0;1;1;8.3.0;0.028626;0.031521
1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;1;1;8.3.0;0.025495;0.033747
1;0;1;0;0;0;1;0;0;1;0;0;1;1;0;0;1;1;8.3.0;0.018083;0.020096
1;0;1;0;0;0;0;1;0;1;0;0;1;1;0;0;1;1;8.3.0;0.02977;0.036763
1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;8.3.0;0.026959;0.031829
1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;8.3.0;0.004999;0.015559
1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0;0;1;8.3.0;0.026042;0.034531
1;0;1;0;0;1;0;0;1;1;1;0;0;1;1;0;0;1;8.3.0;0.034375;0.016928
1;0;1;0;0;1;1;0;0;1;0;1;0;1;1;0;0;1;8.3.0;0.033344;0.043073
1;0;1;0;0;1;0;1;0;1;0;1;0;1;1;0;0;1;8.3.0;0.015035;0.037003
1;0;1;0;0;1;0;0;1;1;0;1;0;1;1;0;0;1;8.3.0;0.022636;0.036368
1;0;1;0;0;1;1;0;0;1;0;0;1;1;1;0;0;1;8.3.0;0.028298;0.031861
1;0;1;0;0;1;0;1;0;1;0;0;1;1;1;0;0;1;8.3.0;0.018962;0.016887
1;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;8.3.0;0.02533;0.03536
1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;0;1;8.3.0;0.032815;0.019222
1;0;1;0;0;1;0;1;0;1;1;0;0;1;0;1;0;1;8.3.0;0.033337;0.033002
1;0;1;0;0;1;0;0;1;1;1;0;0;1;0;1;0;1;8.3.0;0.014799;0.0359
1;0;1;0;0;1;1;0;0;1;0;1;0;1;0;1;0;1;8.3.0;0.023098;0.166867
1;0;1;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;8.3.0;0.033304;0.026982
1;0;1;0;0;1;0;0;1;1;0;1;0;1;0;1;0;1;8.3.0;0.020387;0.029211
1;0;1;0;0;1;1;0;0;1;0;0;1;1;0;1;0;1;8.3.0;0.029776;0.026462
1;0;1;0;0;1;0;1;0;1;0;0;1;1;0;1;0;1;8.3.0;0.041097;0.03848
1;0;1;0;0;1;0;0;1;1;0;0;1;1;0;1;0;1;8.3.0;0.054031;0.043854
1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;8.3.0;0.038233;0.046977
1;0;1;0;0;1;0;1;0;1;1;0;0;1;0;0;1;1;8.3.0;0.032183;0.024822
