root;fsync;synchronousCommit;fullPageWrites;trackActivities;trackCounts;sharedBuffers_64;sharedBuffers_128;sharedBuffers_256;sharedBuffers;tempBuffers_2;tempBuffers_8;tempBuffers_32;tempBuffers;workMem_256;workMem_1024;workMem_4096;workMem;revision;performance;cpu
1;0;1;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1;8.3.0;56353.2;2.814106
1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;1;0;1;8.3.0;57031.6;2.793298
1;0;1;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;8.3.0;56241.2;2.819521
1;0;1;0;0;0;0;1;0;1;0;0;1;1;0;1;0;1;8.3.0;55913.8;2.821288
1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;8.3.0;56139;2.832735
1;0;1;0;0;0;1;0;0;1;1;0;0;1;0;0;1;1;8.3.0;56231.8;2.844502
1;0;1;0;0;0;0;1;0;1;1;0;0;1;0;0;1;1;8.3.0;56950.6;2.816435
1;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;1;1;8.3.0;55867.2;2.852785
1;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;1;1;8.3.0;56333.2;2.811846
1;0;1;0;0;0;0;1;0;1;0;1;0;1;0;0;1;1;8.3.0;56407.4;2.791756
1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;1;1;8.3.0;56770.6;2.830779
1;0;1;0;0;0;1;0;0;1;0;0;1;1;0;0;1;1;8.3.0;55845.8;2.83337
1;0;1;0;0;0;0;1;0;1;0;0;1;1;0;0;1;1;8.3.0;56234.6;2.905466
1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;8.3.0;56104.8;2.852806
1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;8.3.0;55873.4;2.872214
1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0;0;1;8.3.0;56231.6;2.877121
1;0;1;0;0;1;0;0;1;1;1;0;0;1;1;0;0;1;8.3.0;56172.6;2.824722
1;0;1;0;0;1;1;0;0;1;0;1;0;1;1;0;0;1;8.3.0;56376;2.853548
1;0;1;0;0;1;0;1;0;1;0;1;0;1;1;0;0;1;8.3.0;55692.8;2.852577
1;0;1;0;0;1;0;0;1;1;0;1;0;1;1;0;0;1;8.3.0;56985.2;2.802591
1;0;1;0;0;1;1;0;0;1;0;0;1;1;1;0;0;1;8.3.0;56153;2.870431
1;0;1;0;0;1;0;1;0;1;0;0;1;1;1;0;0;1;8.3.0;55562.4;2.894055
1;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;8.3.0;56864.2;2.848439
1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;0;1;8.3.0;56580.8;2.854264
1;0;1;0;0;1;0;1;0;1;1;0;0;1;0;1;0;1;8.3.0;56710.6;2.810964
