root;compression;compressionBzip2;compressionGzip;compressionLzo;compressionLzma;disableCompressibilityTesting;level_1;level_2;level_3;level_4;level_5;level_6;level_7;level_8;level_9;level;processorCount_1;processorCount_2;processorCount_4;processorCount_8;processorCount
1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1
