,revision,performance,cpu
3633,9.0.0,70.3034,3.546654
3634,9.0.0,71.0954,3.274439
3635,9.0.0,70.6528,3.30473
3636,9.0.0,71.0978,3.2828
3637,9.0.0,69.7524,3.360434
3638,9.0.0,70.7908,3.288284
3639,9.0.0,71.4478,3.282218
3640,9.0.0,71.05,3.289891
3641,9.0.0,69.884,3.329797
3642,9.0.0,70.7302,3.307302
3643,9.0.0,72.27560000000001,3.238846
3644,9.0.0,71.26060000000001,3.296197
3645,9.0.0,70.052,3.352954
3646,9.0.0,71.31960000000001,3.272974
3647,9.0.0,71.7328,3.282549
3648,9.0.0,71.2716,3.3166
3649,9.0.0,70.01639999999999,3.332924
3650,9.0.0,72.70639999999999,3.238593
3651,9.0.0,70.394,3.330637
3652,9.0.0,71.1762,3.320504
3653,9.0.0,69.8364,3.348588
3654,9.0.0,72.0954,3.253664
3655,9.0.0,70.0332,3.399506
3656,9.0.0,71.63119999999999,3.278354
3657,9.0.0,71.49380000000001,3.399291
3658,9.0.0,71.3936,3.312504
3659,9.0.0,70.0056,3.357105
3660,9.0.0,71.5306,3.320921
3661,9.0.0,71.31219999999999,3.325347
3662,9.0.0,70.9512,3.304988
3663,9.0.0,70.95660000000001,3.318561
3664,9.0.0,70.0202,3.369986
3665,9.0.0,71.3424,3.327132
3666,9.0.0,71.0282,3.329771
3667,9.0.0,71.0658,3.316685
3668,9.0.0,70.294,3.347153
3669,9.0.0,71.4796,3.304162
3670,9.0.0,72.4734,3.270818
3671,9.0.0,70.38080000000001,3.348083
3672,9.0.0,68.689,3.320559
3673,9.0.0,68.9488,3.329553
3674,9.0.0,71.6644,3.19223
3675,9.0.0,70.0746,3.266321
3676,9.0.0,69.1508,3.34096
3677,9.0.0,70.25619999999999,3.302135
3678,9.0.0,71.2228,3.235756
3679,9.0.0,69.4516,3.295471
3680,9.0.0,69.0336,3.323547
3681,9.0.0,71.326,3.248867
3682,9.0.0,70.2058,3.29993
3683,9.0.0,69.559,3.311784
3684,9.0.0,70.8132,3.249412
3685,9.0.0,70.27980000000001,3.302327
3686,9.0.0,70.2162,3.262632
3687,9.0.0,69.2794,3.33229
3688,9.0.0,70.0056,3.274234
3689,9.0.0,71.04860000000001,3.251747
3690,9.0.0,69.18960000000001,3.282794
3691,9.0.0,70.184,3.36066
3692,9.0.0,70.1068,3.273441
3693,9.0.0,69.3304,3.296229
3694,9.0.0,70.201,3.258955
3695,9.0.0,70.36619999999999,3.264365
3696,9.0.0,69.40360000000001,3.32196
3697,9.0.0,70.504,3.304641
3698,9.0.0,69.7686,3.276763
3699,9.0.0,69.229,3.342829
3700,9.0.0,70.0168,3.294466
3701,9.0.0,69.26180000000001,3.33038
3702,9.0.0,71.9284,3.240268
3703,9.0.0,70.0886,3.311709
3704,9.0.0,69.52080000000001,3.287744
3705,9.0.0,70.001,3.284887
3706,9.0.0,70.69760000000001,3.317299
3707,9.0.0,69.87660000000001,3.298474
3708,9.0.0,70.066,3.295567
3709,9.0.0,71.9142,3.215263
3710,9.0.0,69.1008,3.593292
3711,9.0.0,69.4812,3.310676
3712,9.0.0,71.587,3.227518
3713,9.0.0,70.3502,3.292015
3714,9.0.0,69.61460000000001,3.309901
3715,9.0.0,70.8862,3.266678
3716,9.0.0,71.3834,3.242332
3717,9.0.0,69.5778,3.341149
3718,9.0.0,69.9038,3.291607
3719,9.0.0,71.626,3.235752
3720,9.0.0,70.2682,3.27508
3721,9.0.0,67.402,3.447526
3722,9.0.0,70.54060000000001,3.267302
3723,9.0.0,70.4952,3.264154
3724,9.0.0,71.5888,3.223896
3725,9.0.0,70.5052,3.267347
3726,9.0.0,71.664,3.253106
3727,9.0.0,70.8442,3.309129
3728,9.0.0,71.6074,3.530467
3729,9.0.0,69.291,3.549273
3730,9.0.0,70.7642,3.300156
3731,9.0.0,70.79060000000001,3.289718
3732,9.0.0,70.765,3.308413
3733,9.0.0,70.191,3.335479
3734,9.0.0,70.7856,3.323707
3735,9.0.0,68.31160000000001,3.366121
3736,9.0.0,71.5692,3.257441
3737,9.0.0,70.19919999999999,3.328738
3738,9.0.0,69.93539999999999,3.612824
3739,9.0.0,70.796,3.329876
3740,9.0.0,69.849,3.357164
3741,9.0.0,70.3784,3.317411
3742,9.0.0,69.7854,3.500838
3743,9.0.0,70.85419999999999,3.473677
3744,9.0.0,70.3476,3.306391
3745,9.0.0,70.143,3.33596
3746,9.0.0,72.0736,3.248093
3747,9.0.0,69.80980000000001,3.432828
3748,9.0.0,70.67960000000001,3.290808
3749,9.0.0,71.39580000000001,3.272369
3750,9.0.0,71.1764,3.263134
3751,9.0.0,69.759,3.311444
3752,9.0.0,71.43780000000001,3.295616
3753,9.0.0,70.9726,3.296749
3754,9.0.0,67.33739999999999,3.461809
3755,9.0.0,70.99239999999999,3.31767
3756,9.0.0,70.7108,3.39012
3757,9.0.0,70.6558,3.343319
3758,9.0.0,70.9768,3.325463
3759,9.0.0,70.90780000000001,3.313724
3760,9.0.0,71.5544,3.309791
3761,9.0.0,70.61160000000001,3.347312
3762,9.0.0,69.7894,3.331293
3763,9.0.0,72.012,3.269949
3764,9.0.0,70.8956,3.305301
3765,9.0.0,67.53439999999999,3.432729
3766,9.0.0,70.93860000000001,3.334017
3767,9.0.0,71.9528,3.293518
3768,9.0.0,70.1502,3.348158
3769,9.0.0,71.0774,3.326664
3770,9.0.0,70.7912,3.335387
3771,9.0.0,71.3002,3.305027
3772,9.0.0,71.185,3.32045
3773,9.0.0,69.6732,3.374787
3774,9.0.0,72.00880000000001,3.277355
3775,9.0.0,69.8396,3.368062
3776,9.0.0,71.1572,3.321676
3777,9.0.0,70.764,3.316736
3778,9.0.0,71.4588,3.276046
3779,9.0.0,69.61460000000001,3.38172
3780,9.0.0,70.416,3.243921
3781,9.0.0,70.6494,3.245387
3782,9.0.0,70.63860000000001,3.251986
3783,9.0.0,68.9152,3.34527
3784,9.0.0,71.4518,3.216733
3785,9.0.0,69.2444,3.307428
3786,9.0.0,70.44019999999999,3.302496
3787,9.0.0,70.5338,3.313898
3788,9.0.0,70.0432,3.299696
3789,9.0.0,69.24719999999999,3.296746
3790,9.0.0,70.0482,3.277651
3791,9.0.0,70.9104,3.249975
3792,9.0.0,69.3292,3.301645
3793,9.0.0,68.94239999999999,3.330321
3794,9.0.0,71.36019999999999,3.218266
3795,9.0.0,70.1018,3.280085
3796,9.0.0,69.88080000000001,3.298752
3797,9.0.0,70.0282,3.407999
3798,9.0.0,69.7024,3.269749
3799,9.0.0,70.632,3.287973
3800,9.0.0,68.7836,3.307388
3801,9.0.0,71.442,3.212434
3802,9.0.0,69.5798,3.322022
3803,9.0.0,70.0612,3.298068
3804,9.0.0,70.1392,3.24877
3805,9.0.0,70.47,3.267726
3806,9.0.0,69.155,3.310764
3807,9.0.0,70.4008,3.290301
3808,9.0.0,70.6246,3.284189
3809,9.0.0,70.663,3.340852
3810,9.0.0,69.4944,3.343685
3811,9.0.0,70.45,3.293351
3812,9.0.0,71.2258,3.255338
3813,9.0.0,70.3416,3.284513
3814,9.0.0,70.59039999999999,3.282396
3815,9.0.0,70.745,3.279629
3816,9.0.0,69.6366,3.299588
3817,9.0.0,70.1618,3.261915
3818,9.0.0,70.25739999999999,3.280396
3819,9.0.0,69.61160000000001,3.282367
3820,9.0.0,69.0242,3.339919
3821,9.0.0,70.2506,3.288026
3822,9.0.0,71.6938,3.210334
3823,9.0.0,69.466,3.331079
3824,9.0.0,68.2236,3.370092
3825,9.0.0,71.633,3.216716
3826,9.0.0,71.0064,3.234564
3827,9.0.0,70.2608,3.290066
3828,9.0.0,70.08,3.273261
3829,9.0.0,70.5514,3.264374
3830,9.0.0,70.73819999999999,3.25913
3831,9.0.0,71.6576,3.213947
3832,9.0.0,70.3924,3.272026
3833,9.0.0,70.54660000000001,3.287123
3834,9.0.0,70.3432,3.3478
3835,9.0.0,72.3382,3.375939
3836,9.0.0,70.57719999999999,3.304256
3837,9.0.0,69.6472,3.336478
3838,9.0.0,71.09039999999999,3.395991
3839,9.0.0,70.5718,3.32267
3840,9.0.0,70.6968,3.301615
3841,9.0.0,70.2548,3.352022
3842,9.0.0,70.59939999999999,3.473336
3843,9.0.0,70.79,3.295837
3844,9.0.0,70.7842,3.286954
3845,9.0.0,70.223,3.320168
3846,9.0.0,72.0018,3.246138
3847,9.0.0,69.81639999999999,3.345506
3848,9.0.0,69.668,3.310729
3849,9.0.0,70.8262,3.286964
3850,9.0.0,69.663,3.52241
3851,9.0.0,72.12819999999999,3.24876
3852,9.0.0,71.1322,3.510048
3853,9.0.0,70.3878,3.335773
3854,9.0.0,69.6524,3.512491
3855,9.0.0,71.8664,3.248629
3856,9.0.0,71.29360000000001,3.320505
3857,9.0.0,69.9884,3.34112
3858,9.0.0,70.8852,3.270991
3859,9.0.0,72.11739999999999,3.23444
3860,9.0.0,70.7488,3.304451
3861,9.0.0,70.4826,3.335038
3862,9.0.0,72.4346,3.237284
3863,9.0.0,70.9472,3.322886
3864,9.0.0,69.5564,3.388537
3865,9.0.0,71.01360000000001,3.3206
3866,9.0.0,71.73519999999999,3.361003
3867,9.0.0,70.6972,3.336752
3868,9.0.0,69.759,3.351842
3869,9.0.0,71.415,3.301025
3870,9.0.0,71.68560000000001,3.274921
3871,9.0.0,71.2928,3.316297
3872,9.0.0,70.1926,3.359036
3873,9.0.0,72.26939999999999,3.241407
3874,9.0.0,71.47460000000001,3.301809
3875,9.0.0,69.8424,3.356313
3876,9.0.0,71.405,3.292566
3877,9.0.0,70.8508,3.309006
3878,9.0.0,71.21539999999999,3.30399
3879,9.0.0,70.48360000000001,3.334013
3880,9.0.0,70.87639999999999,3.32064
3881,9.0.0,71.0154,3.289251
3882,9.0.0,71.41539999999999,3.276288
3883,9.0.0,70.4508,3.341267
3884,9.0.0,70.79560000000001,3.32119
3885,9.0.0,69.4788,3.37916
3886,9.0.0,71.2446,3.298277
3887,9.0.0,71.22139999999999,3.311541
3888,9.0.0,127.40180000000001,2.573156
3889,9.0.0,125.7038,2.627434
3890,9.0.0,128.2104,2.603344
3891,9.0.0,129.0308,2.679036
3892,9.0.0,124.36019999999999,2.67658
3893,9.0.0,130.9942,2.560264
3894,9.0.0,131.1952,2.572467
3895,9.0.0,129.6138,2.60877
3896,9.0.0,129.2454,2.666646
3897,9.0.0,128.4774,2.54433
3898,9.0.0,130.487,2.610908
3899,9.0.0,130.8852,2.584775
3900,9.0.0,129.9794,2.595368
3901,9.0.0,129.0212,2.713463
3902,9.0.0,128.645,2.552309
3903,9.0.0,130.5038,2.635741
3904,9.0.0,134.79739999999998,2.538284
3905,9.0.0,132.185,2.574808
3906,9.0.0,130.0068,2.68632
3907,9.0.0,127.8394,2.615814
3908,9.0.0,128.826,2.592928
3909,9.0.0,129.639,2.618792
3910,9.0.0,130.2306,2.611566
3911,9.0.0,129.277,2.643017
3912,9.0.0,131.142,2.631756
3913,9.0.0,129.91639999999998,2.606955
3914,9.0.0,128.7156,2.602799
3915,9.0.0,130.8106,2.59424
3916,9.0.0,130.3404,2.648067
3917,9.0.0,130.534,2.555741
3918,9.0.0,127.7796,2.619607
3919,9.0.0,128.917,2.720177
3920,9.0.0,129.8524,2.574191
3921,9.0.0,130.4608,2.592238
3922,9.0.0,128.3614,2.614756
3923,9.0.0,131.1454,2.619501
3924,9.0.0,129.0734,2.587109
3925,9.0.0,130.6788,2.582161
3926,9.0.0,130.8294,2.580362
3927,9.0.0,128.621,2.522935
3928,9.0.0,131.2132,2.585779
3929,9.0.0,143.846,2.378054
3930,9.0.0,128.5504,2.602848
3931,9.0.0,130.1212,2.613494
3932,9.0.0,127.8596,2.583662
3933,9.0.0,130.748,2.746133
3934,9.0.0,128.5964,2.562461
3935,9.0.0,129.773,2.605421
3936,9.0.0,135.26379999999997,2.530973
3937,9.0.0,130.862,2.547223
3938,9.0.0,125.9996,2.605606
3939,9.0.0,126.3786,2.677431
3940,9.0.0,128.1358,2.595964
3941,9.0.0,126.5826,2.660134
3942,9.0.0,126.8668,2.654712
3943,9.0.0,127.7076,2.635193
3944,9.0.0,127.929,2.640156
3945,9.0.0,127.6838,2.57371
3946,9.0.0,127.769,2.562995
3947,9.0.0,125.3664,2.692226
3948,9.0.0,129.9314,2.548892
3949,9.0.0,126.119,2.802999
3950,9.0.0,138.68679999999998,2.49646
3951,9.0.0,130.686,2.657606
3952,9.0.0,130.854,2.800019
3953,9.0.0,131.078,2.633706
3954,9.0.0,131.588,2.635131
3955,9.0.0,129.41639999999998,2.64949
3956,9.0.0,129.6266,2.833424
3957,9.0.0,131.6396,2.584664
3958,9.0.0,130.4708,2.621841
3959,9.0.0,131.6036,2.632717
3960,9.0.0,131.7098,2.622234
3961,9.0.0,130.293,2.561854
3962,9.0.0,129.5826,2.629828
3963,9.0.0,132.4774,2.641233
3964,9.0.0,130.7222,2.629315
3965,9.0.0,130.293,2.563776
3966,9.0.0,131.225,2.640727
3967,9.0.0,131.58339999999998,2.618956
3968,9.0.0,129.1702,2.636924
3969,9.0.0,131.9988,2.640482
3970,9.0.0,132.7748,2.651376
3971,9.0.0,130.32580000000002,2.672416
3972,9.0.0,130.6152,2.65399
3973,9.0.0,130.2808,2.634549
3974,9.0.0,131.6464,2.683322
3975,9.0.0,131.6826,2.650195
3976,9.0.0,132.0582,2.61912
3977,9.0.0,130.447,2.602781
3978,9.0.0,130.7774,2.560679
3979,9.0.0,131.7006,2.575925
3980,9.0.0,130.696,2.678737
3981,9.0.0,131.25320000000002,2.645719
3982,9.0.0,131.3678,2.645662
3983,9.0.0,132.0522,2.647633
3984,9.0.0,130.6916,2.614746
3985,9.0.0,131.39939999999999,2.640782
3986,9.0.0,131.4496,2.642353
3987,9.0.0,129.9078,2.623697
3988,9.0.0,132.07139999999998,2.60091
3989,9.0.0,129.5328,2.689186
3990,9.0.0,130.8766,2.5731
3991,9.0.0,132.15220000000002,2.603972
3992,9.0.0,132.4954,2.632597
3993,9.0.0,131.7022,2.656985
3994,9.0.0,130.24280000000002,2.547659
3995,9.0.0,132.4152,2.706603
3996,9.0.0,132.0264,2.565885
3997,9.0.0,133.4926,2.562274
3998,9.0.0,131.47,2.588121
3999,9.0.0,132.63139999999999,2.583393
4000,9.0.0,130.9742,2.597982
4001,9.0.0,132.8676,2.566499
4002,9.0.0,132.622,2.54994
4003,9.0.0,129.9412,2.610583
4004,9.0.0,132.7966,2.591978
4005,9.0.0,130.8648,2.593083
4006,9.0.0,130.4902,2.646157
4007,9.0.0,129.4634,2.611173
4008,9.0.0,130.6996,2.644113
4009,9.0.0,132.773,2.570481
4010,9.0.0,131.4126,2.567691
4011,9.0.0,130.8664,2.603764
4012,9.0.0,131.342,2.567253
4013,9.0.0,129.6202,2.634385
4014,9.0.0,131.1668,2.540096
4015,9.0.0,130.9814,2.576382
4016,9.0.0,131.063,2.685875
4017,9.0.0,131.759,2.627488
4018,9.0.0,131.1804,2.615232
4019,9.0.0,130.6326,2.686877
4020,9.0.0,130.99939999999998,2.603695
4021,9.0.0,131.59,2.606249
4022,9.0.0,129.9668,2.621502
4023,9.0.0,130.7524,2.571935
4024,9.0.0,131.87,2.639788
4025,9.0.0,131.2424,2.656842
4026,9.0.0,130.3614,2.632448
4027,9.0.0,131.3862,2.555586
4028,9.0.0,133.40820000000002,2.540628
4029,9.0.0,130.97060000000002,2.588935
4030,9.0.0,132.153,2.711041
4031,9.0.0,130.696,2.607518
4032,9.0.0,130.997,2.563085
4033,9.0.0,133.0608,2.601986
4034,9.0.0,131.5672,2.566115
4035,9.0.0,131.456,2.700813
4036,9.0.0,132.021,2.603682
4037,9.0.0,132.5694,2.60791
4038,9.0.0,130.6402,2.643213
4039,9.0.0,130.2136,2.579439
4040,9.0.0,131.8198,2.597146
4041,9.0.0,131.396,2.578746
4042,9.0.0,131.7988,2.61889
4043,9.0.0,131.7574,2.591871
4044,9.0.0,131.6548,2.579002
4045,9.0.0,130.1284,2.796597
4046,9.0.0,130.3162,2.555927
4047,9.0.0,132.5626,2.593967
4048,9.0.0,132.596,2.591303
4049,9.0.0,131.9844,2.544433
4050,9.0.0,132.5616,2.581922
4051,9.0.0,132.3026,2.624248
4052,9.0.0,129.977,2.643115
4053,9.0.0,133.0564,2.612811
4054,9.0.0,131.662,2.651518
4055,9.0.0,131.0144,2.556881
4056,9.0.0,132.3606,2.690314
4057,9.0.0,129.3562,2.670003
4058,9.0.0,133.229,2.565004
4059,9.0.0,131.7996,2.604473
4060,9.0.0,126.99419999999999,2.653188
4061,9.0.0,132.45839999999998,2.61864
4062,9.0.0,132.78539999999998,2.579389
4063,9.0.0,132.4174,2.562636
4064,9.0.0,132.4206,2.809289
4065,9.0.0,131.43820000000002,2.606907
4066,9.0.0,133.156,2.592974
4067,9.0.0,133.338,2.651166
4068,9.0.0,132.5192,2.628399
4069,9.0.0,131.86579999999998,2.708304
4070,9.0.0,131.8348,2.665098
4071,9.0.0,132.44039999999998,2.678859
4072,9.0.0,132.4386,2.592625
4073,9.0.0,132.085,2.791097
4074,9.0.0,132.7394,2.540063
4075,9.0.0,132.2354,2.582431
4076,9.0.0,132.7842,2.616709
4077,9.0.0,132.1498,2.603888
4078,9.0.0,129.3538,2.729059
4079,9.0.0,131.1662,2.552372
4080,9.0.0,132.02079999999998,2.530643
4081,9.0.0,131.8914,2.66826
4082,9.0.0,131.9506,2.673959
4083,9.0.0,130.95680000000002,2.667232
4084,9.0.0,131.1658,2.678838
4085,9.0.0,132.3688,2.655193
4086,9.0.0,131.5026,2.654561
4087,9.0.0,130.9438,2.666791
4088,9.0.0,131.5898,2.667389
4089,9.0.0,131.1362,2.553478
4090,9.0.0,133.269,2.617464
4091,9.0.0,133.5444,2.677741
4092,9.0.0,132.801,2.651332
4093,9.0.0,132.6214,2.589739
4094,9.0.0,132.24079999999998,2.607208
4095,9.0.0,131.78279999999998,2.607431
4096,9.0.0,129.888,2.570781
4097,9.0.0,131.1836,2.590425
4098,9.0.0,131.9054,2.684184
4099,9.0.0,131.9938,2.619899
4100,9.0.0,131.959,2.616442
4101,9.0.0,130.947,2.597318
4102,9.0.0,132.5528,2.601565
4103,9.0.0,132.1746,2.601996
4104,9.0.0,126.42280000000001,2.64129
4105,9.0.0,125.52239999999999,2.612703
4106,9.0.0,125.436,2.676449
4107,9.0.0,126.4512,2.658932
4108,9.0.0,126.11739999999999,2.608095
4109,9.0.0,125.88719999999999,2.637292
4110,9.0.0,126.9542,2.706333
4111,9.0.0,126.292,2.660151
4112,9.0.0,127.1482,2.628137
4113,9.0.0,125.059,2.649287
4114,9.0.0,125.8214,2.646894
4115,9.0.0,125.7712,2.681932
4116,9.0.0,126.545,2.614489
4117,9.0.0,125.3858,2.636236
4118,9.0.0,126.0394,2.606749
4119,9.0.0,125.5782,2.639931
4120,9.0.0,125.9194,2.632197
4121,9.0.0,126.65639999999999,2.637931
4122,9.0.0,125.534,2.602748
4123,9.0.0,122.8304,2.600053
4124,9.0.0,123.495,2.626036
4125,9.0.0,126.13239999999999,2.642772
4126,9.0.0,125.8142,2.628089
4127,9.0.0,124.4664,2.737801
4128,9.0.0,123.6956,2.664535
4129,9.0.0,124.6256,2.64604
4130,9.0.0,126.173,2.661247
4131,9.0.0,126.65660000000001,2.631956
4132,9.0.0,125.5912,2.669138
4133,9.0.0,127.159,2.676912
4134,9.0.0,125.80260000000001,2.638961
4135,9.0.0,126.49080000000001,2.596202
4136,9.0.0,126.3968,2.635521
4137,9.0.0,126.3238,2.676572
4138,9.0.0,124.6702,2.626701
4139,9.0.0,124.76,2.671228
4140,9.0.0,126.6494,2.57665
4141,9.0.0,126.2342,2.62056
4142,9.0.0,125.31,2.649855
4143,9.0.0,125.712,2.747081
4144,9.0.0,126.31280000000001,2.633113
4145,9.0.0,125.0998,2.688239
4146,9.0.0,124.12960000000001,2.713445
4147,9.0.0,125.8786,2.684944
4148,9.0.0,125.0992,2.715308
4149,9.0.0,123.56819999999999,2.678131
4150,9.0.0,124.9122,2.774014
4151,9.0.0,125.8172,2.64741
4152,9.0.0,126.0414,2.642793
4153,9.0.0,126.415,2.606502
4154,9.0.0,125.88239999999999,2.68155
4155,9.0.0,125.6298,2.610175
4156,9.0.0,126.0942,2.739589
4157,9.0.0,124.4068,2.678729
4158,9.0.0,126.5476,2.626916
4159,9.0.0,127.0342,2.678176
4160,9.0.0,126.0366,2.668513
4161,9.0.0,127.478,2.735793
4162,9.0.0,127.0276,2.675623
4163,9.0.0,127.0462,2.582709
4164,9.0.0,127.4122,2.625736
4165,9.0.0,127.892,2.62941
4166,9.0.0,126.6786,2.681459
4167,9.0.0,125.44760000000001,2.64843
4168,9.0.0,127.1874,2.592896
4169,9.0.0,127.4944,2.666911
4170,9.0.0,125.414,2.571791
4171,9.0.0,125.75019999999999,2.677585
4172,9.0.0,127.58139999999999,2.685497
4173,9.0.0,126.3322,2.672671
4174,9.0.0,128.1652,2.627052
4175,9.0.0,126.9756,2.676393
4176,9.0.0,126.579,2.669352
4177,9.0.0,125.9824,2.677125
4178,9.0.0,125.4122,2.641008
4179,9.0.0,127.7068,2.655482
4180,9.0.0,126.459,2.660916
4181,9.0.0,126.3862,2.781643
4182,9.0.0,126.0342,2.671607
4183,9.0.0,127.4708,2.632175
4184,9.0.0,127.7122,2.660448
4185,9.0.0,127.7492,2.701164
4186,9.0.0,125.68039999999999,2.668719
4187,9.0.0,126.4742,2.751097
4188,9.0.0,127.6112,2.693168
4189,9.0.0,127.9946,2.714527
4190,9.0.0,126.2218,2.702154
4191,9.0.0,127.04180000000001,2.66799
4192,9.0.0,128.24280000000002,2.687652
4193,9.0.0,128.3328,2.626048
4194,9.0.0,126.5558,2.74232
4195,9.0.0,127.2506,2.666831
4196,9.0.0,127.0364,2.652003
4197,9.0.0,126.9974,2.635453
4198,9.0.0,126.4398,2.678012
4199,9.0.0,126.137,2.701858
4200,9.0.0,126.87219999999999,2.658926
4201,9.0.0,126.2614,2.653188
4202,9.0.0,127.2746,2.785497
4203,9.0.0,125.709,2.819876
4204,9.0.0,126.10719999999999,2.714593
4205,9.0.0,127.47439999999999,2.63047
4206,9.0.0,124.8534,2.664493
4207,9.0.0,130.356,2.567049
4208,9.0.0,123.9794,2.604415
4209,9.0.0,130.772,2.559532
4210,9.0.0,125.31360000000001,2.702273
4211,9.0.0,125.8032,2.699839
4212,9.0.0,127.6126,2.800184
4213,9.0.0,128.2888,2.632455
4214,9.0.0,126.1508,2.69223
4215,9.0.0,129.064,2.591225
4216,9.0.0,127.4904,2.608494
4217,9.0.0,126.478,2.659655
4218,9.0.0,128.71280000000002,2.653026
4219,9.0.0,127.4778,2.686113
4220,9.0.0,128.211,2.635614
4221,9.0.0,126.60419999999999,2.660412
4222,9.0.0,127.93960000000001,2.708251
4223,9.0.0,129.3948,2.561769
4224,9.0.0,128.0268,2.530331
4225,9.0.0,129.0318,2.525331
4226,9.0.0,137.64339999999999,2.395842
4227,9.0.0,129.088,2.56162
4228,9.0.0,125.7272,2.598065
4229,9.0.0,131.508,2.549849
4230,9.0.0,127.5688,2.548351
4231,9.0.0,129.8528,2.593705
4232,9.0.0,126.314,2.616876
4233,9.0.0,125.2838,2.639545
4234,9.0.0,127.2564,2.617107
4235,9.0.0,126.6616,2.648229
4236,9.0.0,125.2264,2.598923
4237,9.0.0,125.75280000000001,2.611077
4238,9.0.0,126.65,2.593656
4239,9.0.0,126.8382,2.612592
4240,9.0.0,126.2324,2.628364
4241,9.0.0,126.37819999999999,2.583339
4242,9.0.0,125.681,2.64078
4243,9.0.0,126.28880000000001,2.601166
4244,9.0.0,129.0248,2.582657
4245,9.0.0,128.2698,2.600277
4246,9.0.0,128.35,2.591843
4247,9.0.0,128.8892,2.550044
4248,9.0.0,128.124,2.601272
4249,9.0.0,130.8282,2.61451
4250,9.0.0,128.0682,2.611795
4251,9.0.0,125.7942,2.624065
4252,9.0.0,128.948,2.68969
4253,9.0.0,129.724,2.612093
4254,9.0.0,128.5146,2.565774
4255,9.0.0,128.4222,2.57735
4256,9.0.0,128.329,2.590692
4257,9.0.0,129.244,2.595567
4258,9.0.0,129.4136,2.577206
4259,9.0.0,129.267,2.534728
4260,9.0.0,129.8596,2.569175
4261,9.0.0,128.52519999999998,2.506707
4262,9.0.0,128.296,2.580362
4263,9.0.0,129.2006,2.543779
4264,9.0.0,128.627,2.627641
4265,9.0.0,129.948,2.631084
4266,9.0.0,129.7404,2.556913
4267,9.0.0,130.42,2.557265
4268,9.0.0,124.90360000000001,2.586342
4269,9.0.0,128.6078,2.721894
4270,9.0.0,128.274,2.637037
4271,9.0.0,129.7824,2.616627
4272,9.0.0,125.9748,2.582967
4273,9.0.0,129.52,2.561733
4274,9.0.0,129.4136,2.615195
4275,9.0.0,129.29,2.592297
4276,9.0.0,129.4614,2.683373
4277,9.0.0,129.422,2.63882
4278,9.0.0,129.1012,2.622729
4279,9.0.0,130.0216,2.617563
4280,9.0.0,128.908,2.627318
4281,9.0.0,130.235,2.577102
4282,9.0.0,129.9154,2.619712
4283,9.0.0,129.3808,2.607703
4284,9.0.0,129.6086,2.597423
4285,9.0.0,125.92660000000001,2.633749
4286,9.0.0,129.8966,2.699403
4287,9.0.0,128.73080000000002,2.614079
4288,9.0.0,131.029,2.602332
4289,9.0.0,129.584,2.601633
4290,9.0.0,131.0246,2.671279
4291,9.0.0,129.483,2.620452
4292,9.0.0,128.8894,2.624139
4293,9.0.0,129.9752,2.615692
4294,9.0.0,129.953,2.572426
4295,9.0.0,129.3414,2.636445
4296,9.0.0,130.1522,2.5922
4297,9.0.0,130.4864,2.637138
4298,9.0.0,129.22039999999998,2.621258
4299,9.0.0,129.7492,2.602722
4300,9.0.0,128.0934,2.604736
4301,9.0.0,129.3652,2.644111
4302,9.0.0,130.271,2.571015
4303,9.0.0,129.4794,2.644577
4304,9.0.0,129.8358,2.602567
4305,9.0.0,129.4476,2.625531
4306,9.0.0,128.8758,2.598995
4307,9.0.0,129.4118,2.635866
4308,9.0.0,131.1804,2.639952
4309,9.0.0,128.6892,2.642982
4310,9.0.0,129.0628,2.664809
4311,9.0.0,129.1386,2.669434
4312,9.0.0,129.9084,2.613462
4313,9.0.0,129.71880000000002,2.721685
4314,9.0.0,129.9456,2.61078
4315,9.0.0,130.26919999999998,2.656923
4316,9.0.0,130.513,2.622195
4317,9.0.0,126.7324,2.535309
4318,9.0.0,131.128,2.627477
4319,9.0.0,129.613,2.624391
4320,9.0.4,70.2294,3.26857
4321,9.0.4,69.56,3.284126
4322,9.0.4,69.97139999999999,3.299975
4323,9.0.4,69.2892,3.277602
4324,9.0.4,69.831,3.28294
4325,9.0.4,69.703,3.300684
4326,9.0.4,69.756,3.299711
4327,9.0.4,69.86760000000001,3.292649
4328,9.0.4,69.9704,3.282073
4329,9.0.4,69.53439999999999,3.304002
4330,9.0.4,69.506,3.435893
4331,9.0.4,69.49539999999999,3.272599
4332,9.0.4,69.7314,3.294319
4333,9.0.4,69.8062,3.318634
4334,9.0.4,69.5558,3.280072
4335,9.0.4,69.7992,3.457546
4336,9.0.4,68.23519999999999,3.352512
4337,9.0.4,69.6762,3.27937
4338,9.0.4,69.429,3.302994
4339,9.0.4,69.76480000000001,3.309148
4340,9.0.4,68.9478,3.352245
4341,9.0.4,69.672,3.297915
4342,9.0.4,69.8304,3.454552
4343,9.0.4,69.7166,3.276782
4344,9.0.4,69.614,3.281124
4345,9.0.4,69.96260000000001,3.284261
4346,9.0.4,69.8848,3.279801
4347,9.0.4,69.825,3.301524
4348,9.0.4,69.71,3.321786
4349,9.0.4,69.75580000000001,3.303869
4350,9.0.4,69.9308,3.302264
4351,9.0.4,69.9758,3.298849
4352,9.0.4,69.8664,3.299165
4353,9.0.4,70.1876,3.310221
4354,9.0.4,70.0138,3.289699
