root;twoPass;quality;bestQuality;goodQuality;rtQuality;constantBitrate;autoAltRef;noAltRef;allowResize;columnTiling;rowTiling;threads_1;threads_2;threads_4;threads_8;threads;arnrMaxFrames_0;arnrMaxFrames_5;arnrMaxFrames_15;arnrMaxFrames;arnrStrength_0;arnrStrength_3;arnrStrength_6;arnrStrength;revision;performance;size;cpu
1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1;0;0;1;0;1;0;1;v1.3.0;0.0017;0;0.002687
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;1;0;1;v1.3.0;0.000964;0;0.008249
1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;1;0;1;0;1;v1.3.0;0.004693;0;0.040563
1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;1;0;1;0;1;0;1;v1.3.0;0.001984;0;0.004581
1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;1;0;1;v1.3.0;0.002647;0;0.008448
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;1;v1.3.0;0.002653;0;0.00991
1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;1;0;1;v1.3.0;0.001237;0;0.011529
1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;1;0;1;v1.3.0;0.001329;0;0.00383
1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;0;1;0;1;v1.3.0;0.002349;0;0.005761
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;1;0;1;0;1;v1.3.0;0.002137;0;0.003505
1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;1;0;1;0;1;v1.3.0;0.005287;0;0.041388
1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;v1.3.0;0.003183;0;0.005762
1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;1;v1.3.0;0.003442;0;0.010247
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;1;v1.3.0;0.001219;0;0.022423
1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;1;v1.3.0;0.002788;0;0.026931
1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;1;0;1;0;0;1;1;v1.3.0;0.002452;0;0.022861
1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;0;1;1;v1.3.0;0.003876;0;0.017424
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;0;1;1;v1.3.0;0.004469;0;0.004222
1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0;1;1;v1.3.0;0.000939;0;0.010559
1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;1;1;v1.3.0;0.001378;0;0.042292
1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;v1.3.0;0.003095;0;0.00766
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;1;1;v1.3.0;0.002419;0;0.024974
1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;1;v1.3.0;0.002145;0;0.007375
1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;1;0;0;1;v1.3.0;0.002776;0;0.007064
1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;1;0;0;1;v1.3.0;0.003269;0;0.00506
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;1;1;0;0;1;v1.3.0;0.003373;0;0.004151
1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;v1.3.0;0.00209;0;0.012454
1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;1;0;0;1;v1.3.0;0.003496;0;0.008953
1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;1;0;0;1;v1.3.0;0.003854;0;0.02468
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;v1.3.0;0.002262;0;0.044598
1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;1;0;0;1;v1.3.0;0.003723;0;0.017271
1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;1;1;0;0;1;v1.3.0;0.002513;0;0.018068
1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;1;0;0;1;v1.3.0;0.003098;0;0.006614
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;1;1;0;0;1;v1.3.0;0.002182;0;0.019367
1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;1;v1.3.0;0.004149;0;0.007192
1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;1;0;1;v1.3.0;0.002383;0;0.025329
1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;1;v1.3.0;0.002291;0;0.010156
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;1;0;1;0;1;v1.3.0;0.003194;0;0.006361
1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;0;1;0;1;v1.3.0;0.0045;0;0.024066
1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;1;0;1;v1.3.0;0.003391;0;0.008287
1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;1;0;1;v1.3.0;0.001685;0;0.006524
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;1;0;1;0;1;v1.3.0;0.001112;0;0.006492
1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;1;v1.3.0;0.001934;0;0.009167
1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;1;0;1;v1.3.0;0.001961;0;0.004606
1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;1;0;1;v1.3.0;0.003143;0;0.03986
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;1;0;1;0;1;v1.3.0;0.002965;0;0.019431
1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;0;1;0;1;v1.3.0;0.003173;0;0.013459
1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;1;1;v1.3.0;0.003293;0;0.029185
1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;0;1;1;v1.3.0;0.001607;0;0.045574
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;1;0;0;1;1;v1.3.0;0.004178;0;0.004139
1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;1;v1.3.0;0.004814;0;0.001516
1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;0;1;1;v1.3.0;0.004948;0;0.006012
1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;1;1;v1.3.0;0.003391;0;0.009854
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;1;0;0;1;1;v1.3.0;0.002619;0;0.00577
1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;1;1;v1.3.0;0.004196;0;0.010085
1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;1;1;v1.3.0;0.002329;0;0.009233
1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;1;1;v1.3.0;0.003148;0;0.012695
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;1;0;0;1;1;v1.3.0;0.002284;0;0.011531
1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;v1.3.0;0.002701;0;0.005783
1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;1;v1.3.0;0.003598;0;0.010417
1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;0;1;v1.3.0;0.00277;0;0.020439
1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;1;0;0;1;1;0;0;1;v1.3.0;0.002405;0;0.024405
1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1;0;0;1;1;0;0;1;v1.3.0;0.002403;0;0.006017
1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;1;0;1;1;0;0;1;v1.3.0;0.001986;0;0.027415
1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;1;0;1;1;0;0;1;v1.3.0;0.002409;0;0.004489
1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;1;0;1;1;0;0;1;v1.3.0;0.002083;0;0.007311
1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;1;0;1;1;0;0;1;v1.3.0;0.000868;0;0.021158
1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;0;1;1;1;0;0;1;v1.3.0;0.003247;0;0.059753
1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;0;1;1;1;0;0;1;v1.3.0;0.003607;0;0.040353
1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;1;1;1;0;0;1;v1.3.0;0.002197;0;0.020974
1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;1;0;0;1;v1.3.0;0.002512;0;0.009771
1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;1;1;0;0;1;0;1;0;1;v1.3.0;0.001361;0;0.009918
1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;1;1;0;0;1;0;1;0;1;v1.3.0;0.00199;0;0.010121
1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;1;0;1;v1.3.0;0.001943;0;0.016671
1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1;0;0;1;0;1;0;1;v1.3.0;0.003261;0;0.023189
1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;1;0;1;0;1;0;1;v1.3.0;0.001989;0;0.021139
1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;1;0;1;0;1;0;1;v1.3.0;0.000789;0;0.024879
1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;1;0;1;0;1;0;1;v1.3.0;0.002191;0;0.022152
1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;1;0;1;0;1;0;1;v1.3.0;0.002289;0;0.008622
1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;v1.3.0;0.002438;0;0.004441
1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;0;1;1;0;1;0;1;v1.3.0;0.002558;0;0.009841
1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;1;1;0;1;0;1;v1.3.0;0.000567;0;0.010017
1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;1;0;1;v1.3.0;0.001722;0;0.050183
1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;1;1;0;0;1;0;0;1;1;v1.3.0;0.002735;0;0.006154
1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;1;1;0;0;1;0;0;1;1;v1.3.0;0.00208;0;0.003958
1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;0;1;1;v1.3.0;0.00299;0;0.039996
1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1;0;0;1;0;0;1;1;v1.3.0;0.002267;0;0.008528
1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;1;0;1;0;0;1;1;v1.3.0;0.004761;0;0.014411
1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;1;0;1;0;0;1;1;v1.3.0;0.003447;0;0.006641
1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;1;0;1;0;0;1;1;v1.3.0;0.002799;0;0.003259
1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;1;0;1;0;0;1;1;v1.3.0;0.003205;0;0.01997
1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;0;1;1;0;0;1;1;v1.3.0;0.003326;0;0.01034
1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;0;1;1;0;0;1;1;v1.3.0;0.00327;0;0.005674
1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;1;1;0;0;1;1;v1.3.0;0.002317;0;0.008672
1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0;1;1;v1.3.0;0.002529;0;0.00907
1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;v1.3.0;0.004344;0;0.007059
1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;1;v1.3.0;0.001942;0;0.013039
1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;v1.3.0;0.001227;0;0.005807
1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;1;0;0;1;v1.3.0;0.005566;0;0.005047
1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;1;1;0;0;1;v1.3.0;0.002285;0;0.010391
1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;1;0;0;1;v1.3.0;0.001193;0;0.011164
1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;1;1;0;0;1;v1.3.0;0.00369;0;0.049078
1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;1;1;0;0;1;v1.3.0;0.005303;0;0.02058
1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;1;1;0;0;1;v1.3.0;0.005749;0;0.0027
1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;0;0;1;v1.3.0;0.00284;0;0.019697
1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;1;1;0;0;1;v1.3.0;0.001276;0;0.041274
1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;1;0;0;1;v1.3.0;0.002101;0;0.009194
1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;1;0;1;v1.3.0;0.001515;0;0.042159
1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;0;1;0;1;v1.3.0;0.001232;0;0.006095
1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;0;1;0;1;v1.3.0;0.002229;0;0.004841
1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;1;0;1;v1.3.0;0.001609;0;0.008426
1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;1;0;1;v1.3.0;0.002839;0;0.007041
1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;1;0;1;v1.3.0;0.002245;0;0.008821
1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1;v1.3.0;0.002574;0;0.007979
1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;1;0;1;0;1;v1.3.0;0.00218;0;0.020295
1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;1;0;1;0;1;v1.3.0;0.00372;0;0.02287
1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;v1.3.0;0.001378;0;0.044758
1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;1;0;1;0;1;v1.3.0;0.003563;0;0.025042
1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;v1.3.0;0.002082;0;0.006548
1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;0;1;1;v1.3.0;0.002225;0;0.035859
1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;0;0;1;1;v1.3.0;0.003033;0;0.00872
1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;0;0;1;1;v1.3.0;0.002347;0;0.007087
1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;1;1;v1.3.0;0.004035;0;0.004659
1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;1;1;v1.3.0;0.002516;0;0.005805
1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;1;1;v1.3.0;0.003297;0;0.007978
1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;1;0;0;1;1;v1.3.0;0.004467;0;0.007399
1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;1;1;v1.3.0;0.000617;0;0.045576
1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;1;0;0;1;1;v1.3.0;0.003436;0;0.006322
1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;0;0;1;1;v1.3.0;0.003446;0;0.009982
1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;1;0;0;1;1;v1.3.0;0.003976;0;0.01673
1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;v1.3.0;0.003189;0;0.007479
1;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;1;1;0;0;1;1;0;0;1;v1.3.0;0.001719;0;0.023145
1;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;v1.3.0;0.002529;0;0.070085
1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;0;1;v1.3.0;0.003183;0;0.007858
1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;1;1;0;0;1;1;0;0;1;v1.3.0;0.003824;0;0.039256
1;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;1;0;1;1;0;0;1;v1.3.0;0.002164;0;0.007304
1;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;v1.3.0;0.003576;0;0.014605
1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;1;0;1;0;1;1;0;0;1;v1.3.0;0.00394;0;0.005938
1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;1;0;1;0;1;1;0;0;1;v1.3.0;0.003794;0;0.010068
1;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0;1;1;1;0;0;1;v1.3.0;0.004139;0;0.057139
1;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;1;0;0;1;1;1;0;0;1;v1.3.0;0.00279;0;0.006829
1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;1;0;0;1;1;1;0;0;1;v1.3.0;0.002287;0;0.007523
1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;1;0;0;1;1;1;0;0;1;v1.3.0;0.002059;0;0.017421
1;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;1;1;0;0;1;0;1;0;1;v1.3.0;0.002356;0;0.009311
1;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;0;1;v1.3.0;0.00262;0;0.024414
1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;1;1;0;0;1;0;1;0;1;v1.3.0;0.001346;0;0.004819
