root;twoPass;quality;bestQuality;goodQuality;rtQuality;constantBitrate;autoAltRef;noAltRef;allowResize;columnTiling;rowTiling;threads_1;threads_2;threads_4;threads_8;threads;arnrMaxFrames_0;arnrMaxFrames_5;arnrMaxFrames_15;arnrMaxFrames;arnrStrength_0;arnrStrength_3;arnrStrength_6;arnrStrength;revision;performance;size;cpu
1;1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;1;0;0;1;1;v1.4.0;0.017356;0;0.016231
1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;1;1;v1.4.0;0.011717;0;0.004658
1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;1;0;0;1;1;v1.4.0;0.01513;0;0.002307
1;1;1;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;1;0;0;1;1;v1.4.0;0.001421;0;0.003742
1;1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;1;1;0;0;1;1;v1.4.0;0.013093;0;0.003845
1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;v1.4.0;0.008125;0;0.009148
1;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.015249;0;0.002056
1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.01101;0;0.003549
1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.001213;0;0.001486
1;1;1;1;0;0;0;1;0;1;0;1;0;0;0;1;1;1;0;0;1;1;0;0;1;v1.4.0;0.014127;0;0.004932
1;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;1;0;1;1;0;0;1;v1.4.0;0.013861;0;0.00715
1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;v1.4.0;0.01631;0;0.006184
1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0;1;0;1;1;0;0;1;v1.4.0;0.013007;1E-06;0.006685
1;1;1;1;0;0;0;1;0;1;0;1;0;0;0;1;1;0;1;0;1;1;0;0;1;v1.4.0;0.014141;0;0.009045
1;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1;0;0;1;v1.4.0;0.014702;0;0.003137
1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1;0;0;1;v1.4.0;0.007204;0;0.001681
1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0;0;1;1;1;0;0;1;v1.4.0;0.012471;0;0.001181
1;1;1;1;0;0;0;1;0;1;0;1;0;0;0;1;1;0;0;1;1;1;0;0;1;v1.4.0;0.013218;0;0.004013
1;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;1;0;0;1;0;1;0;1;v1.4.0;0.015848;0;0.007389
1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;0;1;v1.4.0;0.001384;0;0.00464
1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;0;1;0;1;v1.4.0;0.015172;0;0.007759
1;1;1;1;0;0;0;1;0;1;0;1;0;0;0;1;1;1;0;0;1;0;1;0;1;v1.4.0;0.009766;0;0.002021
1;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;1;0;1;0;1;0;1;v1.4.0;0.010677;0;0.004394
1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;0;1;0;1;v1.4.0;0.011441;0;0.001591
1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0;1;0;1;0;1;0;1;v1.4.0;0.002954;0;0.004887
1;1;1;1;0;0;0;1;0;1;0;1;0;0;0;1;1;0;1;0;1;0;1;0;1;v1.4.0;0.019597;0;0.004867
1;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0;1;1;0;1;0;1;v1.4.0;0.01649;0;0.004157
1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;0;1;0;0;1;1;0;1;0;1;v1.4.0;0.012876;0;0.002732
1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0;0;1;1;0;1;0;1;v1.4.0;0.00973;0;0.004174
1;1;1;1;0;0;0;1;0;1;0;1;0;0;0;1;1;0;0;1;1;0;1;0;1;v1.4.0;0.018089;0;0.005274
1;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;v1.4.0;0.016227;0;0.004798
1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;0;1;1;v1.4.0;0.012963;0;0.00822
1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;0;0;1;1;v1.4.0;0.007163;0;0.006384
1;1;1;1;0;0;0;1;0;1;0;1;0;0;0;1;1;1;0;0;1;0;0;1;1;v1.4.0;0.012604;0;0.002755
1;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;1;0;1;0;0;1;1;v1.4.0;0.019993;0;0.009435
1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;0;0;1;1;v1.4.0;0.00644;0;0.006962
1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0;1;0;1;0;0;1;1;v1.4.0;0.013369;0;0.003878
1;1;1;1;0;0;0;1;0;1;0;1;0;0;0;1;1;0;1;0;1;0;0;1;1;v1.4.0;0.015745;0;0.000907
1;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0;1;1;0;0;1;1;v1.4.0;0.001971;0;0.009283
1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;v1.4.0;0.01339;0;0.002178
1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0;0;1;1;0;0;1;1;v1.4.0;0.016215;0;0.003828
1;1;1;1;0;0;0;1;0;1;0;1;0;0;0;1;1;0;0;1;1;0;0;1;1;v1.4.0;0.003922;0;0.009043
1;1;1;1;0;0;0;1;0;1;1;0;1;0;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.008714;0;0.003673
1;1;1;1;0;0;0;1;0;1;1;0;0;1;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.006251;0;0.003222
1;1;1;1;0;0;0;1;0;1;1;0;0;0;1;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.005018;0;0.004313
1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;v1.4.0;0.006608;0;0.00567
1;1;1;1;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1;0;1;1;0;0;1;v1.4.0;0.012018;0;0.00203
1;1;1;1;0;0;0;1;0;1;1;0;0;1;0;0;1;0;1;0;1;1;0;0;1;v1.4.0;0.006284;0;0.002632
1;1;1;1;0;0;0;1;0;1;1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;v1.4.0;0.008443;0;0.006688
1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;1;1;0;1;0;1;1;0;0;1;v1.4.0;0.004393;0;0.003385
1;1;1;1;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;1;1;0;0;1;v1.4.0;0.003773;0;0.007643
1;1;1;1;0;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;1;1;0;0;1;v1.4.0;0.007015;0;0.001322
1;1;1;1;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;1;1;1;0;0;1;v1.4.0;0.005154;0;0.006241
1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;1;1;1;0;0;1;v1.4.0;0.006266;0;0.00645
1;1;1;1;0;0;0;1;0;1;1;0;1;0;0;0;1;1;0;0;1;0;1;0;1;v1.4.0;0.010491;0;0.005722
1;1;1;1;0;0;0;1;0;1;1;0;0;1;0;0;1;1;0;0;1;0;1;0;1;v1.4.0;0.005194;0;0.006103
1;1;1;1;0;0;0;1;0;1;1;0;0;0;1;0;1;1;0;0;1;0;1;0;1;v1.4.0;0.003341;0;0.009215
1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;1;1;1;0;0;1;0;1;0;1;v1.4.0;0.005536;0;0.006163
1;1;1;1;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1;0;1;0;1;0;1;v1.4.0;0.013397;0;0.006855
1;1;1;1;0;0;0;1;0;1;1;0;0;1;0;0;1;0;1;0;1;0;1;0;1;v1.4.0;0.005746;0;0.004547
1;1;1;1;0;0;0;1;0;1;1;0;0;0;1;0;1;0;1;0;1;0;1;0;1;v1.4.0;0.00739;0;0.008723
1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;1;1;0;1;0;1;0;1;0;1;v1.4.0;0.005145;0;0.003629
1;1;1;1;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;1;0;1;0;1;v1.4.0;0.012462;0;0.003932
1;1;1;1;0;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;1;0;1;0;1;v1.4.0;0.005798;0;0.004218
1;1;1;1;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;1;1;0;1;0;1;v1.4.0;0.00391;0;0.005574
1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;1;1;0;1;0;1;v1.4.0;0.006537;0;0.0061
1;1;1;1;0;0;0;1;0;1;1;0;1;0;0;0;1;1;0;0;1;0;0;1;1;v1.4.0;0.012785;0;0.004345
1;1;1;1;0;0;0;1;0;1;1;0;0;1;0;0;1;1;0;0;1;0;0;1;1;v1.4.0;0.008338;0;0.008179
1;1;1;1;0;0;0;1;0;1;1;0;0;0;1;0;1;1;0;0;1;0;0;1;1;v1.4.0;0.007827;0;0.005096
1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;1;1;1;0;0;1;0;0;1;1;v1.4.0;0.006798;1E-06;0.00429
1;1;1;1;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1;0;1;0;0;1;1;v1.4.0;0.016592;0;0.004407
1;1;1;1;0;0;0;1;0;1;1;0;0;1;0;0;1;0;1;0;1;0;0;1;1;v1.4.0;0.004404;0;0.004273
1;1;1;1;0;0;0;1;0;1;1;0;0;0;1;0;1;0;1;0;1;0;0;1;1;v1.4.0;0.009097;0;0.005127
1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;1;1;0;1;0;1;0;0;1;1;v1.4.0;0.005297;0;0.005752
1;1;1;1;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;1;0;0;1;1;v1.4.0;0.004513;0;0.003726
1;1;1;1;0;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;1;0;0;1;1;v1.4.0;0.005645;0;0.006165
1;1;1;1;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;1;1;0;0;1;1;v1.4.0;0.003777;0;0.00401
1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;v1.4.0;0.007229;0;0.004438
1;1;1;1;0;0;0;1;0;1;1;1;1;0;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.011248;0;0.012081
1;1;1;1;0;0;0;1;0;1;1;1;0;1;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.00602;0;0.007746
1;1;1;1;0;0;0;1;0;1;1;1;0;0;1;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.005296;0;0.006154
1;1;1;1;0;0;0;1;0;1;1;1;0;0;0;1;1;1;0;0;1;1;0;0;1;v1.4.0;0.007488;0;0.005774
1;1;1;1;0;0;0;1;0;1;1;1;1;0;0;0;1;0;1;0;1;1;0;0;1;v1.4.0;0.01364;0;0.001326
1;1;1;1;0;0;0;1;0;1;1;1;0;1;0;0;1;0;1;0;1;1;0;0;1;v1.4.0;0.006513;0;0.006016
1;1;1;1;0;0;0;1;0;1;1;1;0;0;1;0;1;0;1;0;1;1;0;0;1;v1.4.0;0.005406;0;0.002349
1;1;1;1;0;0;0;1;0;1;1;1;0;0;0;1;1;0;1;0;1;1;0;0;1;v1.4.0;0.006146;0;0.007849
1;1;1;1;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;1;1;1;0;0;1;v1.4.0;0.020303;0;0.002477
1;1;1;1;0;0;0;1;0;1;1;1;0;1;0;0;1;0;0;1;1;1;0;0;1;v1.4.0;0.005025;0;0.006153
1;1;1;1;0;0;0;1;0;1;1;1;0;0;1;0;1;0;0;1;1;1;0;0;1;v1.4.0;0.006235;0;0.012131
1;1;1;1;0;0;0;1;0;1;1;1;0;0;0;1;1;0;0;1;1;1;0;0;1;v1.4.0;0.005434;0;0.0084
1;1;1;1;0;0;0;1;0;1;1;1;1;0;0;0;1;1;0;0;1;0;1;0;1;v1.4.0;0.012075;0;0.002884
1;1;1;1;0;0;0;1;0;1;1;1;0;1;0;0;1;1;0;0;1;0;1;0;1;v1.4.0;0.007177;0;0.004595
1;1;1;1;0;0;0;1;0;1;1;1;0;0;1;0;1;1;0;0;1;0;1;0;1;v1.4.0;0.005324;0;0.001817
1;1;1;1;0;0;0;1;0;1;1;1;0;0;0;1;1;1;0;0;1;0;1;0;1;v1.4.0;0.003492;0;0.006008
1;1;1;1;0;0;0;1;0;1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;1;v1.4.0;0.012806;0;0.013013
1;1;1;1;0;0;0;1;0;1;1;1;0;1;0;0;1;0;1;0;1;0;1;0;1;v1.4.0;0.004565;0;0.00715
1;1;1;1;0;0;0;1;0;1;1;1;0;0;1;0;1;0;1;0;1;0;1;0;1;v1.4.0;0.004853;0;0.009408
1;1;1;1;0;0;0;1;0;1;1;1;0;0;0;1;1;0;1;0;1;0;1;0;1;v1.4.0;0.006142;0;0.005001
1;1;1;1;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;v1.4.0;0.019277;0;0.003473
1;1;1;1;0;0;0;1;0;1;1;1;0;1;0;0;1;0;0;1;1;0;1;0;1;v1.4.0;0.004684;0;0.006403
1;1;1;1;0;0;0;1;0;1;1;1;0;0;1;0;1;0;0;1;1;0;1;0;1;v1.4.0;0.007069;0;0.00645
1;1;1;1;0;0;0;1;0;1;1;1;0;0;0;1;1;0;0;1;1;0;1;0;1;v1.4.0;0.007026;0;0.002038
1;1;1;1;0;0;0;1;0;1;1;1;1;0;0;0;1;1;0;0;1;0;0;1;1;v1.4.0;0.018489;0;0.002897
1;1;1;1;0;0;0;1;0;1;1;1;0;1;0;0;1;1;0;0;1;0;0;1;1;v1.4.0;0.00496;0;0.004044
1;1;1;1;0;0;0;1;0;1;1;1;0;0;1;0;1;1;0;0;1;0;0;1;1;v1.4.0;0.006923;0;0.005906
1;1;1;1;0;0;0;1;0;1;1;1;0;0;0;1;1;1;0;0;1;0;0;1;1;v1.4.0;0.006605;0;0.007339
1;1;1;1;0;0;0;1;0;1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;1;v1.4.0;0.002335;0;0.003689
1;1;1;1;0;0;0;1;0;1;1;1;0;1;0;0;1;0;1;0;1;0;0;1;1;v1.4.0;0.007288;0;0.009321
1;1;1;1;0;0;0;1;0;1;1;1;0;0;1;0;1;0;1;0;1;0;0;1;1;v1.4.0;0.008438;0;0.004323
1;1;1;1;0;0;0;1;0;1;1;1;0;0;0;1;1;0;1;0;1;0;0;1;1;v1.4.0;0.007966;0;0.003801
1;1;1;1;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;1;1;0;0;1;1;v1.4.0;0.017329;0;0.008956
1;1;1;1;0;0;0;1;0;1;1;1;0;1;0;0;1;0;0;1;1;0;0;1;1;v1.4.0;0.007287;0;0.006428
1;1;1;1;0;0;0;1;0;1;1;1;0;0;1;0;1;0;0;1;1;0;0;1;1;v1.4.0;0.00861;0;0.012339
1;1;1;1;0;0;0;1;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;1;1;v1.4.0;0.006115;0;0.006606
1;1;1;1;0;0;1;0;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.011305;0;0.011464
1;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.012399;0;0.013238
1;1;1;1;0;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.0116;0;0.004466
1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;1;v1.4.0;0.016994;0;0.006976
1;1;1;1;0;0;1;0;1;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.004323;0;0.004469
1;1;1;1;0;0;1;0;1;0;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.015126;0;0.007688
1;1;1;1;0;0;1;0;1;0;0;1;0;0;1;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.009214;0;0.004831
1;1;1;1;0;0;1;0;1;0;0;1;0;0;0;1;1;1;0;0;1;1;0;0;1;v1.4.0;0.01345;0;0.004603
1;1;1;1;0;0;1;0;1;0;1;0;1;0;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.00922;0;0.004055
1;1;1;1;0;0;1;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.005259;0;0.00366
1;1;1;1;0;0;1;0;1;0;1;0;0;0;1;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.0051;0;0.002261
1;1;1;1;0;0;1;0;1;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;v1.4.0;0.004811;0;0.003388
1;1;1;1;0;0;1;0;1;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.011963;0;0.00556
1;1;1;1;0;0;1;0;1;0;1;1;0;1;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.006294;0;0.003557
1;1;1;1;0;0;1;0;1;0;1;1;0;0;1;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.005303;0;0.003577
1;1;1;1;0;0;1;0;1;0;1;1;0;0;0;1;1;1;0;0;1;1;0;0;1;v1.4.0;0.005297;0;0.007259
1;1;1;1;0;0;1;0;1;1;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.01231;0;0.004039
1;1;1;1;0;0;1;0;1;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.005661;2E-06;0.004742
1;1;1;1;0;0;1;0;1;1;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.012662;0;0.004311
1;1;1;1;0;0;1;0;1;1;0;0;0;0;0;1;1;1;0;0;1;1;0;0;1;v1.4.0;0.010136;0;0.004976
1;1;1;1;0;0;1;0;1;1;0;1;1;0;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.011673;0;0.009355
1;1;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.015582;0;0.00378
1;1;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.016239;0;0.007133
1;1;1;1;0;0;1;0;1;1;0;1;0;0;0;1;1;1;0;0;1;1;0;0;1;v1.4.0;0.012714;0;0.006196
1;1;1;1;0;0;1;0;1;1;1;0;1;0;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.011534;0;0.002607
1;1;1;1;0;0;1;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.003381;0;0.003637
1;1;1;1;0;0;1;0;1;1;1;0;0;0;1;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.007307;0;0.009048
1;1;1;1;0;0;1;0;1;1;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;v1.4.0;0.005095;0;0.009057
1;1;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.014752;0;0.004366
1;1;1;1;0;0;1;0;1;1;1;1;0;1;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.00594;0;0.007924
1;1;1;1;0;0;1;0;1;1;1;1;0;0;1;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.006394;0;0.008502
1;1;1;1;0;0;1;0;1;1;1;1;0;0;0;1;1;1;0;0;1;1;0;0;1;v1.4.0;0.00566;0;0.010837
1;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.005074;0;0.001875
1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.01321;0;0.009043
1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.008275;0;0.006923
1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;1;v1.4.0;0.014808;0;0.005796
1;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;0;1;1;0;0;1;v1.4.0;0.020408;0;0.006747
1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;1;0;1;1;0;0;1;v1.4.0;0.012864;0;0.000883
1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;1;v1.4.0;0.014366;0;0.004179
1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;1;v1.4.0;0.015715;0;0.00444
1;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;1;v1.4.0;0.01508;0;0.004209
1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;1;v1.4.0;0.009296;0;0.011037
1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;1;v1.4.0;0.013955;0;0.008834
1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;0;1;v1.4.0;0.013753;0;0.009271
1;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;1;v1.4.0;0.001617;0;0.000945
1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;1;1;0;0;1;0;1;0;1;v1.4.0;0.01658;0;0.001784
1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;0;1;v1.4.0;0.005809;0;0.002702
1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;1;v1.4.0;0.010472;0;0.007337
1;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;1;0;1;v1.4.0;0.007429;0;0.006637
1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;1;v1.4.0;0.013804;0;0.005703
1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1;v1.4.0;0.016417;0;0.002581
1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;1;v1.4.0;0.012594;0;0.003856
1;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1;0;1;v1.4.0;0.011821;2E-06;0.015377
1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;v1.4.0;0.013738;0;0.007359
1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;1;0;1;0;1;v1.4.0;0.015038;0;0.004549
1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;v1.4.0;0.019016;0;0.003728
1;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;1;1;v1.4.0;0.016255;0;0.002241
1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;1;1;v1.4.0;0.01303;0;0.005274
1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;1;1;v1.4.0;0.004288;0;0.010844
1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;1;v1.4.0;0.014075;0;0.007749
1;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;1;1;v1.4.0;0.016336;0;0.008826
1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;1;v1.4.0;0.011933;0;0.008326
1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;1;1;v1.4.0;0.002965;0;0.007184
1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;1;1;v1.4.0;0.001997;0;0.006015
1;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;1;v1.4.0;0.016774;0;0.003423
1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;1;v1.4.0;0.016887;0;0.009225
1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;1;1;v1.4.0;0.000938;0;0.003589
1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;v1.4.0;0.008401;0;0.004085
1;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.010013;0;0.013033
1;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.014442;0;0.00566
1;1;1;1;0;0;1;1;0;0;0;1;0;0;1;0;1;1;0;0;1;1;0;0;1;v1.4.0;0.014937;0;0.003779
1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;1;1;1;0;0;1;1;0;0;1;v1.4.0;0.00282;0;0.006215
1;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;1;0;1;0;1;1;0;0;1;v1.4.0;0.00532;0;0.00286
1;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;v1.4.0;0.012646;0;0.003503
1;1;1;1;0;0;1;1;0;0;0;1;0;0;1;0;1;0;1;0;1;1;0;0;1;v1.4.0;0.014856;0;0.002881
1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;1;1;0;1;0;1;1;0;0;1;v1.4.0;0.013249;0;0.009523
1;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;1;1;1;0;0;1;v1.4.0;0.015627;0;0.00433
1;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;1;0;0;1;1;1;0;0;1;v1.4.0;0.013987;0;0.008949
1;1;1;1;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;1;1;1;0;0;1;v1.4.0;0.016101;0;0.00426
1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;1;1;1;0;0;1;v1.4.0;0.013191;0;0.00665
1;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;1;1;0;0;1;0;1;0;1;v1.4.0;0.012709;0;0.003168
1;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;1;1;0;0;1;0;1;0;1;v1.4.0;0.001086;0;0.006454
1;1;1;1;0;0;1;1;0;0;0;1;0;0;1;0;1;1;0;0;1;0;1;0;1;v1.4.0;0.002534;0;0.004964
1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;1;1;1;0;0;1;0;1;0;1;v1.4.0;0.011361;0;0.007228
1;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;1;0;1;0;1;0;1;0;1;v1.4.0;0.00117;0;0.009898
1;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;1;0;1;0;1;0;1;0;1;v1.4.0;0.015497;0;0.008648
