root;twoPass;quality;bestQuality;goodQuality;rtQuality;constantBitrate;autoAltRef;noAltRef;allowResize;columnTiling;rowTiling;threads;arnrMaxFrames;arnrStrength;revision;performance
1;0;1;0;0;1;0;0;0;0;0;1;8;5;6;1.6.0;60424.000000
1;0;1;0;0;1;0;0;0;0;0;1;1;15;6;1.6.0;60550.000000
1;0;1;0;0;1;0;0;0;0;0;1;2;15;6;1.6.0;60727.000000
1;0;1;0;0;1;0;0;0;0;0;1;4;15;6;1.6.0;60492.000000
1;0;1;0;0;1;0;0;0;0;0;1;8;15;6;1.6.0;60511.000000
1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1.6.0;60526.000000
1;0;1;0;0;1;0;0;0;0;1;0;2;0;0;1.6.0;35547.000000
1;0;1;0;0;1;0;0;0;0;1;0;4;0;0;1.6.0;35726.000000
1;0;1;0;0;1;0;0;0;0;1;0;8;0;0;1.6.0;35633.000000
1;0;1;0;0;1;0;0;0;0;1;0;1;5;0;1.6.0;60017.000000
1;0;1;0;0;1;0;0;0;0;1;0;2;5;0;1.6.0;35885.000000
1;0;1;0;0;1;0;0;0;0;1;0;4;5;0;1.6.0;35710.000000
1;0;1;0;0;1;0;0;0;0;1;0;8;5;0;1.6.0;35552.000000
1;0;1;0;0;1;0;0;0;0;1;0;1;15;0;1.6.0;60031.000000
1;0;1;0;0;1;0;0;0;0;1;0;2;15;0;1.6.0;35629.000000
1;0;1;0;0;1;0;0;0;0;1;0;4;15;0;1.6.0;35581.000000
1;0;1;0;0;1;0;0;0;0;1;0;8;15;0;1.6.0;35696.000000
1;0;1;0;0;1;0;0;0;0;1;0;1;0;3;1.6.0;60299.000000
1;0;1;0;0;1;0;0;0;0;1;0;2;0;3;1.6.0;35670.000000
1;0;1;0;0;1;0;0;0;0;1;0;4;0;3;1.6.0;35549.000000
1;0;1;0;0;1;0;0;0;0;1;0;8;0;3;1.6.0;36010.000000
1;0;1;0;0;1;0;0;0;0;1;0;1;5;3;1.6.0;60029.000000
1;0;1;0;0;1;0;0;0;0;1;0;2;5;3;1.6.0;35655.000000
1;0;1;0;0;1;0;0;0;0;1;0;4;5;3;1.6.0;35654.000000
1;0;1;0;0;1;0;0;0;0;1;0;8;5;3;1.6.0;35542.000000
1;0;1;0;0;1;0;0;0;0;1;0;1;15;3;1.6.0;60250.000000
1;0;1;0;0;1;0;0;0;0;1;0;2;15;3;1.6.0;35513.000000
1;0;1;0;0;1;0;0;0;0;1;0;4;15;3;1.6.0;35700.000000
1;0;1;0;0;1;0;0;0;0;1;0;8;15;3;1.6.0;35647.000000
1;0;1;0;0;1;0;0;0;0;1;0;1;0;6;1.6.0;60055.000000
1;0;1;0;0;1;0;0;0;0;1;0;2;0;6;1.6.0;35569.000000
1;0;1;0;0;1;0;0;0;0;1;0;4;0;6;1.6.0;35711.000000
1;0;1;0;0;1;0;0;0;0;1;0;8;0;6;1.6.0;35593.000000
1;0;1;0;0;1;0;0;0;0;1;0;1;5;6;1.6.0;59985.000000
1;0;1;0;0;1;0;0;0;0;1;0;2;5;6;1.6.0;35603.000000
1;0;1;0;0;1;0;0;0;0;1;0;4;5;6;1.6.0;35636.000000
1;0;1;0;0;1;0;0;0;0;1;0;8;5;6;1.6.0;35710.000000
1;0;1;0;0;1;0;0;0;0;1;0;1;15;6;1.6.0;59967.000000
1;0;1;0;0;1;0;0;0;0;1;0;2;15;6;1.6.0;35582.000000
1;0;1;0;0;1;0;0;0;0;1;0;4;15;6;1.6.0;35694.000000
1;0;1;0;0;1;0;0;0;0;1;0;8;15;6;1.6.0;35695.000000
1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;1.6.0;59843.000000
1;0;1;0;0;1;0;0;0;0;1;1;2;0;0;1.6.0;35831.000000
1;0;1;0;0;1;0;0;0;0;1;1;4;0;0;1.6.0;35784.000000
1;0;1;0;0;1;0;0;0;0;1;1;8;0;0;1.6.0;35641.000000
1;0;1;0;0;1;0;0;0;0;1;1;1;5;0;1.6.0;59813.000000
1;0;1;0;0;1;0;0;0;0;1;1;2;5;0;1.6.0;35562.000000
1;0;1;0;0;1;0;0;0;0;1;1;4;5;0;1.6.0;35648.000000
1;0;1;0;0;1;0;0;0;0;1;1;8;5;0;1.6.0;35859.000000
1;0;1;0;0;1;0;0;0;0;1;1;1;15;0;1.6.0;59739.000000
1;0;1;0;0;1;0;0;0;0;1;1;2;15;0;1.6.0;35623.000000
1;0;1;0;0;1;0;0;0;0;1;1;4;15;0;1.6.0;35752.000000
1;0;1;0;0;1;0;0;0;0;1;1;8;15;0;1.6.0;35710.000000
1;0;1;0;0;1;0;0;0;0;1;1;1;0;3;1.6.0;59933.000000
1;0;1;0;0;1;0;0;0;0;1;1;2;0;3;1.6.0;36141.000000
1;0;1;0;0;1;0;0;0;0;1;1;4;0;3;1.6.0;35768.000000
1;0;1;0;0;1;0;0;0;0;1;1;8;0;3;1.6.0;35595.000000
1;0;1;0;0;1;0;0;0;0;1;1;1;5;3;1.6.0;59830.000000
1;0;1;0;0;1;0;0;0;0;1;1;2;5;3;1.6.0;35569.000000
1;0;1;0;0;1;0;0;0;0;1;1;4;5;3;1.6.0;35701.000000
1;0;1;0;0;1;0;0;0;0;1;1;8;5;3;1.6.0;35684.000000
1;0;1;0;0;1;0;0;0;0;1;1;1;15;3;1.6.0;59976.000000
1;0;1;0;0;1;0;0;0;0;1;1;2;15;3;1.6.0;35672.000000
1;0;1;0;0;1;0;0;0;0;1;1;4;15;3;1.6.0;35714.000000
1;0;1;0;0;1;0;0;0;0;1;1;8;15;3;1.6.0;35622.000000
1;0;1;0;0;1;0;0;0;0;1;1;1;0;6;1.6.0;60016.000000
1;0;1;0;0;1;0;0;0;0;1;1;2;0;6;1.6.0;35605.000000
1;0;1;0;0;1;0;0;0;0;1;1;4;0;6;1.6.0;35698.000000
1;0;1;0;0;1;0;0;0;0;1;1;8;0;6;1.6.0;35748.000000
1;0;1;0;0;1;0;0;0;0;1;1;1;5;6;1.6.0;59852.000000
1;0;1;0;0;1;0;0;0;0;1;1;2;5;6;1.6.0;35606.000000
1;0;1;0;0;1;0;0;0;0;1;1;4;5;6;1.6.0;35647.000000
1;0;1;0;0;1;0;0;0;0;1;1;8;5;6;1.6.0;35572.000000
1;0;1;0;0;1;0;0;0;0;1;1;1;15;6;1.6.0;59849.000000
1;0;1;0;0;1;0;0;0;0;1;1;2;15;6;1.6.0;35654.000000
1;0;1;0;0;1;0;0;0;0;1;1;4;15;6;1.6.0;35681.000000
1;0;1;0;0;1;0;0;0;0;1;1;8;15;6;1.6.0;35774.000000
1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1.6.0;60482.000000
1;0;1;0;0;1;0;0;0;1;0;0;2;0;0;1.6.0;60495.000000
1;0;1;0;0;1;0;0;0;1;0;0;4;0;0;1.6.0;60711.000000
1;0;1;0;0;1;0;0;0;1;0;0;8;0;0;1.6.0;60738.000000
1;0;1;0;0;1;0;0;0;1;0;0;1;5;0;1.6.0;60557.000000
1;0;1;0;0;1;0;0;0;1;0;0;2;5;0;1.6.0;60278.000000
1;0;1;0;0;1;0;0;0;1;0;0;4;5;0;1.6.0;60503.000000
1;0;1;0;0;1;0;0;0;1;0;0;8;5;0;1.6.0;60554.000000
1;0;1;0;0;1;0;0;0;1;0;0;1;15;0;1.6.0;60590.000000
1;0;1;0;0;1;0;0;0;1;0;0;2;15;0;1.6.0;60804.000000
1;0;1;0;0;1;0;0;0;1;0;0;4;15;0;1.6.0;60551.000000
1;0;1;0;0;1;0;0;0;1;0;0;8;15;0;1.6.0;60797.000000
1;0;1;0;0;1;0;0;0;1;0;0;1;0;3;1.6.0;60736.000000
1;0;1;0;0;1;0;0;0;1;0;0;2;0;3;1.6.0;60629.000000
1;0;1;0;0;1;0;0;0;1;0;0;4;0;3;1.6.0;60471.000000
1;0;1;0;0;1;0;0;0;1;0;0;8;0;3;1.6.0;60466.000000
1;0;1;0;0;1;0;0;0;1;0;0;1;5;3;1.6.0;60661.000000
1;0;1;0;0;1;0;0;0;1;0;0;2;5;3;1.6.0;60550.000000
1;0;1;0;0;1;0;0;0;1;0;0;4;5;3;1.6.0;60608.000000
1;0;1;0;0;1;0;0;0;1;0;0;8;5;3;1.6.0;60512.000000
1;0;1;0;0;1;0;0;0;1;0;0;1;15;3;1.6.0;60743.000000
1;0;1;0;0;1;0;0;0;1;0;0;2;15;3;1.6.0;60613.000000
1;0;1;0;0;1;0;0;0;1;0;0;4;15;3;1.6.0;60383.000000
1;0;1;0;0;1;0;0;0;1;0;0;8;15;3;1.6.0;60602.000000
1;0;1;0;0;1;0;0;0;1;0;0;1;0;6;1.6.0;60490.000000
1;0;1;0;0;1;0;0;0;1;0;0;2;0;6;1.6.0;60411.000000
1;0;1;0;0;1;0;0;0;1;0;0;4;0;6;1.6.0;60598.000000
1;0;1;0;0;1;0;0;0;1;0;0;8;0;6;1.6.0;60527.000000
1;0;1;0;0;1;0;0;0;1;0;0;1;5;6;1.6.0;60339.000000
1;0;1;0;0;1;0;0;0;1;0;0;2;5;6;1.6.0;60816.000000
1;0;1;0;0;1;0;0;0;1;0;0;4;5;6;1.6.0;60794.000000
1;0;1;0;0;1;0;0;0;1;0;0;8;5;6;1.6.0;60623.000000
1;0;1;0;0;1;0;0;0;1;0;0;1;15;6;1.6.0;60683.000000
1;0;1;0;0;1;0;0;0;1;0;0;2;15;6;1.6.0;60424.000000
1;0;1;0;0;1;0;0;0;1;0;0;4;15;6;1.6.0;60348.000000
1;0;1;0;0;1;0;0;0;1;0;0;8;15;6;1.6.0;60625.000000
1;0;1;0;0;1;0;0;0;1;0;1;1;0;0;1.6.0;60355.000000
1;0;1;0;0;1;0;0;0;1;0;1;2;0;0;1.6.0;60647.000000
1;0;1;0;0;1;0;0;0;1;0;1;4;0;0;1.6.0;60499.000000
1;0;1;0;0;1;0;0;0;1;0;1;8;0;0;1.6.0;60442.000000
1;0;1;0;0;1;0;0;0;1;0;1;1;5;0;1.6.0;60369.000000
1;0;1;0;0;1;0;0;0;1;0;1;2;5;0;1.6.0;60596.000000
1;0;1;0;0;1;0;0;0;1;0;1;4;5;0;1.6.0;60501.000000
1;0;1;0;0;1;0;0;0;1;0;1;8;5;0;1.6.0;60466.000000
1;0;1;0;0;1;0;0;0;1;0;1;1;15;0;1.6.0;60326.000000
1;0;1;0;0;1;0;0;0;1;0;1;2;15;0;1.6.0;60394.000000
1;0;1;0;0;1;0;0;0;1;0;1;4;15;0;1.6.0;60321.000000
1;0;1;0;0;1;0;0;0;1;0;1;8;15;0;1.6.0;60338.000000
1;0;1;0;0;1;0;0;0;1;0;1;1;0;3;1.6.0;60465.000000
1;0;1;0;0;1;0;0;0;1;0;1;2;0;3;1.6.0;60510.000000
1;0;1;0;0;1;0;0;0;1;0;1;4;0;3;1.6.0;60654.000000
1;0;1;0;0;1;0;0;0;1;0;1;8;0;3;1.6.0;60508.000000
1;0;1;0;0;1;0;0;0;1;0;1;1;5;3;1.6.0;60564.000000
1;0;1;0;0;1;0;0;0;1;0;1;2;5;3;1.6.0;60628.000000
1;0;1;0;0;1;0;0;0;1;0;1;4;5;3;1.6.0;60504.000000
1;0;1;0;0;1;0;0;0;1;0;1;8;5;3;1.6.0;60511.000000
1;0;1;0;0;1;0;0;0;1;0;1;1;15;3;1.6.0;60536.000000
1;0;1;0;0;1;0;0;0;1;0;1;2;15;3;1.6.0;60644.000000
1;0;1;0;0;1;0;0;0;1;0;1;4;15;3;1.6.0;60395.000000
1;0;1;0;0;1;0;0;0;1;0;1;8;15;3;1.6.0;60417.000000
1;0;1;0;0;1;0;0;0;1;0;1;1;0;6;1.6.0;60206.000000
1;0;1;0;0;1;0;0;0;1;0;1;2;0;6;1.6.0;60419.000000
1;0;1;0;0;1;0;0;0;1;0;1;4;0;6;1.6.0;60411.000000
1;0;1;0;0;1;0;0;0;1;0;1;8;0;6;1.6.0;60254.000000
1;0;1;0;0;1;0;0;0;1;0;1;1;5;6;1.6.0;60821.000000
1;0;1;0;0;1;0;0;0;1;0;1;2;5;6;1.6.0;60609.000000
1;0;1;0;0;1;0;0;0;1;0;1;4;5;6;1.6.0;60699.000000
1;0;1;0;0;1;0;0;0;1;0;1;8;5;6;1.6.0;60670.000000
1;0;1;0;0;1;0;0;0;1;0;1;1;15;6;1.6.0;60681.000000
1;0;1;0;0;1;0;0;0;1;0;1;2;15;6;1.6.0;60228.000000
1;0;1;0;0;1;0;0;0;1;0;1;4;15;6;1.6.0;60549.000000
1;0;1;0;0;1;0;0;0;1;0;1;8;15;6;1.6.0;60343.000000
1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1.6.0;60110.000000
1;0;1;0;0;1;0;0;0;1;1;0;2;0;0;1.6.0;35703.000000
1;0;1;0;0;1;0;0;0;1;1;0;4;0;0;1.6.0;35563.000000
1;0;1;0;0;1;0;0;0;1;1;0;8;0;0;1.6.0;35675.000000
1;0;1;0;0;1;0;0;0;1;1;0;1;5;0;1.6.0;60157.000000
1;0;1;0;0;1;0;0;0;1;1;0;2;5;0;1.6.0;35657.000000
1;0;1;0;0;1;0;0;0;1;1;0;4;5;0;1.6.0;35571.000000
1;0;1;0;0;1;0;0;0;1;1;0;8;5;0;1.6.0;35593.000000
1;0;1;0;0;1;0;0;0;1;1;0;1;15;0;1.6.0;59825.000000
1;0;1;0;0;1;0;0;0;1;1;0;2;15;0;1.6.0;35691.000000
1;0;1;0;0;1;0;0;0;1;1;0;4;15;0;1.6.0;35606.000000
1;0;1;0;0;1;0;0;0;1;1;0;8;15;0;1.6.0;35732.000000
1;0;1;0;0;1;0;0;0;1;1;0;1;0;3;1.6.0;60008.000000
1;0;1;0;0;1;0;0;0;1;1;0;2;0;3;1.6.0;35685.000000
1;0;1;0;0;1;0;0;0;1;1;0;4;0;3;1.6.0;35686.000000
1;0;1;0;0;1;0;0;0;1;1;0;8;0;3;1.6.0;35563.000000
1;0;1;0;0;1;0;0;0;1;1;0;1;5;3;1.6.0;60176.000000
1;0;1;0;0;1;0;0;0;1;1;0;2;5;3;1.6.0;35613.000000
1;0;1;0;0;1;0;0;0;1;1;0;4;5;3;1.6.0;35611.000000
1;0;1;0;0;1;0;0;0;1;1;0;8;5;3;1.6.0;35710.000000
1;0;1;0;0;1;0;0;0;1;1;0;1;15;3;1.6.0;60021.000000
1;0;1;0;0;1;0;0;0;1;1;0;2;15;3;1.6.0;35581.000000
1;0;1;0;0;1;0;0;0;1;1;0;4;15;3;1.6.0;35656.000000
1;0;1;0;0;1;0;0;0;1;1;0;8;15;3;1.6.0;35744.000000
1;0;1;0;0;1;0;0;0;1;1;0;1;0;6;1.6.0;60158.000000
1;0;1;0;0;1;0;0;0;1;1;0;2;0;6;1.6.0;35549.000000
1;0;1;0;0;1;0;0;0;1;1;0;4;0;6;1.6.0;35596.000000
1;0;1;0;0;1;0;0;0;1;1;0;8;0;6;1.6.0;35621.000000
1;0;1;0;0;1;0;0;0;1;1;0;1;5;6;1.6.0;60088.000000
1;0;1;0;0;1;0;0;0;1;1;0;2;5;6;1.6.0;35670.000000
1;0;1;0;0;1;0;0;0;1;1;0;4;5;6;1.6.0;35565.000000
1;0;1;0;0;1;0;0;0;1;1;0;8;5;6;1.6.0;35671.000000
1;0;1;0;0;1;0;0;0;1;1;0;1;15;6;1.6.0;60031.000000
1;0;1;0;0;1;0;0;0;1;1;0;2;15;6;1.6.0;35536.000000
1;0;1;0;0;1;0;0;0;1;1;0;4;15;6;1.6.0;35576.000000
1;0;1;0;0;1;0;0;0;1;1;0;8;15;6;1.6.0;35595.000000
1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;1.6.0;60030.000000
1;0;1;0;0;1;0;0;0;1;1;1;2;0;0;1.6.0;35620.000000
1;0;1;0;0;1;0;0;0;1;1;1;4;0;0;1.6.0;35654.000000
1;0;1;0;0;1;0;0;0;1;1;1;8;0;0;1.6.0;35596.000000
1;0;1;0;0;1;0;0;0;1;1;1;1;5;0;1.6.0;60035.000000
1;0;1;0;0;1;0;0;0;1;1;1;2;5;0;1.6.0;35602.000000
1;0;1;0;0;1;0;0;0;1;1;1;4;5;0;1.6.0;35708.000000
1;0;1;0;0;1;0;0;0;1;1;1;8;5;0;1.6.0;35683.000000
1;0;1;0;0;1;0;0;0;1;1;1;1;15;0;1.6.0;60003.000000
1;0;1;0;0;1;0;0;0;1;1;1;2;15;0;1.6.0;35616.000000
1;0;1;0;0;1;0;0;0;1;1;1;4;15;0;1.6.0;35696.000000
1;0;1;0;0;1;0;0;0;1;1;1;8;15;0;1.6.0;35675.000000
1;0;1;0;0;1;0;0;0;1;1;1;1;0;3;1.6.0;59929.000000
1;0;1;0;0;1;0;0;0;1;1;1;2;0;3;1.6.0;35638.000000
1;0;1;0;0;1;0;0;0;1;1;1;4;0;3;1.6.0;35625.000000
1;0;1;0;0;1;0;0;0;1;1;1;8;0;3;1.6.0;35555.000000
1;0;1;0;0;1;0;0;0;1;1;1;1;5;3;1.6.0;59930.000000
1;0;1;0;0;1;0;0;0;1;1;1;2;5;3;1.6.0;35696.000000
1;0;1;0;0;1;0;0;0;1;1;1;4;5;3;1.6.0;35602.000000
1;0;1;0;0;1;0;0;0;1;1;1;8;5;3;1.6.0;35593.000000
1;0;1;0;0;1;0;0;0;1;1;1;1;15;3;1.6.0;59947.000000
1;0;1;0;0;1;0;0;0;1;1;1;2;15;3;1.6.0;35657.000000
1;0;1;0;0;1;0;0;0;1;1;1;4;15;3;1.6.0;35610.000000
1;0;1;0;0;1;0;0;0;1;1;1;8;15;3;1.6.0;35636.000000
1;0;1;0;0;1;0;0;0;1;1;1;1;0;6;1.6.0;59764.000000
1;0;1;0;0;1;0;0;0;1;1;1;2;0;6;1.6.0;35839.000000
1;0;1;0;0;1;0;0;0;1;1;1;4;0;6;1.6.0;35647.000000
1;0;1;0;0;1;0;0;0;1;1;1;8;0;6;1.6.0;35724.000000
1;0;1;0;0;1;0;0;0;1;1;1;1;5;6;1.6.0;59877.000000
1;0;1;0;0;1;0;0;0;1;1;1;2;5;6;1.6.0;35652.000000
1;0;1;0;0;1;0;0;0;1;1;1;4;5;6;1.6.0;35637.000000
1;0;1;0;0;1;0;0;0;1;1;1;8;5;6;1.6.0;35607.000000
1;0;1;0;0;1;0;0;0;1;1;1;1;15;6;1.6.0;60063.000000
1;0;1;0;0;1;0;0;0;1;1;1;2;15;6;1.6.0;35719.000000
1;0;1;0;0;1;0;0;0;1;1;1;4;15;6;1.6.0;35680.000000
1;0;1;0;0;1;0;0;0;1;1;1;8;15;6;1.6.0;35726.000000
1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1.6.0;73821.000000
1;0;1;0;0;1;1;0;0;0;0;0;2;0;0;1.6.0;74038.000000
1;0;1;0;0;1;1;0;0;0;0;0;4;0;0;1.6.0;73458.000000
1;0;1;0;0;1;1;0;0;0;0;0;8;0;0;1.6.0;73464.000000
1;0;1;0;0;1;1;0;0;0;0;0;1;5;0;1.6.0;74169.000000
1;0;1;0;0;1;1;0;0;0;0;0;2;5;0;1.6.0;73473.000000
1;0;1;0;0;1;1;0;0;0;0;0;4;5;0;1.6.0;73817.000000
1;0;1;0;0;1;1;0;0;0;0;0;8;5;0;1.6.0;73901.000000
1;0;1;0;0;1;1;0;0;0;0;0;1;15;0;1.6.0;73633.000000
1;0;1;0;0;1;1;0;0;0;0;0;2;15;0;1.6.0;73740.000000
1;0;1;0;0;1;1;0;0;0;0;0;4;15;0;1.6.0;73893.000000
1;0;1;0;0;1;1;0;0;0;0;0;8;15;0;1.6.0;73613.000000
1;0;1;0;0;1;1;0;0;0;0;0;1;0;3;1.6.0;74219.000000
1;0;1;0;0;1;1;0;0;0;0;0;2;0;3;1.6.0;74468.000000
1;0;1;0;0;1;1;0;0;0;0;0;4;0;3;1.6.0;73515.000000
1;0;1;0;0;1;1;0;0;0;0;0;8;0;3;1.6.0;74063.000000
1;0;1;0;0;1;1;0;0;0;0;0;1;5;3;1.6.0;74052.000000
1;0;1;0;0;1;1;0;0;0;0;0;2;5;3;1.6.0;73791.000000
1;0;1;0;0;1;1;0;0;0;0;0;4;5;3;1.6.0;74028.000000
1;0;1;0;0;1;1;0;0;0;0;0;8;5;3;1.6.0;74123.000000
1;0;1;0;0;1;1;0;0;0;0;0;1;15;3;1.6.0;74007.000000
1;0;1;0;0;1;1;0;0;0;0;0;2;15;3;1.6.0;73784.000000
1;0;1;0;0;1;1;0;0;0;0;0;4;15;3;1.6.0;74024.000000
1;0;1;0;0;1;1;0;0;0;0;0;8;15;3;1.6.0;73736.000000
1;0;1;0;0;1;1;0;0;0;0;0;1;0;6;1.6.0;73680.000000
1;0;1;0;0;1;1;0;0;0;0;0;2;0;6;1.6.0;73860.000000
1;0;1;0;0;1;1;0;0;0;0;0;4;0;6;1.6.0;73605.000000
1;0;1;0;0;1;1;0;0;0;0;0;8;0;6;1.6.0;73819.000000
1;0;1;0;0;1;1;0;0;0;0;0;1;5;6;1.6.0;73574.000000
1;0;1;0;0;1;1;0;0;0;0;0;2;5;6;1.6.0;73664.000000
1;0;1;0;0;1;1;0;0;0;0;0;4;5;6;1.6.0;74036.000000
1;0;1;0;0;1;1;0;0;0;0;0;8;5;6;1.6.0;73689.000000
1;0;1;0;0;1;1;0;0;0;0;0;1;15;6;1.6.0;73600.000000
1;0;1;0;0;1;1;0;0;0;0;0;2;15;6;1.6.0;73957.000000
1;0;1;0;0;1;1;0;0;0;0;0;4;15;6;1.6.0;73555.000000
1;0;1;0;0;1;1;0;0;0;0;0;8;15;6;1.6.0;73864.000000
1;0;1;0;0;1;1;0;0;0;0;1;1;0;0;1.6.0;74230.000000
1;0;1;0;0;1;1;0;0;0;0;1;2;0;0;1.6.0;73832.000000
1;0;1;0;0;1;1;0;0;0;0;1;4;0;0;1.6.0;73901.000000
1;0;1;0;0;1;1;0;0;0;0;1;8;0;0;1.6.0;73887.000000
