revision,performance
v1.3.0,168.01183749999998
v1.4.0,158.8794375
v1.5.0,51.176925000000004
v1.6.0,52.3097625
v1.6.1,68.6018125
v1.7.0,68.90417500000001
v1.8.0,61.021724999999996
