revision,performance
4.3.2,87.91
4.4.0,85.941
last-pure-pure,89.59649999999999
last-pure-unstable,90.032
4.4.1,89.34649999999999
4.5.0,90.438
4.6.0,142.2115
4.7.1,142.401
4.8.1,138.6315
4.8.3,141.341
4.8.4,143.19299999999998
