,revision,performance,cpu,benchmark-energy,fixed-energy,benchmark-power,fixed-power
0,2.1.0,55541.6,6.728938,1810.8,5495.802956,31.941887,22.927851
1,2.1.0,55221.6,6.029091,1740.4,5346.309839,31.3734,22.294462
2,2.1.0,55333.4,5.985394,1786.4,5468.686721,31.813346,22.626367
3,2.1.0,56381.4,7.221299,1808.2,5495.88908,31.929928,22.688103
4,2.1.0,54747.0,5.908067,1760.6,5581.580428,31.971497,23.045904
5,2.1.0,55750.0,6.14433,1801.4,5547.362484,32.103482,22.865906
6,2.1.0,56034.2,6.827896,1804.8,5435.057456,32.046902,22.571254
7,2.1.0,55261.6,6.067446,1802.2,5496.556168,32.230354,22.902134
8,2.1.0,54836.4,5.83548,1734.8,5406.687716,31.525657,22.502162
9,2.1.0,55806.6,6.57726,1781.8,5420.809292,31.62724,22.420173
10,2.1.0,55205.6,5.967599,1800.6,5554.89946,32.459061,23.016757
11,2.1.0,55275.2,8.01512,1799.4,5615.63963,32.051611,23.368856
12,2.1.0,56089.0,8.892032,1822.6,5611.84754,32.38551,23.189231
13,2.1.0,55472.6,8.360422,1790.8,5534.328415,32.405923,23.181035
14,2.1.0,55083.6,7.951636,1747.2,5476.81178,31.624907,22.8267
15,2.1.0,56141.6,9.000313,1750,5466.037911,31.665438,22.889857
16,2.1.0,55294.2,8.326909,1742,5478.081671,31.2523,22.720151
17,2.1.0,55523.8,6.30252,1781,5440.120684,31.843301,22.57845
18,2.1.0,61395.0,9.755537,1932.2,5461.445889,31.329387,22.748331
19,2.1.0,60983.0,9.345737,1910.8,5464.182916,31.068031,22.641312
20,2.1.0,61773.8,9.522091,1954,5500.684388,31.382187,22.966006
21,2.1.0,58959.0,8.338161,1835.8,5424.039024,31.123353,22.457126
22,2.1.0,59190.0,8.137876,1851.2,5405.408349,31.009707,22.361239
23,2.1.0,58091.6,7.916844,1844.6,5465.529825,31.537519,22.661145
24,2.1.0,58488.4,8.280609,1896.4,5439.455388,32.016923,22.674269
25,2.1.0,58752.2,8.089119,1843.6,5456.516052,31.032681,22.511045
26,2.1.0,57959.6,7.567217,1807,5415.080596,31.139567,22.584359
27,2.1.0,61586.2,9.893183,1950.6,5479.263496,31.395993,22.714789
28,2.1.0,61602.8,9.819865,1921.8,5439.105812,31.016896,22.509083
29,2.1.0,63234.2,10.612158,1981,5394.229498,31.149149,22.569853
30,2.1.0,62184.8,9.789014,1943.8,5460.852797,31.045314,22.823828
31,2.1.0,62131.8,9.97862,1933.8,5398.38568,30.963647,22.505783
32,2.1.0,62664.8,10.058089,1928.6,5403.002026,30.672406,22.379445
33,2.1.0,60144.2,8.955694,1882.2,5393.328324,31.018057,22.567427
34,2.1.0,58255.2,7.881972,1823.6,5468.999018,31.170597,22.597045
35,2.1.0,59835.6,8.524857,1906.4,5461.603844,31.695435,22.773862
36,2.1.0,59266.4,8.661136,1854.8,5413.65503,31.154666,22.491225
37,2.1.0,58561.4,8.334307,1812,5359.435178,31.036808,22.245084
38,2.1.0,58811.2,7.964611,1873.2,5487.974682,31.774266,22.837129
39,2.1.0,60203.4,9.029696,1883.2,5420.104938,31.24241,22.563497
40,2.1.0,59311.2,8.425363,1867.6,5444.033438,31.288342,22.580883
41,2.1.0,59525.6,8.363851,1814.4,5396.837879,30.648511,22.504958
42,2.1.0,60043.8,8.93796,1907.6,5532.190314,31.541177,22.899298
43,2.1.0,58234.2,7.795475,1821.4,5335.148893,30.989109,22.225974
44,2.1.0,58236.2,7.73114,1805.6,5344.332958,30.94476,22.417944
45,2.1.0,60863.4,9.18553,1943.2,5535.814012,31.560374,22.95422
46,2.1.0,60204.6,8.98678,1873.8,5405.974408,30.8409,22.337403
47,2.1.0,60313.8,8.799186,1911.6,5449.9518,31.495654,22.512957
48,2.1.0,60132.2,8.814468,1863.2,5350.827488,30.820418,22.242864
49,2.1.0,58978.2,8.111379,1868.2,5536.571415,31.532214,22.950035
50,2.1.0,57865.6,7.880027,1824,5471.429905,31.431811,22.655522
51,2.1.0,58416.4,8.093879,1874,5568.729576,31.969286,23.07867
52,2.1.0,57922.2,7.844828,1824,5366.457621,31.345417,22.312152
53,2.1.0,59195.4,8.257893,1840.8,5384.485988,30.922221,22.449416
54,2.1.0,63854.4,10.82713,1969,5390.135151,30.861307,22.751248
55,2.1.0,62488.8,10.216206,1980.6,5590.606413,31.580143,23.258318
56,2.1.0,62716.0,10.448348,1967.4,5405.363282,31.124847,22.522619
57,2.1.0,62877.2,10.422243,1948.2,5430.162993,30.795465,22.585325
58,2.1.0,61576.8,9.465537,1926,5525.011129,31.153343,22.849342
59,2.1.0,61414.6,9.030727,1961.6,5434.502234,31.459627,22.551475
60,2.1.0,59831.4,8.878051,1926.8,5549.198081,32.036902,23.152021
61,2.1.0,59514.8,8.267785,1923.8,5556.186555,32.101854,23.125906
62,2.1.0,59228.0,8.20666,1872.6,5451.420952,31.336089,22.607669
63,2.1.0,60367.6,8.908438,1909.4,5398.186013,31.546286,22.747015
64,2.1.0,60131.6,8.570005,1950.2,5566.512153,32.156319,22.986313
65,2.1.0,60544.8,8.798859,1924.8,5549.817028,31.664383,23.007993
66,2.1.0,60259.8,9.129009,1923,5437.239795,31.567886,22.720617
67,2.1.0,59752.4,8.493243,1896.4,5439.854496,31.536533,22.706463
68,2.1.0,59541.8,8.317872,1912.4,5525.215369,31.880625,22.90479
69,2.1.0,58715.6,8.364793,1866.6,5423.463249,31.581584,22.334762
70,2.1.0,58289.6,7.651358,1859.6,5518.84793,31.629981,22.943478
71,2.1.0,59038.8,7.940273,1903.6,5472.327872,31.895605,22.666
72,2.1.0,54836.4,5.247704,1721.2,5456.947895,31.444558,22.75099
73,2.1.0,54734.2,5.232727,1712.4,5369.932006,31.098731,22.13446
74,2.1.0,54957.8,5.303751,1718.8,5409.287911,31.197832,22.414459
75,2.1.0,54855.6,5.262151,1746.4,5412.177715,31.610682,22.664033
76,2.1.0,54943.6,5.451818,1733.8,5412.98526,31.371073,22.637056
77,2.1.0,54794.4,5.311013,1761.6,5398.892814,31.849075,22.272552
78,2.1.0,62522.4,9.846262,1914.2,5457.170408,30.549534,22.674552
79,2.1.0,58469.6,7.472621,1873.8,5541.428392,31.602349,22.916036
80,2.1.0,59456.6,7.880741,1901.6,5495.337477,31.754325,23.01095
81,2.1.0,62380.2,9.536452,1940.6,5512.186078,31.036371,23.041004
82,2.1.0,62054.0,9.523473,1987.8,5607.100979,31.933241,23.303206
83,2.1.0,57890.2,7.173542,1757.6,5343.346895,30.285714,22.181445
84,2.1.0,58718.2,7.570446,1825.6,5440.638017,30.79326,22.644088
85,2.1.0,58674.4,7.766762,1798.8,5400.363223,30.592168,22.410022
86,2.1.0,57996.4,7.38824,1801.8,5347.956056,30.842127,22.161266
87,2.1.0,61933.8,9.115212,1952.8,5593.372915,31.507857,23.294018
88,2.1.0,59033.0,7.822452,1855.2,5441.268749,31.268718,22.592531
89,2.1.0,58203.8,7.563052,1807.6,5463.84833,30.905937,22.758144
90,2.1.0,61404.6,9.091682,1916,5475.387574,31.014985,22.636657
91,2.1.0,60814.6,8.554054,1919.4,5445.583763,31.293936,22.697347
92,2.1.0,58277.2,7.212153,1812.2,5418.018985,30.955817,22.575717
93,2.1.0,58295.4,7.349913,1832.2,5462.105081,31.26028,22.602854
94,2.1.0,57899.8,7.068967,1836,5468.916111,31.235169,22.908151
95,2.1.0,58274.0,7.105394,1822.6,5440.797793,31.132308,22.628202
96,2.1.0,56314.0,7.318928,1827.6,5458.824333,32.163999,22.623591
97,2.1.0,55012.2,6.306572,1786,5529.683222,32.157694,23.018485
98,2.1.0,55071.6,5.999546,1776,5465.351558,32.055412,22.71426
99,2.1.0,56092.2,7.339261,1764.6,5409.542469,31.230927,22.596531
100,2.1.0,54952.4,6.183781,1755.4,5330.162724,31.713325,22.225052
101,2.1.0,55340.6,5.857027,1785.8,5470.535437,32.062454,22.663662
102,2.1.0,56397.6,7.573997,1823.2,5358.64843,32.07857,22.442743
103,2.1.0,55033.2,6.123205,1752.4,5405.852031,31.684876,22.370543
104,2.1.0,55152.0,5.982894,1778.4,5423.603317,32.146311,22.694631
105,2.1.0,55769.4,6.909073,1837.4,5531.332609,32.562826,22.955614
106,2.1.0,55124.2,5.998032,1773.2,5428.203095,31.982707,22.563813
107,2.1.0,55788.6,6.034084,1834.6,5549.354792,32.596006,23.20636
108,2.1.0,56360.2,6.801028,1827.4,5439.029838,32.028869,22.656982
109,2.1.0,55398.2,6.169039,1761.4,5384.43972,31.725648,22.365166
110,2.1.0,55127.0,6.13995,1750.2,5461.026894,31.587943,22.566391
111,2.1.0,56376.2,7.247591,1792.4,5418.877568,31.871421,22.558681
112,2.1.0,55338.4,6.174936,1770.6,5432.278741,31.697316,22.41779
113,2.1.0,55434.8,6.059037,1787.2,5488.894379,31.993958,22.751215
114,2.1.0,62933.6,10.469043,1989.4,5433.80301,31.247644,22.46619
115,2.1.0,62095.6,10.076055,1986.2,5524.5385,31.708359,22.892782
116,2.1.0,61007.0,9.334912,1930.8,5476.084429,31.478768,22.868558
117,2.1.0,59148.2,8.561898,1899.2,5492.010146,31.847264,22.823943
118,2.1.0,58213.4,8.037259,1870.2,5472.519432,31.881394,22.767305
119,2.1.0,59282.0,7.995932,1921.8,5523.090267,32.16332,22.994281
120,2.1.0,59782.4,10.970773,1933.2,5654.564205,32.145235,23.589612
121,2.1.0,59535.6,10.655885,1904.2,5636.045178,32.10104,23.566142
122,2.1.0,59883.8,10.875613,1881.6,5643.092077,31.809633,23.650808
123,2.1.0,62935.8,12.509078,2048.8,5798.065349,32.386975,23.922913
124,2.1.0,61183.0,11.742803,1993,5595.377495,32.303794,23.352703
125,2.1.0,61936.6,10.009963,2029.6,5652.048174,32.505763,23.504801
126,2.1.0,63455.6,12.399478,2047.6,5650.937466,31.896634,23.384069
127,2.1.0,61786.2,11.863908,1990.4,5648.836704,32.09705,23.907145
128,2.1.0,62825.8,12.321023,1985.2,5671.309251,31.446254,23.556534
129,2.1.0,61442.4,12.023345,2004.2,5729.171348,32.453143,23.859468
130,2.1.0,59732.4,10.769864,1887.6,5558.561658,31.599517,23.150297
131,2.1.0,59355.4,10.427751,1911,5691.572739,32.046403,23.539109
132,2.1.0,59939.2,11.198192,1962.6,5684.274635,32.55042,23.83304
133,2.1.0,58559.4,10.379386,1865.6,5570.353954,31.676457,23.209549
134,2.1.0,58818.4,10.253083,1875,5572.816772,31.828929,23.216551
135,2.1.0,59970.6,9.432263,1857,5412.479739,30.959731,22.455918
136,2.1.0,59561.4,10.632969,1950,5760.042889,32.657741,23.920671
137,2.1.0,59643.0,10.697045,1931.6,5710.002067,32.3476,23.769523
138,2.1.0,60049.8,8.806768,1925.8,5468.460335,31.721394,22.745285
139,2.1.0,58920.0,10.442266,1904.2,5596.121641,32.468304,23.551211
140,2.1.0,59866.2,10.832432,1924,5591.246307,32.086336,23.478569
141,2.1.0,62977.8,12.148166,2025.6,5646.901853,32.164791,23.658039
142,2.1.0,60017.0,11.125661,1934.4,5572.994199,32.052722,23.335911
143,2.1.0,60406.8,11.178577,1935.6,5680.088339,31.999717,23.571028
144,2.1.0,59030.2,10.438774,1900.4,5618.209173,32.264359,23.535044
145,2.1.0,59114.4,10.551842,1869.6,5501.862343,31.689643,22.974061
146,2.1.0,59210.6,10.469948,1897.8,5658.499158,32.163636,23.439383
147,2.1.0,60917.6,11.587045,1970.4,5693.799367,32.340842,23.729702
148,2.1.0,59733.4,10.748441,1865.6,5483.717673,30.9436,23.003014
149,2.1.0,58417.4,10.217569,1835,5467.081984,31.191282,22.660628
150,2.1.0,64003.2,12.891343,1995.6,5536.187412,31.171218,23.074954
151,2.1.0,62667.0,12.474042,1928.4,5497.496872,30.907412,23.113831
152,2.1.0,60792.4,11.412131,1893.2,5424.926226,31.253907,22.837464
153,2.1.0,60942.0,11.53206,1949,5505.672128,31.372251,22.76732
154,2.1.0,60522.8,10.995108,1908,5587.730245,31.19441,23.270462
155,2.1.0,62557.0,12.162983,1951.2,5602.376502,31.217723,23.204405
156,2.1.0,60263.8,11.512627,1894.6,5465.601984,31.500617,23.058517
157,2.1.0,60373.2,11.066136,1864,5498.913857,31.021526,22.884899
158,2.1.0,59974.6,10.914659,1847.6,5491.141064,30.969013,23.235217
159,2.1.0,60444.2,11.73657,1906.2,5499.367682,31.601903,23.042012
160,2.1.0,60439.4,11.015582,1931.8,5563.733684,31.823013,23.23309
161,2.1.0,59196.6,10.303644,1854.4,5517.557971,31.171565,22.832546
162,2.1.0,59380.2,10.911635,1933.2,5726.358075,32.202804,23.645743
163,2.1.0,58631.6,10.444034,1855.4,5646.8878,31.714126,23.585429
164,2.1.0,58319.4,10.021503,1847,5574.15242,31.834279,23.33865
165,2.1.0,60914.8,11.383934,1896.6,5499.989587,31.234197,22.947454
166,2.1.0,58735.0,7.926446,1888.2,5486.624026,31.945874,22.770107
167,2.1.0,59350.2,10.378987,1847.8,5622.185879,31.402807,23.349771
168,2.1.0,55040.0,7.356603,1718.4,5379.760485,31.073279,22.671912
169,2.1.0,55053.4,7.430131,1749,5593.032824,31.675878,23.20139
170,2.1.0,54970.4,7.421031,1739,5578.665399,31.40687,23.117213
171,2.1.0,54884.2,5.377495,1723.6,5372.334484,31.23559,22.217364
172,2.1.0,54854.6,5.511395,1778.4,5469.062162,32.119725,22.750185
173,2.1.0,54932.4,5.50563,1775,5512.333694,32.143205,22.940396
174,2.1.0,61688.0,9.309584,1947.8,5465.143523,31.181951,22.830269
175,2.1.0,58347.8,7.5646,1834,5395.03117,31.036945,22.288686
176,2.1.0,57916.6,7.284619,1823.4,5402.157996,31.32274,22.506943
177,2.1.0,60703.8,8.92788,1875.6,5369.786578,30.700219,22.3031
178,2.1.0,61576.2,9.00614,1922.4,5468.417142,30.761439,22.670226
179,2.1.0,57840.8,7.320368,1831.6,5514.808973,31.386442,22.931848
180,2.1.0,57743.6,7.300345,1776.4,5347.700587,30.65375,22.124078
181,2.1.0,58066.4,7.393263,1793.6,5392.273168,30.68433,22.356276
182,2.1.0,57863.8,7.283179,1784.8,5363.069872,30.734786,22.27778
183,2.1.0,59269.0,7.98319,1844,5470.952542,31.110533,22.794493
184,2.1.0,57985.8,7.385043,1809.6,5382.099363,30.852075,22.126802
185,2.1.0,58245.8,7.249568,1844.4,5504.519166,31.370803,22.719996
186,2.1.0,60969.4,8.984184,1927.6,5472.301147,31.230079,22.659281
187,2.1.0,60767.6,8.910852,1865.4,5409.324292,30.557236,22.463771
188,2.1.0,58279.8,7.460369,1781.2,5322.510211,30.275393,22.092961
189,2.1.0,57900.8,7.458786,1832.8,5542.0151,31.350529,22.895278
190,2.1.0,57731.2,7.150931,1812.2,5453.018025,31.185962,22.604158
191,2.1.0,57740.8,7.192656,1833.8,5482.276312,31.625288,22.795498
192,2.1.0,56081.6,7.107227,1792.8,5409.55667,31.621198,22.433682
193,2.1.0,55415.0,6.39555,1769.4,5473.926561,31.706452,22.555807
194,2.1.0,55440.0,6.212654,1777.2,5472.802351,31.905341,22.631556
195,2.1.0,55956.0,7.001972,1802.6,5487.983958,31.855453,22.779038
196,2.1.0,55335.2,6.208737,1741.8,5398.696734,31.135484,22.181041
197,2.1.0,55213.4,6.326988,1737.6,5361.57483,31.309043,22.288308
198,2.1.0,55891.4,7.058286,1755,5424.991618,31.34342,22.444297
199,2.1.0,55260.0,6.294546,1788.8,5462.790718,32.055579,22.827185
200,2.1.0,55251.8,6.249705,1753.2,5417.718177,31.4688,22.436235
201,2.1.0,56080.6,7.192851,1805.6,5510.090878,31.854839,22.785569
202,2.1.0,55576.2,6.776652,1786.2,5419.470629,31.717553,22.524365
203,2.1.0,55428.0,6.385643,1796.8,5546.839562,32.193548,23.013132
204,2.1.0,56338.8,6.900791,1783,5308.798805,31.193899,22.186977
205,2.1.0,55619.2,6.492786,1818.2,5644.916832,32.745161,23.354667
206,2.1.0,55418.6,6.233766,1773.4,5434.459976,31.742571,22.481749
207,2.1.0,56345.4,7.025684,1790.6,5381.95218,31.695238,22.282677
208,2.1.0,55294.8,6.177924,1771.2,5490.236504,31.816129,22.60255
209,2.1.0,55547.2,6.324961,1759.2,5369.151418,31.570968,22.396137
210,2.1.0,62870.4,10.222598,1975,5433.75495,31.261448,22.650664
211,2.1.0,60835.4,9.22845,1954,5483.256836,31.903465,22.83762
212,2.1.0,60219.0,8.956808,1945,5524.100047,31.88555,22.9518
213,2.1.0,60598.4,9.45628,1957.4,5553.500972,32.169169,23.015719
214,2.1.0,59215.2,8.614624,1835,5314.5914,30.767431,22.043242
215,2.1.0,59010.4,8.417152,1859.2,5463.892508,31.3298,22.791617
216,2.1.0,59410.6,8.88588,1866,5494.365884,31.315216,22.755652
217,2.1.0,59407.4,8.925491,1862,5405.567357,31.239269,22.558543
218,2.1.0,59949.6,8.84648,1886.8,5511.15949,31.327227,22.954914
219,2.1.0,61951.2,10.335996,1986.6,5524.413045,32.090575,23.018863
220,2.1.0,61406.6,10.118911,1957.2,5483.647535,31.762106,22.809642
221,2.1.0,61356.4,9.922826,1932.6,5457.330394,31.277548,22.646207
222,2.1.0,63876.8,10.978643,2022,5549.26112,31.542889,23.044059
223,2.1.0,62274.0,10.23418,1951,5405.94899,31.034938,22.418933
224,2.1.0,63229.4,10.452035,2017.6,5565.683959,31.792917,23.216022
225,2.1.0,60273.0,9.46164,1894.4,5466.689516,31.355109,22.911016
226,2.1.0,59416.4,8.333754,1848.2,5418.476555,30.931076,22.498168
227,2.1.0,59402.2,8.531598,1886.6,5515.333758,31.659837,22.999461
228,2.1.0,59448.2,9.145455,1910.4,5432.742134,31.678882,22.500094
229,2.1.0,58469.6,8.329287,1867.4,5439.771804,31.803529,22.630658
230,2.1.0,57879.8,7.846534,1880.2,5517.119745,32.182692,22.893636
231,2.1.0,58904.0,8.628225,1921.8,5618.220198,32.458836,23.207848
232,2.1.0,60304.2,9.209393,1961.2,5539.042217,32.264407,23.113912
233,2.1.0,59101.0,8.696245,1878.8,5519.04953,31.604552,22.930345
234,2.1.0,61278.4,9.905136,1992.2,5603.718255,32.229848,23.159263
235,2.1.0,58948.8,8.477644,1910.6,5471.36378,32.016578,22.882994
236,2.1.0,59187.2,8.701277,1895.8,5443.981339,31.740649,22.622427
237,2.1.0,62605.6,10.28329,2012.2,5565.544537,31.84338,23.071004
238,2.1.0,60433.6,9.344108,1949.4,5459.378135,31.877141,22.69184
239,2.1.0,60628.6,9.258654,1956.4,5558.361236,31.920059,23.117435
240,2.1.0,59010.4,8.644272,1931.4,5649.434104,32.428608,23.328632
241,2.1.0,58542.4,8.33436,1877.8,5493.713727,31.879175,22.877746
242,2.1.0,59268.4,8.623731,1902.2,5495.858115,31.903412,22.816896
243,2.1.0,60314.8,9.499115,1949,5499.274463,32.121194,23.097378
244,2.1.0,59571.6,9.07727,1923.4,5604.309695,32.172787,23.424114
245,2.1.0,59412.4,8.785247,1902.6,5549.809779,31.935434,23.173609
246,2.1.0,63497.6,10.827635,2001.6,5519.996342,31.393391,22.85267
247,2.1.0,61936.6,10.108523,1989.6,5482.275451,32.007143,22.806312
248,2.1.0,60457.6,9.483599,1920.2,5446.574413,31.537802,22.650171
249,2.1.0,62167.6,9.873181,1949.8,5447.334188,31.174206,22.528548
250,2.1.0,59653.0,8.894356,1923.4,5479.75026,31.920016,22.887747
251,2.1.0,62927.2,10.409989,2019.4,5609.750435,31.83711,23.116125
252,2.1.0,59866.0,9.178907,1919.6,5506.231399,32.041553,22.946428
253,2.1.0,59793.8,8.785422,1912,5477.834128,31.883072,22.793885
254,2.1.0,59581.6,8.647446,1912.6,5527.949059,31.851325,22.996894
255,2.1.0,60852.8,9.507659,1951.6,5577.843728,32.013518,23.175652
256,2.1.0,60166.6,8.854981,1929.8,5570.631618,31.948925,23.039807
257,2.1.0,58910.4,8.272098,1890.6,5502.680839,31.858864,22.774883
258,2.1.0,59548.0,8.903316,1944.8,5593.854703,32.233017,23.015338
259,2.1.0,58186.8,8.290906,1864,5496.078265,31.803081,22.853405
260,2.1.0,58323.4,7.938311,1871.6,5409.072833,31.808905,22.65891
261,2.1.0,59267.6,8.865006,1860,5410.151066,31.273225,22.453953
262,2.1.0,58985.0,8.497014,1851.6,5371.720578,31.180661,22.223583
263,2.1.0,59390.6,8.639616,1869.4,5480.916963,31.380778,22.745086
264,2.1.0,54695.2,5.377414,1711.6,5334.63855,30.977895,22.102128
265,2.1.0,54847.0,5.369327,1731.8,5413.656916,31.297832,22.551613
266,2.1.0,54928.0,5.374613,1726.6,5358.580207,31.330143,22.432424
267,2.1.0,54776.0,5.384,1727.2,5416.838817,31.257747,22.483679
268,2.1.0,55148.6,5.441695,1723.2,5325.71196,30.99926,22.182573
269,2.1.0,55018.6,5.224834,1724.2,5400.39922,31.08592,22.3589
270,2.1.0,60953.4,8.581767,1922.6,5353.891838,31.134194,22.300673
271,2.1.0,58135.2,7.397825,1833.8,5516.227878,31.436923,22.885386
272,2.1.0,57960.4,7.290729,1794.4,5389.529008,30.839712,22.412567
273,2.1.0,60614.0,8.828738,1873,5349.066844,30.71299,22.352714
274,2.1.0,61813.8,9.417312,1905.8,5476.687801,30.704569,22.694777
275,2.1.0,57739.8,7.073648,1799.8,5376.322438,30.815482,22.386777
276,2.1.0,58182.4,7.396863,1838.2,5470.718322,31.426875,22.694373
277,2.1.0,58160.8,7.287452,1815,5324.166224,30.848307,22.253081
278,2.1.0,57646.4,7.194694,1816,5436.242812,31.250288,22.575187
279,2.1.0,59731.0,8.170068,1890.2,5383.561263,31.168086,22.27558
280,2.1.0,59403.0,7.644537,1902,5475.377372,31.779552,22.835943
281,2.1.0,58359.2,7.312638,1835.8,5439.791534,31.225228,22.549046
282,2.1.0,61208.6,9.056386,1901,5421.828385,30.802754,22.440027
283,2.1.0,61054.4,8.723524,1906.4,5457.371975,31.091126,22.718329
284,2.1.0,58030.8,7.332395,1801.8,5305.74571,30.637564,22.181958
285,2.1.0,58809.0,7.450271,1847.6,5403.965556,31.113968,22.519597
286,2.1.0,57943.0,7.346449,1803.2,5438.301082,30.950699,22.614701
287,2.1.0,58000.2,7.257334,1814.2,5418.79692,31.10375,22.54784
288,2.1.0,135266.6,31.806914,4830.6,6897.003493,35.668086,28.81872
289,2.1.0,70327.4,15.58592,2374.4,5760.49648,33.502596,23.887005
290,2.1.0,67938.4,14.282235,2264.8,5690.236858,33.154111,23.803094
291,2.1.0,135225.6,31.859191,4841.6,6948.879755,35.812651,28.947876
292,2.1.0,70189.2,15.032,2359.4,5759.731578,33.515385,24.033649
293,2.1.0,68103.0,14.498052,2257,5706.139484,33.13421,23.62059
294,2.1.0,134944.0,31.883639,4890.6,7002.724312,36.136,29.098667
295,2.1.0,70200.4,15.247606,2352,5761.748705,33.398637,23.943573
296,2.1.0,67926.8,14.370644,2207.6,5657.923096,32.419755,23.412202
297,2.1.0,134571.0,31.83664,4810.6,6885.186298,35.707561,28.707877
298,2.1.0,70836.0,15.415042,2348.2,5687.043443,32.851061,23.557312
299,2.1.0,68173.4,14.436633,2243.8,5652.283423,32.736316,23.465467
300,2.1.0,134747.2,32.005968,4899.2,6985.43277,36.355195,29.309999
301,2.1.0,70316.0,15.395292,2371.6,5774.092854,33.361114,23.837117
302,2.1.0,67947.8,14.524903,2245,5686.743536,32.923333,23.611983
303,2.1.0,134866.2,31.839821,4872.4,6948.757576,36.087565,29.038619
304,2.1.0,70138.6,15.308758,2332,5716.355235,32.969588,23.582686
305,2.1.0,67919.0,14.560272,2274.2,5718.179078,33.338246,23.761923
306,2.1.0,155965.2,34.175561,5581.4,7228.910166,35.740466,30.148291
307,2.1.0,91776.0,23.035078,3126.4,5990.428531,33.898342,24.972332
308,2.1.0,89414.2,22.461764,3059.6,6064.958568,34.204565,25.204058
309,2.1.0,155683.6,33.996839,5714.8,7427.605658,36.652342,30.949734
310,2.1.0,89861.8,22.37524,3114.8,6101.873619,34.45961,25.459569
311,2.1.0,87023.6,22.079099,3004.6,6073.672506,34.384895,25.242008
312,2.1.0,153407.2,34.012918,5561.8,7287.061324,36.218368,30.424035
313,2.1.0,88707.8,21.978138,3028.2,6051.380319,34.126201,25.184335
314,2.1.0,87735.0,22.06081,2954.6,5946.114231,33.584535,24.784064
315,2.1.0,163033.0,34.914207,5882.4,7394.81699,36.086222,30.908082
316,2.1.0,99860.2,25.397982,3498.4,6323.28326,34.854778,26.134372
317,2.1.0,94821.8,24.073512,3264.2,6119.670835,34.4322,25.464845
318,2.1.0,157544.6,34.193046,5653,7280.522292,35.727427,30.223347
319,2.1.0,93188.6,23.547831,3193.4,6131.205886,34.24247,25.556355
320,2.1.0,91587.6,22.994561,3088.8,5953.64847,33.468301,24.740361
321,2.1.0,155044.6,34.046336,5639.6,7359.624878,36.287317,30.584566
322,2.1.0,90095.8,22.364367,3061.2,6087.529569,33.847854,25.194575
323,2.1.0,87995.8,22.091958,2944.6,5968.880255,33.457088,24.817493
324,2.1.0,153652.8,33.951018,5511,7218.406353,35.836751,30.085253
325,2.1.0,88561.8,22.297273,3047.2,6063.336911,34.263203,25.157059
326,2.1.0,86495.8,21.674178,2942.8,6028.655991,34.053371,24.994059
327,2.1.0,153634.2,33.888598,5558.2,7314.697093,36.080647,30.419384
328,2.1.0,90440.0,22.680957,3107.6,6084.470424,34.261485,25.402929
329,2.1.0,88534.2,22.246365,2964.6,5950.808587,33.502042,24.711969
330,2.1.0,154791.6,34.021315,5594.6,7298.552397,36.023348,30.342134
331,2.1.0,89130.0,22.130322,3051.6,6058.546298,33.917273,25.094627
332,2.1.0,87784.6,22.129437,2955.8,5942.777687,33.56335,24.764582
333,2.1.0,156410.6,33.988844,5556.4,7203.194241,35.502897,30.069586
334,2.1.0,90525.6,22.712793,3121.8,6135.076094,34.383381,25.431871
335,2.1.0,87938.0,22.194318,3010.2,6009.004301,34.100536,25.039838
336,2.1.0,153636.4,33.951885,5602.8,7313.539477,36.317636,30.453003
337,2.1.0,89141.6,22.370553,3050.2,6081.927832,34.284032,25.288819
338,2.1.0,87698.8,22.141703,2952.6,5958.002359,33.482311,24.711262
339,2.1.0,155450.4,34.017951,5579.4,7217.90736,35.771022,30.089902
340,2.1.0,89696.6,22.392562,3028.8,6021.745945,33.609584,24.996519
341,2.1.0,87753.2,22.064378,2999.4,6047.830893,34.064801,25.055775
342,2.1.0,163713.6,34.941689,5924.8,7456.35605,36.116758,31.047217
343,2.1.0,99260.4,24.624401,3388,6119.316519,34.090891,25.484718
344,2.1.0,93277.6,23.92336,3234,6137.269422,34.452822,25.507501
345,2.1.0,154926.8,34.059261,5679.8,7357.665539,36.490837,30.655803
346,2.1.0,89596.2,22.548742,3105,6138.703846,34.413723,25.456146
347,2.1.0,88476.0,22.298659,3011.2,6017.160603,33.927464,25.102576
348,2.1.0,154270.2,33.948097,5537.6,7227.46985,35.78396,30.109959
349,2.1.0,88532.0,22.169553,2973,5963.702504,33.652464,24.888018
350,2.1.0,86741.2,21.952074,2925,5926.705839,33.671896,24.587267
351,2.1.0,153686.2,33.949907,5570.6,7293.587731,36.230452,30.428837
352,2.1.0,89616.4,22.150519,3116.4,6141.231411,34.472106,25.360176
353,2.1.0,87102.4,21.755754,3035.8,6102.032148,34.737141,25.448272
354,2.1.0,153529.0,33.879309,5630.8,7386.439723,36.612673,30.7362
355,2.1.0,88808.6,22.099375,3056.6,6037.55593,34.171342,25.038318
356,2.1.0,86753.6,21.718848,3015.4,6124.656551,34.817989,25.464378
357,2.1.0,154275.0,33.869695,5675.6,7449.66978,36.76408,30.988252
358,2.1.0,89098.2,22.030824,3090.4,6072.996287,34.57246,25.390601
359,2.1.0,87272.6,21.929058,2984.8,5965.261269,34.122631,24.857562
360,2.1.0,55130.2,5.326617,1771.2,5465.306382,31.899048,22.715901
