,revision,performance,cpu,benchmark-energy,fixed-energy,benchmark-power,fixed-power
10389,2.3.1,59068.4,9.342038,1921.8,5564.391968,32.287506,23.307618
10390,2.3.1,59624.8,9.96556,1890.8,5465.671909,31.779706,22.759543
10391,2.3.1,59684.2,9.659237,1880.8,5481.383765,31.684559,22.887042
10392,2.3.1,59949.4,9.685576,1909.4,5519.243097,31.896881,23.00021
10393,2.3.1,60245.8,10.151437,1967,5616.829297,32.309206,23.250805
10394,2.3.1,59267.8,9.73286,1899.6,5432.099565,31.791289,22.668907
10395,2.3.1,64521.8,12.390423,2108,5614.483268,32.37163,23.315009
10396,2.3.1,64108.6,12.513747,2054,5580.450163,32.031698,23.391703
10397,2.3.1,63544.2,12.374863,2039,5520.259703,31.879308,22.850264
10398,2.3.1,63332.2,11.816163,2033.6,5491.027208,32.172592,23.00863
10399,2.3.1,63157.4,11.909666,2046.2,5617.128856,32.421602,23.526091
10400,2.3.1,63625.2,12.131098,2046.4,5542.615224,32.04344,23.137844
10401,2.3.1,59074.6,9.192132,1896.2,5434.540571,32.023455,22.773712
10402,2.3.1,59367.6,9.478954,1896.2,5520.067675,31.644305,22.907463
10403,2.3.1,59437.8,9.693388,1930.8,5584.126138,32.402779,23.226967
10404,2.3.1,59407.8,9.363724,1891.4,5495.480143,31.90826,22.931239
10405,2.3.1,59865.6,9.927109,1914.2,5458.688774,31.826556,22.679807
10406,2.3.1,59566.8,9.785259,1914,5526.464366,31.998075,23.208388
10407,2.3.1,59477.4,9.430767,1899.8,5426.377882,31.760453,22.893124
10408,2.3.1,60334.0,10.134844,1944.2,5508.598214,31.990265,22.930322
10409,2.3.1,59461.8,9.795548,1888.6,5455.123592,31.724713,22.674073
10410,2.3.1,59637.4,9.754255,1906.2,5523.207053,32.009128,22.998989
10411,2.3.1,60206.6,10.443883,1911.4,5463.091339,31.627156,22.779233
10412,2.3.1,60016.2,9.992378,1906.8,5435.59686,31.807487,22.957928
10413,2.3.1,62796.4,11.41365,1984.4,5487.508984,31.587984,22.861179
10414,2.3.1,62561.0,11.208224,2000.8,5518.957369,31.576902,22.862111
10415,2.3.1,63202.2,11.617537,2028,5550.965029,31.885784,23.077069
10416,2.3.1,59667.0,9.626389,1885,5406.675809,31.468373,22.490608
10417,2.3.1,59092.8,9.629759,1885.6,5399.150047,31.800244,22.612567
10418,2.3.1,59819.6,9.888622,1942.4,5631.511941,32.362431,23.479748
10419,2.3.1,59665.4,9.55799,1903.8,5544.922765,31.773485,22.996837
10420,2.3.1,60005.2,10.039408,1928.4,5468.045331,31.905546,22.848954
10421,2.3.1,59636.6,9.764677,1891.4,5451.487754,31.798025,23.038046
10422,2.3.1,64614.0,12.521347,2070.8,5628.899833,32.106376,23.462627
10423,2.3.1,64217.0,12.2667,2060.8,5523.844084,31.984998,23.070007
10424,2.3.1,64550.2,12.462637,2021,5488.769642,31.38442,22.863824
10425,2.3.1,62976.0,11.322714,2015.6,5449.490932,31.186822,22.82443
10426,2.3.1,64537.4,12.327784,2080.4,5660.188461,32.133127,23.5566
10427,2.3.1,64355.0,12.526337,2035.4,5574.917809,31.828238,23.397721
10428,2.3.1,59206.0,9.363634,1884.8,5434.81051,31.789728,22.853333
10429,2.3.1,59566.2,9.749496,1919,5470.44641,31.81123,22.678706
10430,2.3.1,60033.8,9.977955,1948.6,5598.100741,32.394974,23.230445
10431,2.3.1,59478.2,9.452076,1902.8,5528.003893,31.995516,23.257948
10432,2.3.1,59909.8,10.0008,1901.6,5488.443144,31.636897,22.811301
10433,2.3.1,59607.8,9.660131,1870.8,5466.948715,31.578781,22.847154
10434,2.3.1,59846.4,9.625589,1919.2,5548.393172,32.159888,23.370064
10435,2.3.1,60527.6,10.256308,1911,5444.482991,31.610106,22.88799
10436,2.3.1,59596.8,9.759917,1889.4,5467.518352,31.619075,22.684419
10437,2.3.1,59672.2,9.606169,1900.4,5627.057889,31.924876,23.39223
10438,2.3.1,59940.4,9.998641,1892.8,5476.530132,31.540549,22.730532
10439,2.3.1,59469.6,9.744646,1905.2,5501.298162,31.908076,22.976318
10440,2.3.1,54013.8,4.985185,1699.2,5368.88166,31.190874,22.190793
10441,2.3.1,54095.0,4.970572,1740,5476.946191,31.837159,22.667841
10442,2.3.1,53832.8,4.97972,1677.4,5360.212239,31.180193,22.321958
10443,2.3.1,54080.4,4.909044,1689.2,5322.503417,31.113716,22.237644
10444,2.3.1,54074.6,5.009697,1699.6,5397.183295,31.385355,22.498741
10445,2.3.1,53944.0,4.943688,1694.6,5341.484164,31.336725,22.253954
10446,2.3.1,61911.2,10.136875,1923.8,5369.531611,30.906216,22.524132
10447,2.3.1,58292.8,7.752811,1861.6,5451.249442,31.475959,22.605002
10448,2.3.1,57800.6,7.740092,1784.4,5396.129928,30.833654,22.43411
10449,2.3.1,60200.6,9.352368,1885.6,5522.609293,31.354689,23.062808
10450,2.3.1,59798.2,8.937232,1870.4,5415.045204,30.883582,22.450296
10451,2.3.1,57723.6,7.502867,1812.2,5419.387091,31.297012,22.665425
10452,2.3.1,57291.2,7.473979,1798.8,5413.651794,31.142356,22.490648
10453,2.3.1,57533.2,7.441092,1805.2,5450.784863,31.284054,22.854343
10454,2.3.1,57826.4,7.501687,1811.4,5375.491939,31.153747,22.355976
10455,2.3.1,61137.4,9.620472,1924.6,5452.44452,30.957227,22.503022
10456,2.3.1,58340.2,7.779675,1841.8,5449.270645,31.207832,22.499734
10457,2.3.1,57805.6,7.688962,1821,5389.964409,31.285133,22.512956
10458,2.3.1,60173.4,9.36173,1896.2,5507.767924,31.375451,22.98781
10459,2.3.1,61663.8,9.852783,1877.2,5353.846,30.20041,22.286125
10460,2.3.1,57391.2,7.560634,1859.6,5501.45333,31.965042,22.745777
10461,2.3.1,57661.0,7.526515,1841.8,5477.283038,31.660795,22.878991
10462,2.3.1,57742.0,7.669492,1856.8,5554.815086,31.906498,23.037171
10463,2.3.1,57679.8,7.597181,1798.4,5436.464323,30.952532,22.440607
10464,2.3.1,54384.8,6.140135,1771.8,5444.417954,32.338361,22.604623
10465,2.3.1,54474.4,6.050175,1701.2,5375.977615,31.254731,22.43998
10466,2.3.1,54231.0,5.699037,1728.6,5418.915028,31.817705,22.523024
10467,2.3.1,54508.6,6.155508,1722.4,5370.043058,31.601912,22.311629
10468,2.3.1,54387.4,6.090155,1749.4,5515.167351,32.175465,23.157914
10469,2.3.1,54386.0,5.796613,1723.2,5393.650345,31.49997,22.304185
10470,2.3.1,54559.4,6.23091,1746.4,5480.439644,31.873337,22.740289
10471,2.3.1,54686.6,6.08773,1732.8,5375.701027,31.580613,22.423272
10472,2.3.1,54463.2,5.787623,1752.2,5477.088067,32.093224,22.841553
10473,2.3.1,54248.0,6.206586,1730.2,5403.141131,31.750055,22.459485
10474,2.3.1,54491.6,6.037983,1736.8,5515.074838,31.758525,22.817244
10475,2.3.1,54654.0,5.460226,1764.6,5454.886432,31.257026,22.535788
10476,2.3.1,54600.4,6.041859,1740,5402.603312,31.754481,22.591795
10477,2.3.1,54322.6,6.182748,1758.8,5469.347097,32.403224,22.907801
10478,2.3.1,54227.0,5.695603,1728,5351.313669,31.745301,22.356524
10479,2.3.1,54713.4,6.076094,1759.6,5438.872148,32.155956,22.75956
10480,2.3.1,54684.2,6.008546,1730.6,5326.081674,31.476,22.406823
10481,2.3.1,54320.6,5.802606,1758,5462.156652,32.260356,22.824437
10482,2.3.1,60164.2,10.610007,1927,5476.712753,32.192643,22.81988
10483,2.3.1,61162.8,10.764508,1974.2,5511.980434,32.103815,23.038447
10484,2.3.1,60586.4,10.499202,1913.4,5431.44629,31.643331,22.613852
10485,2.3.1,59616.2,9.78303,1901,5477.785232,31.871504,22.870771
10486,2.3.1,60160.0,10.197792,1913,5526.116169,31.938692,23.175154
10487,2.3.1,60507.8,10.111222,1915.8,5471.650311,31.480854,22.723037
10488,2.3.1,60161.4,10.174713,1959.6,5559.768173,32.316148,23.006936
10489,2.3.1,60475.0,10.557422,1929,5501.15019,31.826649,22.844384
10490,2.3.1,61036.8,10.334636,1956.6,5533.064929,31.90176,22.96738
10491,2.3.1,64931.0,12.821124,2070.6,5546.759703,31.822861,23.050468
10492,2.3.1,65382.2,13.084496,2071.4,5522.639883,31.547458,23.100718
10493,2.3.1,64088.2,12.542755,2057.4,5615.300518,32.097558,23.329855
10494,2.3.1,63202.8,12.317357,2042.8,5529.18089,32.153648,22.856499
10495,2.3.1,63876.0,12.407418,2023.8,5484.703845,31.950271,22.957898
10496,2.3.1,63871.8,12.284705,2058,5664.274782,32.258423,23.563506
10497,2.3.1,59688.2,9.725773,1910,5504.026382,31.836655,22.948429
10498,2.3.1,60352.6,10.389702,1919.2,5533.492842,31.836491,23.085351
10499,2.3.1,60254.2,10.08612,1910.8,5417.043024,31.706928,22.824267
10500,2.3.1,60264.8,10.29793,1912.4,5508.190374,31.643269,23.076908
10501,2.3.1,60675.0,10.604817,1949.6,5573.90058,32.074143,23.335775
10502,2.3.1,60270.0,10.017202,1921,5539.279825,31.672776,22.873182
10503,2.3.1,59340.0,9.609834,1864.6,5455.0022,31.43211,22.673799
10504,2.3.1,60765.4,10.515691,1908,5406.790562,31.476171,22.787461
10505,2.3.1,59628.6,9.750401,1895.8,5452.010626,31.908304,22.708005
10506,2.3.1,60460.8,10.039378,1948.4,5551.529504,32.207053,23.180374
10507,2.3.1,60462.8,10.371976,1942,5505.364616,32.060537,22.87096
10508,2.3.1,60584.4,10.211246,1919.4,5436.823438,31.656014,22.676896
10509,2.3.1,64069.2,12.106795,2006.2,5485.530993,31.472529,22.928253
10510,2.3.1,62657.0,11.499518,2008.6,5612.917792,31.920624,23.337319
10511,2.3.1,62033.2,11.026954,1972.2,5560.234175,31.689164,23.1855
10512,2.3.1,59077.6,9.413375,1860.4,5407.328341,31.61822,22.591068
10513,2.3.1,60125.6,10.243589,1927.8,5501.025686,32.081356,23.122486
10514,2.3.1,59812.6,9.600062,1917.8,5453.067879,31.988738,22.861503
10515,2.3.1,60340.4,10.280403,1917.6,5466.219342,31.759209,22.941191
10516,2.3.1,60520.8,10.296626,1914.8,5504.426592,31.699147,23.07961
10517,2.3.1,60714.2,10.14353,1917.4,5486.200937,31.77364,23.089318
10518,2.3.1,65794.6,13.133813,2103.2,5607.583128,31.882855,23.22512
10519,2.3.1,64110.8,12.454628,2036.8,5521.323741,31.795397,22.974213
10520,2.3.1,63843.2,12.289321,2028.8,5504.765933,31.588415,23.047632
10521,2.3.1,64167.8,12.379432,2041.4,5566.139897,31.784492,23.186588
10522,2.3.1,63881.8,12.253902,2067.8,5682.65413,32.068875,23.555157
10523,2.3.1,64850.6,12.39037,2063.2,5549.375303,31.653125,23.150024
10524,2.3.1,59054.4,9.72488,1883,5466.623935,31.979814,22.824395
10525,2.3.1,60881.2,10.653454,1955.4,5474.582704,31.979026,22.980947
10526,2.3.1,60613.8,10.317359,1963.6,5539.222231,32.128536,23.206796
10527,2.3.1,59318.8,9.672458,1900,5508.262596,31.939987,22.878045
10528,2.3.1,59968.2,10.049001,1897.8,5484.415192,31.502992,22.935875
10529,2.3.1,60311.0,9.954801,1918.8,5477.656577,31.804116,23.096055
10530,2.3.1,60327.2,10.13637,1919.2,5568.755307,31.87531,23.16447
10531,2.3.1,60036.2,10.245335,1904.4,5397.803713,31.781059,22.781044
10532,2.3.1,60476.0,9.920439,1923.8,5461.797556,31.662784,22.984843
10533,2.3.1,60672.0,10.204412,1945,5571.761445,31.902127,23.086878
10534,2.3.1,59604.8,10.044207,1910.6,5481.268544,31.915332,22.748426
10535,2.3.1,60046.0,9.946166,1911,5446.830991,31.792396,22.842296
10536,2.3.1,54168.6,4.920138,1708.8,5305.853015,31.51771,22.390756
10537,2.3.1,54101.2,4.937263,1706.2,5389.207779,31.365968,22.401435
10538,2.3.1,54080.6,4.806281,1683.2,5316.481176,30.728066,21.942396
10539,2.3.1,54066.8,5.024067,1720,5406.237513,31.66541,22.494199
10540,2.3.1,54104.6,4.968015,1698.6,5371.049817,31.064532,22.14168
10541,2.3.1,54480.6,4.937542,1718.2,5404.366426,31.478634,22.440246
10542,2.3.1,62041.4,10.218675,1963.2,5489.365422,31.376621,22.827985
10543,2.3.1,57922.8,7.774596,1809.8,5412.387048,31.225577,22.615809
10544,2.3.1,58373.6,8.025048,1857.6,5499.462377,31.645173,22.823317
10545,2.3.1,61108.6,9.691468,1912.2,5494.562298,31.06532,22.727981
10546,2.3.1,60580.2,9.39968,1912,5531.682794,31.475213,22.982081
10547,2.3.1,57701.0,7.649162,1830.6,5513.182642,31.758951,22.946071
10548,2.3.1,58128.8,7.757931,1814,5408.872795,31.116058,22.581193
10549,2.3.1,57748.0,7.763926,1812,5353.030218,31.354183,22.305501
10550,2.3.1,58107.2,7.708207,1841.2,5454.206353,31.599327,22.821934
10551,2.3.1,60574.0,9.349817,1928.2,5518.022912,31.436775,22.931015
10552,2.3.1,57987.0,7.776526,1815.8,5408.888307,31.149039,22.475463
10553,2.3.1,58116.2,7.795998,1786.8,5367.588918,30.779918,22.441755
10554,2.3.1,59281.6,8.856606,1854,5411.008468,31.06341,22.519028
10555,2.3.1,61893.0,10.087243,1928,5481.633045,31.040407,22.699313
10556,2.3.1,58348.2,7.657241,1882.8,5520.453503,32.083275,22.944002
10557,2.3.1,58703.6,8.370688,1837.4,5370.707179,31.206818,22.382293
10558,2.3.1,57623.8,7.595224,1819.6,5489.636533,31.347887,22.824615
10559,2.3.1,58152.6,7.931599,1856,5492.025281,31.616037,22.857392
10560,2.3.1,54700.8,6.169185,1750.2,5448.140685,31.844313,22.503986
10561,2.3.1,54325.6,5.979973,1724.2,5312.197554,31.552884,22.284411
10562,2.3.1,54650.8,5.704423,1747.4,5400.925922,31.889101,22.518799
10563,2.3.1,54855.4,6.291502,1785,5550.877228,32.491669,23.051175
10564,2.3.1,54701.8,6.008247,1747.2,5461.20434,31.900874,22.745546
10565,2.3.1,54557.4,5.724138,1744.8,5482.710743,31.75729,22.786259
10566,2.3.1,54849.2,6.288727,1795.4,5577.534809,32.570439,23.054198
10567,2.3.1,54592.4,6.08402,1726.8,5405.461276,31.512787,22.544174
10568,2.3.1,54296.2,5.782815,1734.4,5403.449226,31.786776,22.542402
10569,2.3.1,54800.0,5.892067,1777.2,5448.802967,32.133474,22.664309
10570,2.3.1,54446.0,6.127636,1771.8,5442.698756,32.280656,22.647244
10571,2.3.1,54484.8,5.753071,1737.2,5481.225781,31.775325,22.717701
10572,2.3.1,54254.6,6.069389,1745.4,5421.548425,31.95929,22.50563
10573,2.3.1,54610.0,5.915091,1756.2,5514.856844,31.971803,22.782384
10574,2.3.1,54573.6,5.870074,1768.2,5485.111706,32.236007,22.829485
10575,2.3.1,54135.8,6.082939,1713.8,5283.303841,31.724568,22.225069
10576,2.3.1,54418.0,6.141522,1726.4,5331.105185,31.761967,22.39401
10577,2.3.1,54628.2,5.892822,1739,5438.885074,31.913279,22.835831
10578,2.3.1,61094.8,10.935365,1998.4,5547.45517,32.56719,23.343178
10579,2.3.1,61654.4,11.336043,1951.8,5442.825372,31.833748,22.901221
10580,2.3.1,61131.0,10.894776,1952.8,5518.668789,31.84501,23.179465
10581,2.3.1,58648.6,9.126086,1880.2,5462.11198,32.130992,22.831706
10582,2.3.1,59511.8,10.067272,1901.6,5557.058401,32.000636,23.196969
10583,2.3.1,59537.2,9.61579,1884.4,5444.108113,31.734132,22.724561
10584,2.3.1,59728.6,9.441825,1947,5582.296629,32.594925,23.32218
10585,2.3.1,60386.0,10.297456,1958,5590.029005,32.368779,23.27142
10586,2.3.1,60036.2,9.875081,1904.6,5533.313329,31.920509,23.110813
10587,2.3.1,65003.4,12.642901,2073.4,5505.024922,31.745211,23.080946
10588,2.3.1,64066.0,12.664957,2062.6,5529.863696,32.042676,22.996945
10589,2.3.1,64751.2,12.790714,2099.2,5589.959605,32.240618,23.376452
10590,2.3.1,63314.0,11.862389,2035,5497.875968,32.292713,23.027339
10591,2.3.1,63353.6,12.198898,2024.4,5547.837544,31.935716,23.123894
10592,2.3.1,63106.8,12.102797,2012.4,5578.029886,31.929999,23.303632
10593,2.3.1,59758.4,9.371098,1949,5553.269374,32.428366,23.212285
10594,2.3.1,59843.4,10.088205,1909.8,5483.238482,31.97215,22.866317
10595,2.3.1,60283.8,9.996217,1895.4,5428.294015,31.608256,22.954689
10596,2.3.1,60179.0,10.186753,1914.6,5539.020377,31.65776,22.951138
10597,2.3.1,60757.8,10.790214,1967.8,5581.084422,32.420964,23.218601
10598,2.3.1,60127.2,9.909322,1904,5420.734721,31.597008,22.765961
10599,2.3.1,60249.6,10.03895,1929.8,5548.552405,31.940862,22.982772
10600,2.3.1,59940.8,10.472825,1935.6,5481.317338,31.89118,22.515144
10601,2.3.1,60296.2,9.996017,1919.6,5446.815079,31.839929,22.776318
10602,2.3.1,60413.0,10.150241,1890.2,5428.752023,31.18511,22.627346
10603,2.3.1,60954.6,10.641666,1953.4,5547.401887,32.042499,23.221904
10604,2.3.1,61330.0,10.509448,1940.8,5479.891069,31.508206,22.817309
10605,2.3.1,64332.4,12.143788,2018,5432.861904,31.214072,22.635992
10606,2.3.1,63205.0,11.887637,2017.8,5537.43568,31.889773,23.056699
10607,2.3.1,62230.6,10.980064,1972.8,5519.602613,31.594037,22.89637
10608,2.3.1,60179.2,10.086396,1952.6,5553.341052,32.062994,23.116938
10609,2.3.1,59505.2,9.59423,1885.6,5434.98184,31.824192,22.793389
10610,2.3.1,59719.6,9.64665,1873,5417.919303,31.324683,22.623042
10611,2.3.1,60068.2,10.051819,1929.2,5573.375306,32.033587,23.12132
10612,2.3.1,60967.6,10.753524,1927.6,5531.187406,31.693309,23.137706
10613,2.3.1,60313.8,10.085665,1891,5434.425064,31.243949,22.535621
10614,2.3.1,66810.2,13.677406,2079.8,5498.234084,31.016376,22.872185
10615,2.3.1,65906.6,13.093733,2081,5572.065449,31.545727,23.256111
10616,2.3.1,65069.0,12.608362,2028,5499.259277,31.153511,22.863048
10617,2.3.1,63660.0,11.992108,1983.4,5500.167791,31.206042,22.937083
10618,2.3.1,64255.8,12.382736,2051.2,5534.063276,32.068451,23.282294
10619,2.3.1,63640.0,11.851998,2015.8,5481.890304,31.720724,23.081784
10620,2.3.1,59826.2,9.657055,1892.2,5409.731208,31.539044,22.568522
10621,2.3.1,59621.4,9.998317,1864,5429.665122,31.355469,22.620565
10622,2.3.1,59672.8,9.766234,1876.2,5479.794118,31.395066,22.817201
10623,2.3.1,60019.2,10.025356,1948.2,5577.616692,32.317141,23.446217
10624,2.3.1,60785.4,10.3976,1930,5570.228462,31.732872,23.05858
10625,2.3.1,60282.6,9.920004,1880.8,5417.970015,31.303999,22.769289
10626,2.3.1,59059.2,9.38844,1876,5532.595842,31.827273,23.158498
10627,2.3.1,60191.6,10.341695,1932,5541.65243,32.016574,23.039167
10628,2.3.1,60373.6,10.149878,1911.2,5534.974369,31.552557,23.024383
10629,2.3.1,60396.6,10.168429,1911,5510.100666,31.554192,22.937036
10630,2.3.1,60609.4,10.47054,1902.2,5479.836588,31.225389,22.732036
10631,2.3.1,61036.6,10.603226,1956.8,5552.382713,31.933707,23.169663
10632,2.3.1,54195.0,5.009468,1702.6,5378.996202,31.241257,22.279891
10633,2.3.1,54274.0,4.970458,1707.4,5358.656578,31.111694,22.172563
10634,2.3.1,54226.8,5.147401,1695,5340.30488,31.047869,22.232134
10635,2.3.1,54214.6,5.001569,1702.2,5330.955906,31.229563,22.237174
10636,2.3.1,53961.8,4.884371,1692,5421.192325,31.373881,22.661521
10637,2.3.1,54176.6,5.016007,1705.2,5418.621408,31.136066,22.366543
10638,2.3.1,61720.4,10.241438,1924.2,5442.413272,30.723725,22.604358
10639,2.3.1,57831.4,7.797582,1835.4,5459.535144,31.645161,22.977038
10640,2.3.1,58579.8,7.951058,1833.6,5429.723914,31.041632,22.439073
10641,2.3.1,60040.6,9.365675,1886.8,5462.094026,31.313482,22.742907
10642,2.3.1,59581.0,9.068893,1853,5419.410133,30.8633,22.5486
10643,2.3.1,57934.0,7.803847,1830.6,5468.546144,31.582404,22.988812
10644,2.3.1,58159.8,7.799655,1827.6,5447.521805,31.18282,22.516578
10645,2.3.1,58616.8,8.198939,1805.4,5383.461168,30.726505,22.320221
10646,2.3.1,59051.8,8.484639,1859.2,5490.13736,31.375686,22.772926
10647,2.3.1,61595.0,10.011411,1926.6,5434.735364,31.050308,22.801173
10648,2.3.1,58385.0,8.094914,1814.2,5393.764437,30.897303,22.522249
10649,2.3.1,58086.2,7.872692,1805.2,5373.962688,31.065248,22.661281
10650,2.3.1,60813.2,9.756693,1906.8,5516.817467,31.325282,22.930208
10651,2.3.1,60021.6,9.205145,1897.8,5369.944823,31.212426,22.578913
10652,2.3.1,58701.6,8.248883,1889.4,5621.2572,31.85679,23.159804
10653,2.3.1,58708.4,7.902811,1828,5440.747331,31.100326,22.619868
10654,2.3.1,58576.2,7.989747,1815.8,5413.199026,30.780346,22.610239
10655,2.3.1,59270.4,8.367179,1829.2,5450.031948,30.88597,22.641607
10656,2.3.1,78115.0,17.872165,2623.6,5831.548682,33.527378,24.327949
10657,2.3.1,70017.0,15.324286,2369,5797.708544,33.700233,24.129513
10658,2.3.1,67344.0,14.267669,2218.2,5634.874328,32.898667,23.565839
10659,2.3.1,78080.4,17.678814,2705,5959.896178,34.573884,25.058349
10660,2.3.1,70069.2,15.174109,2349.2,5726.639528,33.31519,23.701003
10661,2.3.1,67264.6,14.337278,2247.8,5745.022267,33.303531,23.904027
10662,2.3.1,78191.0,17.889948,2630.6,5787.769328,33.601978,24.274843
10663,2.3.1,69954.0,15.386841,2316,5682.461559,33.142458,23.643569
10664,2.3.1,67405.8,14.300402,2204,5596.089426,32.504876,23.302315
10665,2.3.1,78095.4,17.926174,2672.2,5929.187652,34.223683,24.922691
10666,2.3.1,69933.8,15.489714,2344.6,5690.938851,33.34359,23.830531
10667,2.3.1,67258.8,14.392665,2277.2,5785.279495,33.815531,24.081159
10668,2.3.1,78096.0,17.828975,2617.4,5794.662791,33.622294,24.109539
10669,2.3.1,69982.6,15.420195,2338.2,5682.399073,33.16128,23.578292
10670,2.3.1,67229.2,14.195127,2265.2,5730.039614,33.648324,23.7749
10671,2.3.1,78074.4,17.976087,2612.6,5856.929326,33.600802,24.504606
10672,2.3.1,69859.8,15.371197,2326.2,5679.908958,33.274526,23.654306
10673,2.3.1,67211.6,14.371098,2213.2,5624.79389,32.742919,23.432438
10674,2.3.1,100176.6,25.105839,3505,6327.070532,34.948439,26.337929
10675,2.3.1,94473.8,24.444499,3228.8,6116.469428,34.163343,25.458758
10676,2.3.1,91616.4,23.884615,3105,6066.274462,33.978257,25.355703
10677,2.3.1,99883.8,24.640794,3448.6,6226.065704,34.415314,25.848452
10678,2.3.1,92013.4,23.802276,3172.2,6136.480211,34.499211,25.630724
10679,2.3.1,87680.4,22.771015,3023.6,6019.70314,34.538813,25.167579
10680,2.3.1,99657.0,24.693996,3420.8,6173.583613,34.13801,25.628877
10681,2.3.1,91069.6,22.974793,3242.4,6275.375549,35.185411,26.125902
10682,2.3.1,88702.2,22.166457,3047.4,5938.884408,33.547169,24.817802
10683,2.3.1,125166.4,26.618945,4311.4,6562.996838,34.236225,27.210948
10684,2.3.1,117251.2,25.618125,4068.6,6539.141082,34.729708,27.218066
10685,2.3.1,112260.8,25.099153,3894.8,6471.005127,34.63121,26.988345
10686,2.3.1,124450.6,26.490805,4390.8,6706.858226,35.184401,27.878747
10687,2.3.1,108046.4,25.739667,3727.8,6292.627475,34.473286,26.262194
10688,2.3.1,98038.4,25.20704,3383.6,6205.998564,34.632093,25.893101
10689,2.3.1,99860.2,24.74883,3464.2,6245.185981,34.458185,25.907776
10690,2.3.1,91885.4,23.632686,3105.4,6043.721352,33.837591,25.191742
10691,2.3.1,89256.6,23.279648,3039.2,5971.031798,33.96313,25.09721
10692,2.3.1,100624.0,24.91092,3500,6307.144913,34.661283,26.214122
10693,2.3.1,92712.2,23.646114,3167.6,6080.270235,34.135183,25.413332
10694,2.3.1,89303.6,23.216144,2979.4,6012.627002,33.375147,24.947979
10695,2.3.1,100310.6,24.880732,3511.6,6338.935494,34.864097,26.260117
10696,2.3.1,92119.4,23.641969,3167,6120.091242,34.30246,25.395064
10697,2.3.1,89229.6,23.22282,3034.4,6047.576588,34.052601,25.191137
10698,2.3.1,100078.6,24.855381,3390.6,6156.087385,33.889843,25.630357
10699,2.3.1,91123.0,23.197551,3180,6226.795734,35.02922,25.970728
10700,2.3.1,88927.4,23.153131,3078.8,6162.648769,34.509397,25.530589
10701,2.3.1,102012.8,25.270144,3546.4,6283.526272,34.357447,25.968263
10702,2.3.1,93021.8,23.956585,3215.8,6165.440257,34.487061,25.627202
10703,2.3.1,90040.4,23.49406,3071.4,6056.728681,34.084,25.287367
10704,2.3.1,98955.8,24.510458,3460.6,6275.161807,34.83199,26.14324
10705,2.3.1,91380.4,23.359444,3110.6,6044.936071,34.028293,25.268678
10706,2.3.1,89258.4,23.296785,3017.4,5949.985331,33.878611,24.984465
10707,2.3.1,99717.6,24.834022,3496,6363.196183,34.849653,26.343242
10708,2.3.1,92106.6,23.555856,3146.8,6096.386885,34.174091,25.405652
10709,2.3.1,88796.6,23.145155,3006.4,5970.254264,33.968699,24.939741
10710,2.3.1,123639.4,26.40203,4271.6,6593.779872,34.499718,27.462969
10711,2.3.1,116232.4,25.400493,4082,6561.124219,35.081594,27.376176
10712,2.3.1,110600.4,24.517045,3806.2,6386.10128,34.476906,26.720653
10713,2.3.1,122455.6,26.200714,4240.8,6562.789024,34.542808,27.286338
10714,2.3.1,115595.0,25.325785,3962.2,6400.480337,34.349354,26.741525
10715,2.3.1,97068.4,24.956451,3373.4,6203.083841,34.810908,25.939226
10716,2.3.1,98570.4,24.604479,3403.6,6155.789732,34.486346,25.784781
10717,2.3.1,91100.8,23.445788,3088.4,5971.27366,33.97857,25.116059
10718,2.3.1,89331.8,23.049229,3044.4,6033.301504,34.149148,25.302928
10719,2.3.1,99571.4,24.784577,3423,6242.58932,34.186089,25.822694
10720,2.3.1,91736.8,23.489823,3166.8,6150.521505,34.575722,25.570759
10721,2.3.1,88931.8,23.106837,3010,5991.378408,33.813789,24.956478
10722,2.3.1,100289.0,24.751982,3473.8,6276.788481,34.450933,25.979541
10723,2.3.1,91480.6,23.458767,3120.8,6060.812386,34.156921,25.317004
10724,2.3.1,87671.0,22.413071,3003.6,6002.360243,34.125993,25.074738
10725,2.3.1,99558.0,24.560416,3389.8,6194.449641,34.056328,25.815337
10726,2.3.1,91245.8,23.412527,3116.4,6102.592384,34.200569,25.523245
10727,2.3.1,88870.0,22.930491,3079.6,6116.26787,34.658263,25.718977
10728,2.3.1,54186.0,4.991118,1700.4,5358.068259,31.035465,22.206494
10729,2.3.1,53949.2,4.895576,1666.6,5274.485163,30.922194,22.031381
10730,2.3.1,54282.0,4.882929,1689.8,5364.87484,31.060765,22.388239
10731,2.3.1,54278.8,4.933226,1682.2,5348.514662,30.939836,22.281614
10732,2.3.1,54188.4,4.986734,1717.4,5454.14798,31.594098,22.803331
10733,2.3.1,54192.6,4.958539,1673.8,5360.62784,30.914754,22.4526
10734,2.3.1,75711.8,17.789346,2507.6,5791.484688,33.049447,24.25606
10735,2.3.1,73593.2,16.698932,2402.2,5623.651477,32.485503,23.494798
10736,2.3.1,73676.2,16.540942,2433.4,5727.933624,33.119357,24.037539
10737,2.3.1,74967.6,17.578575,2473,5687.078315,32.977408,23.849742
10738,2.3.1,75373.4,17.784263,2487.6,5752.184376,33.102853,24.004268
10739,2.3.1,73393.0,16.532741,2407,5670.145344,32.721105,23.66238
10740,2.3.1,73071.8,16.41876,2437.8,5787.1966,33.127461,24.13632
