root;tcp;compression;none;lzo;cipher;AES_256_CBC;AES_128_CBC;TCP_NODEAL;prng;prng_none;prng_rsa_sha512;prng_sha512;prng_sha1;auth;auth_none;auth_sha1;auth_sha512;auth_rsa_sha512;reneg_bytes_10;reneg_bytes_30;reneg_bytes_50;reneg_bytes_70;reneg_bytes;performance;revision
1;1;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;0;0;0;1;0;1;860.19913;2.1.4
1;1;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;1;863.13346;2.1.4
1;1;1;1;0;1;0;1;0;1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;622.854068;2.1.4
1;1;1;1;0;1;0;1;0;1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;610.674868;2.1.4
1;1;1;1;0;1;0;1;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;614.012356;2.1.4
1;1;1;1;0;1;0;1;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;621.825212;2.1.4
1;1;1;1;0;1;0;1;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;1;611.034301;2.1.4
1;1;1;1;0;1;0;1;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;1;621.288274;2.1.4
1;1;1;1;0;1;0;1;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;1;629.584168;2.1.4
1;1;1;1;0;1;0;1;0;1;0;1;0;0;1;0;0;1;0;0;0;0;1;1;649.769095;2.1.4
1;1;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;0;1;0;0;0;1;709.430593;2.1.4
1;1;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;1;687.029664;2.1.4
1;1;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;727.705382;2.1.4
1;1;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;0;0;0;0;1;1;721.86776;2.1.4
1;1;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;0;1;0;0;0;1;853.047461;2.1.4
1;1;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;1;862.740081;2.1.4
1;1;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;1;862.896296;2.1.4
1;1;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;0;0;0;0;1;1;863.679565;2.1.4
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;1;597.815602;2.1.4
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;0;0;1;0;1;0;0;1;612.41651;2.1.4
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;605.016667;2.1.4
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;0;0;1;0;0;0;1;1;592.834111;2.1.4
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;580.254984;2.1.4
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;0;1;0;0;1;0;0;1;602.548798;2.1.4
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;1;594.644931;2.1.4
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;0;1;0;0;0;0;1;1;580.213118;2.1.4
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;691.83617;2.1.4
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;1;0;0;0;1;0;0;1;710.554732;2.1.4
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;705.318667;2.1.4
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;1;1;724.604423;2.1.4
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;1;856.257548;2.1.4
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;1;0;0;0;0;1;0;0;1;839.246719;2.1.4
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;1;853.954132;2.1.4
1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;1;827.397945;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;0;0;0;1;1;0;0;0;1;601.70517;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;0;0;0;1;0;1;0;0;1;618.219404;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;622.489556;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;0;0;0;1;0;0;0;1;1;614.04731;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;0;0;1;0;1;0;0;0;1;578.769007;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;0;0;1;0;0;1;0;0;1;601.784895;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;0;0;1;0;0;0;1;0;1;606.883388;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;0;0;1;0;0;0;0;1;1;610.261869;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;0;1;0;0;1;0;0;0;1;736.914831;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;0;1;0;0;0;1;0;0;1;729.695111;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;0;1;0;0;0;0;1;0;1;719.80043;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;0;1;0;0;0;0;0;1;1;706.364136;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;1;826.310038;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;1;0;0;0;0;1;0;0;1;860.182667;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;1;0;0;0;0;0;1;0;1;856.567347;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;1;1;835.668607;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;1;0;1;0;0;0;1;1;0;0;0;1;603.224561;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;1;0;1;0;0;0;1;0;1;0;0;1;606.461159;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;1;0;1;0;0;0;1;0;0;1;0;1;619.816361;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;1;0;1;0;0;0;1;0;0;0;1;1;615.555048;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;1;0;1;0;0;1;0;1;0;0;0;1;603.469337;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;1;0;1;0;0;1;0;0;1;0;0;1;585.52706;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;1;0;1;0;0;1;0;0;0;1;0;1;621.440248;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;1;0;1;0;0;1;0;0;0;0;1;1;616.701872;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;706.830629;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;1;0;1;0;1;0;0;0;1;0;0;1;718.451274;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;1;0;1;0;1;0;0;0;0;1;0;1;706.401602;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;1;680.968215;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;1;0;1;1;0;0;0;1;0;0;0;1;846.445881;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;1;0;1;1;0;0;0;0;1;0;0;1;856.214783;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;1;0;1;1;0;0;0;0;0;1;0;1;832.056634;2.1.4
1;1;1;1;0;1;0;1;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;1;842.870297;2.1.4
1;1;1;1;0;1;0;1;1;1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;583.422561;2.1.4
1;1;1;1;0;1;0;1;1;1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;602.692499;2.1.4
1;1;1;1;0;1;0;1;1;1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;586.419161;2.1.4
1;1;1;1;0;1;0;1;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;617.063767;2.1.4
1;1;1;1;0;1;0;1;1;1;0;1;0;0;1;0;0;1;0;1;0;0;0;1;593.718287;2.1.4
1;1;1;1;0;1;0;1;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0;1;602.327728;2.1.4
1;1;1;1;0;1;0;1;1;1;0;1;0;0;1;0;0;1;0;0;0;1;0;1;605.944537;2.1.4
1;1;1;1;0;1;0;1;1;1;0;1;0;0;1;0;0;1;0;0;0;0;1;1;595.166697;2.1.4
1;1;1;1;0;1;0;1;1;1;0;1;0;0;1;0;1;0;0;1;0;0;0;1;706.60432;2.1.4
1;1;1;1;0;1;0;1;1;1;0;1;0;0;1;0;1;0;0;0;1;0;0;1;703.949727;2.1.4
1;1;1;1;0;1;0;1;1;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;700.606299;2.1.4
1;1;1;1;0;1;0;1;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;1;712.356567;2.1.4
1;1;1;1;0;1;0;1;1;1;0;1;0;0;1;1;0;0;0;1;0;0;0;1;851.056299;2.1.4
1;1;1;1;0;1;0;1;1;1;0;1;0;0;1;1;0;0;0;0;1;0;0;1;855.381939;2.1.4
1;1;1;1;0;1;0;1;1;1;0;1;0;0;1;1;0;0;0;0;0;1;0;1;837.264502;2.1.4
1;1;1;1;0;1;0;1;1;1;0;1;0;0;1;1;0;0;0;0;0;0;1;1;858.522692;2.1.4
1;1;1;1;0;1;0;1;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;1;582.852606;2.1.4
1;1;1;1;0;1;0;1;1;1;1;0;0;0;1;0;0;0;1;0;1;0;0;1;587.861184;2.1.4
1;1;1;1;0;1;0;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;572.636153;2.1.4
1;1;1;1;0;1;0;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;1;610.003981;2.1.4
1;1;1;1;0;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;588.675974;2.1.4
1;1;1;1;0;1;0;1;1;1;1;0;0;0;1;0;0;1;0;0;1;0;0;1;574.452132;2.1.4
1;1;1;1;0;1;0;1;1;1;1;0;0;0;1;0;0;1;0;0;0;1;0;1;584.655609;2.1.4
1;1;1;1;0;1;0;1;1;1;1;0;0;0;1;0;0;1;0;0;0;0;1;1;600.008966;2.1.4
1;1;1;1;0;1;0;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;666.476499;2.1.4
1;1;1;1;0;1;0;1;1;1;1;0;0;0;1;0;1;0;0;0;1;0;0;1;697.918102;2.1.4
1;1;1;1;0;1;0;1;1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;684.153038;2.1.4
1;1;1;1;0;1;0;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;1;1;700.535201;2.1.4
1;1;1;1;0;1;0;1;1;1;1;0;0;0;1;1;0;0;0;1;0;0;0;1;846.349005;2.1.4
1;1;1;1;0;1;0;1;1;1;1;0;0;0;1;1;0;0;0;0;1;0;0;1;852.222556;2.1.4
1;1;1;1;0;1;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0;1;858.016048;2.1.4
1;1;1;1;0;1;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;1;1;832.014034;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;0;1;595.508646;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0;0;1;627.954951;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;643.164376;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;1;1;607.989607;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;1;604.789639;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;1;626.041743;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;1;628.283612;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;1;1;608.066687;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;0;1;1;0;1;0;0;1;0;0;0;1;735.288095;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;0;1;1;0;1;0;0;0;1;0;0;1;735.119574;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;1;0;1;744.945703;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;1;1;758.716409;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;0;1;0;0;0;1;862.10387;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;0;0;1;0;0;1;860.664717;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;1;0;1;851.905974;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;1;1;864.358485;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;1;604.24473;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;1;613.531622;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;1;619.230716;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;1;621.558802;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;1;604.790279;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;1;611.152221;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;1;621.810518;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;1;613.942975;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;702.13667;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;1;724.43674;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;1;685.833255;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;1;706.987406;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;1;850.471414;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;1;855.391513;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;0;1;863.767418;2.1.4
1;1;1;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;1;858.828499;2.1.4
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;602.096383;2.1.4
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;615.447369;2.1.4
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;622.036317;2.1.4
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;597.132788;2.1.4
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;1;589.887928;2.1.4
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;1;643.592847;2.1.4
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;1;609.809799;2.1.4
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;1;1;593.160463;2.1.4
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0;0;1;702.824717;2.1.4
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;1;716.152885;2.1.4
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;707.726068;2.1.4
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;1;1;707.208582;2.1.4
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;0;1;0;0;0;1;860.854461;2.1.4
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;1;859.078707;2.1.4
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;1;834.19117;2.1.4
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;1;1;859.858086;2.1.4
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;1;575.157976;2.1.4
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;0;0;1;0;1;0;0;1;579.353263;2.1.4
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;581.207265;2.1.4
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;1;1;597.037264;2.1.4
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;590.150409;2.1.4
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;0;1;0;0;1;0;0;1;601.606587;2.1.4
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;1;585.314319;2.1.4
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;1;1;591.907388;2.1.4
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;687.097272;2.1.4
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;1;0;0;1;709.590585;2.1.4
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;691.552812;2.1.4
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;1;1;698.619668;2.1.4
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;1;858.023837;2.1.4
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;1;0;0;1;857.57031;2.1.4
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;1;858.396624;2.1.4
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;1;862.022905;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;0;0;1;1;0;0;0;1;573.655185;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;0;0;1;0;1;0;0;1;588.324762;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;590.306517;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;1;1;611.644382;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;0;1;0;1;0;0;0;1;599.61809;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;0;1;0;0;1;0;0;1;603.186582;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;0;1;0;0;0;1;0;1;605.116201;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;0;1;0;0;0;0;1;1;605.300987;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;1;0;0;1;0;0;0;1;708.761314;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;1;0;0;0;1;0;0;1;662.656218;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;1;0;0;0;0;1;0;1;712.911958;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;1;1;704.760949;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;1;844.573931;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;1;0;0;0;0;1;0;0;1;860.962978;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0;1;0;1;858.646522;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;1;1;861.288936;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;0;0;1;1;0;0;0;1;580.130715;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;0;0;1;0;1;0;0;1;595.127552;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;0;0;1;0;0;1;0;1;600.067878;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;1;1;607.251691;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;0;0;1;571.599934;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;1;0;0;1;585.4992;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;0;1;0;1;592.724246;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;1;1;611.915895;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;679.725305;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;1;0;0;0;1;0;0;1;693.662871;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;1;0;0;0;0;1;0;1;698.318254;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;1;696.057576;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;1;0;0;0;1;0;0;0;1;855.223931;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;1;0;0;0;0;1;0;0;1;835.510877;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;1;0;1;858.440297;2.1.4
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;1;859.86363;2.1.4
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;596.919466;2.1.4
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;598.066222;2.1.4
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;586.454292;2.1.4
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;574.336459;2.1.4
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;0;1;0;1;0;0;0;1;586.6077;2.1.4
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0;1;589.217611;2.1.4
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;0;1;0;0;0;1;0;1;592.751918;2.1.4
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;0;1;0;0;0;0;1;1;592.62469;2.1.4
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;1;0;0;1;0;0;0;1;658.710395;2.1.4
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;1;0;0;1;666.329353;2.1.4
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;663.645352;2.1.4
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;1;692.810916;2.1.4
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;0;0;0;1;0;0;0;1;854.564313;2.1.4
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;0;0;0;0;1;0;0;1;854.61909;2.1.4
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;0;0;0;0;0;1;0;1;853.710382;2.1.4
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;0;0;0;0;0;0;1;1;858.698825;2.1.4
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;1;573.775481;2.1.4
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;0;0;1;0;1;0;0;1;588.702745;2.1.4
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;579.677777;2.1.4
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;1;584.599115;2.1.4
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;569.039319;2.1.4
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;0;1;0;0;1;0;0;1;560.706283;2.1.4
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;0;1;0;0;0;1;0;1;553.67394;2.1.4
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;1;1;566.218356;2.1.4
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;658.820205;2.1.4
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;1;0;0;0;1;0;0;1;688.087078;2.1.4
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;703.048706;2.1.4
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;1;1;675.30338;2.1.4
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;1;0;0;0;1;850.284133;2.1.4
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;0;1;0;0;1;853.062648;2.1.4
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0;1;851.334369;2.1.4
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;1;1;850.808726;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;0;0;1;1;0;0;0;1;451.131748;2.2.0
1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;0;0;1;0;1;0;0;1;461.729914;2.2.0
1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;449.769778;2.2.0
1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;0;0;1;0;0;0;1;1;464.691843;2.2.0
1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;1;446.479133;2.2.0
1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;1;463.339044;2.2.0
1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;1;464.312858;2.2.0
1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;0;1;0;0;0;0;1;1;464.423013;2.2.0
