root;tcp;compression;none;lzo;cipher;AES_256_CBC;AES_128_CBC;TCP_NODEAL;prng;prng_none;prng_rsa_sha512;prng_sha512;prng_sha1;auth;auth_none;auth_sha1;auth_sha512;auth_rsa_sha512;reneg_bytes_10;reneg_bytes_30;reneg_bytes_50;reneg_bytes_70;reneg_bytes;performance;revision
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;1;570.531873;2.1.0
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;0;0;0;0;1;1;570.831178;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;1;441.157995;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;0;1;0;0;1;432.155669;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;443.23337;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;0;0;0;1;1;446.216984;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;432.748695;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;0;0;1;0;0;1;440.396638;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;1;447.36683;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;0;0;0;0;1;1;453.015684;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;478.459592;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;1;0;0;0;1;0;0;1;487.838993;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;493.137984;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;1;1;493.719933;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;1;540.678496;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;1;0;0;0;0;1;0;0;1;540.911134;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;1;554.867594;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;1;550.646997;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;1;1;0;0;0;1;441.125026;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;1;0;1;0;0;1;452.905371;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;455.350274;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;1;0;0;0;1;1;456.579606;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;1;0;1;0;0;0;1;442.321534;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;1;0;0;1;0;0;1;449.541102;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;1;0;0;0;1;0;1;441.123798;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;1;0;0;0;0;1;1;456.886552;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;1;0;0;1;0;0;0;1;485.548807;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;1;0;0;0;1;0;0;1;497.254171;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;1;0;0;0;0;1;0;1;497.209214;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;1;0;0;0;0;0;1;1;479.101202;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;1;559.286305;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1;0;0;0;0;1;0;0;1;550.800556;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1;0;0;0;0;0;1;0;1;570.231096;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;1;1;563.765761;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;0;1;1;0;0;0;1;425.077394;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;0;1;0;1;0;0;1;445.616593;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;0;1;0;0;1;0;1;445.992521;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;0;1;0;0;0;1;1;453.478678;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;1;0;0;0;1;439.790474;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;0;1;0;0;1;444.947446;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;0;0;1;0;1;453.904638;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;0;0;0;1;1;446.148445;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;469.959929;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;1;0;0;0;1;0;0;1;482.374362;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;1;0;0;0;0;1;0;1;479.4275;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;1;483.485755;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;1;0;0;0;1;0;0;0;1;541.447889;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;1;0;0;0;0;1;0;0;1;548.29655;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;1;0;0;0;0;0;1;0;1;560.960146;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;1;551.115019;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;421.021752;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;445.91995;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;448.787591;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;450.06651;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;1;0;1;0;0;0;1;442.441227;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0;1;449.873358;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;1;0;0;0;1;0;1;448.708201;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;1;0;0;0;0;1;1;454.186433;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;1;0;0;1;0;0;0;1;479.676072;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;1;0;0;0;1;0;0;1;478.954542;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;482.66003;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;1;476.672489;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;1;0;0;0;1;0;0;0;1;531.99589;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;1;0;0;0;0;1;0;0;1;531.224526;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;1;0;0;0;0;0;1;0;1;555.814967;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;1;0;0;0;0;0;0;1;1;554.279579;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;1;422.86893;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;0;1;0;1;0;0;1;428.761181;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;431.411543;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;1;437.404781;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;425.686005;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;1;0;0;1;0;0;1;432.140861;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;1;0;0;0;1;0;1;432.775348;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;1;0;0;0;0;1;1;433.265752;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;468.770041;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;1;0;0;0;1;0;0;1;473.915204;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;464.440483;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;1;1;476.714807;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;1;0;0;0;1;0;0;0;1;524.075705;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;1;0;0;0;0;1;0;0;1;527.784714;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0;1;541.575324;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;1;1;535.718244;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;0;1;442.037555;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0;0;1;448.454228;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;451.650229;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;1;1;451.424295;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;1;442.640774;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;1;450.205568;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;1;443.753028;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;1;1;449.602135;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;1;0;0;1;0;0;0;1;487.161912;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;1;0;0;0;1;0;0;1;485.984422;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;1;0;1;493.201161;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;1;1;494.2969;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1;0;0;0;1;0;0;0;1;547.739561;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1;0;0;0;0;1;0;0;1;561.837312;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;1;0;1;554.834194;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;1;1;556.420757;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;1;428.770763;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;1;448.434036;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;1;437.454032;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;1;450.871051;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;1;435.052781;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;1;442.680498;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;1;451.157682;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;1;451.60772;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;469.82683;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;1;485.126749;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;1;480.455513;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;1;489.035459;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;1;536.467898;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;1;541.527678;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;0;1;549.290837;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;1;546.467919;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;429.905954;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;441.305645;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;442.717223;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;449.699925;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;1;440.758865;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;1;448.76387;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;1;444.474189;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;1;1;448.135569;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0;0;1;471.976871;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;1;470.477517;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;487.628253;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;1;1;485.941026;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;1;0;0;0;1;0;0;0;1;538.686115;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;1;546.186872;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;1;550.515474;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;1;1;538.524566;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;1;425.691652;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;0;0;1;0;1;0;0;1;427.688233;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;433.261339;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;1;1;429.41457;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;420.328847;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;0;1;0;0;1;0;0;1;425.714601;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;1;426.390927;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;1;1;435.937289;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;443.729595;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;1;0;0;1;467.280427;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;469.75033;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;1;1;473.561606;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;1;517.255014;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;1;0;0;1;527.985444;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;1;525.757416;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;1;532.613583;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;0;0;1;1;0;0;0;1;425.321596;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;0;0;1;0;1;0;0;1;430.536883;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;437.454852;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;1;1;439.472467;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;0;1;0;1;0;0;0;1;432.497506;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;0;1;0;0;1;0;0;1;434.100576;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;0;1;0;0;0;1;0;1;433.227152;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;0;1;0;0;0;0;1;1;437.559072;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;1;0;0;1;0;0;0;1;469.088142;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;1;0;0;0;1;0;0;1;460.181776;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;1;0;0;0;0;1;0;1;459.781647;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;1;1;481.569887;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;1;530.697125;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;0;1;0;0;1;537.477491;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0;1;0;1;540.505007;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;1;1;543.549026;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;0;0;1;1;0;0;0;1;427.66257;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;0;0;1;0;1;0;0;1;433.393564;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;0;0;1;0;0;1;0;1;432.702133;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;1;1;432.847437;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;0;0;1;421.544028;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;1;0;0;1;427.159713;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;0;1;0;1;431.879821;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;1;1;439.796075;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;460.949639;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;1;0;0;0;1;0;0;1;463.7317;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;1;0;0;0;0;1;0;1;461.535096;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;1;458.111695;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;1;0;0;0;1;521.667417;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;0;1;0;0;1;524.792034;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;1;0;1;525.766929;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;1;530.101104;2.1.0
1;1;1;0;1;1;1;0;1;1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;426.452226;2.1.0
1;1;1;0;1;1;1;0;1;1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;435.094099;2.1.0
1;1;1;0;1;1;1;0;1;1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;435.313964;2.1.0
1;1;1;0;1;1;1;0;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;438.365376;2.1.0
