root;tcp;compression;none;lzo;cipher;AES_256_CBC;AES_128_CBC;TCP_NODEAL;prng;prng_none;prng_rsa_sha512;prng_sha512;prng_sha1;auth;auth_none;auth_sha1;auth_sha512;auth_rsa_sha512;reneg_bytes;throughput_server;performance;revision
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;1;0;10;0.027976;0.027976;2.1.2
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;1;0;30;0.034183;0.034183;2.1.2
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;1;0;50;0.035365;0.035365;2.1.2
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;1;0;70;0.039947;0.039947;2.1.2
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;0;10;0.023759;0.023759;2.1.2
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;0;30;0.076831;0.076831;2.1.2
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;0;50;0.066179;0.066179;2.1.2
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;0;70;0.026846;0.026846;2.1.2
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;0;10;0.015876;0.015876;2.1.2
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;0;30;0.002510;0.002510;2.1.2
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;0;50;0.003897;0.003897;2.1.2
1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;0;70;0.003315;0.003315;2.1.2
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;0;0;1;10;0.019374;0.019374;2.1.2
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;0;0;1;30;0.021344;0.021344;2.1.2
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;0;0;1;50;0.023646;0.023646;2.1.2
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;0;0;1;70;0.023090;0.023090;2.1.2
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;0;1;0;10;0.026042;0.026042;2.1.2
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;0;1;0;30;0.015605;0.015605;2.1.2
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;0;1;0;50;0.034301;0.034301;2.1.2
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;0;1;0;70;0.042658;0.042658;2.1.2
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;1;0;0;10;0.038800;0.038800;2.1.2
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;1;0;0;30;0.085399;0.085399;2.1.2
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;1;0;0;50;0.043225;0.043225;2.1.2
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;1;0;0;70;0.027865;0.027865;2.1.2
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;1;0;0;0;10;0.011538;0.011538;2.1.2
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;1;0;0;0;30;0.024588;0.024588;2.1.2
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;1;0;0;0;50;0.005470;0.005470;2.1.2
1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;1;0;0;0;70;0.009312;0.009312;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;0;0;1;10;0.027880;0.027880;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;0;0;1;30;0.023026;0.023026;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;0;0;1;50;0.038302;0.038302;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;0;0;1;70;0.018311;0.018311;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;0;1;0;10;0.032033;0.032033;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;0;1;0;30;0.015786;0.015786;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;0;1;0;50;0.066008;0.066008;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;0;1;0;70;0.027456;0.027456;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;1;0;0;10;0.044557;0.044557;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;1;0;0;30;0.095723;0.095723;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;1;0;0;50;0.063580;0.063580;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;1;0;0;70;0.055434;0.055434;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;1;0;0;0;10;0.060013;0.060013;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;1;0;0;0;30;0.001210;0.001210;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;1;0;0;0;50;0.002153;0.002153;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;1;0;0;0;70;0.006123;0.006123;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;0;0;1;10;0.058993;0.058993;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;0;0;1;30;0.040038;0.040038;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;0;0;1;50;0.042142;0.042142;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;0;0;1;70;0.038544;0.038544;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;0;1;0;10;0.033750;0.033750;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;0;1;0;30;0.056016;0.056016;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;0;1;0;50;0.053078;0.053078;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;0;1;0;70;0.052117;0.052117;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;1;0;0;10;0.066387;0.066387;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;1;0;0;30;0.083515;0.083515;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;1;0;0;50;0.020625;0.020625;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;1;0;0;70;0.050727;0.050727;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;1;0;0;0;10;0.009603;0.009603;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;1;0;0;0;30;0.002133;0.002133;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;1;0;0;0;50;0.002649;0.002649;2.1.2
1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;1;0;0;0;70;0.046502;0.046502;2.1.2
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;0;0;1;10;0.019907;0.019907;2.1.2
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;0;0;1;30;0.050626;0.050626;2.1.2
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;0;0;1;50;0.053862;0.053862;2.1.2
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;0;0;1;70;0.022599;0.022599;2.1.2
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;0;1;0;10;0.039674;0.039674;2.1.2
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;0;1;0;30;0.043473;0.043473;2.1.2
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;0;1;0;50;0.039383;0.039383;2.1.2
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;0;1;0;70;0.065479;0.065479;2.1.2
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;1;0;0;10;0.029608;0.029608;2.1.2
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;1;0;0;30;0.053095;0.053095;2.1.2
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;1;0;0;50;0.037686;0.037686;2.1.2
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;1;0;0;70;0.048472;0.048472;2.1.2
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;0;0;0;10;0.028466;0.028466;2.1.2
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;0;0;0;30;0.002202;0.002202;2.1.2
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;0;0;0;50;0.005582;0.005582;2.1.2
1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;0;0;0;70;0.015735;0.015735;2.1.2
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;0;0;1;10;0.042454;0.042454;2.1.2
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;0;0;1;30;0.028402;0.028402;2.1.2
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;0;0;1;50;0.049068;0.049068;2.1.2
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;0;0;1;70;0.051668;0.051668;2.1.2
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;0;1;0;10;0.020861;0.020861;2.1.2
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;0;1;0;30;0.038564;0.038564;2.1.2
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;0;1;0;50;0.027004;0.027004;2.1.2
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;0;1;0;70;0.052055;0.052055;2.1.2
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;1;0;0;10;0.074765;0.074765;2.1.2
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;1;0;0;30;0.068948;0.068948;2.1.2
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;1;0;0;50;0.012700;0.012700;2.1.2
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;1;0;0;70;0.071941;0.071941;2.1.2
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;10;0.003481;0.003481;2.1.2
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;30;0.004881;0.004881;2.1.2
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;50;0.008322;0.008322;2.1.2
1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;70;0.003751;0.003751;2.1.2
1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;0;0;1;10;0.053706;0.053706;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;0;0;1;30;0.021835;0.021835;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;0;0;1;50;0.035420;0.035420;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;0;0;1;70;0.015659;0.015659;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;0;1;0;10;0.015713;0.015713;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;0;1;0;30;0.089749;0.089749;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;0;1;0;50;0.013679;0.013679;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;0;1;0;70;0.007589;0.007589;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;1;0;0;10;0.053527;0.053527;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;1;0;0;30;0.070987;0.070987;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;1;0;0;50;0.096433;0.096433;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;1;0;0;70;0.018179;0.018179;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1;0;0;0;10;0.006569;0.006569;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1;0;0;0;30;0.014210;0.014210;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1;0;0;0;50;0.068247;0.068247;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1;0;0;0;70;0.062229;0.062229;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;0;0;1;10;0.011524;0.011524;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;0;0;1;30;0.094191;0.094191;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;0;0;1;50;0.012282;0.012282;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;0;0;1;70;0.010127;0.010127;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;0;1;0;10;0.090104;0.090104;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;0;1;0;30;0.048881;0.048881;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;0;1;0;50;0.084852;0.084852;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;0;1;0;70;0.016894;0.016894;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;1;0;0;10;0.014648;0.014648;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;1;0;0;30;0.060064;0.060064;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;1;0;0;50;0.053955;0.053955;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;1;0;0;70;0.007892;0.007892;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;0;10;0.009143;0.009143;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;0;30;0.060253;0.060253;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;0;50;0.045950;0.045950;2.1.4
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;0;70;0.013308;0.013308;2.1.4
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;0;0;1;10;0.033507;0.033507;2.1.4
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;0;0;1;30;0.036073;0.036073;2.1.4
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;0;0;1;50;0.036138;0.036138;2.1.4
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;0;0;1;70;0.072113;0.072113;2.1.4
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;0;10;0.008795;0.008795;2.1.4
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;0;30;0.060218;0.060218;2.1.4
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;0;50;0.095980;0.095980;2.1.4
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;0;70;0.011751;0.011751;2.1.4
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;0;10;0.067165;0.067165;2.1.4
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;0;30;0.020972;0.020972;2.1.4
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;0;50;0.017177;0.017177;2.1.4
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;0;70;0.031065;0.031065;2.1.4
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;0;10;0.042251;0.042251;2.1.4
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;0;30;0.014227;0.014227;2.1.4
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;0;50;0.007887;0.007887;2.1.4
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;0;70;0.030655;0.030655;2.1.4
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;10;0.056414;0.056414;2.1.4
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;30;0.024259;0.024259;2.1.4
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;50;0.051379;0.051379;2.1.4
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;70;0.042080;0.042080;2.1.4
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;0;10;0.033833;0.033833;2.1.4
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;0;30;0.082848;0.082848;2.1.4
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;0;50;0.025187;0.025187;2.1.4
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;0;70;0.080473;0.080473;2.1.4
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;1;0;0;10;0.072161;0.072161;2.1.4
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;1;0;0;30;0.027029;0.027029;2.1.4
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;1;0;0;50;0.059633;0.059633;2.1.4
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;1;0;0;70;0.042900;0.042900;2.1.4
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;1;0;0;0;10;0.019038;0.019038;2.1.4
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;1;0;0;0;30;0.059368;0.059368;2.1.4
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;1;0;0;0;50;0.032032;0.032032;2.1.4
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;1;0;0;0;70;0.010515;0.010515;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;1;10;0.017214;0.017214;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;1;30;0.045008;0.045008;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;1;50;0.065508;0.065508;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;1;70;0.029147;0.029147;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;1;0;10;0.081792;0.081792;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;1;0;30;0.036299;0.036299;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;1;0;50;0.011365;0.011365;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;1;0;70;0.032181;0.032181;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;1;0;0;10;0.040011;0.040011;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;1;0;0;30;0.068417;0.068417;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;1;0;0;50;0.069743;0.069743;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;1;0;0;70;0.060609;0.060609;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1;0;0;0;10;0.050169;0.050169;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1;0;0;0;30;0.047438;0.047438;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1;0;0;0;50;0.007562;0.007562;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1;0;0;0;70;0.016414;0.016414;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;0;1;10;0.066630;0.066630;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;0;1;30;0.062103;0.062103;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;0;1;50;0.026140;0.026140;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;0;1;70;0.051977;0.051977;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;10;0.038489;0.038489;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;30;0.068033;0.068033;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;50;0.019488;0.019488;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;70;0.041765;0.041765;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;1;0;0;10;0.020510;0.020510;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;1;0;0;30;0.017909;0.017909;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;1;0;0;50;0.083302;0.083302;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;1;0;0;70;0.024038;0.024038;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;1;0;0;0;10;0.029720;0.029720;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;1;0;0;0;30;0.041566;0.041566;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;1;0;0;0;50;0.034878;0.034878;2.1.4
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;1;0;0;0;70;0.073137;0.073137;2.1.4
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;0;1;10;0.036325;0.036325;2.1.4
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;0;1;30;0.025932;0.025932;2.1.4
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;0;1;50;0.051647;0.051647;2.1.4
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;0;1;70;0.025488;0.025488;2.1.4
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;1;0;10;0.016956;0.016956;2.1.4
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;1;0;30;0.019149;0.019149;2.1.4
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;1;0;50;0.021898;0.021898;2.1.4
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;1;0;70;0.057220;0.057220;2.1.4
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;1;0;0;10;0.077286;0.077286;2.1.4
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;1;0;0;30;0.043469;0.043469;2.1.4
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;1;0;0;50;0.052969;0.052969;2.1.4
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;1;0;0;70;0.040356;0.040356;2.1.4
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;1;0;0;0;10;0.010104;0.010104;2.1.4
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;1;0;0;0;30;0.029422;0.029422;2.1.4
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;1;0;0;0;50;0.096053;0.096053;2.1.4
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;1;0;0;0;70;0.071731;0.071731;2.1.4
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;0;1;10;0.031301;0.031301;2.1.4
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;0;1;30;0.033279;0.033279;2.1.4
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;0;1;50;0.026227;0.026227;2.1.4
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;0;1;70;0.053038;0.053038;2.1.4
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;1;0;10;0.013335;0.013335;2.1.4
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;1;0;30;0.076781;0.076781;2.1.4
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;1;0;50;0.030154;0.030154;2.1.4
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;1;0;70;0.058227;0.058227;2.1.4
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;1;0;0;10;0.063185;0.063185;2.1.4
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;1;0;0;30;0.033468;0.033468;2.1.4
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;1;0;0;50;0.065994;0.065994;2.1.4
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;1;0;0;70;0.012968;0.012968;2.1.4
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;1;0;0;0;10;0.014659;0.014659;2.1.4
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;1;0;0;0;30;0.051974;0.051974;2.1.4
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;1;0;0;0;50;0.056258;0.056258;2.1.4
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;1;0;0;0;70;0.038628;0.038628;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;0;1;10;0.023236;0.023236;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;0;1;30;0.026275;0.026275;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;0;1;50;0.063580;0.063580;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;0;1;70;0.010213;0.010213;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;1;0;10;0.028461;0.028461;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;1;0;30;0.034666;0.034666;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;1;0;50;0.042077;0.042077;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;1;0;70;0.053957;0.053957;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;1;0;0;10;0.013970;0.013970;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;1;0;0;30;0.010909;0.010909;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;1;0;0;50;0.031560;0.031560;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;1;0;0;70;0.039030;0.039030;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1;0;0;0;10;0.026708;0.026708;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1;0;0;0;30;0.041658;0.041658;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1;0;0;0;50;0.097733;0.097733;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1;0;0;0;70;0.074186;0.074186;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;1;10;0.011659;0.011659;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;1;30;0.023886;0.023886;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;1;50;0.071522;0.071522;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;1;70;0.020949;0.020949;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;1;0;10;0.021984;0.021984;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;1;0;30;0.026420;0.026420;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;1;0;50;0.009393;0.009393;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;1;0;70;0.094523;0.094523;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;10;0.035527;0.035527;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;30;0.039297;0.039297;2.1.4
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;50;0.018050;0.018050;2.1.4
