root;tcp;compression;none;lzo;cipher;AES_256_CBC;AES_128_CBC;TCP_NODEAL;prng;prng_none;prng_rsa_sha512;prng_sha512;prng_sha1;auth;auth_none;auth_sha1;auth_sha512;auth_rsa_sha512;reneg_bytes;throughput_server;performance;revision
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;0;0;1;50;0.022278;0.022278;2.1.0
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;0;0;1;70;0.015774;0.015774;2.1.0
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;0;1;0;10;0.008297;0.008297;2.1.0
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;0;1;0;30;0.005958;0.005958;2.1.0
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;0;1;0;50;0.025438;0.025438;2.1.0
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;0;1;0;70;0.037223;0.037223;2.1.0
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;1;0;0;10;0.023245;0.023245;2.1.0
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;1;0;0;30;0.015211;0.015211;2.1.0
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;1;0;0;50;0.010637;0.010637;2.1.0
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;1;0;0;70;0.005494;0.005494;2.1.0
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;0;10;0.023222;0.023222;2.1.0
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;0;30;0.010101;0.010101;2.1.0
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;0;50;0.015731;0.015731;2.1.0
1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;0;70;0.021915;0.021915;2.1.0
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;0;0;1;10;0.011035;0.011035;2.1.0
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;0;0;1;30;0.010008;0.010008;2.1.0
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;0;0;1;50;0.007827;0.007827;2.1.0
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;0;0;1;70;0.008442;0.008442;2.1.0
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;0;10;0.018289;0.018289;2.1.0
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;0;30;0.013254;0.013254;2.1.0
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;0;50;0.004474;0.004474;2.1.0
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;0;70;0.010739;0.010739;2.1.0
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;0;10;0.012069;0.012069;2.1.0
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;0;30;0.025995;0.025995;2.1.0
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;0;50;0.011882;0.011882;2.1.0
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;0;70;0.008177;0.008177;2.1.0
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;0;10;0.016997;0.016997;2.1.0
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;0;30;0.077800;0.077800;2.1.0
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;0;50;0.013456;0.013456;2.1.0
1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;0;70;0.016427;0.016427;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;10;0.011863;0.011863;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;30;0.068097;0.068097;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;50;0.011304;0.011304;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;70;0.020332;0.020332;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;0;10;0.026398;0.026398;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;0;30;0.025127;0.025127;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;0;50;0.006096;0.006096;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;0;70;0.005490;0.005490;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;1;0;0;10;0.009898;0.009898;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;1;0;0;30;0.006301;0.006301;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;1;0;0;50;0.006325;0.006325;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;1;0;0;70;0.004769;0.004769;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;1;0;0;0;10;0.022465;0.022465;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;1;0;0;0;30;0.012297;0.012297;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;1;0;0;0;50;0.009850;0.009850;2.1.0
1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;1;0;0;0;70;0.018253;0.018253;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;1;10;0.007235;0.007235;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;1;30;0.007467;0.007467;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;1;50;0.007843;0.007843;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;1;70;0.010251;0.010251;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;1;0;10;0.011297;0.011297;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;1;0;30;0.012564;0.012564;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;1;0;50;0.030113;0.030113;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;1;0;70;0.010652;0.010652;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;1;0;0;10;0.014616;0.014616;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;1;0;0;30;0.010409;0.010409;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;1;0;0;50;0.007733;0.007733;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;1;0;0;70;0.061922;0.061922;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1;0;0;0;10;0.006317;0.006317;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1;0;0;0;30;0.044411;0.044411;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1;0;0;0;50;0.009289;0.009289;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1;0;0;0;70;0.014525;0.014525;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;0;1;10;0.034605;0.034605;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;0;1;30;0.008653;0.008653;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;0;1;50;0.032394;0.032394;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;0;1;70;0.005937;0.005937;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;10;0.005471;0.005471;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;30;0.034169;0.034169;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;50;0.011588;0.011588;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;70;0.030815;0.030815;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;1;0;0;10;0.018989;0.018989;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;1;0;0;30;0.020887;0.020887;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;1;0;0;50;0.010411;0.010411;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;1;0;0;70;0.006616;0.006616;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;1;0;0;0;10;0.017825;0.017825;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;1;0;0;0;30;0.011846;0.011846;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;1;0;0;0;50;0.006807;0.006807;2.1.0
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;1;0;0;0;70;0.018780;0.018780;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;0;1;10;0.089054;0.089054;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;0;1;30;0.007719;0.007719;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;0;1;50;0.018515;0.018515;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;0;1;70;0.013187;0.013187;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;1;0;10;0.006263;0.006263;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;1;0;30;0.008254;0.008254;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;1;0;50;0.013108;0.013108;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;1;0;70;0.012059;0.012059;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;1;0;0;10;0.012162;0.012162;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;1;0;0;30;0.015975;0.015975;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;1;0;0;50;0.018543;0.018543;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;1;0;0;70;0.036209;0.036209;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;1;0;0;0;10;0.019105;0.019105;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;1;0;0;0;30;0.077005;0.077005;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;1;0;0;0;50;0.020622;0.020622;2.1.0
1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;1;0;0;0;70;0.015778;0.015778;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;0;1;10;0.010586;0.010586;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;0;1;30;0.011650;0.011650;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;0;1;50;0.034127;0.034127;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;0;1;70;0.010941;0.010941;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;1;0;10;0.018978;0.018978;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;1;0;30;0.011060;0.011060;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;1;0;50;0.012497;0.012497;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;1;0;70;0.018779;0.018779;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;1;0;0;10;0.009384;0.009384;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;1;0;0;30;0.007059;0.007059;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;1;0;0;50;0.024676;0.024676;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;1;0;0;70;0.008992;0.008992;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;1;0;0;0;10;0.015649;0.015649;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;1;0;0;0;30;0.016908;0.016908;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;1;0;0;0;50;0.007078;0.007078;2.1.0
1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;1;0;0;0;70;0.021817;0.021817;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;0;1;10;0.010089;0.010089;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;0;1;30;0.017014;0.017014;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;0;1;50;0.017234;0.017234;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;0;1;70;0.018866;0.018866;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;1;0;10;0.010307;0.010307;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;1;0;30;0.014848;0.014848;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;1;0;50;0.012115;0.012115;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;1;0;70;0.030262;0.030262;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;1;0;0;10;0.009037;0.009037;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;1;0;0;30;0.009439;0.009439;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;1;0;0;50;0.012183;0.012183;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;1;0;0;70;0.017680;0.017680;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1;0;0;0;10;0.018460;0.018460;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1;0;0;0;30;0.007609;0.007609;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1;0;0;0;50;0.008233;0.008233;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1;0;0;0;70;0.011626;0.011626;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;1;10;0.058350;0.058350;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;1;30;0.007744;0.007744;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;1;50;0.027253;0.027253;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;1;70;0.011728;0.011728;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;1;0;10;0.018720;0.018720;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;1;0;30;0.016319;0.016319;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;1;0;50;0.008768;0.008768;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;1;0;70;0.005591;0.005591;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;10;0.013974;0.013974;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;30;0.008116;0.008116;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;50;0.010511;0.010511;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;70;0.011322;0.011322;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;10;0.010883;0.010883;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;30;0.016923;0.016923;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;50;0.007613;0.007613;2.1.0
1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;70;0.013126;0.013126;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;0;0;1;10;0.033024;0.033024;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;0;0;1;30;0.015630;0.015630;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;0;0;1;50;0.020927;0.020927;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;0;0;1;70;0.018291;0.018291;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;0;1;0;10;0.006907;0.006907;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;0;1;0;30;0.010819;0.010819;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;0;1;0;50;0.026337;0.026337;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;0;1;0;70;0.013004;0.013004;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;1;0;0;10;0.007073;0.007073;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;1;0;0;30;0.031878;0.031878;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;1;0;0;50;0.005586;0.005586;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;1;0;0;70;0.012416;0.012416;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;1;0;0;0;10;0.007501;0.007501;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;1;0;0;0;30;0.010542;0.010542;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;1;0;0;0;50;0.009150;0.009150;2.1.0
1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;1;0;0;0;70;0.011265;0.011265;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;0;0;1;10;0.009741;0.009741;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;0;0;1;30;0.018152;0.018152;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;0;0;1;50;0.007176;0.007176;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;0;0;1;70;0.021085;0.021085;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;0;1;0;10;0.009298;0.009298;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;0;1;0;30;0.016824;0.016824;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;0;1;0;50;0.014910;0.014910;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;0;1;0;70;0.013982;0.013982;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;10;0.075657;0.075657;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;30;0.008200;0.008200;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;50;0.016264;0.016264;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;70;0.009404;0.009404;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;10;0.015517;0.015517;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;30;0.002436;0.002436;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;50;0.021040;0.021040;2.1.0
1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;70;0.006693;0.006693;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;0;0;1;10;0.018076;0.018076;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;0;0;1;30;0.012538;0.012538;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;0;0;1;50;0.016132;0.016132;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;0;0;1;70;0.008357;0.008357;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;0;1;0;10;0.016293;0.016293;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;0;1;0;30;0.017566;0.017566;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;0;1;0;50;0.014039;0.014039;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;0;1;0;70;0.030957;0.030957;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;1;0;0;10;0.008524;0.008524;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;1;0;0;30;0.036049;0.036049;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;1;0;0;50;0.089266;0.089266;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;1;0;0;70;0.010884;0.010884;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;10;0.010284;0.010284;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;30;0.020027;0.020027;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;50;0.020681;0.020681;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;70;0.011563;0.011563;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;0;0;1;10;0.012675;0.012675;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;0;0;1;30;0.018213;0.018213;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;0;0;1;50;0.015480;0.015480;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;0;0;1;70;0.018057;0.018057;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;10;0.023101;0.023101;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;30;0.012246;0.012246;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;50;0.017908;0.017908;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;70;0.006111;0.006111;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;1;0;0;10;0.010250;0.010250;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;1;0;0;30;0.016483;0.016483;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;1;0;0;50;0.023654;0.023654;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;1;0;0;70;0.025214;0.025214;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;10;0.008326;0.008326;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;30;0.011561;0.011561;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;50;0.009974;0.009974;2.1.0
1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;70;0.014757;0.014757;2.1.0
1;1;1;0;1;1;1;0;1;1;0;1;0;0;1;0;0;0;1;10;0.008494;0.008494;2.1.0
1;1;1;0;1;1;1;0;1;1;0;1;0;0;1;0;0;0;1;30;0.008716;0.008716;2.1.0
1;1;1;0;1;1;1;0;1;1;0;1;0;0;1;0;0;0;1;50;0.021284;0.021284;2.1.0
1;1;1;0;1;1;1;0;1;1;0;1;0;0;1;0;0;0;1;70;0.009835;0.009835;2.1.0
1;1;1;0;1;1;1;0;1;1;0;1;0;0;1;0;0;1;0;10;0.018848;0.018848;2.1.0
1;1;1;0;1;1;1;0;1;1;0;1;0;0;1;0;0;1;0;30;0.022817;0.022817;2.1.0
1;1;1;0;1;1;1;0;1;1;0;1;0;0;1;0;0;1;0;50;0.011091;0.011091;2.1.0
1;1;1;0;1;1;1;0;1;1;0;1;0;0;1;0;0;1;0;70;0.007235;0.007235;2.1.0
1;1;1;0;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;10;0.010294;0.010294;2.1.0
1;1;1;0;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;30;0.038948;0.038948;2.1.0
1;1;1;0;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;50;0.018127;0.018127;2.1.0
1;1;1;0;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;70;0.007125;0.007125;2.1.0
1;1;1;0;1;1;1;0;1;1;0;1;0;0;1;1;0;0;0;10;0.008316;0.008316;2.1.0
1;1;1;0;1;1;1;0;1;1;0;1;0;0;1;1;0;0;0;30;0.013227;0.013227;2.1.0
1;1;1;0;1;1;1;0;1;1;0;1;0;0;1;1;0;0;0;50;0.015176;0.015176;2.1.0
1;1;1;0;1;1;1;0;1;1;0;1;0;0;1;1;0;0;0;70;0.023354;0.023354;2.1.0
1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;0;0;0;1;10;0.007276;0.007276;2.1.0
1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;0;0;0;1;30;0.020271;0.020271;2.1.0
1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;0;0;0;1;50;0.010134;0.010134;2.1.0
1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;0;0;0;1;70;0.034828;0.034828;2.1.0
1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;0;0;1;0;10;0.009496;0.009496;2.1.0
