root;encryption;aes;blowfish;transactionControl;mvlocks;mvcc;locks;tableType;memoryTables;cachedTables;log;noLog;incrementalBackup;defrag;noDefrag;cacheSize_625;cacheSize_2500;cacheSize_10000;cacheSize;defragLimit_10;defragLimit_50;defragLimit_100;defragLimit;logSize_0;logSize_5;logSize_50;logSize_100;logSize;revision;performance;cpu;benchmark-energy;fixed-energy;benchmark-power;fixed-power
1;0;0;0;1;1;0;0;1;0;1;0;1;0;0;1;0;1;0;1;0;0;1;1;1;0;0;0;1;2.2.3;54851.6;6.099189;1760.4;5361.979948;31.600212;22.241437
1;0;0;0;1;1;0;0;1;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;0;1;2.2.3;54872;5.896638;1720.8;5416.405646;31.248267;22.508096
1;0;0;0;1;1;0;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;0;1;2.2.3;55261;6.119928;1776.2;5417.358587;32.071444;22.470968
1;0;0;0;1;1;0;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;0;0;1;2.2.3;54960.6;6.165555;1744;5378.521805;31.590957;22.234056
1;0;0;0;1;1;0;0;1;0;1;0;1;0;1;0;0;0;1;1;1;0;0;1;1;0;0;0;1;2.2.3;55017.6;6.049906;1745.2;5290.088474;31.406371;22.095264
1;0;0;0;1;1;0;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;0;1;2.2.3;55020;6.294101;1743;5293.266076;31.302856;21.990641
1;0;0;0;1;1;0;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;0;1;1;0;0;0;1;2.2.3;54829.2;6.091474;1740.2;5277.782149;31.446684;22.099277
1;0;0;0;1;1;0;0;1;0;1;0;1;0;1;0;0;0;1;1;0;1;0;1;1;0;0;0;1;2.2.3;54849.8;5.866881;1726;5311.560549;31.218087;22.043804
1;0;0;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;0;1;0;0;1;1;1;0;0;0;1;2.2.3;55305.2;6.149818;1807;5497.700508;32.324874;22.783768
1;0;0;0;1;1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;1;1;1;0;0;0;1;2.2.3;54920;6.087495;1735.2;5338.177481;31.333189;22.047848
1;0;0;0;1;1;0;0;1;0;1;0;1;1;0;1;0;0;1;1;0;0;1;1;1;0;0;0;1;2.2.3;55071.4;6.167383;1741.8;5357.24271;31.333263;22.265689
1;0;0;0;1;1;0;0;1;0;1;0;1;1;1;0;1;0;0;1;1;0;0;1;1;0;0;0;1;2.2.3;55243.2;6.411386;1803.2;5501.83503;32.394546;22.765869
1;0;0;0;1;1;0;0;1;0;1;0;1;1;1;0;0;1;0;1;1;0;0;1;1;0;0;0;1;2.2.3;55045;6.20788;1766;5439.373443;31.735166;22.445493
1;0;0;0;1;1;0;0;1;0;1;0;1;1;1;0;0;0;1;1;1;0;0;1;1;0;0;0;1;2.2.3;54860.6;6.008564;1730.8;5317.756652;31.30973;22.216507
1;0;0;0;1;1;0;0;1;0;1;0;1;1;1;0;1;0;0;1;0;1;0;1;1;0;0;0;1;2.2.3;54847.4;6.357926;1744.2;5334.612299;31.517596;22.065887
1;0;0;0;1;1;0;0;1;0;1;0;1;1;1;0;0;1;0;1;0;1;0;1;1;0;0;0;1;2.2.3;55180;6.280843;1791.4;5514.365409;32.232796;22.85334
1;0;0;0;1;1;0;0;1;0;1;0;1;1;1;0;0;0;1;1;0;1;0;1;1;0;0;0;1;2.2.3;55128.6;6.054152;1749.4;5432.822365;31.744051;22.587311
1;0;0;0;1;1;0;0;1;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;0;1;0;0;1;2.2.3;61390.2;10.773297;1961;5473.163058;31.674421;22.652964
1;0;0;0;1;1;0;0;1;0;1;1;0;0;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;2.2.3;62120.4;11.261497;1994;5492.276175;31.799648;22.814423
1;0;0;0;1;1;0;0;1;0;1;1;0;0;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;2.2.3;63344.2;11.962778;2033.4;5464.118201;32.003551;22.771592
1;0;0;0;1;1;0;0;1;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;1;2.2.3;61668.4;10.493947;1979.2;5487.516319;31.866888;23.013335
1;0;0;0;1;1;0;0;1;0;1;1;0;0;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;2.2.3;60753.2;10.296364;1941.4;5440.404321;31.442302;22.609744
1;0;0;0;1;1;0;0;1;0;1;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;2.2.3;60052;10.025194;1892.4;5475.767478;31.506579;22.807379
1;0;0;0;1;1;0;0;1;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;0;1;1;2.2.3;60191.8;10.078093;1934;5360.629338;31.863149;22.464369
1;0;0;0;1;1;0;0;1;0;1;1;0;0;0;1;0;1;0;1;0;0;1;1;0;0;0;1;1;2.2.3;59995.8;9.59974;1946.6;5540.272748;32.066526;23.026461
1;0;0;0;1;1;0;0;1;0;1;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;1;2.2.3;59719.4;9.556316;1898.8;5408.775203;31.575034;22.488166
1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;1;0;1;0;0;1;2.2.3;62728.8;11.531497;2009.2;5544.757902;31.98673;23.104695
1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;1;0;1;0;0;1;2.2.3;62816.6;11.60798;2033.8;5470.19266;32.052286;22.728897
1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;1;0;1;0;0;1;2.2.3;62874;11.610531;2048;5586.221352;32.432785;23.287095
1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;1;0;1;0;0;1;2.2.3;62503.4;11.287767;1986.8;5423.584646;31.600816;22.567129
1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;0;1;2.2.3;63031.4;11.783706;2008;5486.861596;31.697571;22.880988
1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;0;0;1;1;0;1;0;1;0;1;0;0;1;2.2.3;63586.4;11.822708;2028.2;5477.221538;31.773135;22.827715
1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;1;2.2.3;60901.4;10.482031;1964.2;5526.032056;32.203738;23.195687
1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;1;2.2.3;60905.6;10.0517;1938;5437.865096;31.645141;22.602753
1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;0;1;2.2.3;59851.2;9.897164;1901;5379.990373;31.653641;22.43519
1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;1;0;0;1;0;1;2.2.3;59861.4;9.713413;1918.6;5471.426999;31.854229;22.647739
1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;0;1;0;1;0;1;0;1;0;0;1;0;1;2.2.3;60323.4;9.937836;1952.6;5534.249725;32.178301;23.072858
1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;1;0;1;2.2.3;60256.2;9.858256;1905.2;5419.915739;31.573105;22.511757
1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;1;1;2.2.3;60157;10.111563;1923;5401.42195;31.811907;22.618586
1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;1;1;2.2.3;60007.6;9.881358;1920.2;5404.452458;31.908355;22.518645
1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;1;0;0;0;1;1;2.2.3;60113.2;9.762028;1937;5534.334551;32.050834;23.03413
1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;1;1;2.2.3;59771.6;9.857159;1894.6;5376.608345;31.685843;22.475054
1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;1;2.2.3;59635.6;9.604226;1888.2;5392.046719;31.637856;22.445676
1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;1;1;2.2.3;60318.2;10.027268;1925.6;5483.179325;31.690606;22.673586
1;0;0;0;1;1;0;0;1;0;1;1;0;1;0;1;1;0;0;1;0;0;1;1;0;1;0;0;1;2.2.3;62528;11.183778;2022.8;5552.760052;32.235979;23.220433
1;0;0;0;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;2.2.3;62170.4;11.244916;1962.4;5423.229638;31.421001;22.486804
1;0;0;0;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;2.2.3;62479.4;11.42783;1979.6;5408.048623;31.48367;22.541465
1;0;0;0;1;1;0;0;1;0;1;1;0;1;0;1;1;0;0;1;0;0;1;1;0;0;1;0;1;2.2.3;61919.8;10.237752;1975.4;5436.59336;31.785143;22.74606
1;0;0;0;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;2.2.3;60583.8;10.123729;1899.8;5438.306937;31.301493;22.603538
1;0;0;0;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;2.2.3;60069.4;9.812152;1920.6;5505.38129;32.016735;23.032789
1;0;0;0;1;1;0;0;1;0;1;1;0;1;0;1;1;0;0;1;0;0;1;1;0;0;0;1;1;2.2.3;60844;9.750146;1938.2;5447.563925;31.68665;22.593508
1;0;0;0;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;0;1;1;2.2.3;60006.4;9.714555;1901.2;5400.425253;31.55882;22.522204
1;0;0;0;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;0;1;1;2.2.3;59908.2;9.64222;1886.2;5444.016074;31.361179;22.667327
1;0;0;0;1;1;0;0;1;0;1;1;0;1;1;0;1;0;0;1;1;0;0;1;0;1;0;0;1;2.2.3;62145.4;10.992676;2022.4;5617.558323;32.412316;23.279643
1;0;0;0;1;1;0;0;1;0;1;1;0;1;1;0;0;1;0;1;1;0;0;1;0;1;0;0;1;2.2.3;62533.8;11.671153;2000.8;5467.066475;31.80261;22.632951
1;0;0;0;1;1;0;0;1;0;1;1;0;1;1;0;0;0;1;1;1;0;0;1;0;1;0;0;1;2.2.3;62046.6;11.125672;1995.6;5428.473082;32.02068;22.683816
1;0;0;0;1;1;0;0;1;0;1;1;0;1;1;0;1;0;0;1;0;1;0;1;0;1;0;0;1;2.2.3;61612.2;10.683828;1940.4;5429.729685;31.475447;22.630669
1;0;0;0;1;1;0;0;1;0;1;1;0;1;1;0;0;1;0;1;0;1;0;1;0;1;0;0;1;2.2.3;62366.2;11.210638;2011;5526.6043;32.137836;22.898437
1;0;0;0;1;1;0;0;1;0;1;1;0;1;1;0;0;0;1;1;0;1;0;1;0;1;0;0;1;2.2.3;62582.2;11.60763;1984.2;5530.285582;31.525766;22.926219
1;0;0;0;1;1;0;0;1;0;1;1;0;1;1;0;1;0;0;1;1;0;0;1;0;0;1;0;1;2.2.3;60967.4;10.151418;1953.2;5487.778996;31.704229;22.749908
1;0;0;0;1;1;0;0;1;0;1;1;0;1;1;0;0;1;0;1;1;0;0;1;0;0;1;0;1;2.2.3;60288.4;9.77501;1901.6;5424.417384;31.405971;22.624924
1;0;0;0;1;1;0;0;1;0;1;1;0;1;1;0;0;0;1;1;1;0;0;1;0;0;1;0;1;2.2.3;59579.8;9.720781;1887.2;5383.463153;31.625144;22.562151
1;0;0;0;1;1;0;0;1;0;1;1;0;1;1;0;1;0;0;1;0;1;0;1;0;0;1;0;1;2.2.3;59722.8;9.567094;1936.4;5545.385166;32.143574;22.89734
1;0;0;0;1;1;0;0;1;0;1;1;0;1;1;0;0;1;0;1;0;1;0;1;0;0;1;0;1;2.2.3;60121.6;10.019376;1917.6;5447.867423;31.89747;22.703258
1;0;0;0;1;1;0;0;1;0;1;1;0;1;1;0;0;0;1;1;0;1;0;1;0;0;1;0;1;2.2.3;60392;10.154962;1900.6;5378.235834;31.45777;22.59379
1;0;0;0;1;1;0;0;1;0;1;1;0;1;1;0;1;0;0;1;1;0;0;1;0;0;0;1;1;2.2.3;60362.4;9.902197;1924.4;5447.180079;31.703687;22.601332
1;0;0;0;1;1;0;0;1;0;1;1;0;1;1;0;0;1;0;1;1;0;0;1;0;0;0;1;1;2.2.3;60114.2;9.86519;1952.8;5507.213392;32.343072;23.093764
1;0;0;0;1;1;0;0;1;0;1;1;0;1;1;0;0;0;1;1;1;0;0;1;0;0;0;1;1;2.2.3;60397.8;9.86559;1930.6;5446.414786;31.841711;22.78092
1;0;0;0;1;1;0;0;1;0;1;1;0;1;1;0;1;0;0;1;0;1;0;1;0;0;0;1;1;2.2.3;60237.2;9.726047;1924.2;5398.065718;31.673285;22.569233
1;0;0;0;1;1;0;0;1;0;1;1;0;1;1;0;0;1;0;1;0;1;0;1;0;0;0;1;1;2.2.3;59769;9.755107;1897.6;5462.142785;31.712367;22.720073
1;0;0;0;1;1;0;0;1;0;1;1;0;1;1;0;0;0;1;1;0;1;0;1;0;0;0;1;1;2.2.3;60544.4;9.920131;1943.2;5523.421866;32.069579;23.099492
1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;0;1;2.2.3;54780.8;5.384278;1730.4;5297.193293;31.296065;22.085585
1;0;0;0;1;1;0;0;1;1;0;0;1;0;1;0;0;0;1;1;1;0;0;1;1;0;0;0;1;2.2.3;54600;5.359929;1725;5345.611459;31.245327;22.121069
1;0;0;0;1;1;0;0;1;1;0;0;1;0;1;0;0;0;1;1;0;1;0;1;1;0;0;0;1;2.2.3;54617.8;5.335046;1735;5365.00042;31.419157;22.208949
1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;1;0;0;0;1;2.2.3;54791.8;5.268073;1755.6;5474.277981;31.895659;22.664377
1;0;0;0;1;1;0;0;1;1;0;0;1;1;1;0;0;0;1;1;1;0;0;1;1;0;0;0;1;2.2.3;54828.6;5.306747;1746.2;5330.488895;31.446967;22.129043
1;0;0;0;1;1;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0;1;0;1;1;0;0;0;1;2.2.3;54632.2;5.29746;1721.4;5342.834008;31.27434;22.117395
1;0;0;0;1;1;0;0;1;1;0;1;0;0;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;2.2.3;61986.2;10.299962;1938.6;5394.530485;31.156793;22.475806
1;0;0;0;1;1;0;0;1;1;0;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;2.2.3;59245.8;8.546915;1862.8;5369.695647;31.11505;22.482285
1;0;0;0;1;1;0;0;1;1;0;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;1;2.2.3;58723.4;8.114189;1873.4;5441.472313;31.553194;22.712635
1;0;0;0;1;1;0;0;1;1;0;1;0;0;1;0;0;0;1;1;1;0;0;1;0;1;0;0;1;2.2.3;60947.6;9.699165;1904.8;5371.623818;31.061531;22.568512
1;0;0;0;1;1;0;0;1;1;0;1;0;0;1;0;0;0;1;1;0;1;0;1;0;1;0;0;1;2.2.3;60780;9.403358;1921.6;5427.604731;31.347326;22.606602
1;0;0;0;1;1;0;0;1;1;0;1;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;0;1;2.2.3;58271.8;7.984229;1821.6;5285.374062;31.102749;22.241693
1;0;0;0;1;1;0;0;1;1;0;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;1;0;1;2.2.3;58285.4;7.943886;1861;5442.993744;31.772512;22.931233
1;0;0;0;1;1;0;0;1;1;0;1;0;0;1;0;0;0;1;1;1;0;0;1;0;0;0;1;1;2.2.3;57951.8;7.930166;1803.8;5312.795112;31.053798;22.16134
1;0;0;0;1;1;0;0;1;1;0;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;1;1;2.2.3;58079;7.983843;1812.4;5315.965729;31.042498;22.21644
1;0;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;2.2.3;60529.8;9.427164;1890.4;5380.26004;31.350571;22.513025
1;0;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;2.2.3;58381.6;7.737326;1875.4;5499.303192;32.047641;23.020558
1;0;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;0;1;1;2.2.3;58582.4;8.108862;1819.8;5397.002962;31.0315;22.53211
1;0;0;0;1;1;0;0;1;1;0;1;0;1;1;0;0;0;1;1;1;0;0;1;0;1;0;0;1;2.2.3;60290.2;9.45213;1873.4;5387.273988;31.210361;22.576826
1;0;0;0;1;1;0;0;1;1;0;1;0;1;1;0;0;0;1;1;0;1;0;1;0;1;0;0;1;2.2.3;60211;9.260852;1896.8;5380.615239;31.294818;22.280865
1;0;0;0;1;1;0;0;1;1;0;1;0;1;1;0;0;0;1;1;1;0;0;1;0;0;1;0;1;2.2.3;58409.8;7.943846;1865.8;5484.188513;31.797212;22.989522
1;0;0;0;1;1;0;0;1;1;0;1;0;1;1;0;0;0;1;1;0;1;0;1;0;0;1;0;1;2.2.3;58104.2;7.600725;1811.2;5361.183524;30.930494;22.262755
1;0;0;0;1;1;0;0;1;1;0;1;0;1;1;0;0;0;1;1;1;0;0;1;0;0;0;1;1;2.2.3;58089.8;7.783641;1823.8;5364.942299;31.122847;22.471754
1;0;0;0;1;1;0;0;1;1;0;1;0;1;1;0;0;0;1;1;0;1;0;1;0;0;0;1;1;2.2.3;58478.8;7.97519;1820.8;5315.638762;31.160047;22.309755
1;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;0;0;1;1;1;0;0;0;1;2.2.3;77260.6;17.587615;2645.4;5845.364643;34.072312;24.472032
1;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;1;0;1;0;0;1;1;1;0;0;0;1;2.2.3;69781.6;14.93884;2324.6;5610.348568;32.98876;23.327032
1;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;0;1;2.2.3;67678.8;14.457485;2246.6;5608.836718;32.952388;23.161559
1;1;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;0;1;2.2.3;77375.6;17.609008;2588.8;5793.466047;33.570543;24.092754
1;1;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;0;0;1;2.2.3;69998;14.905365;2367.4;5773.577263;33.467559;23.968801
1;1;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;0;1;1;1;0;0;1;1;0;0;0;1;2.2.3;67679.6;14.264311;2244.8;5637.260563;32.953417;23.430681
1;1;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;0;1;2.2.3;77157.2;17.542064;2588.8;5841.713478;33.458413;24.255943
1;1;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;1;0;1;1;0;0;0;1;2.2.3;69972.4;14.911496;2354.6;5642.669631;33.202522;23.42048
1;1;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;0;1;1;0;1;0;1;1;0;0;0;1;2.2.3;67825;14.407534;2273.8;5700.542287;33.535298;23.786326
1;1;0;1;1;0;0;1;1;0;1;0;1;1;0;1;1;0;0;1;0;0;1;1;1;0;0;0;1;2.2.3;77318.2;17.504156;2599.2;5770.855038;33.555677;24.149703
1;1;0;1;1;0;0;1;1;0;1;0;1;1;0;1;0;1;0;1;0;0;1;1;1;0;0;0;1;2.2.3;69809.2;15.065342;2330;5647.563489;33.142057;23.433805
1;1;0;1;1;0;0;1;1;0;1;0;1;1;0;1;0;0;1;1;0;0;1;1;1;0;0;0;1;2.2.3;67952;14.42327;2263.6;5627.694826;32.999123;23.341769
1;1;0;1;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;1;1;0;0;1;1;0;0;0;1;2.2.3;77265.2;17.607475;2642.4;5888.832313;34.133605;24.533257
1;1;0;1;1;0;0;1;1;0;1;0;1;1;1;0;0;1;0;1;1;0;0;1;1;0;0;0;1;2.2.3;69678.4;15.140095;2318.8;5594.890374;32.949996;23.29963
1;1;0;1;1;0;0;1;1;0;1;0;1;1;1;0;0;0;1;1;1;0;0;1;1;0;0;0;1;2.2.3;67526.2;14.360175;2239.8;5594.665523;32.981065;23.139725
1;1;0;1;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;1;0;1;0;1;1;0;0;0;1;2.2.3;77522;17.428691;2638;5813.864781;33.733774;24.200335
1;1;0;1;1;0;0;1;1;0;1;0;1;1;1;0;0;1;0;1;0;1;0;1;1;0;0;0;1;2.2.3;69935;15.091211;2369.6;5766.227366;33.666606;23.876568
1;1;0;1;1;0;0;1;1;0;1;0;1;1;1;0;0;0;1;1;0;1;0;1;1;0;0;0;1;2.2.3;67567.6;14.395413;2228.2;5604.161147;32.895298;23.37833
1;1;0;1;1;0;0;1;1;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;0;1;0;0;1;2.2.3;99428;25.264599;3412.6;6141.615162;34.309494;25.68772
1;1;0;1;1;0;0;1;1;0;1;1;0;0;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;2.2.3;94847.8;24.157771;3260;6077.756107;34.290296;25.259373
1;1;0;1;1;0;0;1;1;0;1;1;0;0;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;2.2.3;93122.4;24.146913;3236;6141.860009;34.699114;25.646529
1;1;0;1;1;0;0;1;1;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;1;2.2.3;98979.6;24.821024;3387.4;6136.232737;34.247537;25.622664
1;1;0;1;1;0;0;1;1;0;1;1;0;0;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;2.2.3;91518.2;23.322537;3136.6;6059.425395;34.117058;25.14633
1;1;0;1;1;0;0;1;1;0;1;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;2.2.3;90295.8;23.122248;3067;5983.031502;33.85644;24.941269
1;1;0;1;1;0;0;1;1;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;0;1;1;2.2.3;99564.2;24.958449;3440.2;6263.504244;34.549435;26.180671
1;1;0;1;1;0;0;1;1;0;1;1;0;0;0;1;0;1;0;1;0;0;1;1;0;0;0;1;1;2.2.3;91727;23.390091;3105.4;6017.098758;33.792964;25.192353
1;1;0;1;1;0;0;1;1;0;1;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;1;2.2.3;89830;23.261577;3044.2;5958.187424;33.850751;25.022951
1;1;0;1;1;0;0;1;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;1;0;1;0;0;1;2.2.3;109371.2;27.193006;3811;6420.809573;34.803536;26.636787
1;1;0;1;1;0;0;1;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;1;0;1;0;0;1;2.2.3;103372.8;26.132024;3638.8;6368.107879;35.078984;26.534637
1;1;0;1;1;0;0;1;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;1;0;1;0;0;1;2.2.3;98659.2;25.274808;3401.4;6148.92449;34.535447;25.640247
1;1;0;1;1;0;0;1;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;1;0;1;0;0;1;2.2.3;100719.6;25.27;3482.4;6183.748126;34.486151;25.871334
1;1;0;1;1;0;0;1;1;0;1;1;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;0;1;2.2.3;94496;23.970101;3243.6;6044.138877;34.288862;25.364461
1;1;0;1;1;0;0;1;1;0;1;1;0;0;1;0;0;0;1;1;0;1;0;1;0;1;0;0;1;2.2.3;92624.6;24.002426;3234;6145.714864;34.671073;25.574617
1;1;0;1;1;0;0;1;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;1;2.2.3;98602.4;24.626904;3386.4;6143.998238;34.325362;25.60916
1;1;0;1;1;0;0;1;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;1;2.2.3;91462;23.256604;3123;5987.30133;34.004179;24.910176
1;1;0;1;1;0;0;1;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;0;1;2.2.3;89692;23.142099;3039.8;5943.625494;33.900729;24.789746
1;1;0;1;1;0;0;1;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;1;0;0;1;0;1;2.2.3;99051;24.796001;3456.4;6248.847614;34.663926;25.980979
1;1;0;1;1;0;0;1;1;0;1;1;0;0;1;0;0;1;0;1;0;1;0;1;0;0;1;0;1;2.2.3;91503.4;23.547989;3105.8;5995.291754;33.822474;24.886852
1;1;0;1;1;0;0;1;1;0;1;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;1;0;1;2.2.3;89246.4;23.215251;3041;6007.275175;33.953749;25.001984
1;1;0;1;1;0;0;1;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;1;1;2.2.3;98860;24.698685;3405.8;6161.040238;34.440601;25.648555
1;1;0;1;1;0;0;1;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;1;1;2.2.3;91956.2;23.420776;3111.2;6020.064412;33.74997;24.965034
1;1;0;1;1;0;0;1;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;1;0;0;0;1;1;2.2.3;90419.2;23.344594;3110.8;6035.500293;34.301085;25.269191
1;1;0;1;1;0;0;1;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;1;1;2.2.3;99049;24.89673;3369.8;6158.542677;34.083302;25.646708
1;1;0;1;1;0;0;1;1;0;1;1;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;1;2.2.3;91551.6;23.226546;3114.6;5977.396634;33.958195;24.96754
1;1;0;1;1;0;0;1;1;0;1;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;1;1;2.2.3;89715.2;23.012357;3027.4;6031.848651;33.672578;25.003441
1;1;0;1;1;0;0;1;1;0;1;1;0;1;0;1;1;0;0;1;0;0;1;1;0;1;0;0;1;2.2.3;99930.6;25.192615;3504.6;6286.531454;34.796067;26.093153
1;1;0;1;1;0;0;1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;2.2.3;92362.4;23.806377;3163;6088.165956;34.149168;25.293622
1;1;0;1;1;0;0;1;1;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;2.2.3;90237.4;23.617933;3117.6;6035.209195;34.230733;24.935794
1;1;0;1;1;0;0;1;1;0;1;1;0;1;0;1;1;0;0;1;0;0;1;1;0;0;1;0;1;2.2.3;98967.4;24.721284;3371;6094.077036;34.030233;25.528304
1;1;0;1;1;0;0;1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;2.2.3;91610.6;23.34091;3117;6033.493034;33.962594;25.1217
1;1;0;1;1;0;0;1;1;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;2.2.3;90357.8;23.300488;3106.4;6117.743842;34.243826;25.327598
