root;encryption;aes;blowfish;transactionControl;mvlocks;mvcc;locks;tableType;memoryTables;cachedTables;log;noLog;incrementalBackup;defrag;noDefrag;cacheSize_625;cacheSize_2500;cacheSize_10000;cacheSize;defragLimit_10;defragLimit_50;defragLimit_100;defragLimit;logSize_0;logSize_5;logSize_50;logSize_100;logSize;revision;performance;cpu;benchmark-energy;fixed-energy;benchmark-power;fixed-power
1;0;0;0;1;0;0;1;1;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;1;2.1.0;58959;8.338161;1835.8;5424.039024;31.123353;22.457126
1;0;0;0;1;0;0;1;1;0;1;1;0;0;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;2.1.0;59190;8.137876;1851.2;5405.408349;31.009707;22.361239
1;0;0;0;1;0;0;1;1;0;1;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;2.1.0;58091.6;7.916844;1844.6;5465.529825;31.537519;22.661145
1;0;0;0;1;0;0;1;1;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;0;1;1;2.1.0;58488.4;8.280609;1896.4;5439.455388;32.016923;22.674269
1;0;0;0;1;0;0;1;1;0;1;1;0;0;0;1;0;1;0;1;0;0;1;1;0;0;0;1;1;2.1.0;58752.2;8.089119;1843.6;5456.516052;31.032681;22.511045
1;0;0;0;1;0;0;1;1;0;1;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;1;2.1.0;57959.6;7.567217;1807;5415.080596;31.139567;22.584359
1;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;1;0;1;0;0;1;2.1.0;61586.2;9.893183;1950.6;5479.263496;31.395993;22.714789
1;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;1;0;1;0;0;1;2.1.0;61602.8;9.819865;1921.8;5439.105812;31.016896;22.509083
1;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;1;0;1;0;0;1;2.1.0;63234.2;10.612158;1981;5394.229498;31.149149;22.569853
1;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;1;0;1;0;0;1;2.1.0;62184.8;9.789014;1943.8;5460.852797;31.045314;22.823828
1;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;0;1;2.1.0;62131.8;9.97862;1933.8;5398.38568;30.963647;22.505783
1;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;0;0;1;1;0;1;0;1;0;1;0;0;1;2.1.0;62664.8;10.058089;1928.6;5403.002026;30.672406;22.379445
1;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;1;2.1.0;60144.2;8.955694;1882.2;5393.328324;31.018057;22.567427
1;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;1;2.1.0;58255.2;7.881972;1823.6;5468.999018;31.170597;22.597045
1;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;0;1;2.1.0;59835.6;8.524857;1906.4;5461.603844;31.695435;22.773862
1;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;1;0;0;1;0;1;2.1.0;59266.4;8.661136;1854.8;5413.65503;31.154666;22.491225
1;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;0;1;0;1;0;1;0;1;0;0;1;0;1;2.1.0;58561.4;8.334307;1812;5359.435178;31.036808;22.245084
1;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;1;0;1;2.1.0;58811.2;7.964611;1873.2;5487.974682;31.774266;22.837129
1;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;1;1;2.1.0;60203.4;9.029696;1883.2;5420.104938;31.24241;22.563497
1;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;1;1;2.1.0;59311.2;8.425363;1867.6;5444.033438;31.288342;22.580883
1;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;1;0;0;0;1;1;2.1.0;59525.6;8.363851;1814.4;5396.837879;30.648511;22.504958
1;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;1;1;2.1.0;60043.8;8.93796;1907.6;5532.190314;31.541177;22.899298
1;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;1;2.1.0;58234.2;7.795475;1821.4;5335.148893;30.989109;22.225974
1;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;1;1;2.1.0;58236.2;7.73114;1805.6;5344.332958;30.94476;22.417944
1;0;0;0;1;0;0;1;1;0;1;1;0;1;0;1;1;0;0;1;0;0;1;1;0;1;0;0;1;2.1.0;60863.4;9.18553;1943.2;5535.814012;31.560374;22.95422
1;0;0;0;1;0;0;1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;2.1.0;60204.6;8.98678;1873.8;5405.974408;30.8409;22.337403
1;0;0;0;1;0;0;1;1;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;2.1.0;60313.8;8.799186;1911.6;5449.9518;31.495654;22.512957
1;0;0;0;1;0;0;1;1;0;1;1;0;1;0;1;1;0;0;1;0;0;1;1;0;0;1;0;1;2.1.0;60132.2;8.814468;1863.2;5350.827488;30.820418;22.242864
1;0;0;0;1;0;0;1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;2.1.0;58978.2;8.111379;1868.2;5536.571415;31.532214;22.950035
1;0;0;0;1;0;0;1;1;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;2.1.0;57865.6;7.880027;1824;5471.429905;31.431811;22.655522
1;0;0;0;1;0;0;1;1;0;1;1;0;1;0;1;1;0;0;1;0;0;1;1;0;0;0;1;1;2.1.0;58416.4;8.093879;1874;5568.729576;31.969286;23.07867
1;0;0;0;1;0;0;1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;0;1;1;2.1.0;57922.2;7.844828;1824;5366.457621;31.345417;22.312152
1;0;0;0;1;0;0;1;1;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;0;1;1;2.1.0;59195.4;8.257893;1840.8;5384.485988;30.922221;22.449416
1;0;0;0;1;0;0;1;1;0;1;1;0;1;1;0;1;0;0;1;1;0;0;1;0;1;0;0;1;2.1.0;63854.4;10.82713;1969;5390.135151;30.861307;22.751248
1;0;0;0;1;0;0;1;1;0;1;1;0;1;1;0;0;1;0;1;1;0;0;1;0;1;0;0;1;2.1.0;62488.8;10.216206;1980.6;5590.606413;31.580143;23.258318
1;0;0;0;1;0;0;1;1;0;1;1;0;1;1;0;0;0;1;1;1;0;0;1;0;1;0;0;1;2.1.0;62716;10.448348;1967.4;5405.363282;31.124847;22.522619
1;0;0;0;1;0;0;1;1;0;1;1;0;1;1;0;1;0;0;1;0;1;0;1;0;1;0;0;1;2.1.0;62877.2;10.422243;1948.2;5430.162993;30.795465;22.585325
1;0;0;0;1;0;0;1;1;0;1;1;0;1;1;0;0;1;0;1;0;1;0;1;0;1;0;0;1;2.1.0;61576.8;9.465537;1926;5525.011129;31.153343;22.849342
1;0;0;0;1;0;0;1;1;0;1;1;0;1;1;0;0;0;1;1;0;1;0;1;0;1;0;0;1;2.1.0;61414.6;9.030727;1961.6;5434.502234;31.459627;22.551475
1;0;0;0;1;0;0;1;1;0;1;1;0;1;1;0;1;0;0;1;1;0;0;1;0;0;1;0;1;2.1.0;59831.4;8.878051;1926.8;5549.198081;32.036902;23.152021
1;0;0;0;1;0;0;1;1;0;1;1;0;1;1;0;0;1;0;1;1;0;0;1;0;0;1;0;1;2.1.0;59514.8;8.267785;1923.8;5556.186555;32.101854;23.125906
1;0;0;0;1;0;0;1;1;0;1;1;0;1;1;0;0;0;1;1;1;0;0;1;0;0;1;0;1;2.1.0;59228;8.20666;1872.6;5451.420952;31.336089;22.607669
1;0;0;0;1;0;0;1;1;0;1;1;0;1;1;0;1;0;0;1;0;1;0;1;0;0;1;0;1;2.1.0;60367.6;8.908438;1909.4;5398.186013;31.546286;22.747015
1;0;0;0;1;0;0;1;1;0;1;1;0;1;1;0;0;1;0;1;0;1;0;1;0;0;1;0;1;2.1.0;60131.6;8.570005;1950.2;5566.512153;32.156319;22.986313
1;0;0;0;1;0;0;1;1;0;1;1;0;1;1;0;0;0;1;1;0;1;0;1;0;0;1;0;1;2.1.0;60544.8;8.798859;1924.8;5549.817028;31.664383;23.007993
1;0;0;0;1;0;0;1;1;0;1;1;0;1;1;0;1;0;0;1;1;0;0;1;0;0;0;1;1;2.1.0;60259.8;9.129009;1923;5437.239795;31.567886;22.720617
1;0;0;0;1;0;0;1;1;0;1;1;0;1;1;0;0;1;0;1;1;0;0;1;0;0;0;1;1;2.1.0;59752.4;8.493243;1896.4;5439.854496;31.536533;22.706463
1;0;0;0;1;0;0;1;1;0;1;1;0;1;1;0;0;0;1;1;1;0;0;1;0;0;0;1;1;2.1.0;59541.8;8.317872;1912.4;5525.215369;31.880625;22.90479
1;0;0;0;1;0;0;1;1;0;1;1;0;1;1;0;1;0;0;1;0;1;0;1;0;0;0;1;1;2.1.0;58715.6;8.364793;1866.6;5423.463249;31.581584;22.334762
1;0;0;0;1;0;0;1;1;0;1;1;0;1;1;0;0;1;0;1;0;1;0;1;0;0;0;1;1;2.1.0;58289.6;7.651358;1859.6;5518.84793;31.629981;22.943478
1;0;0;0;1;0;0;1;1;0;1;1;0;1;1;0;0;0;1;1;0;1;0;1;0;0;0;1;1;2.1.0;59038.8;7.940273;1903.6;5472.327872;31.895605;22.666
1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;0;1;2.1.0;54836.4;5.247704;1721.2;5456.947895;31.444558;22.75099
1;0;0;0;1;0;0;1;1;1;0;0;1;0;1;0;0;0;1;1;1;0;0;1;1;0;0;0;1;2.1.0;54734.2;5.232727;1712.4;5369.932006;31.098731;22.13446
1;0;0;0;1;0;0;1;1;1;0;0;1;0;1;0;0;0;1;1;0;1;0;1;1;0;0;0;1;2.1.0;54957.8;5.303751;1718.8;5409.287911;31.197832;22.414459
1;0;0;0;1;0;0;1;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;1;0;0;0;1;2.1.0;54855.6;5.262151;1746.4;5412.177715;31.610682;22.664033
1;0;0;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;1;1;1;0;0;1;1;0;0;0;1;2.1.0;54943.6;5.451818;1733.8;5412.98526;31.371073;22.637056
1;0;0;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;1;1;0;1;0;1;1;0;0;0;1;2.1.0;54794.4;5.311013;1761.6;5398.892814;31.849075;22.272552
1;0;0;0;1;0;0;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;2.1.0;62522.4;9.846262;1914.2;5457.170408;30.549534;22.674552
1;0;0;0;1;0;0;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;2.1.0;58469.6;7.472621;1873.8;5541.428392;31.602349;22.916036
1;0;0;0;1;0;0;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;1;2.1.0;59456.6;7.880741;1901.6;5495.337477;31.754325;23.01095
1;0;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;1;1;1;0;0;1;0;1;0;0;1;2.1.0;62380.2;9.536452;1940.6;5512.186078;31.036371;23.041004
1;0;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;1;1;0;1;0;1;0;1;0;0;1;2.1.0;62054;9.523473;1987.8;5607.100979;31.933241;23.303206
1;0;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;0;1;2.1.0;57890.2;7.173542;1757.6;5343.346895;30.285714;22.181445
1;0;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;1;0;1;2.1.0;58718.2;7.570446;1825.6;5440.638017;30.79326;22.644088
1;0;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;1;1;1;0;0;1;0;0;0;1;1;2.1.0;58674.4;7.766762;1798.8;5400.363223;30.592168;22.410022
1;0;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;1;1;2.1.0;57996.4;7.38824;1801.8;5347.956056;30.842127;22.161266
1;0;0;0;1;0;0;1;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;2.1.0;61933.8;9.115212;1952.8;5593.372915;31.507857;23.294018
1;0;0;0;1;0;0;1;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;2.1.0;59033;7.822452;1855.2;5441.268749;31.268718;22.592531
1;0;0;0;1;0;0;1;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;0;1;1;2.1.0;58203.8;7.563052;1807.6;5463.84833;30.905937;22.758144
1;0;0;0;1;0;0;1;1;1;0;1;0;1;1;0;0;0;1;1;1;0;0;1;0;1;0;0;1;2.1.0;61404.6;9.091682;1916;5475.387574;31.014985;22.636657
1;0;0;0;1;0;0;1;1;1;0;1;0;1;1;0;0;0;1;1;0;1;0;1;0;1;0;0;1;2.1.0;60814.6;8.554054;1919.4;5445.583763;31.293936;22.697347
1;0;0;0;1;0;0;1;1;1;0;1;0;1;1;0;0;0;1;1;1;0;0;1;0;0;1;0;1;2.1.0;58277.2;7.212153;1812.2;5418.018985;30.955817;22.575717
1;0;0;0;1;0;0;1;1;1;0;1;0;1;1;0;0;0;1;1;0;1;0;1;0;0;1;0;1;2.1.0;58295.4;7.349913;1832.2;5462.105081;31.26028;22.602854
1;0;0;0;1;0;0;1;1;1;0;1;0;1;1;0;0;0;1;1;1;0;0;1;0;0;0;1;1;2.1.0;57899.8;7.068967;1836;5468.916111;31.235169;22.908151
1;0;0;0;1;0;0;1;1;1;0;1;0;1;1;0;0;0;1;1;0;1;0;1;0;0;0;1;1;2.1.0;58274;7.105394;1822.6;5440.797793;31.132308;22.628202
1;0;0;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;0;1;1;1;0;0;0;1;2.1.0;56314;7.318928;1827.6;5458.824333;32.163999;22.623591
1;0;0;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;0;0;1;1;1;0;0;0;1;2.1.0;55012.2;6.306572;1786;5529.683222;32.157694;23.018485
1;0;0;0;1;0;1;0;1;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;0;1;2.1.0;55071.6;5.999546;1776;5465.351558;32.055412;22.71426
1;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;0;1;2.1.0;56092.2;7.339261;1764.6;5409.542469;31.230927;22.596531
1;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;0;0;1;2.1.0;54952.4;6.183781;1755.4;5330.162724;31.713325;22.225052
1;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;0;0;1;1;1;0;0;1;1;0;0;0;1;2.1.0;55340.6;5.857027;1785.8;5470.535437;32.062454;22.663662
1;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;0;1;2.1.0;56397.6;7.573997;1823.2;5358.64843;32.07857;22.442743
1;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;0;1;1;0;0;0;1;2.1.0;55033.2;6.123205;1752.4;5405.852031;31.684876;22.370543
1;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;0;0;1;1;0;1;0;1;1;0;0;0;1;2.1.0;55152;5.982894;1778.4;5423.603317;32.146311;22.694631
1;0;0;0;1;0;1;0;1;0;1;0;1;1;0;1;1;0;0;1;0;0;1;1;1;0;0;0;1;2.1.0;55769.4;6.909073;1837.4;5531.332609;32.562826;22.955614
1;0;0;0;1;0;1;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;1;1;1;0;0;0;1;2.1.0;55124.2;5.998032;1773.2;5428.203095;31.982707;22.563813
1;0;0;0;1;0;1;0;1;0;1;0;1;1;0;1;0;0;1;1;0;0;1;1;1;0;0;0;1;2.1.0;55788.6;6.034084;1834.6;5549.354792;32.596006;23.20636
1;0;0;0;1;0;1;0;1;0;1;0;1;1;1;0;1;0;0;1;1;0;0;1;1;0;0;0;1;2.1.0;56360.2;6.801028;1827.4;5439.029838;32.028869;22.656982
1;0;0;0;1;0;1;0;1;0;1;0;1;1;1;0;0;1;0;1;1;0;0;1;1;0;0;0;1;2.1.0;55398.2;6.169039;1761.4;5384.43972;31.725648;22.365166
1;0;0;0;1;0;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1;0;0;1;1;0;0;0;1;2.1.0;55127;6.13995;1750.2;5461.026894;31.587943;22.566391
1;0;0;0;1;0;1;0;1;0;1;0;1;1;1;0;1;0;0;1;0;1;0;1;1;0;0;0;1;2.1.0;56376.2;7.247591;1792.4;5418.877568;31.871421;22.558681
1;0;0;0;1;0;1;0;1;0;1;0;1;1;1;0;0;1;0;1;0;1;0;1;1;0;0;0;1;2.1.0;55338.4;6.174936;1770.6;5432.278741;31.697316;22.41779
1;0;0;0;1;0;1;0;1;0;1;0;1;1;1;0;0;0;1;1;0;1;0;1;1;0;0;0;1;2.1.0;55434.8;6.059037;1787.2;5488.894379;31.993958;22.751215
1;0;0;0;1;0;1;0;1;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;0;1;0;0;1;2.1.0;62933.6;10.469043;1989.4;5433.80301;31.247644;22.46619
1;0;0;0;1;0;1;0;1;0;1;1;0;0;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;2.1.0;62095.6;10.076055;1986.2;5524.5385;31.708359;22.892782
1;0;0;0;1;0;1;0;1;0;1;1;0;0;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;2.1.0;61007;9.334912;1930.8;5476.084429;31.478768;22.868558
1;0;0;0;1;0;1;0;1;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;1;2.1.0;59148.2;8.561898;1899.2;5492.010146;31.847264;22.823943
1;0;0;0;1;0;1;0;1;0;1;1;0;0;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;2.1.0;58213.4;8.037259;1870.2;5472.519432;31.881394;22.767305
1;0;0;0;1;0;1;0;1;0;1;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;2.1.0;59282;7.995932;1921.8;5523.090267;32.16332;22.994281
1;0;0;0;1;0;1;0;1;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;0;1;1;2.1.0;59782.4;10.970773;1933.2;5654.564205;32.145235;23.589612
1;0;0;0;1;0;1;0;1;0;1;1;0;0;0;1;0;1;0;1;0;0;1;1;0;0;0;1;1;2.1.0;59535.6;10.655885;1904.2;5636.045178;32.10104;23.566142
1;0;0;0;1;0;1;0;1;0;1;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;1;2.1.0;59883.8;10.875613;1881.6;5643.092077;31.809633;23.650808
1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;1;0;1;0;0;1;2.1.0;62935.8;12.509078;2048.8;5798.065349;32.386975;23.922913
1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;1;0;1;0;0;1;2.1.0;61183;11.742803;1993;5595.377495;32.303794;23.352703
1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;1;0;1;0;0;1;2.1.0;61936.6;10.009963;2029.6;5652.048174;32.505763;23.504801
1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;1;0;1;0;0;1;2.1.0;63455.6;12.399478;2047.6;5650.937466;31.896634;23.384069
1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;0;1;2.1.0;61786.2;11.863908;1990.4;5648.836704;32.09705;23.907145
1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;0;1;1;0;1;0;1;0;1;0;0;1;2.1.0;62825.8;12.321023;1985.2;5671.309251;31.446254;23.556534
1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;1;2.1.0;61442.4;12.023345;2004.2;5729.171348;32.453143;23.859468
1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;1;2.1.0;59732.4;10.769864;1887.6;5558.561658;31.599517;23.150297
1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;0;1;2.1.0;59355.4;10.427751;1911;5691.572739;32.046403;23.539109
1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;1;0;0;1;0;1;2.1.0;59939.2;11.198192;1962.6;5684.274635;32.55042;23.83304
1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;1;0;1;0;1;0;1;0;0;1;0;1;2.1.0;58559.4;10.379386;1865.6;5570.353954;31.676457;23.209549
1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;1;0;1;2.1.0;58818.4;10.253083;1875;5572.816772;31.828929;23.216551
1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;1;1;2.1.0;59970.6;9.432263;1857;5412.479739;30.959731;22.455918
1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;1;1;2.1.0;59561.4;10.632969;1950;5760.042889;32.657741;23.920671
1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;1;0;0;0;1;1;2.1.0;59643;10.697045;1931.6;5710.002067;32.3476;23.769523
1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;1;1;2.1.0;60049.8;8.806768;1925.8;5468.460335;31.721394;22.745285
1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;1;2.1.0;58920;10.442266;1904.2;5596.121641;32.468304;23.551211
1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;1;1;2.1.0;59866.2;10.832432;1924;5591.246307;32.086336;23.478569
1;0;0;0;1;0;1;0;1;0;1;1;0;1;0;1;1;0;0;1;0;0;1;1;0;1;0;0;1;2.1.0;62977.8;12.148166;2025.6;5646.901853;32.164791;23.658039
1;0;0;0;1;0;1;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;2.1.0;60017;11.125661;1934.4;5572.994199;32.052722;23.335911
1;0;0;0;1;0;1;0;1;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;2.1.0;60406.8;11.178577;1935.6;5680.088339;31.999717;23.571028
