root;delayedInnodbLogFlush;delayedInnodbLogWrite;innodbFlushMethod;fsyncFlush;dsyncFlush;directFlush;binaryLog;innodbDoubleWrite;tempTableSize_256;tempTableSize_4096;tempTableSize_65536;tempTableSize;innodbBufferPoolSize_8;innodbBufferPoolSize_64;innodbBufferPoolSize_512;innodbBufferPoolSize;innodbLogBufferSize_1;innodbLogBufferSize_8;innodbLogBufferSize_64;innodbLogBufferSize;revision;performance;cpu
1;0;0;1;0;0;1;1;1;1;0;0;1;0;0;1;1;1;0;0;1;5.6.10;119.68018;1.69022
1;0;0;1;0;0;1;1;1;0;1;0;1;0;0;1;1;1;0;0;1;5.6.10;123.10666;1.948534
1;0;0;1;0;0;1;1;1;0;0;1;1;0;0;1;1;1;0;0;1;5.6.10;126.30492;1.393486
1;0;0;1;0;0;1;1;1;1;0;0;1;1;0;0;1;0;1;0;1;5.6.10;136.04086;2.002151
1;0;0;1;0;0;1;1;1;0;1;0;1;1;0;0;1;0;1;0;1;5.6.10;139.38692;1.61715
1;0;0;1;0;0;1;1;1;0;0;1;1;1;0;0;1;0;1;0;1;5.6.10;132.9808;1.58931
1;0;0;1;0;0;1;1;1;1;0;0;1;0;1;0;1;0;1;0;1;5.6.10;118.41692;1.78661
1;0;0;1;0;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;5.6.10;121.85572;1.341662
1;0;0;1;0;0;1;1;1;0;0;1;1;0;1;0;1;0;1;0;1;5.6.10;120.06258;1.536054
1;0;0;1;0;0;1;1;1;1;0;0;1;0;0;1;1;0;1;0;1;5.6.10;119.9881;1.008472
1;0;0;1;0;0;1;1;1;0;1;0;1;0;0;1;1;0;1;0;1;5.6.10;124.18366;1.580939
1;0;0;1;0;0;1;1;1;0;0;1;1;0;0;1;1;0;1;0;1;5.6.10;127.38666;1.460211
1;0;0;1;0;0;1;1;1;1;0;0;1;1;0;0;1;0;0;1;1;5.6.10;133.34224;1.729122
1;0;0;1;0;0;1;1;1;0;1;0;1;1;0;0;1;0;0;1;1;5.6.10;135.80004;1.594739
1;0;0;1;0;0;1;1;1;0;0;1;1;1;0;0;1;0;0;1;1;5.6.10;136.79668;1.938918
1;0;0;1;0;0;1;1;1;1;0;0;1;0;1;0;1;0;0;1;1;5.6.10;122.46552;1.413348
1;0;0;1;0;0;1;1;1;0;1;0;1;0;1;0;1;0;0;1;1;5.6.10;121.56546;1.64475
1;0;0;1;0;0;1;1;1;0;0;1;1;0;1;0;1;0;0;1;1;5.6.10;118.46276;1.580306
1;0;0;1;0;0;1;1;1;1;0;0;1;0;0;1;1;0;0;1;1;5.6.10;122.58702;1.836904
1;0;0;1;0;0;1;1;1;0;1;0;1;0;0;1;1;0;0;1;1;5.6.10;120.47544;1.674844
1;0;0;1;0;0;1;1;1;0;0;1;1;0;0;1;1;0;0;1;1;5.6.10;119.07712;1.208879
1;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;1;5.6.10;126.31252;1.502845
1;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;5.6.10;122.17136;1.409478
1;0;0;1;0;1;0;0;0;0;0;1;1;1;0;0;1;1;0;0;1;5.6.10;138.0459;0.941677
1;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;1;1;0;0;1;5.6.10;117.80374;1.646862
1;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;1;1;0;0;1;5.6.10;115.8951;1.835441
1;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;1;0;0;1;5.6.10;118.23528;1.595251
1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;1;1;0;0;1;5.6.10;126.13942;1.705479
1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;1;1;1;0;0;1;5.6.10;116.0536;1.352295
1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;1;1;1;0;0;1;5.6.10;118.56118;1.708106
1;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;1;0;1;0;1;5.6.10;126.92822;2.060161
1;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;1;0;1;0;1;5.6.10;123.47396;1.425519
1;0;0;1;0;1;0;0;0;0;0;1;1;1;0;0;1;0;1;0;1;5.6.10;126.49992;1.769606
1;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;1;0;1;0;1;5.6.10;125.56164;1.55672
1;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1;5.6.10;120.35676;1.301522
1;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;1;0;1;5.6.10;119.35288;1.523473
1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;5.6.10;119.41888;1.495815
1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;1;1;0;1;0;1;5.6.10;118.76918;1.550065
1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;5.6.10;119.32496;1.376813
1;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;1;0;0;1;1;5.6.10;125.57642;1.660344
1;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;1;0;0;1;1;5.6.10;129.71786;1.607158
1;0;0;1;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;1;1;5.6.10;124.89182;1.235026
1;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;1;1;5.6.10;122.05458;1.240793
1;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;1;0;0;1;1;5.6.10;117.82236;1.195287
1;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;1;1;5.6.10;118.07504;1.414317
1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;1;0;0;1;1;5.6.10;118.63734;1.113453
1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;1;1;0;0;1;1;5.6.10;120.5605;1.458383
1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;5.6.10;118.98506;1.256922
1;0;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;5.6.10;132.3872;1.730934
1;0;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0;0;1;5.6.10;126.66668;1.20162
1;0;0;1;0;1;0;0;1;0;0;1;1;1;0;0;1;1;0;0;1;5.6.10;130.06254;1.802066
1;0;0;1;0;1;0;0;1;1;0;0;1;0;1;0;1;1;0;0;1;5.6.10;121.01414;1.462399
1;0;0;1;0;1;0;0;1;0;1;0;1;0;1;0;1;1;0;0;1;5.6.10;120.10392;1.306737
1;0;0;1;0;1;0;0;1;0;0;1;1;0;1;0;1;1;0;0;1;5.6.10;117.05712;1.561345
1;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;1;1;0;0;1;5.6.10;121.34524;1.283773
1;0;0;1;0;1;0;0;1;0;1;0;1;0;0;1;1;1;0;0;1;5.6.10;116.63196;1.451984
1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;5.6.10;122.0373;1.47421
1;0;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;0;1;5.6.10;135.45114;1.917817
1;0;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;0;1;0;1;5.6.10;130.5175;1.479378
1;0;0;1;0;1;0;0;1;0;0;1;1;1;0;0;1;0;1;0;1;5.6.10;131.66778;1.447419
1;0;0;1;0;1;0;0;1;1;0;0;1;0;1;0;1;0;1;0;1;5.6.10;118.2846;1.391627
1;0;0;1;0;1;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;5.6.10;119.42082;1.461432
1;0;0;1;0;1;0;0;1;0;0;1;1;0;1;0;1;0;1;0;1;5.6.10;118.07172;1.118835
1;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;1;0;1;0;1;5.6.10;119.29496;1.603025
1;0;0;1;0;1;0;0;1;0;1;0;1;0;0;1;1;0;1;0;1;5.6.10;118.26642;1.282132
1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;0;1;0;1;5.6.10;118.78172;1.937646
1;0;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;5.6.10;127.81964;1.369835
1;0;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;0;0;1;1;5.6.10;129.80514;1.29845
1;0;0;1;0;1;0;0;1;0;0;1;1;1;0;0;1;0;0;1;1;5.6.10;133.07246;1.766526
1;0;0;1;0;1;0;0;1;1;0;0;1;0;1;0;1;0;0;1;1;5.6.10;118.53088;1.430102
1;0;0;1;0;1;0;0;1;0;1;0;1;0;1;0;1;0;0;1;1;5.6.10;124.27318;1.415368
1;0;0;1;0;1;0;0;1;0;0;1;1;0;1;0;1;0;0;1;1;5.6.10;120.87842;0.931423
1;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;1;5.6.10;119.55232;1.045291
1;0;0;1;0;1;0;0;1;0;1;0;1;0;0;1;1;0;0;1;1;5.6.10;122.43294;1.613803
1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;0;0;1;1;5.6.10;121.15552;1.228041
1;0;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;5.6.10;124.08728;1.445292
1;0;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;0;1;5.6.10;123.30738;1.302956
1;0;0;1;0;1;0;1;0;0;0;1;1;1;0;0;1;1;0;0;1;5.6.10;124.96102;1.561106
1;0;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;5.6.10;116.14964;1.366507
1;0;0;1;0;1;0;1;0;0;1;0;1;0;1;0;1;1;0;0;1;5.6.10;120.97334;1.407269
1;0;0;1;0;1;0;1;0;0;0;1;1;0;1;0;1;1;0;0;1;5.6.10;119.08186;1.697483
1;0;0;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1;0;0;1;5.6.10;128.7516;1.257073
1;0;0;1;0;1;0;1;0;0;1;0;1;0;0;1;1;1;0;0;1;5.6.10;119.51052;1.411674
1;0;0;1;0;1;0;1;0;0;0;1;1;0;0;1;1;1;0;0;1;5.6.10;118.36658;1.442912
1;0;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;0;1;5.6.10;127.6752;1.545521
1;0;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;0;1;0;1;5.6.10;124.67038;1.536211
1;0;0;1;0;1;0;1;0;0;0;1;1;1;0;0;1;0;1;0;1;5.6.10;131.74314;1.883249
1;0;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;0;1;0;1;5.6.10;115.9229;1.364471
1;0;0;1;0;1;0;1;0;0;1;0;1;0;1;0;1;0;1;0;1;5.6.10;119.11474;1.322524
1;0;0;1;0;1;0;1;0;0;0;1;1;0;1;0;1;0;1;0;1;5.6.10;117.5923;1.235123
1;0;0;1;0;1;0;1;0;1;0;0;1;0;0;1;1;0;1;0;1;5.6.10;119.41918;1.727374
1;0;0;1;0;1;0;1;0;0;1;0;1;0;0;1;1;0;1;0;1;5.6.10;120.56742;1.300719
1;0;0;1;0;1;0;1;0;0;0;1;1;0;0;1;1;0;1;0;1;5.6.10;126.8523;1.187739
1;0;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;0;1;1;5.6.10;123.97162;1.505101
1;0;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;0;0;1;1;5.6.10;128.15908;1.518378
1;0;0;1;0;1;0;1;0;0;0;1;1;1;0;0;1;0;0;1;1;5.6.10;128.54552;1.566762
1;0;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;0;0;1;1;5.6.10;122.60454;1.560277
1;0;0;1;0;1;0;1;0;0;1;0;1;0;1;0;1;0;0;1;1;5.6.10;118.10592;1.019345
1;0;0;1;0;1;0;1;0;0;0;1;1;0;1;0;1;0;0;1;1;5.6.10;124.31244;1.485546
1;0;0;1;0;1;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;5.6.10;121.31464;1.434553
1;0;0;1;0;1;0;1;0;0;1;0;1;0;0;1;1;0;0;1;1;5.6.10;121.73958;1.395802
1;0;0;1;0;1;0;1;0;0;0;1;1;0;0;1;1;0;0;1;1;5.6.10;120.91944;1.643412
1;0;0;1;0;1;0;1;1;1;0;0;1;1;0;0;1;1;0;0;1;5.6.10;129.99128;1.347961
1;0;0;1;0;1;0;1;1;0;1;0;1;1;0;0;1;1;0;0;1;5.6.10;129.14858;1.099557
1;0;0;1;0;1;0;1;1;0;0;1;1;1;0;0;1;1;0;0;1;5.6.10;132.95252;1.172655
1;0;0;1;0;1;0;1;1;1;0;0;1;0;1;0;1;1;0;0;1;5.6.10;133.6028;1.038855
1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;1;1;0;0;1;5.6.10;121.29264;1.814001
1;0;0;1;0;1;0;1;1;0;0;1;1;0;1;0;1;1;0;0;1;5.6.10;125.42818;1.42366
1;0;0;1;0;1;0;1;1;1;0;0;1;0;0;1;1;1;0;0;1;5.6.10;122.60218;0.93705
1;0;0;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1;0;0;1;5.6.10;118.65754;1.571832
1;0;0;1;0;1;0;1;1;0;0;1;1;0;0;1;1;1;0;0;1;5.6.10;121.6458;1.81919
1;0;0;1;0;1;0;1;1;1;0;0;1;1;0;0;1;0;1;0;1;5.6.10;131.97528;1.464018
1;0;0;1;0;1;0;1;1;0;1;0;1;1;0;0;1;0;1;0;1;5.6.10;129.94868;1.712785
1;0;0;1;0;1;0;1;1;0;0;1;1;1;0;0;1;0;1;0;1;5.6.10;127.2662;1.162744
1;0;0;1;0;1;0;1;1;1;0;0;1;0;1;0;1;0;1;0;1;5.6.10;115.73264;1.389498
1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;5.6.10;121.43534;1.383357
1;0;0;1;0;1;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;5.6.10;119.93346;1.525481
1;0;0;1;0;1;0;1;1;1;0;0;1;0;0;1;1;0;1;0;1;5.6.10;124.1295;1.489603
1;0;0;1;0;1;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;5.6.10;118.19948;1.410837
1;0;0;1;0;1;0;1;1;0;0;1;1;0;0;1;1;0;1;0;1;5.6.10;119.50538;1.342417
1;0;0;1;0;1;0;1;1;1;0;0;1;1;0;0;1;0;0;1;1;5.6.10;137.98828;1.225368
1;0;0;1;0;1;0;1;1;0;1;0;1;1;0;0;1;0;0;1;1;5.6.10;130.38868;1.371268
1;0;0;1;0;1;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;5.6.10;131.8308;1.287712
1;0;0;1;0;1;0;1;1;1;0;0;1;0;1;0;1;0;0;1;1;5.6.10;115.9689;1.493108
1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;5.6.10;124.65492;1.41875
1;0;0;1;0;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1;1;5.6.10;118.85462;1.432523
1;0;0;1;0;1;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;5.6.10;120.55548;1.300095
1;0;0;1;0;1;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;5.6.10;122.53202;1.208954
1;0;0;1;0;1;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1;5.6.10;118.39408;1.133636
1;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;1;5.6.10;127.47484;1.445591
1;0;0;1;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;5.6.10;125.45736;1.434907
1;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;1;5.6.10;134.15858;1.124692
1;0;0;1;1;0;0;0;0;1;0;0;1;0;1;0;1;1;0;0;1;5.6.10;121.06044;1.157948
1;0;0;1;1;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;1;5.6.10;118.9807;0.914859
1;0;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;1;5.6.10;119.97058;1.356976
1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;1;5.6.10;119.84616;1.822099
1;0;0;1;1;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;1;5.6.10;122.80018;1.404252
1;0;0;1;1;0;0;0;0;0;0;1;1;0;0;1;1;1;0;0;1;5.6.10;123.60816;1.297495
1;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;1;0;1;0;1;5.6.10;125.82126;1.516817
1;0;0;1;1;0;0;0;0;0;1;0;1;1;0;0;1;0;1;0;1;5.6.10;126.23988;1.210583
1;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;1;5.6.10;125.06996;1.33183
1;0;0;1;1;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;1;5.6.10;119.31234;1.087557
