root;Workloads;LRA;QF_FP;QF_LRA;QF_UFLRA;well_sorted_check;proof;model_validate;unsat_core;smtlib2_compliant;compact;partial;type_check;revision;performance;memory
1;1;0;0;0;1;0;0;0;1;0;1;0;1;4.3.2;0.028522;0.005034
1;1;0;0;0;1;0;0;0;1;0;1;1;0;4.3.2;0.021074;0.002874
1;1;0;0;0;1;0;0;0;1;0;1;1;1;4.3.2;0.043043;0.007630
1;1;0;0;0;1;0;0;0;1;1;0;0;0;4.3.2;0.026210;0.003338
1;1;0;0;0;1;0;0;0;1;1;0;0;1;4.3.2;0.023128;0.004652
1;1;0;0;0;1;0;0;0;1;1;0;1;0;4.3.2;0.033781;0.004346
1;1;0;0;0;1;0;0;0;1;1;0;1;1;4.3.2;0.034763;0.004898
1;1;0;0;0;1;0;0;0;1;1;1;0;0;4.3.2;0.037285;0.003936
1;1;0;0;0;1;0;0;0;1;1;1;0;1;4.3.2;0.035864;0.001467
1;1;0;0;0;1;0;0;0;1;1;1;1;0;4.3.2;0.041202;0.003849
1;1;0;0;0;1;0;0;0;1;1;1;1;1;4.3.2;0.049786;0.007620
1;1;0;0;0;1;0;0;1;0;0;0;0;0;4.3.2;0.026454;0.005376
1;1;0;0;0;1;0;0;1;0;0;0;0;1;4.3.2;0.032491;0.004543
1;1;0;0;0;1;0;0;1;0;0;0;1;0;4.3.2;0.036102;0.006171
1;1;0;0;0;1;0;0;1;0;0;0;1;1;4.3.2;0.038836;0.002513
1;1;0;0;0;1;0;0;1;0;0;1;0;0;4.3.2;0.015859;0.005965
1;1;0;0;0;1;0;0;1;0;0;1;0;1;4.3.2;0.030523;0.001717
1;1;0;0;0;1;0;0;1;0;0;1;1;0;4.3.2;0.042555;0.004481
1;1;0;0;0;1;0;0;1;0;0;1;1;1;4.3.2;0.018834;0.005833
1;1;0;0;0;1;0;0;1;0;1;0;0;0;4.3.2;0.030417;0.004190
1;1;0;0;0;1;0;0;1;0;1;0;0;1;4.3.2;0.028486;0.006243
1;1;0;0;0;1;0;0;1;0;1;0;1;0;4.3.2;0.016137;0.003933
1;1;0;0;0;1;0;0;1;0;1;0;1;1;4.3.2;0.031238;0.003997
1;1;0;0;0;1;0;0;1;0;1;1;0;0;4.3.2;0.028209;0.004354
1;1;0;0;0;1;0;0;1;0;1;1;0;1;4.3.2;0.032188;0.005947
1;1;0;0;0;1;0;0;1;0;1;1;1;0;4.3.2;0.016644;0.004657
1;1;0;0;0;1;0;0;1;0;1;1;1;1;4.3.2;0.039504;0.002030
1;1;0;0;0;1;0;0;1;1;0;0;0;0;4.3.2;0.031484;0.003863
1;1;0;0;0;1;0;0;1;1;0;0;0;1;4.3.2;0.036117;0.005326
1;1;0;0;0;1;0;0;1;1;0;0;1;0;4.3.2;0.014325;0.003933
1;1;0;0;0;1;0;0;1;1;0;0;1;1;4.3.2;0.041323;0.003384
1;1;0;0;0;1;0;0;1;1;0;1;0;0;4.3.2;0.034234;0.003847
1;1;0;0;0;1;0;0;1;1;0;1;0;1;4.3.2;0.007910;0.005251
1;1;0;0;0;1;0;0;1;1;0;1;1;0;4.3.2;0.033151;0.002649
1;1;0;0;0;1;0;0;1;1;0;1;1;1;4.3.2;0.032468;0.006130
1;1;0;0;0;1;0;0;1;1;1;0;0;0;4.3.2;0.028876;0.005755
1;1;0;0;0;1;0;0;1;1;1;0;0;1;4.3.2;0.045766;0.005378
1;1;0;0;0;1;0;0;1;1;1;0;1;0;4.3.2;0.044936;0.004193
1;1;0;0;0;1;0;0;1;1;1;0;1;1;4.3.2;0.050046;0.005667
1;1;0;0;0;1;0;0;1;1;1;1;0;0;4.3.2;0.022016;0.003275
1;1;0;0;0;1;0;0;1;1;1;1;0;1;4.3.2;0.024620;0.005032
1;1;0;0;0;1;0;0;1;1;1;1;1;0;4.3.2;0.036981;0.005586
1;1;0;0;0;1;0;0;1;1;1;1;1;1;4.3.2;0.034586;0.007117
1;1;0;0;0;1;0;1;0;0;0;0;0;0;4.3.2;0.008915;0.006413
1;1;0;0;0;1;0;1;0;0;0;0;0;1;4.3.2;0.034119;0.002016
1;1;0;0;0;1;0;1;0;0;0;0;1;0;4.3.2;0.031054;0.005514
1;1;0;0;0;1;0;1;0;0;0;0;1;1;4.3.2;0.031294;0.002904
1;1;0;0;0;1;0;1;0;0;0;1;0;0;4.3.2;0.033861;0.003123
1;1;0;0;0;1;0;1;0;0;0;1;0;1;4.3.2;0.011023;0.003196
1;1;0;0;0;1;0;1;0;0;0;1;1;0;4.3.2;0.025820;0.003501
1;1;0;0;0;1;0;1;0;0;0;1;1;1;4.3.2;0.025340;0.003685
1;1;0;0;0;1;0;1;0;0;1;0;0;0;4.3.2;0.028154;0.002954
1;1;0;0;0;1;0;1;0;0;1;0;0;1;4.3.2;0.004861;0.001844
1;1;0;0;0;1;0;1;0;0;1;0;1;0;4.3.2;0.026409;0.001745
1;1;0;0;0;1;0;1;0;0;1;0;1;1;4.3.2;0.001939;0.002432
1;1;0;0;0;1;0;1;0;0;1;1;0;0;4.3.2;0.028236;0.002739
1;1;0;0;0;1;0;1;0;0;1;1;0;1;4.3.2;0.031626;0.003949
1;1;0;0;0;1;0;1;0;0;1;1;1;0;4.3.2;0.006034;0.003351
1;1;0;0;0;1;0;1;0;0;1;1;1;1;4.3.2;0.031306;0.003234
1;1;0;0;0;1;0;1;0;1;0;0;0;0;4.3.2;0.035139;0.004938
1;1;0;0;0;1;0;1;0;1;0;0;0;1;4.3.2;0.006191;0.002942
1;1;0;0;0;1;0;1;0;1;0;0;1;0;4.3.2;0.028155;0.004311
1;1;0;0;0;1;0;1;0;1;0;0;1;1;4.3.2;0.030247;0.001676
1;1;0;0;0;1;0;1;0;1;0;1;0;0;4.3.2;0.011210;0.003766
1;1;0;0;0;1;0;1;0;1;0;1;0;1;4.3.2;0.024275;0.003081
1;1;0;0;0;1;0;1;0;1;0;1;1;0;4.3.2;0.026375;0.001073
1;1;0;0;0;1;0;1;0;1;0;1;1;1;4.3.2;0.006765;0.001649
1;1;0;0;0;1;0;1;0;1;1;0;0;0;4.3.2;0.030289;0.002586
1;1;0;0;0;1;0;1;0;1;1;0;0;1;4.3.2;0.007439;0.002839
1;1;0;0;0;1;0;1;0;1;1;0;1;0;4.3.2;0.032349;0.005681
1;1;0;0;0;1;0;1;0;1;1;0;1;1;4.3.2;0.027282;0.002468
1;1;0;0;0;1;0;1;0;1;1;1;0;0;4.3.2;0.006220;0.001862
1;1;0;0;0;1;0;1;0;1;1;1;0;1;4.3.2;0.027599;0.002565
1;1;0;0;0;1;0;1;0;1;1;1;1;0;4.3.2;0.025805;0.003159
1;1;0;0;0;1;0;1;0;1;1;1;1;1;4.3.2;0.008156;0.002458
1;1;0;0;0;1;0;1;1;0;0;0;0;0;4.3.2;0.032346;0.002841
1;1;0;0;0;1;0;1;1;0;0;0;0;1;4.3.2;0.020088;0.005514
1;1;0;0;0;1;0;1;1;0;0;0;1;0;4.3.2;0.029023;0.003248
1;1;0;0;0;1;0;1;1;0;0;0;1;1;4.3.2;0.023993;0.003815
1;1;0;0;0;1;0;1;1;0;0;1;0;0;4.3.2;0.038244;0.004746
1;1;0;0;0;1;0;1;1;0;0;1;0;1;4.3.2;0.004726;0.003809
1;1;0;0;0;1;0;1;1;0;0;1;1;0;4.3.2;0.030496;0.002909
1;1;0;0;0;1;0;1;1;0;0;1;1;1;4.3.2;0.029482;0.004117
1;1;0;0;0;1;0;1;1;0;1;0;0;0;4.3.2;0.003539;0.004214
1;1;0;0;0;1;0;1;1;0;1;0;0;1;4.3.2;0.031050;0.004819
1;1;0;0;0;1;0;1;1;0;1;0;1;0;4.3.2;0.001867;0.004311
1;1;0;0;0;1;0;1;1;0;1;0;1;1;4.3.2;0.035900;0.001559
1;1;0;0;0;1;0;1;1;0;1;1;0;0;4.3.2;0.025078;0.004063
1;1;0;0;0;1;0;1;1;0;1;1;0;1;4.3.2;0.030327;0.002444
1;1;0;0;0;1;0;1;1;0;1;1;1;0;4.3.2;0.033536;0.003678
1;1;0;0;0;1;0;1;1;0;1;1;1;1;4.3.2;0.007278;0.004232
1;1;0;0;0;1;0;1;1;1;0;0;0;0;4.3.2;0.036372;0.008122
1;1;0;0;0;1;0;1;1;1;0;0;0;1;4.3.2;0.034877;0.006843
1;1;0;0;0;1;0;1;1;1;0;0;1;0;4.3.2;0.026037;0.006957
1;1;0;0;0;1;0;1;1;1;0;0;1;1;4.3.2;0.040981;0.004527
1;1;0;0;0;1;0;1;1;1;0;1;0;0;4.3.2;0.006161;0.003512
1;1;0;0;0;1;0;1;1;1;0;1;0;1;4.3.2;0.033018;0.007282
1;1;0;0;0;1;0;1;1;1;0;1;1;0;4.3.2;0.031600;0.001864
1;1;0;0;0;1;0;1;1;1;0;1;1;1;4.3.2;0.007917;0.003368
1;1;0;0;0;1;0;1;1;1;1;0;0;0;4.3.2;0.021840;0.002159
1;1;0;0;0;1;0;1;1;1;1;0;0;1;4.3.2;0.004557;0.003040
1;1;0;0;0;1;0;1;1;1;1;0;1;0;4.3.2;0.031871;0.002209
1;1;0;0;0;1;0;1;1;1;1;0;1;1;4.3.2;0.029258;0.004022
1;1;0;0;0;1;0;1;1;1;1;1;0;0;4.3.2;0.003033;0.003827
1;1;0;0;0;1;0;1;1;1;1;1;0;1;4.3.2;0.026961;0.002746
1;1;0;0;0;1;0;1;1;1;1;1;1;0;4.3.2;0.005439;0.002502
1;1;0;0;0;1;0;1;1;1;1;1;1;1;4.3.2;0.036522;0.001954
1;1;0;0;0;1;1;0;0;0;0;0;0;0;4.3.2;0.037725;0.005824
1;1;0;0;0;1;1;0;0;0;0;0;0;1;4.3.2;0.032384;0.005270
1;1;0;0;0;1;1;0;0;0;0;0;1;0;4.3.2;0.022676;0.006479
1;1;0;0;0;1;1;0;0;0;0;0;1;1;4.3.2;0.041274;0.002269
1;1;0;0;0;1;1;0;0;0;0;1;0;0;4.3.2;0.049397;0.004357
1;1;0;0;0;1;1;0;0;0;0;1;0;1;4.3.2;0.017540;0.005019
1;1;0;0;0;1;1;0;0;0;0;1;1;0;4.3.2;0.034986;0.005341
1;1;0;0;0;1;1;0;0;0;0;1;1;1;4.3.2;0.023347;0.005220
1;1;0;0;0;1;1;0;0;0;1;0;0;0;4.3.2;0.025386;0.000707
1;1;0;0;0;1;1;0;0;0;1;0;0;1;4.3.2;0.050218;0.006962
1;1;0;0;0;1;1;0;0;0;1;0;1;0;4.3.2;0.025827;0.004133
1;1;0;0;0;1;1;0;0;0;1;0;1;1;4.3.2;0.051487;0.004248
1;1;0;0;0;1;1;0;0;0;1;1;0;0;4.3.2;0.037811;0.005415
1;1;0;0;0;1;1;0;0;0;1;1;0;1;4.3.2;0.013203;0.003210
1;1;0;0;0;1;1;0;0;0;1;1;1;0;4.3.2;0.052739;0.005518
1;1;0;0;0;1;1;0;0;0;1;1;1;1;4.3.2;0.031333;0.004833
1;1;0;0;0;1;1;0;0;1;0;0;0;0;4.3.2;0.021059;0.002608
1;1;0;0;0;1;1;0;0;1;0;0;0;1;4.3.2;0.048634;0.004252
1;1;0;0;0;1;1;0;0;1;0;0;1;0;4.3.2;0.044678;0.004866
1;1;0;0;0;1;1;0;0;1;0;0;1;1;4.3.2;0.015973;0.001890
1;1;0;0;0;1;1;0;0;1;0;1;0;0;4.3.2;0.035266;0.001197
1;1;0;0;0;1;1;0;0;1;0;1;0;1;4.3.2;0.022299;0.006710
1;1;0;0;0;1;1;0;0;1;0;1;1;0;4.3.2;0.035130;0.001452
1;1;0;0;0;1;1;0;0;1;0;1;1;1;4.3.2;0.037030;0.005667
1;1;0;0;0;1;1;0;0;1;1;0;0;0;4.3.2;0.027647;0.007266
1;1;0;0;0;1;1;0;0;1;1;0;0;1;4.3.2;0.045036;0.005422
1;1;0;0;0;1;1;0;0;1;1;0;1;0;4.3.2;0.037729;0.005224
1;1;0;0;0;1;1;0;0;1;1;0;1;1;4.3.2;0.019072;0.003328
1;1;0;0;0;1;1;0;0;1;1;1;0;0;4.3.2;0.045588;0.005960
1;1;0;0;0;1;1;0;0;1;1;1;0;1;4.3.2;0.036615;0.006325
1;1;0;0;0;1;1;0;0;1;1;1;1;0;4.3.2;0.016789;0.001526
1;1;0;0;0;1;1;0;0;1;1;1;1;1;4.3.2;0.047209;0.001144
1;1;0;0;0;1;1;0;1;0;0;0;0;0;4.3.2;0.021619;0.003285
1;1;0;0;0;1;1;0;1;0;0;0;0;1;4.3.2;0.024139;0.003796
1;1;0;0;0;1;1;0;1;0;0;0;1;0;4.3.2;0.033924;0.004881
1;1;0;0;0;1;1;0;1;0;0;0;1;1;4.3.2;0.029091;0.002378
1;1;0;0;0;1;1;0;1;0;0;1;0;0;4.3.2;0.035324;0.002043
1;1;0;0;0;1;1;0;1;0;0;1;0;1;4.3.2;0.042602;0.005982
1;1;0;0;0;1;1;0;1;0;0;1;1;0;4.3.2;0.027139;0.002953
1;1;0;0;0;1;1;0;1;0;0;1;1;1;4.3.2;0.041489;0.004857
1;1;0;0;0;1;1;0;1;0;1;0;0;0;4.3.2;0.028650;0.004549
1;1;0;0;0;1;1;0;1;0;1;0;0;1;4.3.2;0.018496;0.004411
1;1;0;0;0;1;1;0;1;0;1;0;1;0;4.3.2;0.026231;0.005250
1;1;0;0;0;1;1;0;1;0;1;0;1;1;4.3.2;0.033120;0.006688
1;1;0;0;0;1;1;0;1;0;1;1;0;0;4.3.2;0.018635;0.002308
1;1;0;0;0;1;1;0;1;0;1;1;0;1;4.3.2;0.029899;0.005373
1;1;0;0;0;1;1;0;1;0;1;1;1;0;4.3.2;0.040072;0.004993
1;1;0;0;0;1;1;0;1;0;1;1;1;1;4.3.2;0.017158;0.004320
1;1;0;0;0;1;1;0;1;1;0;0;0;0;4.3.2;0.026894;0.002419
1;1;0;0;0;1;1;0;1;1;0;0;0;1;4.3.2;0.032186;0.007057
1;1;0;0;0;1;1;0;1;1;0;0;1;0;4.3.2;0.044165;0.004579
1;1;0;0;0;1;1;0;1;1;0;0;1;1;4.3.2;0.034651;0.004188
1;1;0;0;0;1;1;0;1;1;0;1;0;0;4.3.2;0.040230;0.002154
1;1;0;0;0;1;1;0;1;1;0;1;0;1;4.3.2;0.037280;0.005015
1;1;0;0;0;1;1;0;1;1;0;1;1;0;4.3.2;0.017773;0.004071
1;1;0;0;0;1;1;0;1;1;0;1;1;1;4.3.2;0.016928;0.005110
1;1;0;0;0;1;1;0;1;1;1;0;0;0;4.3.2;0.040977;0.004094
1;1;0;0;0;1;1;0;1;1;1;0;0;1;4.3.2;0.035142;0.003497
1;1;0;0;0;1;1;0;1;1;1;0;1;0;4.3.2;0.019813;0.001658
1;1;0;0;0;1;1;0;1;1;1;0;1;1;4.3.2;0.040002;0.003922
1;1;0;0;0;1;1;0;1;1;1;1;0;0;4.3.2;0.021437;0.005742
1;1;0;0;0;1;1;0;1;1;1;1;0;1;4.3.2;0.024254;0.006904
1;1;0;0;0;1;1;0;1;1;1;1;1;0;4.3.2;0.035050;0.005155
1;1;0;0;0;1;1;0;1;1;1;1;1;1;4.3.2;0.040049;0.006367
1;1;0;0;0;1;1;1;0;0;0;0;0;0;4.3.2;0.025846;0.004027
1;1;0;0;0;1;1;1;0;0;0;0;0;1;4.3.2;0.034501;0.003538
1;1;0;0;0;1;1;1;0;0;0;0;1;0;4.3.2;0.020986;0.000968
1;1;0;0;0;1;1;1;0;0;0;0;1;1;4.3.2;0.036230;0.002018
1;1;0;0;0;1;1;1;0;0;0;1;0;0;4.3.2;0.025005;0.003109
1;1;0;0;0;1;1;1;0;0;0;1;0;1;4.3.2;0.022171;0.003877
1;1;0;0;0;1;1;1;0;0;0;1;1;0;4.3.2;0.031614;0.003166
1;1;0;0;0;1;1;1;0;0;0;1;1;1;4.3.2;0.026082;0.003993
1;1;0;0;0;1;1;1;0;0;1;0;0;0;4.3.2;0.033481;0.003431
1;1;0;0;0;1;1;1;0;0;1;0;0;1;4.3.2;0.031357;0.002469
1;1;0;0;0;1;1;1;0;0;1;0;1;0;4.3.2;0.027640;0.003481
1;1;0;0;0;1;1;1;0;0;1;0;1;1;4.3.2;0.029882;0.004442
1;1;0;0;0;1;1;1;0;0;1;1;0;0;4.3.2;0.030342;0.005758
1;1;0;0;0;1;1;1;0;0;1;1;0;1;4.3.2;0.017454;0.003019
1;1;0;0;0;1;1;1;0;0;1;1;1;0;4.3.2;0.009144;0.005480
1;1;0;0;0;1;1;1;0;0;1;1;1;1;4.3.2;0.036158;0.002701
1;1;0;0;0;1;1;1;0;1;0;0;0;0;4.3.2;0.025672;0.005183
1;1;0;0;0;1;1;1;0;1;0;0;0;1;4.3.2;0.009214;0.004561
1;1;0;0;0;1;1;1;0;1;0;0;1;0;4.3.2;0.037316;0.003905
1;1;0;0;0;1;1;1;0;1;0;0;1;1;4.3.2;0.021799;0.006092
1;1;0;0;0;1;1;1;0;1;0;1;0;0;4.3.2;0.018000;0.006841
1;1;0;0;0;1;1;1;0;1;0;1;0;1;4.3.2;0.030796;0.004986
1;1;0;0;0;1;1;1;0;1;0;1;1;0;4.3.2;0.028727;0.002925
1;1;0;0;0;1;1;1;0;1;0;1;1;1;4.3.2;0.033337;0.002547
1;1;0;0;0;1;1;1;0;1;1;0;0;0;4.3.2;0.029568;0.001087
1;1;0;0;0;1;1;1;0;1;1;0;0;1;4.3.2;0.004242;0.002382
1;1;0;0;0;1;1;1;0;1;1;0;1;0;4.3.2;0.037115;0.002929
1;1;0;0;0;1;1;1;0;1;1;0;1;1;4.3.2;0.032388;0.002185
1;1;0;0;0;1;1;1;0;1;1;1;0;0;4.3.2;0.005413;0.002702
1;1;0;0;0;1;1;1;0;1;1;1;0;1;4.3.2;0.033044;0.002622
1;1;0;0;0;1;1;1;0;1;1;1;1;0;4.3.2;0.033978;0.002307
1;1;0;0;0;1;1;1;0;1;1;1;1;1;4.3.2;0.025020;0.002061
1;1;0;0;0;1;1;1;1;0;0;0;0;0;4.3.2;0.034418;0.003926
1;1;0;0;0;1;1;1;1;0;0;0;0;1;4.3.2;0.022101;0.003941
1;1;0;0;0;1;1;1;1;0;0;0;1;0;4.3.2;0.028486;0.004494
1;1;0;0;0;1;1;1;1;0;0;0;1;1;4.3.2;0.008387;0.003688
1;1;0;0;0;1;1;1;1;0;0;1;0;0;4.3.2;0.031848;0.002414
1;1;0;0;0;1;1;1;1;0;0;1;0;1;4.3.2;0.031372;0.006041
1;1;0;0;0;1;1;1;1;0;0;1;1;0;4.3.2;0.027513;0.003724
1;1;0;0;0;1;1;1;1;0;0;1;1;1;4.3.2;0.032037;0.002286
1;1;0;0;0;1;1;1;1;0;1;0;0;0;4.3.2;0.027048;0.004955
1;1;0;0;0;1;1;1;1;0;1;0;0;1;4.3.2;0.030643;0.005394
1;1;0;0;0;1;1;1;1;0;1;0;1;0;4.3.2;0.026177;0.003816
1;1;0;0;0;1;1;1;1;0;1;0;1;1;4.3.2;0.007286;0.002854
1;1;0;0;0;1;1;1;1;0;1;1;0;0;4.3.2;0.035538;0.004013
1;1;0;0;0;1;1;1;1;0;1;1;0;1;4.3.2;0.021545;0.002288
1;1;0;0;0;1;1;1;1;0;1;1;1;0;4.3.2;0.035318;0.002952
1;1;0;0;0;1;1;1;1;0;1;1;1;1;4.3.2;0.026375;0.002142
1;1;0;0;0;1;1;1;1;1;0;0;0;0;4.3.2;0.031320;0.005935
1;1;0;0;0;1;1;1;1;1;0;0;0;1;4.3.2;0.021217;0.004450
1;1;0;0;0;1;1;1;1;1;0;0;1;0;4.3.2;0.037174;0.003571
1;1;0;0;0;1;1;1;1;1;0;0;1;1;4.3.2;0.024741;0.002597
1;1;0;0;0;1;1;1;1;1;0;1;0;0;4.3.2;0.029510;0.004419
1;1;0;0;0;1;1;1;1;1;0;1;0;1;4.3.2;0.025537;0.006608
1;1;0;0;0;1;1;1;1;1;0;1;1;0;4.3.2;0.005319;0.003494
1;1;0;0;0;1;1;1;1;1;0;1;1;1;4.3.2;0.031875;0.002435
1;1;0;0;0;1;1;1;1;1;1;0;0;0;4.3.2;0.028335;0.002278
1;1;0;0;0;1;1;1;1;1;1;0;0;1;4.3.2;0.030953;0.002979
1;1;0;0;0;1;1;1;1;1;1;0;1;0;4.3.2;0.028170;0.001542
1;1;0;0;0;1;1;1;1;1;1;0;1;1;4.3.2;0.009440;0.002312
1;1;0;0;0;1;1;1;1;1;1;1;0;0;4.3.2;0.036493;0.003858
1;1;0;0;0;1;1;1;1;1;1;1;0;1;4.3.2;0.023889;0.001721
1;1;0;0;0;1;1;1;1;1;1;1;1;0;4.3.2;0.033653;0.005071
1;1;0;0;0;1;1;1;1;1;1;1;1;1;4.3.2;0.024999;0.005572
1;1;0;0;1;0;0;0;0;0;0;0;0;0;4.3.2;0.043153;0.002478
1;1;0;0;1;0;0;0;0;0;0;0;0;1;4.3.2;0.018600;0.001890
1;1;0;0;1;0;0;0;0;0;0;0;1;0;4.3.2;0.024502;0.000975
1;1;0;0;1;0;0;0;0;0;0;0;1;1;4.3.2;0.044380;0.002119
1;1;0;0;1;0;0;0;0;0;0;1;0;0;4.3.2;0.008767;0.001643
1;1;0;0;1;0;0;0;0;0;0;1;0;1;4.3.2;0.027666;0.000712
1;1;0;0;1;0;0;0;0;0;0;1;1;0;4.3.2;0.036500;0.001802
1;1;0;0;1;0;0;0;0;0;0;1;1;1;4.3.2;0.030031;0.001522
1;1;0;0;1;0;0;0;0;0;1;0;0;0;4.3.2;0.004456;0.001225
1;1;0;0;1;0;0;0;0;0;1;0;0;1;4.3.2;0.006841;0.004005
1;1;0;0;1;0;0;0;0;0;1;0;1;0;4.3.2;0.024883;0.001856
1;1;0;0;1;0;0;0;0;0;1;0;1;1;4.3.2;0.014190;0.002011
1;1;0;0;1;0;0;0;0;0;1;1;0;0;4.3.2;0.015750;0.003106
1;1;0;0;1;0;0;0;0;0;1;1;0;1;4.3.2;0.035146;0.002304
1;1;0;0;1;0;0;0;0;0;1;1;1;0;4.3.2;0.033929;0.003350
1;1;0;0;1;0;0;0;0;0;1;1;1;1;4.3.2;0.018786;0.001846
1;1;0;0;1;0;0;0;0;1;0;0;0;0;4.3.2;0.036038;0.001680
1;1;0;0;1;0;0;0;0;1;0;0;0;1;4.3.2;0.038398;0.000914
1;1;0;0;1;0;0;0;0;1;0;0;1;0;4.3.2;0.028862;0.001120
1;1;0;0;1;0;0;0;0;1;0;0;1;1;4.3.2;0.042904;0.002404
1;1;0;0;1;0;0;0;0;1;0;1;0;0;4.3.2;0.036368;0.001088
1;1;0;0;1;0;0;0;0;1;0;1;0;1;4.3.2;0.021644;0.000863
1;1;0;0;1;0;0;0;0;1;0;1;1;0;4.3.2;0.035516;0.003093
1;1;0;0;1;0;0;0;0;1;0;1;1;1;4.3.2;0.031466;0.001673
1;1;0;0;1;0;0;0;0;1;1;0;0;0;4.3.2;0.028762;0.001460
1;1;0;0;1;0;0;0;0;1;1;0;0;1;4.3.2;0.004590;0.000780
1;1;0;0;1;0;0;0;0;1;1;0;1;0;4.3.2;0.022283;0.001134
1;1;0;0;1;0;0;0;0;1;1;0;1;1;4.3.2;0.028843;0.001510
1;1;0;0;1;0;0;0;0;1;1;1;0;0;4.3.2;0.019477;0.002327
1;1;0;0;1;0;0;0;0;1;1;1;0;1;4.3.2;0.032998;0.000935
1;1;0;0;1;0;0;0;0;1;1;1;1;0;4.3.2;0.030613;0.003167
1;1;0;0;1;0;0;0;0;1;1;1;1;1;4.3.2;0.026604;0.000956
1;1;0;0;1;0;0;0;1;0;0;0;0;0;4.3.2;0.012464;0.001276
1;1;0;0;1;0;0;0;1;0;0;0;0;1;4.3.2;0.040556;0.002302
1;1;0;0;1;0;0;0;1;0;0;0;1;0;4.3.2;0.024920;0.001057
1;1;0;0;1;0;0;0;1;0;0;0;1;1;4.3.2;0.006998;0.002444
1;1;0;0;1;0;0;0;1;0;0;1;0;0;4.3.2;0.027858;0.003475
1;1;0;0;1;0;0;0;1;0;0;1;0;1;4.3.2;0.021558;0.001316
1;1;0;0;1;0;0;0;1;0;0;1;1;0;4.3.2;0.031103;0.000371
1;1;0;0;1;0;0;0;1;0;0;1;1;1;4.3.2;0.012341;0.002103
1;1;0;0;1;0;0;0;1;0;1;0;0;0;4.3.2;0.014524;0.001573
1;1;0;0;1;0;0;0;1;0;1;0;0;1;4.3.2;0.030154;0.002083
1;1;0;0;1;0;0;0;1;0;1;0;1;0;4.3.2;0.023428;0.001266
1;1;0;0;1;0;0;0;1;0;1;0;1;1;4.3.2;0.024451;0.000523
1;1;0;0;1;0;0;0;1;0;1;1;0;0;4.3.2;0.011054;0.004304
1;1;0;0;1;0;0;0;1;0;1;1;0;1;4.3.2;0.020642;0.001052
1;1;0;0;1;0;0;0;1;0;1;1;1;0;4.3.2;0.018045;0.001008
1;1;0;0;1;0;0;0;1;0;1;1;1;1;4.3.2;0.037310;0.003017
1;1;0;0;1;0;0;0;1;1;0;0;0;0;4.3.2;0.019879;0.001541
1;1;0;0;1;0;0;0;1;1;0;0;0;1;4.3.2;0.008325;0.001465
1;1;0;0;1;0;0;0;1;1;0;0;1;0;4.3.2;0.008604;0.004710
1;1;0;0;1;0;0;0;1;1;0;0;1;1;4.3.2;0.031955;0.002168
1;1;0;0;1;0;0;0;1;1;0;1;0;0;4.3.2;0.033728;0.002059
1;1;0;0;1;0;0;0;1;1;0;1;0;1;4.3.2;0.012009;0.000835
1;1;0;0;1;0;0;0;1;1;0;1;1;0;4.3.2;0.031008;0.001517
1;1;0;0;1;0;0;0;1;1;0;1;1;1;4.3.2;0.016764;0.002106
1;1;0;0;1;0;0;0;1;1;1;0;0;0;4.3.2;0.016693;0.002366
1;1;0;0;1;0;0;0;1;1;1;0;0;1;4.3.2;0.029955;0.001130
