root;Workloads;LRA;QF_FP;QF_LRA;QF_UFLRA;well_sorted_check;proof;model_validate;unsat_core;smtlib2_compliant;compact;partial;type_check;revision;performance;memory
1;1;0;0;0;1;1;0;0;1;0;0;0;1;4.3.2;96.848;51999.2
1;1;0;0;0;1;1;0;0;1;0;0;1;0;4.3.2;99.502;52064.8
1;1;0;0;0;1;1;0;0;1;0;0;1;1;4.3.2;101.626;51856
1;1;0;0;0;1;1;0;0;1;0;1;0;0;4.3.2;96.076;51900
1;1;0;0;0;1;1;0;0;1;0;1;0;1;4.3.2;99.504;52096.8
1;1;0;0;0;1;1;0;0;1;0;1;1;0;4.3.2;101;51885.6
1;1;0;0;0;1;1;0;0;1;0;1;1;1;4.3.2;97.044;52210.4
1;1;0;0;0;1;1;0;0;1;1;0;0;0;4.3.2;98.72;49698.4
1;1;0;0;0;1;1;0;0;1;1;0;0;1;4.3.2;98.52;49772.8
1;1;0;0;0;1;1;0;0;1;1;0;1;0;4.3.2;97.476;49635.2
1;1;0;0;0;1;1;0;0;1;1;0;1;1;4.3.2;100.108;49575.2
1;1;0;0;0;1;1;0;0;1;1;1;0;0;4.3.2;95.922;49612
1;1;0;0;0;1;1;0;0;1;1;1;0;1;4.3.2;98.004;49680
1;1;0;0;0;1;1;0;0;1;1;1;1;0;4.3.2;99.968;49513.6
1;1;0;0;0;1;1;0;0;1;1;1;1;1;4.3.2;95.786;49616
1;1;0;0;0;1;1;0;1;0;0;0;0;0;4.3.2;107.608;51924.8
1;1;0;0;0;1;1;0;1;0;0;0;0;1;4.3.2;109.52;52033.6
1;1;0;0;0;1;1;0;1;0;0;0;1;0;4.3.2;104.548;51885.6
1;1;0;0;0;1;1;0;1;0;0;0;1;1;4.3.2;106.168;51549.6
1;1;0;0;0;1;1;0;1;0;0;1;0;0;4.3.2;106.792;51648.8
1;1;0;0;0;1;1;0;1;0;0;1;0;1;4.3.2;106.232;51852.8
1;1;0;0;0;1;1;0;1;0;0;1;1;0;4.3.2;106.932;51960.8
1;1;0;0;0;1;1;0;1;0;0;1;1;1;4.3.2;106.224;51901.6
1;1;0;0;0;1;1;0;1;0;1;0;0;0;4.3.2;103.82;52250.4
1;1;0;0;0;1;1;0;1;0;1;0;0;1;4.3.2;105.99;52180
1;1;0;0;0;1;1;0;1;0;1;0;1;0;4.3.2;101.254;52187.2
1;1;0;0;0;1;1;0;1;0;1;0;1;1;4.3.2;106.15;52163.2
1;1;0;0;0;1;1;0;1;0;1;1;0;0;4.3.2;107.14;52392
1;1;0;0;0;1;1;0;1;0;1;1;0;1;4.3.2;102.33;52068.8
1;1;0;0;0;1;1;0;1;0;1;1;1;0;4.3.2;105.756;52040.8
1;1;0;0;0;1;1;0;1;0;1;1;1;1;4.3.2;107.374;52159.2
1;1;0;0;0;1;1;0;1;1;0;0;0;0;4.3.2;104.256;51800.8
1;1;0;0;0;1;1;0;1;1;0;0;0;1;4.3.2;105.824;51908
1;1;0;0;0;1;1;0;1;1;0;0;1;0;4.3.2;107.996;51807.2
1;1;0;0;0;1;1;0;1;1;0;0;1;1;4.3.2;104.252;51941.6
1;1;0;0;0;1;1;0;1;1;0;1;0;0;4.3.2;107.76;51742.4
1;1;0;0;0;1;1;0;1;1;0;1;0;1;4.3.2;105.298;51958.4
1;1;0;0;0;1;1;0;1;1;0;1;1;0;4.3.2;105.834;51936.8
1;1;0;0;0;1;1;0;1;1;0;1;1;1;4.3.2;109.55;51888
1;1;0;0;0;1;1;0;1;1;1;0;0;0;4.3.2;102.96;52256
1;1;0;0;0;1;1;0;1;1;1;0;0;1;4.3.2;105.654;52255.2
1;1;0;0;0;1;1;0;1;1;1;0;1;0;4.3.2;108.606;52256.8
1;1;0;0;0;1;1;0;1;1;1;0;1;1;4.3.2;102.32;52214.4
1;1;0;0;0;1;1;0;1;1;1;1;0;0;4.3.2;105.858;52363.2
1;1;0;0;0;1;1;0;1;1;1;1;0;1;4.3.2;106.488;52536
1;1;0;0;0;1;1;0;1;1;1;1;1;0;4.3.2;102.436;52303.2
1;1;0;0;0;1;1;0;1;1;1;1;1;1;4.3.2;105.682;52220
1;1;0;0;0;1;1;1;0;0;0;0;0;0;4.3.2;172.096;332326.4
1;1;0;0;0;1;1;1;0;0;0;0;0;1;4.3.2;171.056;332674.4
1;1;0;0;0;1;1;1;0;0;0;0;1;0;4.3.2;173.33;332112
1;1;0;0;0;1;1;1;0;0;0;0;1;1;4.3.2;168.016;331640.8
1;1;0;0;0;1;1;1;0;0;0;1;0;0;4.3.2;171.694;332890.4
1;1;0;0;0;1;1;1;0;0;0;1;0;1;4.3.2;171.43;332904
1;1;0;0;0;1;1;1;0;0;0;1;1;0;4.3.2;169.766;332554.4
1;1;0;0;0;1;1;1;0;0;0;1;1;1;4.3.2;172.278;333145.6
1;1;0;0;0;1;1;1;0;0;1;0;0;0;4.3.2;168.022;334548.8
1;1;0;0;0;1;1;1;0;0;1;0;0;1;4.3.2;169.842;335176
1;1;0;0;0;1;1;1;0;0;1;0;1;0;4.3.2;171.528;334073.6
1;1;0;0;0;1;1;1;0;0;1;0;1;1;4.3.2;171.074;334326.4
1;1;0;0;0;1;1;1;0;0;1;1;0;0;4.3.2;166.01;335516.8
1;1;0;0;0;1;1;1;0;0;1;1;0;1;4.3.2;168.424;335768.8
1;1;0;0;0;1;1;1;0;0;1;1;1;0;4.3.2;173.366;335572.8
1;1;0;0;0;1;1;1;0;0;1;1;1;1;4.3.2;165.982;334415.2
1;1;0;0;0;1;1;1;0;1;0;0;0;0;4.3.2;173.242;337995.2
1;1;0;0;0;1;1;1;0;1;0;0;0;1;4.3.2;174.49;337416.8
1;1;0;0;0;1;1;1;0;1;0;0;1;0;4.3.2;169.02;337396.8
1;1;0;0;0;1;1;1;0;1;0;0;1;1;4.3.2;171.702;338968
1;1;0;0;0;1;1;1;0;1;0;1;0;0;4.3.2;171.524;338956
1;1;0;0;0;1;1;1;0;1;0;1;0;1;4.3.2;171.726;337843.2
1;1;0;0;0;1;1;1;0;1;0;1;1;0;4.3.2;173.366;338090.4
1;1;0;0;0;1;1;1;0;1;0;1;1;1;4.3.2;170.76;336624
1;1;0;0;0;1;1;1;0;1;1;0;0;0;4.3.2;168.346;331625.6
1;1;0;0;0;1;1;1;0;1;1;0;0;1;4.3.2;171.696;332412.8
1;1;0;0;0;1;1;1;0;1;1;0;1;0;4.3.2;166.248;331808.8
1;1;0;0;0;1;1;1;0;1;1;0;1;1;4.3.2;170.518;331818.4
1;1;0;0;0;1;1;1;0;1;1;1;0;0;4.3.2;173.04;332345.6
1;1;0;0;0;1;1;1;0;1;1;1;0;1;4.3.2;166.792;331909.6
1;1;0;0;0;1;1;1;0;1;1;1;1;0;4.3.2;164.402;333128.8
1;1;0;0;0;1;1;1;0;1;1;1;1;1;4.3.2;170.622;332048.8
1;1;0;0;0;1;1;1;1;0;0;0;0;0;4.3.2;177.61;334220
1;1;0;0;0;1;1;1;1;0;0;0;0;1;4.3.2;181.786;334712.8
1;1;0;0;0;1;1;1;1;0;0;0;1;0;4.3.2;175.57;335114.4
1;1;0;0;0;1;1;1;1;0;0;0;1;1;4.3.2;181.68;335839.2
1;1;0;0;0;1;1;1;1;0;0;1;0;0;4.3.2;176.622;334073.6
1;1;0;0;0;1;1;1;1;0;0;1;0;1;4.3.2;180.702;334867.2
1;1;0;0;0;1;1;1;1;0;0;1;1;0;4.3.2;181.388;335441.6
1;1;0;0;0;1;1;1;1;0;0;1;1;1;4.3.2;177.716;334412.8
1;1;0;0;0;1;1;1;1;0;1;0;0;0;4.3.2;178.72;334943.2
1;1;0;0;0;1;1;1;1;0;1;0;0;1;4.3.2;173.324;334594.4
1;1;0;0;0;1;1;1;1;0;1;0;1;0;4.3.2;178.4;334644.8
1;1;0;0;0;1;1;1;1;0;1;0;1;1;4.3.2;180.988;336344
1;1;0;0;0;1;1;1;1;0;1;1;0;0;4.3.2;174.602;335106.4
1;1;0;0;0;1;1;1;1;0;1;1;0;1;4.3.2;178.862;335146.4
1;1;0;0;0;1;1;1;1;0;1;1;1;0;4.3.2;172.496;334918.4
1;1;0;0;0;1;1;1;1;0;1;1;1;1;4.3.2;177.712;335390.4
1;1;0;0;0;1;1;1;1;1;0;0;0;0;4.3.2;180.114;338796.8
1;1;0;0;0;1;1;1;1;1;0;0;0;1;4.3.2;180.214;339094.4
1;1;0;0;0;1;1;1;1;1;0;0;1;0;4.3.2;177.56;338416
1;1;0;0;0;1;1;1;1;1;0;0;1;1;4.3.2;180.582;338351.2
1;1;0;0;0;1;1;1;1;1;0;1;0;0;4.3.2;175.788;338052
1;1;0;0;0;1;1;1;1;1;0;1;0;1;4.3.2;179.834;338575.2
1;1;0;0;0;1;1;1;1;1;0;1;1;0;4.3.2;182.696;338686.4
1;1;0;0;0;1;1;1;1;1;0;1;1;1;4.3.2;174.114;337512
1;1;0;0;0;1;1;1;1;1;1;0;0;0;4.3.2;178.798;332796.8
1;1;0;0;0;1;1;1;1;1;1;0;0;1;4.3.2;173.722;332972
1;1;0;0;0;1;1;1;1;1;1;0;1;0;4.3.2;176.976;332334.4
1;1;0;0;0;1;1;1;1;1;1;0;1;1;4.3.2;180.496;333213.6
1;1;0;0;0;1;1;1;1;1;1;1;0;0;4.3.2;172.082;333053.6
1;1;0;0;0;1;1;1;1;1;1;1;0;1;4.3.2;178.98;332347.2
1;1;0;0;0;1;1;1;1;1;1;1;1;0;4.3.2;175.92;333212.8
1;1;0;0;0;1;1;1;1;1;1;1;1;1;4.3.2;178.142;333210.4
1;1;0;0;1;0;0;0;0;0;0;0;0;0;4.3.2;164.576;155539.2
1;1;0;0;1;0;0;0;0;0;0;0;0;1;4.3.2;168.258;155467.2
1;1;0;0;1;0;0;0;0;0;0;0;1;0;4.3.2;168.81;155689.6
1;1;0;0;1;0;0;0;0;0;0;0;1;1;4.3.2;164.87;155420
1;1;0;0;1;0;0;0;0;0;0;1;0;0;4.3.2;174.012;155712
1;1;0;0;1;0;0;0;0;0;0;1;0;1;4.3.2;172.236;155863.2
1;1;0;0;1;0;0;0;0;0;0;1;1;0;4.3.2;167.996;155404
1;1;0;0;1;0;0;0;0;0;0;1;1;1;4.3.2;170.674;155655.2
1;1;0;0;1;0;0;0;0;0;1;0;0;0;4.3.2;162.746;155688.8
1;1;0;0;1;0;0;0;0;0;1;0;0;1;4.3.2;162.264;155337.6
1;1;0;0;1;0;0;0;0;0;1;0;1;0;4.3.2;167.32;155685.6
1;1;0;0;1;0;0;0;0;0;1;0;1;1;4.3.2;166.044;155792.8
1;1;0;0;1;0;0;0;0;0;1;1;0;0;4.3.2;163.364;155270.4
1;1;0;0;1;0;0;0;0;0;1;1;0;1;4.3.2;170.612;155579.2
1;1;0;0;1;0;0;0;0;0;1;1;1;0;4.3.2;166.87;155276.8
1;1;0;0;1;0;0;0;0;0;1;1;1;1;4.3.2;167.424;155759.2
1;1;0;0;1;0;0;0;0;1;0;0;0;0;4.3.2;167.82;155748.8
1;1;0;0;1;0;0;0;0;1;0;0;0;1;4.3.2;162.828;155612
1;1;0;0;1;0;0;0;0;1;0;0;1;0;4.3.2;166.89;155680
1;1;0;0;1;0;0;0;0;1;0;0;1;1;4.3.2;166.52;155616
1;1;0;0;1;0;0;0;0;1;0;1;0;0;4.3.2;170.782;155724
1;1;0;0;1;0;0;0;0;1;0;1;0;1;4.3.2;171.91;155564
1;1;0;0;1;0;0;0;0;1;0;1;1;0;4.3.2;165.58;155125.6
1;1;0;0;1;0;0;0;0;1;0;1;1;1;4.3.2;168.094;155756.8
1;1;0;0;1;0;0;0;0;1;1;0;0;0;4.3.2;167.806;155642.4
1;1;0;0;1;0;0;0;0;1;1;0;0;1;4.3.2;162.946;155440
1;1;0;0;1;0;0;0;0;1;1;0;1;0;4.3.2;165.594;155780.8
1;1;0;0;1;0;0;0;0;1;1;0;1;1;4.3.2;170.512;155524.8
1;1;0;0;1;0;0;0;0;1;1;1;0;0;4.3.2;163.784;155530.4
1;1;0;0;1;0;0;0;0;1;1;1;0;1;4.3.2;170.696;155579.2
1;1;0;0;1;0;0;0;0;1;1;1;1;0;4.3.2;164.694;155518.4
1;1;0;0;1;0;0;0;0;1;1;1;1;1;4.3.2;165.828;155589.6
1;1;0;0;1;0;0;0;1;0;0;0;0;0;4.3.2;171.346;155669.6
1;1;0;0;1;0;0;0;1;0;0;0;0;1;4.3.2;166.286;155560
1;1;0;0;1;0;0;0;1;0;0;0;1;0;4.3.2;170.444;155812
1;1;0;0;1;0;0;0;1;0;0;0;1;1;4.3.2;173.632;155565.6
1;1;0;0;1;0;0;0;1;0;0;1;0;0;4.3.2;164.662;155173.6
1;1;0;0;1;0;0;0;1;0;0;1;0;1;4.3.2;164.842;155660.8
1;1;0;0;1;0;0;0;1;0;0;1;1;0;4.3.2;168.644;155566.4
1;1;0;0;1;0;0;0;1;0;0;1;1;1;4.3.2;162.436;155562.4
1;1;0;0;1;0;0;0;1;0;1;0;0;0;4.3.2;164.56;155868
1;1;0;0;1;0;0;0;1;0;1;0;0;1;4.3.2;171.196;155805.6
1;1;0;0;1;0;0;0;1;0;1;0;1;0;4.3.2;165.088;155544.8
1;1;0;0;1;0;0;0;1;0;1;0;1;1;4.3.2;168.22;155773.6
1;1;0;0;1;0;0;0;1;0;1;1;0;0;4.3.2;161.35;155335.2
1;1;0;0;1;0;0;0;1;0;1;1;0;1;4.3.2;168.412;155675.2
1;1;0;0;1;0;0;0;1;0;1;1;1;0;4.3.2;171.976;155677.6
1;1;0;0;1;0;0;0;1;0;1;1;1;1;4.3.2;165.454;155357.6
1;1;0;0;1;0;0;0;1;1;0;0;0;0;4.3.2;170.132;155698.4
1;1;0;0;1;0;0;0;1;1;0;0;0;1;4.3.2;173.504;155728.8
1;1;0;0;1;0;0;0;1;1;0;0;1;0;4.3.2;161.424;155149.6
1;1;0;0;1;0;0;0;1;1;0;0;1;1;4.3.2;166.334;155800.8
1;1;0;0;1;0;0;0;1;1;0;1;0;0;4.3.2;167.4;155592.8
1;1;0;0;1;0;0;0;1;1;0;1;0;1;4.3.2;163.402;155569.6
1;1;0;0;1;0;0;0;1;1;0;1;1;0;4.3.2;167.37;155665.6
1;1;0;0;1;0;0;0;1;1;0;1;1;1;4.3.2;163.956;155357.6
1;1;0;0;1;0;0;0;1;1;1;0;0;0;4.3.2;170.022;155716
1;1;0;0;1;0;0;0;1;1;1;0;0;1;4.3.2;159.118;155552
1;1;0;0;1;0;0;0;1;1;1;0;1;0;4.3.2;167.044;155835.2
1;1;0;0;1;0;0;0;1;1;1;0;1;1;4.3.2;165.07;155273.6
1;1;0;0;1;0;0;0;1;1;1;1;0;0;4.3.2;169.342;155600.8
1;1;0;0;1;0;0;0;1;1;1;1;0;1;4.3.2;172.47;155619.2
1;1;0;0;1;0;0;0;1;1;1;1;1;0;4.3.2;165.882;155500
1;1;0;0;1;0;0;0;1;1;1;1;1;1;4.3.2;169.728;155935.2
1;1;0;0;1;0;0;1;0;0;0;0;0;0;4.3.2;222.74;643533.6
1;1;0;0;1;0;0;1;0;0;0;0;0;1;4.3.2;219.18;643771.2
