,performance,revision
3814,18.116,1.0.0
3815,11.096,1.0.0
3816,218.716,1.0.0
3817,107.632,1.0.0
3818,110.504,1.0.0
3819,55.23,1.0.0
3820,73.982,1.0.0
3821,36.708,1.0.0
3822,31.778,1.0.0
3823,22.834,1.0.0
3824,52.266,1.0.0
3825,66.484,1.0.0
3826,78.956,1.0.0
3827,58.308,1.0.0
3828,37.124,1.0.0
3829,25.756,1.0.0
3830,32.728,1.0.0
3831,19.988,1.0.0
3832,23.702,1.0.0
3833,14.404,1.0.0
3834,36.256,1.0.0
3835,18.446,1.0.0
3836,19.264,1.0.0
3837,10.19,1.0.0
3838,13.33,1.0.0
3839,7.16,1.0.0
3840,11.386,1.0.0
3841,8.618,1.0.0
3842,7.12,1.0.0
3843,5.19,1.0.0
3844,5.324,1.0.0
3845,3.956,1.0.0
3846,16.572,1.0.0
3847,11.15,1.0.0
3848,13.22,1.0.0
3849,8.226,1.0.0
3850,10.886,1.0.0
3851,6.658,1.0.0
3852,105.494,1.0.0
3853,52.502,1.0.0
3854,53.27,1.0.0
3855,26.284,1.0.0
3856,35.446,1.0.0
3857,17.518,1.0.0
3858,29.596,1.0.0
3859,20.406,1.0.0
3860,17.282,1.0.0
3861,11.644,1.0.0
3862,12.818,1.0.0
3863,8.542,1.0.0
3864,35.258,1.0.0
3865,23.0,1.0.0
3866,23.332,1.0.0
3867,14.496,1.0.0
3868,18.128,1.0.0
3869,11.108,1.0.0
3870,218.272,1.0.0
3871,107.542,1.0.0
3872,110.47,1.0.0
3873,55.128,1.0.0
3874,73.956,1.0.0
3875,36.672,1.0.0
3876,31.724,1.0.0
3877,22.762,1.0.0
3878,52.338,1.0.0
3879,66.49,1.0.0
3880,79.222,1.0.0
3881,58.396,1.0.0
3882,37.05,1.0.0
3883,25.59,1.0.0
3884,32.67,1.0.0
3885,19.95,1.0.0
3886,23.762,1.0.0
3887,14.354,1.0.0
3888,28.804,1.0.0
3889,14.936,1.0.0
3890,15.532,1.0.0
3891,8.342,1.0.0
3892,10.854,1.0.0
3893,5.998,1.0.0
3894,11.294,1.0.0
3895,9.722,1.0.0
3896,7.022,1.0.0
3897,5.94,1.0.0
3898,5.306,1.0.0
3899,4.396,1.0.0
3900,16.774,1.0.0
3901,14.436,1.0.0
3902,13.24,1.0.0
3903,9.262,1.0.0
3904,9.404,1.0.0
3905,6.93,1.0.0
3906,81.062,1.0.0
3907,40.534,1.0.0
3908,40.994,1.0.0
3909,20.306,1.0.0
3910,27.284,1.0.0
3911,13.306,1.0.0
3912,29.602,1.0.0
3913,21.984,1.0.0
3914,17.292,1.0.0
3915,12.692,1.0.0
3916,12.758,1.0.0
3917,9.268,1.0.0
3918,35.184,1.0.0
3919,26.722,1.0.0
3920,23.184,1.0.0
3921,15.896,1.0.0
3922,16.398,1.0.0
3923,11.61,1.0.0
3924,162.552,1.0.0
3925,79.998,1.0.0
3926,80.986,1.0.0
3927,41.37,1.0.0
3928,54.966,1.0.0
3929,27.276,1.0.0
3930,31.708,1.0.0
3931,27.84,1.0.0
3932,41.112,1.0.0
3933,59.084,1.0.0
3934,79.302,1.0.0
3935,84.46,1.0.0
3936,37.094,1.0.0
3937,39.526,1.0.0
3938,32.83,1.0.0
3939,27.604,1.0.0
3940,22.266,1.0.0
3941,20.004,1.0.0
3942,28.916,1.0.0
3943,14.758,1.0.0
3944,15.496,1.0.0
3945,8.26,1.0.0
3946,10.876,1.0.0
3947,5.87,1.0.0
3948,11.278,1.0.0
3949,8.644,1.0.0
3950,6.976,1.0.0
3951,5.144,1.0.0
3952,5.256,1.0.0
3953,3.906,1.0.0
3954,16.584,1.0.0
3955,11.082,1.0.0
3956,13.294,1.0.0
3957,8.158,1.0.0
3958,9.342,1.0.0
3959,5.926,1.0.0
3960,80.902,1.0.0
3961,40.086,1.0.0
3962,41.174,1.0.0
3963,20.41,1.0.0
3964,27.29,1.0.0
3965,13.258,1.0.0
3966,29.612,1.0.0
3967,20.278,1.0.0
3968,17.268,1.0.0
3969,11.67,1.0.0
3970,12.81,1.0.0
3971,8.542,1.0.0
3972,35.25,1.0.0
3973,22.976,1.0.0
3974,23.366,1.0.0
3975,14.586,1.0.0
3976,16.486,1.0.0
3977,10.462,1.0.0
3978,162.544,1.0.0
3979,80.046,1.0.0
3980,81.022,1.0.0
3981,41.304,1.0.0
3982,55.182,1.0.0
3983,27.212,1.0.0
3984,31.614,1.0.0
3985,22.902,1.0.0
3986,41.018,1.0.0
3987,44.47,1.0.0
3988,79.38,1.0.0
3989,59.884,1.0.0
3990,37.052,1.0.0
3991,25.544,1.0.0
3992,32.96,1.0.0
3993,20.088,1.0.0
3994,22.278,1.0.0
3995,13.788,1.0.0
3996,36.192,1.0.0
3997,18.424,1.0.0
3998,19.22,1.0.0
3999,10.302,1.0.0
4000,13.406,1.0.0
4001,7.228,1.0.0
4002,11.374,1.0.0
4003,9.732,1.0.0
4004,7.0,1.0.0
4005,5.906,1.0.0
4006,5.26,1.0.0
4007,4.394,1.0.0
4008,16.722,1.0.0
4009,14.452,1.0.0
4010,13.26,1.0.0
4011,9.638,1.0.0
4012,10.93,1.0.0
4013,7.672,1.0.0
4014,105.63,1.0.0
4015,52.618,1.0.0
4016,53.24,1.0.0
4017,26.338,1.0.0
4018,35.324,1.0.0
4019,17.686,1.0.0
4020,29.624,1.0.0
4021,21.866,1.0.0
4022,17.3,1.0.0
4023,12.688,1.0.0
4024,12.808,1.0.0
4025,9.226,1.0.0
4026,35.278,1.0.0
4027,26.712,1.0.0
4028,23.298,1.0.0
4029,16.282,1.0.0
4030,18.154,1.0.0
4031,12.302,1.0.0
4032,218.416,1.0.0
4033,107.722,1.0.0
4034,110.566,1.0.0
4035,55.294,1.0.0
4036,74.09,1.0.0
4037,36.676,1.0.0
4038,31.704,1.0.0
4039,27.94,1.0.0
4040,52.44,1.0.0
4041,89.734,1.0.0
4042,79.018,1.0.0
4043,81.91,1.0.0
4044,37.096,1.0.0
4045,39.516,1.0.0
4046,32.562,1.0.0
4047,29.136,1.0.0
4048,23.734,1.0.0
4049,21.054,1.0.0
4050,36.052,1.0.0
4051,18.56,1.0.0
4052,19.384,1.0.0
4053,10.08,1.0.0
4054,13.354,1.0.0
4055,7.232,1.0.0
4056,11.384,1.0.0
4057,8.626,1.0.0
4058,7.084,1.0.0
4059,5.204,1.0.0
4060,5.316,1.0.0
4061,3.872,1.0.0
4062,16.636,1.0.0
4063,11.134,1.0.0
4064,13.314,1.0.0
4065,8.256,1.0.0
4066,10.9,1.0.0
4067,6.612,1.0.0
4068,105.554,1.0.0
4069,52.56,1.0.0
4070,53.158,1.0.0
4071,26.158,1.0.0
4072,35.458,1.0.0
4073,17.496,1.0.0
4074,29.64,1.0.0
4075,20.326,1.0.0
4076,17.296,1.0.0
4077,11.744,1.0.0
4078,12.822,1.0.0
4079,8.512,1.0.0
4080,35.172,1.0.0
4081,23.07,1.0.0
4082,23.3,1.0.0
4083,14.614,1.0.0
4084,17.984,1.0.0
4085,11.072,1.0.0
4086,218.78,1.0.0
4087,107.72,1.0.0
4088,110.68,1.0.0
4089,55.22,1.0.0
4090,74.06,1.0.0
4091,36.652,1.0.0
4092,31.678,1.0.0
4093,22.874,1.0.0
4094,52.3,1.0.0
4095,66.638,1.0.0
4096,79.112,1.0.0
4097,58.48,1.0.0
4098,37.096,1.0.0
4099,25.55,1.0.0
4100,32.626,1.0.0
4101,19.95,1.0.0
4102,23.77,1.0.0
4103,14.32,1.0.0
4104,36.14,1.0.0
4105,18.51,1.0.0
4106,19.232,1.0.0
4107,10.246,1.0.0
4108,13.422,1.0.0
4109,7.308,1.0.0
4110,11.33,1.0.0
4111,9.794,1.0.0
4112,7.026,1.0.0
4113,5.908,1.0.0
4114,5.278,1.0.0
4115,4.44,1.0.0
4116,16.58,1.0.0
4117,14.502,1.0.0
4118,13.2,1.0.0
4119,9.626,1.0.0
4120,10.974,1.0.0
4121,7.67,1.0.0
4122,105.7,1.0.0
4123,52.716,1.0.0
4124,52.964,1.0.0
4125,26.362,1.0.0
4126,35.428,1.0.0
4127,17.586,1.0.0
4128,29.668,1.0.0
4129,21.986,1.0.0
4130,17.33,1.0.0
4131,12.638,1.0.0
4132,12.76,1.0.0
4133,9.138,1.0.0
4134,35.172,1.0.0
4135,26.674,1.0.0
4136,23.25,1.0.0
4137,16.28,1.0.0
4138,18.066,1.0.0
4139,12.284,1.0.0
4140,218.872,1.0.0
4141,107.524,1.0.0
4142,110.652,1.0.0
4143,55.208,1.0.0
4144,73.952,1.0.0
4145,36.654,1.0.0
4146,31.676,1.0.0
4147,27.768,1.0.0
4148,52.242,1.0.0
4149,90.022,1.0.0
4150,79.072,1.0.0
4151,81.926,1.0.0
4152,37.214,1.0.0
4153,39.522,1.0.0
4154,32.536,1.0.0
4155,29.25,1.0.0
4156,23.68,1.0.0
4157,21.032,1.0.0
4158,36.154,1.0.0
4159,18.612,1.0.0
4160,19.334,1.0.0
4161,10.104,1.0.0
4162,13.31,1.0.0
4163,7.168,1.0.0
4164,11.384,1.0.0
4165,8.632,1.0.0
4166,7.046,1.0.0
4167,5.192,1.0.0
4168,5.282,1.0.0
4169,3.914,1.0.0
4170,16.556,1.0.0
4171,11.312,1.0.0
4172,13.26,1.0.0
4173,8.182,1.0.0
4174,10.878,1.0.0
4175,6.652,1.0.0
4176,105.85,1.0.0
4177,52.532,1.0.0
4178,52.998,1.0.0
4179,26.24,1.0.0
4180,35.38,1.0.0
4181,17.466,1.0.0
4182,29.564,1.0.0
4183,20.358,1.0.0
4184,17.284,1.0.0
4185,11.618,1.0.0
4186,12.83,1.0.0
4187,8.552,1.0.0
4188,35.03,1.0.0
4189,23.018,1.0.0
4190,23.46,1.0.0
4191,14.626,1.0.0
4192,18.038,1.0.0
4193,11.048,1.0.0
4194,219.056,1.0.0
4195,107.356,1.0.0
4196,110.47,1.0.0
4197,55.232,1.0.0
4198,74.06,1.0.0
4199,36.594,1.0.0
4200,31.742,1.0.0
4201,22.808,1.0.0
4202,52.242,1.0.0
4203,66.704,1.0.0
4204,79.248,1.0.0
4205,58.5,1.0.0
4206,37.184,1.0.0
4207,25.54,1.0.0
4208,32.67,1.0.0
4209,19.906,1.0.0
4210,23.794,1.0.0
4211,14.368,1.0.0
4212,28.78,1.0.0
4213,14.824,1.0.0
4214,15.552,1.0.0
4215,8.288,1.0.0
4216,10.894,1.0.0
4217,5.854,1.0.0
4218,11.35,1.0.0
4219,9.738,1.0.0
4220,7.046,1.0.0
4221,5.952,1.0.0
4222,5.302,1.0.0
4223,4.458,1.0.0
4224,16.602,1.0.0
4225,14.476,1.0.0
4226,13.224,1.0.0
4227,9.214,1.0.0
4228,9.432,1.0.0
4229,6.834,1.0.0
4230,81.01,1.0.0
4231,40.412,1.0.0
4232,41.094,1.0.0
4233,20.418,1.0.0
4234,27.358,1.0.0
4235,13.302,1.0.0
4236,29.604,1.0.0
4237,22.006,1.0.0
4238,17.216,1.0.0
4239,12.686,1.0.0
4240,12.808,1.0.0
4241,9.206,1.0.0
4242,35.062,1.0.0
4243,26.728,1.0.0
4244,23.318,1.0.0
4245,15.898,1.0.0
4246,16.362,1.0.0
4247,11.596,1.0.0
4248,162.524,1.0.0
4249,79.852,1.0.0
4250,80.8,1.0.0
4251,41.326,1.0.0
4252,55.098,1.0.0
4253,27.358,1.0.0
4254,31.754,1.0.0
4255,27.89,1.0.0
4256,41.114,1.0.0
4257,59.038,1.0.0
4258,79.126,1.0.0
4259,84.424,1.0.0
4260,37.016,1.0.0
4261,39.74,1.0.0
4262,32.822,1.0.0
4263,27.68,1.0.0
4264,22.262,1.0.0
4265,19.936,1.0.0
4266,28.82,1.0.0
4267,14.782,1.0.0
4268,15.538,1.0.0
4269,8.212,1.0.0
4270,10.842,1.0.0
4271,5.864,1.0.0
4272,11.274,1.0.0
4273,8.59,1.0.0
4274,7.022,1.0.0
4275,5.232,1.0.0
4276,5.258,1.0.0
4277,3.9,1.0.0
4278,16.6,1.0.0
4279,11.134,1.0.0
4280,13.282,1.0.0
4281,8.178,1.0.0
4282,9.446,1.0.0
4283,6.004,1.0.0
4284,81.002,1.0.0
4285,40.236,1.0.0
4286,40.988,1.0.0
4287,20.294,1.0.0
4288,27.256,1.0.0
4289,13.268,1.0.0
4290,29.614,1.0.0
4291,20.238,1.0.0
4292,17.292,1.0.0
4293,11.67,1.0.0
4294,12.778,1.0.0
4295,8.516,1.0.0
4296,35.218,1.0.0
4297,22.954,1.0.0
4298,23.316,1.0.0
4299,14.574,1.0.0
4300,16.436,1.0.0
4301,10.348,1.0.0
4302,162.638,1.0.0
4303,79.82,1.0.0
4304,80.85,1.0.0
4305,41.184,1.0.0
4306,55.204,1.0.0
4307,27.18,1.0.0
4308,31.652,1.0.0
4309,22.922,1.0.0
4310,41.062,1.0.0
4311,44.318,1.0.0
4312,79.33,1.0.0
4313,59.962,1.0.0
4314,37.32,1.0.0
4315,25.724,1.0.0
4316,32.836,1.0.0
4317,20.098,1.0.0
4318,22.208,1.0.0
4319,13.794,1.0.0
4320,36.41,1.0.0
4321,18.57,1.0.0
4322,19.232,1.0.0
4323,10.212,1.0.0
4324,13.366,1.0.0
4325,7.218,1.0.0
4326,11.424,1.0.0
4327,9.628,1.0.0
4328,7.092,1.0.0
4329,5.878,1.0.0
4330,5.306,1.0.0
4331,4.416,1.0.0
4332,16.538,1.0.0
4333,14.354,1.0.0
4334,13.196,1.0.0
4335,9.66,1.0.0
4336,10.938,1.0.0
4337,7.598,1.0.0
4338,105.822,1.0.0
4339,52.474,1.0.0
4340,53.056,1.0.0
4341,26.324,1.0.0
4342,35.478,1.0.0
4343,17.588,1.0.0
4344,29.714,1.0.0
4345,22.062,1.0.0
4346,17.248,1.0.0
4347,12.678,1.0.0
4348,12.832,1.0.0
4349,9.22,1.0.0
4350,35.206,1.0.0
4351,26.638,1.0.0
4352,23.336,1.0.0
4353,16.318,1.0.0
4354,18.118,1.0.0
4355,12.282,1.0.0
4356,218.858,1.0.0
4357,107.392,1.0.0
4358,110.636,1.0.0
4359,55.238,1.0.0
4360,74.04,1.0.0
4361,36.724,1.0.0
4362,31.706,1.0.0
4363,27.982,1.0.0
4364,52.412,1.0.0
4365,89.74,1.0.0
4366,79.252,1.0.0
4367,82.0,1.0.0
4368,37.11,1.0.0
4369,39.538,1.0.0
4370,32.704,1.0.0
4371,29.13,1.0.0
4372,23.768,1.0.0
4373,21.05,1.0.0
4374,36.23,1.0.0
4375,18.458,1.0.0
4376,19.26,1.0.0
4377,10.146,1.0.0
4378,13.394,1.0.0
4379,7.24,1.0.0
4380,11.342,1.0.0
4381,8.616,1.0.0
4382,7.034,1.0.0
4383,5.174,1.0.0
4384,5.316,1.0.0
4385,3.91,1.0.0
4386,16.618,1.0.0
4387,11.186,1.0.0
4388,13.24,1.0.0
4389,8.146,1.0.0
4390,10.956,1.0.0
4391,6.67,1.0.0
4392,105.594,1.0.0
4393,52.38,1.0.0
4394,52.944,1.0.0
4395,26.156,1.0.0
4396,35.37,1.0.0
4397,17.574,1.0.0
4398,29.762,1.0.0
4399,20.192,1.0.0
4400,17.216,1.0.0
4401,11.6,1.0.0
4402,12.848,1.0.0
4403,8.516,1.0.0
4404,35.18,1.0.0
4405,23.058,1.0.0
4406,23.274,1.0.0
4407,14.594,1.0.0
4408,18.184,1.0.0
4409,11.036,1.0.0
4410,218.69,1.0.0
4411,107.876,1.0.0
4412,110.75,1.0.0
4413,55.178,1.0.0
4414,74.032,1.0.0
4415,36.544,1.0.0
4416,31.602,1.0.0
4417,22.868,1.0.0
4418,52.322,1.0.0
4419,66.52,1.0.0
4420,79.242,1.0.0
4421,58.368,1.0.0
4422,37.218,1.0.0
4423,25.644,1.0.0
4424,32.588,1.0.0
4425,19.874,1.0.0
4426,23.784,1.0.0
4427,14.324,1.0.0
4428,36.078,1.0.0
4429,18.476,1.0.0
4430,19.168,1.0.0
4431,10.192,1.0.0
4432,13.32,1.0.0
4433,7.23,1.0.0
4434,11.394,1.0.0
4435,9.682,1.0.0
4436,7.018,1.0.0
4437,5.872,1.0.0
4438,5.302,1.0.0
4439,4.406,1.0.0
4440,16.5,1.0.0
4441,14.372,1.0.0
4442,13.292,1.0.0
4443,9.63,1.0.0
4444,10.938,1.0.0
4445,7.596,1.0.0
4446,105.83,1.0.0
4447,52.606,1.0.0
4448,53.154,1.0.0
4449,26.298,1.0.0
4450,35.364,1.0.0
4451,17.572,1.0.0
4452,29.59,1.0.0
4453,21.828,1.0.0
4454,17.302,1.0.0
4455,12.732,1.0.0
4456,12.81,1.0.0
4457,9.192,1.0.0
4458,35.136,1.0.0
4459,26.754,1.0.0
4460,23.296,1.0.0
4461,16.34,1.0.0
4462,18.144,1.0.0
4463,12.328,1.0.0
4464,218.598,1.0.0
4465,107.46,1.0.0
4466,110.83,1.0.0
4467,55.292,1.0.0
4468,73.948,1.0.0
4469,36.754,1.0.0
4470,31.782,1.0.0
4471,27.956,1.0.0
4472,52.23,1.0.0
4473,90.056,1.0.0
4474,79.286,1.0.0
4475,81.868,1.0.0
4476,37.294,1.0.0
4477,39.58,1.0.0
4478,32.732,1.0.0
4479,29.128,1.0.0
4480,23.794,1.0.0
4481,20.934,1.0.0
4482,36.3,1.0.0
4483,18.554,1.0.0
4484,19.21,1.0.0
4485,10.146,1.0.0
4486,13.362,1.0.0
4487,7.186,1.0.0
4488,11.446,1.0.0
4489,8.602,1.0.0
4490,7.006,1.0.0
4491,5.202,1.0.0
4492,5.276,1.0.0
4493,3.9,1.0.0
4494,16.728,1.0.0
4495,11.14,1.0.0
4496,13.29,1.0.0
4497,8.244,1.0.0
4498,11.012,1.0.0
4499,6.686,1.0.0
4500,105.414,1.0.0
4501,52.468,1.0.0
4502,53.296,1.0.0
4503,26.17,1.0.0
4504,35.526,1.0.0
4505,17.508,1.0.0
4506,29.724,1.0.0
4507,20.334,1.0.0
4508,17.204,1.0.0
4509,11.69,1.0.0
4510,12.834,1.0.0
4511,8.546,1.0.0
4512,35.162,1.0.0
4513,23.034,1.0.0
4514,23.214,1.0.0
4515,14.604,1.0.0
4516,18.142,1.0.0
4517,11.104,1.0.0
4518,218.922,1.0.0
4519,107.448,1.0.0
4520,110.652,1.0.0
4521,55.046,1.0.0
4522,73.988,1.0.0
4523,36.654,1.0.0
4524,31.678,1.0.0
4525,22.804,1.0.0
4526,52.356,1.0.0
4527,66.552,1.0.0
4528,79.052,1.0.0
4529,58.224,1.0.0
4530,37.15,1.0.0
4531,25.548,1.0.0
4532,32.676,1.0.0
4533,19.998,1.0.0
4534,23.838,1.0.0
4535,14.39,1.0.0
4536,28.81,1.0.0
4537,14.922,1.0.0
4538,15.506,1.0.0
4539,8.288,1.0.0
4540,10.842,1.0.0
4541,5.846,1.0.0
4542,11.29,1.0.0
4543,9.84,1.0.0
4544,7.03,1.0.0
4545,5.882,1.0.0
4546,5.278,1.0.0
4547,4.462,1.0.0
4548,16.658,1.0.0
4549,14.372,1.0.0
4550,13.278,1.0.0
4551,9.256,1.0.0
4552,9.496,1.0.0
4553,6.958,1.0.0
4554,80.986,1.0.0
4555,40.192,1.0.0
4556,41.026,1.0.0
4557,20.386,1.0.0
4558,27.216,1.0.0
4559,13.268,1.0.0
4560,29.556,1.0.0
4561,21.89,1.0.0
4562,17.292,1.0.0
4563,12.72,1.0.0
4564,12.746,1.0.0
4565,9.23,1.0.0
4566,35.184,1.0.0
4567,26.734,1.0.0
4568,23.24,1.0.0
4569,15.924,1.0.0
4570,16.408,1.0.0
4571,11.632,1.0.0
4572,162.59,1.0.0
4573,80.06,1.0.0
4574,80.978,1.0.0
4575,41.382,1.0.0
4576,55.068,1.0.0
4577,27.212,1.0.0
4578,31.664,1.0.0
4579,28.04,1.0.0
4580,40.952,1.0.0
4581,59.014,1.0.0
4582,79.324,1.0.0
4583,84.46,1.0.0
4584,36.932,1.0.0
4585,39.618,1.0.0
4586,32.784,1.0.0
4587,27.648,1.0.0
4588,22.32,1.0.0
4589,20.03,1.0.0
4590,28.972,1.0.0
4591,14.888,1.0.0
4592,15.542,1.0.0
4593,8.266,1.0.0
4594,10.844,1.0.0
4595,5.89,1.0.0
4596,11.306,1.0.0
4597,8.576,1.0.0
4598,7.04,1.0.0
4599,5.27,1.0.0
4600,5.404,1.0.0
4601,3.904,1.0.0
4602,16.746,1.0.0
4603,11.234,1.0.0
4604,13.196,1.0.0
4605,8.126,1.0.0
4606,9.41,1.0.0
4607,5.988,1.0.0
4608,80.914,1.0.0
4609,40.292,1.0.0
4610,41.04,1.0.0
4611,20.442,1.0.0
4612,27.3,1.0.0
4613,13.302,1.0.0
4614,29.536,1.0.0
4615,20.348,1.0.0
4616,17.23,1.0.0
4617,11.62,1.0.0
4618,12.78,1.0.0
4619,8.564,1.0.0
4620,35.184,1.0.0
4621,22.94,1.0.0
4622,23.3,1.0.0
4623,14.696,1.0.0
4624,16.456,1.0.0
4625,10.338,1.0.0
4626,162.68,1.0.0
4627,79.812,1.0.0
4628,80.842,1.0.0
4629,41.24,1.0.0
4630,55.016,1.0.0
4631,27.246,1.0.0
4632,31.772,1.0.0
4633,22.908,1.0.0
4634,41.11,1.0.0
4635,44.506,1.0.0
4636,79.346,1.0.0
4637,59.83,1.0.0
4638,37.142,1.0.0
4639,25.68,1.0.0
4640,32.76,1.0.0
4641,20.036,1.0.0
4642,22.24,1.0.0
4643,13.908,1.0.0
4644,36.27,1.0.0
4645,18.506,1.0.0
4646,19.238,1.0.0
4647,10.216,1.0.0
4648,13.382,1.0.0
4649,7.242,1.0.0
4650,11.416,1.0.0
4651,9.824,1.0.0
4652,7.032,1.0.0
4653,5.838,1.0.0
4654,5.256,1.0.0
4655,4.42,1.0.0
4656,16.65,1.0.0
4657,14.426,1.0.0
4658,13.228,1.0.0
4659,9.582,1.0.0
4660,10.92,1.0.0
4661,7.62,1.0.0
4662,105.438,1.0.0
4663,52.598,1.0.0
4664,53.23,1.0.0
4665,26.338,1.0.0
4666,35.382,1.0.0
4667,17.656,1.0.0
4668,29.656,1.0.0
4669,21.886,1.0.0
4670,17.288,1.0.0
4671,12.634,1.0.0
4672,12.81,1.0.0
4673,9.166,1.0.0
4674,35.298,1.0.0
4675,26.718,1.0.0
4676,23.212,1.0.0
4677,16.284,1.0.0
4678,18.034,1.0.0
4679,12.288,1.0.0
4680,218.376,1.0.0
4681,107.702,1.0.0
4682,110.71,1.0.0
4683,55.288,1.0.0
4684,74.08,1.0.0
4685,36.68,1.0.0
4686,31.716,1.0.0
4687,28.042,1.0.0
4688,52.262,1.0.0
4689,89.82,1.0.0
4690,79.258,1.0.0
4691,81.92,1.0.0
4692,37.15,1.0.0
4693,39.632,1.0.0
4694,32.752,1.0.0
4695,29.184,1.0.0
4696,23.738,1.0.0
4697,21.016,1.0.0
4698,36.486,1.0.0
4699,18.586,1.0.0
4700,19.238,1.0.0
4701,10.1,1.0.0
4702,13.39,1.0.0
4703,7.26,1.0.0
4704,11.41,1.0.0
4705,8.562,1.0.0
4706,7.044,1.0.0
4707,5.26,1.0.0
4708,5.254,1.0.0
4709,3.92,1.0.0
4710,16.652,1.0.0
4711,11.114,1.0.0
4712,13.186,1.0.0
4713,8.216,1.0.0
4714,10.938,1.0.0
4715,6.686,1.0.0
4716,105.816,1.0.0
4717,52.724,1.0.0
4718,53.256,1.0.0
4719,26.198,1.0.0
4720,35.51,1.0.0
4721,17.446,1.0.0
4722,29.756,1.0.0
4723,20.334,1.0.0
4724,17.334,1.0.0
4725,11.724,1.0.0
4726,12.806,1.0.0
4727,8.524,1.0.0
4728,35.26,1.0.0
4729,23.02,1.0.0
4730,23.386,1.0.0
4731,14.514,1.0.0
4732,18.126,1.0.0
4733,11.136,1.0.0
4734,218.612,1.0.0
4735,107.634,1.0.0
4736,110.726,1.0.0
4737,55.254,1.0.0
4738,74.074,1.0.0
4739,36.642,1.0.0
4740,31.66,1.0.0
4741,22.864,1.0.0
4742,52.43,1.0.0
4743,66.44,1.0.0
4744,79.232,1.0.0
4745,58.56,1.0.0
4746,37.036,1.0.0
4747,25.604,1.0.0
4748,32.776,1.0.0
4749,19.91,1.0.0
4750,23.78,1.0.0
4751,14.418,1.0.0
4752,36.144,1.0.0
4753,18.704,1.0.0
4754,19.24,1.0.0
4755,10.176,1.0.0
4756,13.392,1.0.0
4757,7.246,1.0.0
4758,11.376,1.0.0
4759,9.684,1.0.0
4760,7.05,1.0.0
4761,5.908,1.0.0
4762,5.292,1.0.0
4763,4.418,1.0.0
4764,16.636,1.0.0
4765,14.436,1.0.0
4766,13.278,1.0.0
4767,9.736,1.0.0
4768,10.942,1.0.0
4769,7.55,1.0.0
4770,105.41,1.0.0
4771,52.334,1.0.0
4772,53.27,1.0.0
4773,26.304,1.0.0
4774,35.49,1.0.0
4775,17.548,1.0.0
4776,29.72,1.0.0
4777,21.892,1.0.0
4778,17.336,1.0.0
4779,12.696,1.0.0
4780,12.802,1.0.0
4781,9.242,1.0.0
4782,35.186,1.0.0
4783,26.676,1.0.0
4784,23.25,1.0.0
4785,16.274,1.0.0
4786,18.104,1.0.0
4787,12.246,1.0.0
4788,218.448,1.0.0
4789,107.566,1.0.0
4790,110.584,1.0.0
4791,55.28,1.0.0
4792,73.946,1.0.0
4793,36.716,1.0.0
4794,31.588,1.0.0
4795,27.9,1.0.0
4796,52.308,1.0.0
4797,89.692,1.0.0
4798,79.108,1.0.0
4799,81.968,1.0.0
4800,37.092,1.0.0
4801,39.55,1.0.0
4802,32.798,1.0.0
4803,29.122,1.0.0
4804,23.734,1.0.0
4805,20.97,1.0.0
4806,36.152,1.0.0
4807,18.496,1.0.0
4808,19.45,1.0.0
4809,10.154,1.0.0
4810,13.276,1.0.0
4811,7.19,1.0.0
4812,11.406,1.0.0
4813,8.576,1.0.0
4814,7.092,1.0.0
4815,5.24,1.0.0
4816,5.316,1.0.0
4817,3.942,1.0.0
4818,16.544,1.0.0
4819,11.182,1.0.0
4820,13.242,1.0.0
4821,8.212,1.0.0
4822,10.936,1.0.0
4823,6.658,1.0.0
4824,106.014,1.0.0
4825,52.322,1.0.0
4826,53.28,1.0.0
4827,26.304,1.0.0
4828,35.49,1.0.0
4829,17.414,1.0.0
4830,29.648,1.0.0
4831,20.384,1.0.0
4832,17.24,1.0.0
4833,11.62,1.0.0
4834,12.822,1.0.0
4835,8.508,1.0.0
4836,35.152,1.0.0
4837,22.962,1.0.0
4838,23.218,1.0.0
4839,14.514,1.0.0
4840,18.092,1.0.0
4841,11.106,1.0.0
4842,218.912,1.0.0
4843,107.554,1.0.0
4844,110.68,1.0.0
4845,55.154,1.0.0
4846,74.068,1.0.0
4847,36.628,1.0.0
4848,31.694,1.0.0
4849,22.95,1.0.0
4850,52.332,1.0.0
4851,66.568,1.0.0
4852,79.196,1.0.0
4853,58.5,1.0.0
4854,37.06,1.0.0
4855,25.57,1.0.0
4856,32.626,1.0.0
4857,19.928,1.0.0
4858,23.766,1.0.0
4859,14.41,1.0.0
4860,28.866,1.0.0
4861,14.868,1.0.0
4862,15.532,1.0.0
4863,8.324,1.0.0
4864,10.878,1.0.0
4865,5.9,1.0.0
4866,11.308,1.0.0
4867,9.784,1.0.0
4868,7.008,1.0.0
4869,5.962,1.0.0
4870,5.3,1.0.0
4871,4.438,1.0.0
4872,16.52,1.0.0
4873,14.458,1.0.0
4874,13.172,1.0.0
4875,9.22,1.0.0
4876,9.4,1.0.0
4877,6.858,1.0.0
4878,80.874,1.0.0
4879,40.242,1.0.0
4880,41.044,1.0.0
4881,20.394,1.0.0
4882,27.476,1.0.0
4883,13.296,1.0.0
4884,29.594,1.0.0
4885,21.84,1.0.0
4886,17.278,1.0.0
4887,12.756,1.0.0
4888,12.73,1.0.0
4889,9.24,1.0.0
