,performance,revision
43799,5.966,1.1.2
43800,11.282,1.1.2
43801,9.824,1.1.2
43802,7.068,1.1.2
43803,5.97,1.1.2
43804,5.29,1.1.2
43805,4.53,1.1.2
43806,16.516,1.1.2
43807,14.368,1.1.2
43808,13.282,1.1.2
43809,9.248,1.1.2
43810,9.406,1.1.2
43811,6.854,1.1.2
43812,80.796,1.1.2
43813,40.266,1.1.2
43814,40.912,1.1.2
43815,20.358,1.1.2
43816,27.248,1.1.2
43817,13.404,1.1.2
43818,29.7,1.1.2
43819,21.884,1.1.2
43820,17.29,1.1.2
43821,12.69,1.1.2
43822,12.792,1.1.2
43823,9.304,1.1.2
43824,35.274,1.1.2
43825,26.722,1.1.2
43826,23.304,1.1.2
43827,15.93,1.1.2
43828,16.418,1.1.2
43829,11.582,1.1.2
43830,162.682,1.1.2
43831,79.712,1.1.2
43832,80.988,1.1.2
43833,41.326,1.1.2
43834,55.08,1.1.2
43835,27.228,1.1.2
43836,31.782,1.1.2
43837,27.908,1.1.2
43838,41.092,1.1.2
43839,59.118,1.1.2
43840,79.292,1.1.2
43841,84.482,1.1.2
43842,37.122,1.1.2
43843,39.532,1.1.2
43844,32.88,1.1.2
43845,27.724,1.1.2
43846,22.35,1.1.2
43847,19.87,1.1.2
43848,28.756,1.1.2
43849,14.874,1.1.2
43850,15.62,1.1.2
43851,8.234,1.1.2
43852,10.89,1.1.2
43853,5.888,1.1.2
43854,11.316,1.1.2
43855,8.614,1.1.2
43856,7.052,1.1.2
43857,5.21,1.1.2
43858,5.298,1.1.2
43859,3.956,1.1.2
43860,16.556,1.1.2
43861,11.204,1.1.2
43862,13.2,1.1.2
43863,8.14,1.1.2
43864,9.402,1.1.2
43865,5.944,1.1.2
43866,81.22,1.1.2
43867,40.118,1.1.2
43868,40.842,1.1.2
43869,20.304,1.1.2
43870,27.274,1.1.2
43871,13.336,1.1.2
43872,29.64,1.1.2
43873,20.298,1.1.2
43874,17.282,1.1.2
43875,11.62,1.1.2
43876,12.816,1.1.2
43877,8.576,1.1.2
43878,35.206,1.1.2
43879,22.978,1.1.2
43880,23.266,1.1.2
43881,14.6,1.1.2
43882,16.376,1.1.2
43883,10.376,1.1.2
43884,162.676,1.1.2
43885,79.764,1.1.2
43886,80.946,1.1.2
43887,41.258,1.1.2
43888,55.014,1.1.2
43889,27.226,1.1.2
43890,31.85,1.1.2
43891,22.87,1.1.2
43892,41.128,1.1.2
43893,44.478,1.1.2
43894,79.332,1.1.2
43895,59.878,1.1.2
43896,37.04,1.1.2
43897,25.54,1.1.2
43898,32.768,1.1.2
43899,20.154,1.1.2
43900,22.334,1.1.2
43901,13.808,1.1.2
43902,28.938,1.1.2
43903,14.796,1.1.2
43904,15.554,1.1.2
43905,8.262,1.1.2
43906,10.878,1.1.2
43907,5.87,1.1.2
43908,11.456,1.1.2
43909,8.61,1.1.2
43910,7.068,1.1.2
43911,5.174,1.1.2
43912,5.344,1.1.2
43913,3.89,1.1.2
43914,16.676,1.1.2
43915,11.154,1.1.2
43916,13.196,1.1.2
43917,8.16,1.1.2
43918,9.476,1.1.2
43919,5.96,1.1.2
43920,80.936,1.1.2
43921,40.072,1.1.2
43922,41.012,1.1.2
43923,20.302,1.1.2
43924,27.354,1.1.2
43925,13.236,1.1.2
43926,29.466,1.1.2
43927,20.32,1.1.2
43928,17.226,1.1.2
43929,11.612,1.1.2
43930,12.794,1.1.2
43931,8.588,1.1.2
43932,34.988,1.1.2
43933,22.956,1.1.2
43934,23.304,1.1.2
43935,14.564,1.1.2
43936,16.504,1.1.2
43937,10.418,1.1.2
43938,162.816,1.1.2
43939,79.912,1.1.2
43940,80.9,1.1.2
43941,41.358,1.1.2
43942,55.23,1.1.2
43943,27.168,1.1.2
43944,31.622,1.1.2
43945,22.87,1.1.2
43946,41.074,1.1.2
43947,44.348,1.1.2
43948,79.45,1.1.2
43949,59.94,1.1.2
43950,37.142,1.1.2
43951,25.508,1.1.2
43952,32.826,1.1.2
43953,20.072,1.1.2
43954,22.29,1.1.2
43955,13.744,1.1.2
43956,36.822,1.1.2
43957,18.654,1.1.2
43958,19.282,1.1.2
43959,10.146,1.1.2
43960,13.478,1.1.2
43961,7.226,1.1.2
43962,11.398,1.1.2
43963,9.746,1.1.2
43964,7.098,1.1.2
43965,5.892,1.1.2
43966,5.304,1.1.2
43967,4.444,1.1.2
43968,16.488,1.1.2
43969,14.43,1.1.2
43970,13.26,1.1.2
43971,9.684,1.1.2
43972,10.954,1.1.2
43973,7.672,1.1.2
43974,106.036,1.1.2
43975,52.338,1.1.2
43976,53.066,1.1.2
43977,26.418,1.1.2
43978,35.29,1.1.2
43979,17.608,1.1.2
43980,29.72,1.1.2
43981,21.854,1.1.2
43982,17.338,1.1.2
43983,12.674,1.1.2
43984,12.82,1.1.2
43985,9.168,1.1.2
43986,35.104,1.1.2
43987,26.704,1.1.2
43988,23.214,1.1.2
43989,16.344,1.1.2
43990,18.192,1.1.2
43991,12.306,1.1.2
43992,218.838,1.1.2
43993,107.514,1.1.2
43994,110.664,1.1.2
43995,55.352,1.1.2
43996,74.244,1.1.2
43997,36.802,1.1.2
43998,31.6,1.1.2
43999,27.876,1.1.2
44000,52.346,1.1.2
44001,89.882,1.1.2
44002,79.374,1.1.2
44003,82.074,1.1.2
44004,37.262,1.1.2
44005,39.598,1.1.2
44006,32.738,1.1.2
44007,29.162,1.1.2
44008,23.77,1.1.2
44009,21.124,1.1.2
44010,36.228,1.1.2
44011,18.676,1.1.2
44012,19.33,1.1.2
44013,10.11,1.1.2
44014,13.42,1.1.2
44015,7.296,1.1.2
44016,11.394,1.1.2
44017,9.712,1.1.2
44018,7.06,1.1.2
44019,5.866,1.1.2
44020,5.318,1.1.2
44021,4.414,1.1.2
44022,16.606,1.1.2
44023,14.412,1.1.2
44024,13.24,1.1.2
44025,9.66,1.1.2
44026,11.028,1.1.2
44027,7.704,1.1.2
44028,106.156,1.1.2
44029,52.452,1.1.2
44030,53.402,1.1.2
44031,26.234,1.1.2
44032,35.37,1.1.2
44033,17.538,1.1.2
44034,29.676,1.1.2
44035,21.964,1.1.2
44036,17.302,1.1.2
44037,12.704,1.1.2
44038,12.782,1.1.2
44039,9.29,1.1.2
44040,35.25,1.1.2
44041,26.772,1.1.2
44042,23.312,1.1.2
44043,16.252,1.1.2
44044,18.154,1.1.2
44045,12.334,1.1.2
44046,218.92,1.1.2
44047,107.728,1.1.2
44048,110.752,1.1.2
44049,55.444,1.1.2
44050,73.916,1.1.2
44051,36.724,1.1.2
44052,31.7,1.1.2
44053,27.932,1.1.2
44054,52.34,1.1.2
44055,89.972,1.1.2
44056,79.306,1.1.2
44057,82.02,1.1.2
44058,37.11,1.1.2
44059,39.49,1.1.2
44060,32.578,1.1.2
44061,29.216,1.1.2
44062,23.89,1.1.2
44063,21.044,1.1.2
44064,36.178,1.1.2
44065,18.418,1.1.2
44066,19.184,1.1.2
44067,10.226,1.1.2
44068,13.444,1.1.2
44069,7.134,1.1.2
44070,11.35,1.1.2
44071,8.674,1.1.2
44072,7.112,1.1.2
44073,5.294,1.1.2
44074,5.322,1.1.2
44075,3.914,1.1.2
44076,16.546,1.1.2
44077,11.104,1.1.2
44078,13.308,1.1.2
44079,8.21,1.1.2
44080,10.942,1.1.2
44081,6.746,1.1.2
44082,105.946,1.1.2
44083,52.53,1.1.2
44084,53.062,1.1.2
44085,26.178,1.1.2
44086,35.436,1.1.2
44087,17.48,1.1.2
44088,29.798,1.1.2
44089,20.294,1.1.2
44090,17.334,1.1.2
44091,11.666,1.1.2
44092,12.798,1.1.2
44093,8.592,1.1.2
44094,35.18,1.1.2
44095,22.986,1.1.2
44096,23.422,1.1.2
44097,14.482,1.1.2
44098,18.202,1.1.2
44099,11.096,1.1.2
44100,218.894,1.1.2
44101,107.356,1.1.2
44102,110.726,1.1.2
44103,55.218,1.1.2
44104,74.204,1.1.2
44105,36.664,1.1.2
44106,31.622,1.1.2
44107,22.958,1.1.2
44108,52.318,1.1.2
44109,66.63,1.1.2
44110,79.332,1.1.2
44111,58.494,1.1.2
44112,37.098,1.1.2
44113,25.57,1.1.2
44114,32.742,1.1.2
44115,19.878,1.1.2
44116,23.87,1.1.2
44117,14.394,1.1.2
44118,36.208,1.1.2
44119,18.514,1.1.2
44120,19.196,1.1.2
44121,10.168,1.1.2
44122,13.334,1.1.2
44123,7.182,1.1.2
44124,11.43,1.1.2
44125,8.606,1.1.2
44126,7.07,1.1.2
44127,5.238,1.1.2
44128,5.322,1.1.2
44129,3.922,1.1.2
44130,16.572,1.1.2
44131,11.31,1.1.2
44132,13.376,1.1.2
44133,8.206,1.1.2
44134,10.95,1.1.2
44135,6.678,1.1.2
44136,105.754,1.1.2
44137,52.558,1.1.2
44138,53.37,1.1.2
44139,26.312,1.1.2
44140,35.428,1.1.2
44141,17.566,1.1.2
44142,29.598,1.1.2
44143,20.332,1.1.2
44144,17.396,1.1.2
44145,11.706,1.1.2
44146,12.97,1.1.2
44147,8.57,1.1.2
44148,35.072,1.1.2
44149,23.026,1.1.2
44150,23.322,1.1.2
44151,14.61,1.1.2
44152,18.002,1.1.2
44153,11.048,1.1.2
44154,219.036,1.1.2
44155,107.456,1.1.2
44156,110.552,1.1.2
44157,55.372,1.1.2
44158,74.05,1.1.2
44159,36.686,1.1.2
44160,31.848,1.1.2
44161,22.886,1.1.2
44162,52.312,1.1.2
44163,66.598,1.1.2
44164,79.108,1.1.2
44165,58.3,1.1.2
44166,37.15,1.1.2
44167,25.58,1.1.2
44168,32.698,1.1.2
44169,19.966,1.1.2
44170,23.718,1.1.2
44171,14.358,1.1.2
44172,36.208,1.1.2
44173,18.598,1.1.2
44174,19.19,1.1.2
44175,10.214,1.1.2
44176,13.376,1.1.2
44177,7.3,1.1.2
44178,11.558,1.1.2
44179,9.786,1.1.2
44180,7.11,1.1.2
44181,5.904,1.1.2
44182,5.338,1.1.2
44183,4.502,1.1.2
44184,16.61,1.1.2
44185,14.37,1.1.2
44186,13.268,1.1.2
44187,9.694,1.1.2
44188,10.958,1.1.2
44189,7.664,1.1.2
44190,106.092,1.1.2
44191,52.586,1.1.2
44192,53.456,1.1.2
44193,26.292,1.1.2
44194,35.514,1.1.2
44195,17.57,1.1.2
44196,29.724,1.1.2
44197,21.918,1.1.2
44198,17.23,1.1.2
44199,12.63,1.1.2
44200,12.754,1.1.2
44201,9.314,1.1.2
44202,35.27,1.1.2
44203,26.648,1.1.2
44204,23.308,1.1.2
44205,16.392,1.1.2
44206,18.108,1.1.2
44207,12.284,1.1.2
44208,218.712,1.1.2
44209,107.444,1.1.2
44210,110.972,1.1.2
44211,55.44,1.1.2
44212,74.05,1.1.2
44213,36.674,1.1.2
44214,31.716,1.1.2
44215,28.026,1.1.2
44216,52.358,1.1.2
44217,89.896,1.1.2
44218,79.096,1.1.2
44219,81.808,1.1.2
44220,37.182,1.1.2
44221,39.466,1.1.2
44222,32.546,1.1.2
44223,29.212,1.1.2
44224,23.706,1.1.2
44225,21.09,1.1.2
44226,36.222,1.1.2
44227,18.628,1.1.2
44228,19.324,1.1.2
44229,10.182,1.1.2
44230,13.374,1.1.2
44231,7.25,1.1.2
44232,11.378,1.1.2
44233,9.724,1.1.2
44234,7.088,1.1.2
44235,5.886,1.1.2
44236,5.286,1.1.2
44237,4.454,1.1.2
44238,16.668,1.1.2
44239,14.394,1.1.2
44240,13.304,1.1.2
44241,9.646,1.1.2
44242,10.932,1.1.2
44243,7.624,1.1.2
44244,105.726,1.1.2
44245,52.534,1.1.2
44246,53.238,1.1.2
44247,26.202,1.1.2
44248,35.322,1.1.2
44249,17.584,1.1.2
44250,29.728,1.1.2
44251,21.892,1.1.2
44252,17.368,1.1.2
44253,12.668,1.1.2
44254,12.768,1.1.2
44255,9.218,1.1.2
44256,35.174,1.1.2
44257,26.692,1.1.2
44258,23.32,1.1.2
44259,16.334,1.1.2
44260,18.082,1.1.2
44261,12.326,1.1.2
44262,218.974,1.1.2
44263,107.664,1.1.2
44264,110.696,1.1.2
44265,55.264,1.1.2
44266,74.112,1.1.2
44267,36.64,1.1.2
44268,31.748,1.1.2
44269,27.936,1.1.2
44270,52.262,1.1.2
44271,89.654,1.1.2
44272,79.132,1.1.2
44273,82.012,1.1.2
44274,37.162,1.1.2
44275,39.614,1.1.2
44276,32.732,1.1.2
44277,29.242,1.1.2
44278,23.798,1.1.2
44279,21.032,1.1.2
44280,36.258,1.1.2
44281,18.502,1.1.2
44282,19.328,1.1.2
44283,10.186,1.1.2
44284,13.35,1.1.2
44285,7.184,1.1.2
44286,11.352,1.1.2
44287,8.708,1.1.2
44288,7.116,1.1.2
44289,5.264,1.1.2
44290,5.342,1.1.2
44291,3.904,1.1.2
44292,16.444,1.1.2
44293,11.272,1.1.2
44294,13.236,1.1.2
44295,8.216,1.1.2
44296,11.002,1.1.2
44297,6.684,1.1.2
44298,105.95,1.1.2
44299,52.558,1.1.2
44300,53.214,1.1.2
44301,26.292,1.1.2
44302,35.234,1.1.2
44303,17.556,1.1.2
44304,29.676,1.1.2
44305,20.222,1.1.2
44306,17.346,1.1.2
44307,11.69,1.1.2
44308,12.792,1.1.2
44309,8.534,1.1.2
44310,35.112,1.1.2
44311,23.09,1.1.2
44312,23.332,1.1.2
44313,14.644,1.1.2
44314,18.122,1.1.2
44315,11.09,1.1.2
44316,219.028,1.1.2
44317,107.6,1.1.2
44318,110.508,1.1.2
44319,55.204,1.1.2
44320,74.08,1.1.2
44321,36.652,1.1.2
44322,31.836,1.1.2
44323,22.904,1.1.2
44324,52.216,1.1.2
44325,66.476,1.1.2
44326,79.028,1.1.2
44327,58.37,1.1.2
44328,37.076,1.1.2
44329,25.622,1.1.2
44330,32.686,1.1.2
44331,19.974,1.1.2
44332,23.852,1.1.2
44333,14.368,1.1.2
44334,36.198,1.1.2
44335,18.542,1.1.2
44336,19.366,1.1.2
44337,10.078,1.1.2
44338,13.31,1.1.2
44339,7.184,1.1.2
44340,11.476,1.1.2
44341,8.67,1.1.2
44342,7.064,1.1.2
44343,5.228,1.1.2
44344,5.316,1.1.2
44345,3.938,1.1.2
44346,16.666,1.1.2
44347,11.158,1.1.2
44348,13.306,1.1.2
44349,8.24,1.1.2
44350,10.934,1.1.2
44351,6.768,1.1.2
44352,105.876,1.1.2
44353,52.53,1.1.2
44354,53.232,1.1.2
44355,26.212,1.1.2
44356,35.4,1.1.2
44357,17.522,1.1.2
44358,29.54,1.1.2
44359,20.314,1.1.2
44360,17.296,1.1.2
44361,11.666,1.1.2
44362,12.904,1.1.2
44363,8.584,1.1.2
44364,35.278,1.1.2
44365,23.008,1.1.2
44366,23.332,1.1.2
44367,14.582,1.1.2
44368,18.112,1.1.2
44369,11.178,1.1.2
44370,219.074,1.1.2
44371,107.75,1.1.2
44372,110.548,1.1.2
44373,55.154,1.1.2
44374,74.084,1.1.2
44375,36.694,1.1.2
44376,31.864,1.1.2
44377,22.796,1.1.2
44378,52.434,1.1.2
44379,66.62,1.1.2
44380,78.984,1.1.2
44381,58.318,1.1.2
44382,37.316,1.1.2
44383,25.606,1.1.2
44384,32.856,1.1.2
44385,19.944,1.1.2
44386,23.768,1.1.2
44387,14.316,1.1.2
44388,28.678,1.1.2
44389,14.886,1.1.2
44390,15.586,1.1.2
44391,8.294,1.1.2
44392,10.828,1.1.2
44393,5.932,1.1.2
44394,11.326,1.1.2
44395,9.782,1.1.2
44396,7.056,1.1.2
44397,5.926,1.1.2
44398,5.332,1.1.2
44399,4.444,1.1.2
44400,16.54,1.1.2
44401,14.564,1.1.2
44402,13.23,1.1.2
44403,9.29,1.1.2
44404,9.332,1.1.2
44405,6.918,1.1.2
44406,80.858,1.1.2
44407,40.268,1.1.2
44408,41.016,1.1.2
44409,20.344,1.1.2
44410,27.344,1.1.2
44411,13.376,1.1.2
44412,29.638,1.1.2
44413,21.902,1.1.2
44414,17.322,1.1.2
44415,12.646,1.1.2
44416,12.852,1.1.2
44417,9.218,1.1.2
44418,35.196,1.1.2
44419,26.802,1.1.2
44420,23.314,1.1.2
44421,15.93,1.1.2
44422,16.42,1.1.2
44423,11.624,1.1.2
44424,162.584,1.1.2
44425,80.04,1.1.2
44426,81.202,1.1.2
44427,41.338,1.1.2
44428,55.112,1.1.2
44429,27.272,1.1.2
44430,31.64,1.1.2
44431,27.952,1.1.2
44432,41.052,1.1.2
44433,59.086,1.1.2
44434,79.27,1.1.2
44435,84.334,1.1.2
44436,36.92,1.1.2
44437,39.67,1.1.2
44438,32.822,1.1.2
44439,27.656,1.1.2
44440,22.314,1.1.2
44441,19.954,1.1.2
44442,28.826,1.1.2
44443,14.798,1.1.2
44444,15.562,1.1.2
44445,8.254,1.1.2
44446,10.842,1.1.2
44447,5.878,1.1.2
44448,11.304,1.1.2
44449,8.604,1.1.2
44450,7.044,1.1.2
44451,5.172,1.1.2
44452,5.238,1.1.2
44453,3.89,1.1.2
44454,16.692,1.1.2
44455,11.172,1.1.2
44456,13.202,1.1.2
44457,8.322,1.1.2
44458,9.464,1.1.2
44459,5.994,1.1.2
44460,80.968,1.1.2
44461,40.176,1.1.2
44462,40.942,1.1.2
44463,20.358,1.1.2
44464,27.22,1.1.2
44465,13.318,1.1.2
44466,29.54,1.1.2
44467,20.268,1.1.2
44468,17.306,1.1.2
44469,11.616,1.1.2
44470,12.848,1.1.2
44471,8.564,1.1.2
44472,35.288,1.1.2
44473,23.004,1.1.2
44474,23.28,1.1.2
44475,14.57,1.1.2
44476,16.466,1.1.2
44477,10.376,1.1.2
44478,162.566,1.1.2
44479,79.8,1.1.2
44480,80.866,1.1.2
44481,41.268,1.1.2
44482,55.068,1.1.2
44483,27.17,1.1.2
44484,31.636,1.1.2
44485,22.982,1.1.2
44486,41.086,1.1.2
44487,44.396,1.1.2
44488,79.512,1.1.2
44489,59.784,1.1.2
44490,37.122,1.1.2
44491,25.572,1.1.2
44492,32.828,1.1.2
44493,20.038,1.1.2
44494,22.238,1.1.2
44495,13.92,1.1.2
44496,36.18,1.1.2
44497,18.622,1.1.2
44498,19.214,1.1.2
44499,10.232,1.1.2
44500,13.34,1.1.2
44501,7.238,1.1.2
44502,11.426,1.1.2
44503,9.746,1.1.2
44504,7.032,1.1.2
44505,5.912,1.1.2
44506,5.314,1.1.2
44507,4.396,1.1.2
44508,16.704,1.1.2
44509,14.352,1.1.2
44510,13.282,1.1.2
44511,9.64,1.1.2
44512,10.91,1.1.2
44513,7.66,1.1.2
44514,105.806,1.1.2
44515,52.542,1.1.2
44516,53.328,1.1.2
44517,26.41,1.1.2
44518,35.368,1.1.2
44519,17.498,1.1.2
44520,29.6,1.1.2
44521,21.956,1.1.2
44522,17.32,1.1.2
44523,12.702,1.1.2
44524,12.814,1.1.2
44525,9.184,1.1.2
44526,35.14,1.1.2
44527,26.864,1.1.2
44528,23.296,1.1.2
44529,16.37,1.1.2
44530,18.094,1.1.2
44531,12.276,1.1.2
44532,218.998,1.1.2
44533,107.766,1.1.2
44534,110.822,1.1.2
44535,55.288,1.1.2
44536,74.056,1.1.2
44537,36.648,1.1.2
44538,31.668,1.1.2
44539,27.896,1.1.2
44540,52.304,1.1.2
44541,89.6,1.1.2
44542,79.17,1.1.2
44543,82.124,1.1.2
44544,37.162,1.1.2
44545,39.478,1.1.2
44546,32.702,1.1.2
44547,29.368,1.1.2
44548,23.904,1.1.2
44549,21.026,1.1.2
44550,36.058,1.1.2
44551,18.53,1.1.2
44552,19.278,1.1.2
44553,10.122,1.1.2
44554,13.358,1.1.2
44555,7.292,1.1.2
44556,11.392,1.1.2
44557,8.65,1.1.2
44558,7.134,1.1.2
44559,5.198,1.1.2
44560,5.356,1.1.2
44561,3.904,1.1.2
44562,16.648,1.1.2
44563,11.184,1.1.2
44564,13.32,1.1.2
44565,8.278,1.1.2
44566,10.872,1.1.2
44567,6.722,1.1.2
44568,105.812,1.1.2
44569,52.604,1.1.2
44570,53.106,1.1.2
44571,26.296,1.1.2
44572,35.568,1.1.2
44573,17.56,1.1.2
44574,29.748,1.1.2
44575,20.284,1.1.2
44576,17.304,1.1.2
44577,11.664,1.1.2
44578,12.77,1.1.2
44579,8.566,1.1.2
44580,35.194,1.1.2
44581,23.118,1.1.2
44582,23.31,1.1.2
44583,14.546,1.1.2
44584,18.062,1.1.2
44585,11.114,1.1.2
44586,218.674,1.1.2
44587,107.574,1.1.2
44588,110.558,1.1.2
44589,55.246,1.1.2
44590,74.068,1.1.2
44591,36.648,1.1.2
44592,31.69,1.1.2
44593,22.942,1.1.2
44594,52.298,1.1.2
44595,66.508,1.1.2
44596,79.236,1.1.2
44597,58.324,1.1.2
44598,37.178,1.1.2
44599,25.576,1.1.2
44600,32.686,1.1.2
44601,19.918,1.1.2
44602,23.834,1.1.2
44603,14.322,1.1.2
44604,36.108,1.1.2
44605,18.678,1.1.2
44606,19.246,1.1.2
44607,10.226,1.1.2
44608,13.334,1.1.2
44609,7.246,1.1.2
44610,11.406,1.1.2
44611,9.79,1.1.2
44612,7.074,1.1.2
44613,5.886,1.1.2
44614,5.326,1.1.2
44615,4.43,1.1.2
44616,16.576,1.1.2
44617,14.452,1.1.2
44618,13.248,1.1.2
44619,9.712,1.1.2
44620,10.904,1.1.2
44621,7.64,1.1.2
44622,106.24,1.1.2
44623,52.536,1.1.2
44624,53.212,1.1.2
44625,26.118,1.1.2
44626,35.292,1.1.2
44627,17.558,1.1.2
44628,29.69,1.1.2
44629,22.0,1.1.2
44630,17.302,1.1.2
44631,12.654,1.1.2
44632,12.808,1.1.2
44633,9.15,1.1.2
44634,35.212,1.1.2
44635,26.62,1.1.2
44636,23.276,1.1.2
44637,16.236,1.1.2
44638,18.104,1.1.2
44639,12.276,1.1.2
44640,218.306,1.1.2
44641,107.648,1.1.2
44642,110.472,1.1.2
44643,55.314,1.1.2
44644,74.036,1.1.2
44645,36.63,1.1.2
44646,31.696,1.1.2
44647,27.892,1.1.2
44648,52.41,1.1.2
44649,89.886,1.1.2
44650,79.126,1.1.2
44651,81.848,1.1.2
44652,37.236,1.1.2
44653,39.526,1.1.2
44654,32.68,1.1.2
44655,29.096,1.1.2
44656,23.858,1.1.2
44657,20.982,1.1.2
44658,36.154,1.1.2
44659,18.428,1.1.2
44660,19.24,1.1.2
44661,10.192,1.1.2
44662,13.452,1.1.2
44663,7.152,1.1.2
44664,11.45,1.1.2
44665,8.59,1.1.2
44666,7.108,1.1.2
44667,5.184,1.1.2
44668,5.31,1.1.2
44669,3.908,1.1.2
44670,16.678,1.1.2
44671,11.184,1.1.2
44672,13.294,1.1.2
44673,8.248,1.1.2
44674,10.924,1.1.2
44675,6.686,1.1.2
44676,105.812,1.1.2
44677,52.562,1.1.2
44678,53.514,1.1.2
44679,26.194,1.1.2
44680,35.49,1.1.2
44681,17.654,1.1.2
44682,29.684,1.1.2
44683,20.382,1.1.2
44684,17.308,1.1.2
44685,11.672,1.1.2
44686,12.8,1.1.2
44687,8.608,1.1.2
44688,35.216,1.1.2
44689,23.028,1.1.2
44690,23.314,1.1.2
44691,14.558,1.1.2
44692,18.06,1.1.2
44693,11.096,1.1.2
44694,218.626,1.1.2
44695,107.654,1.1.2
44696,110.576,1.1.2
44697,55.136,1.1.2
44698,74.13,1.1.2
44699,36.664,1.1.2
44700,31.682,1.1.2
44701,22.914,1.1.2
44702,52.414,1.1.2
44703,66.778,1.1.2
44704,79.144,1.1.2
44705,58.44,1.1.2
44706,37.228,1.1.2
44707,25.672,1.1.2
44708,32.734,1.1.2
44709,19.97,1.1.2
44710,23.976,1.1.2
44711,14.354,1.1.2
44712,28.698,1.1.2
44713,14.798,1.1.2
44714,15.554,1.1.2
44715,8.296,1.1.2
44716,10.884,1.1.2
44717,5.87,1.1.2
44718,11.308,1.1.2
44719,9.838,1.1.2
44720,7.012,1.1.2
44721,5.96,1.1.2
44722,5.284,1.1.2
44723,4.47,1.1.2
44724,16.58,1.1.2
44725,14.408,1.1.2
44726,13.244,1.1.2
44727,9.248,1.1.2
44728,9.47,1.1.2
44729,6.854,1.1.2
44730,80.738,1.1.2
44731,40.456,1.1.2
44732,41.004,1.1.2
44733,20.4,1.1.2
44734,27.262,1.1.2
44735,13.314,1.1.2
44736,29.648,1.1.2
44737,21.974,1.1.2
44738,17.252,1.1.2
44739,12.694,1.1.2
44740,12.8,1.1.2
44741,9.21,1.1.2
44742,35.172,1.1.2
44743,26.798,1.1.2
44744,23.264,1.1.2
44745,15.868,1.1.2
44746,16.458,1.1.2
44747,11.642,1.1.2
44748,162.514,1.1.2
44749,79.912,1.1.2
44750,80.888,1.1.2
44751,41.396,1.1.2
44752,55.074,1.1.2
44753,27.218,1.1.2
44754,31.614,1.1.2
44755,27.968,1.1.2
44756,41.052,1.1.2
44757,59.264,1.1.2
44758,79.476,1.1.2
44759,84.508,1.1.2
44760,37.114,1.1.2
44761,39.53,1.1.2
44762,32.79,1.1.2
44763,27.682,1.1.2
44764,22.278,1.1.2
44765,19.896,1.1.2
44766,28.722,1.1.2
44767,14.808,1.1.2
44768,15.554,1.1.2
44769,8.246,1.1.2
44770,10.902,1.1.2
44771,5.838,1.1.2
44772,11.358,1.1.2
44773,8.582,1.1.2
44774,7.042,1.1.2
44775,5.238,1.1.2
44776,5.282,1.1.2
44777,3.908,1.1.2
44778,16.622,1.1.2
44779,11.198,1.1.2
44780,13.31,1.1.2
44781,8.154,1.1.2
44782,9.406,1.1.2
44783,6.006,1.1.2
44784,81.076,1.1.2
44785,40.344,1.1.2
44786,41.066,1.1.2
44787,20.308,1.1.2
44788,27.296,1.1.2
44789,13.358,1.1.2
44790,29.694,1.1.2
44791,20.402,1.1.2
44792,17.278,1.1.2
44793,11.612,1.1.2
44794,12.78,1.1.2
44795,8.518,1.1.2
44796,35.1,1.1.2
44797,22.988,1.1.2
44798,23.322,1.1.2
44799,14.642,1.1.2
44800,16.422,1.1.2
44801,10.342,1.1.2
44802,162.466,1.1.2
44803,79.778,1.1.2
44804,80.898,1.1.2
44805,41.36,1.1.2
44806,55.09,1.1.2
44807,27.234,1.1.2
44808,31.542,1.1.2
44809,22.824,1.1.2
44810,41.16,1.1.2
44811,44.434,1.1.2
44812,79.266,1.1.2
44813,60.03,1.1.2
44814,37.09,1.1.2
44815,25.694,1.1.2
44816,32.842,1.1.2
44817,20.048,1.1.2
44818,22.378,1.1.2
44819,13.75,1.1.2
44820,36.216,1.1.2
44821,18.492,1.1.2
44822,19.216,1.1.2
44823,10.228,1.1.2
44824,13.318,1.1.2
44825,7.222,1.1.2
44826,11.366,1.1.2
44827,9.756,1.1.2
44828,7.114,1.1.2
44829,5.962,1.1.2
44830,5.316,1.1.2
44831,4.464,1.1.2
44832,16.654,1.1.2
44833,14.426,1.1.2
44834,13.258,1.1.2
44835,9.608,1.1.2
44836,10.936,1.1.2
44837,7.594,1.1.2
44838,105.716,1.1.2
44839,52.554,1.1.2
44840,53.472,1.1.2
44841,26.346,1.1.2
44842,35.518,1.1.2
44843,17.632,1.1.2
44844,29.746,1.1.2
44845,21.904,1.1.2
44846,17.364,1.1.2
44847,12.666,1.1.2
44848,12.846,1.1.2
44849,9.214,1.1.2
44850,35.28,1.1.2
44851,26.702,1.1.2
44852,23.308,1.1.2
44853,16.358,1.1.2
44854,18.162,1.1.2
44855,12.32,1.1.2
44856,218.604,1.1.2
44857,107.67,1.1.2
44858,110.716,1.1.2
44859,55.22,1.1.2
44860,73.954,1.1.2
44861,36.748,1.1.2
44862,31.738,1.1.2
44863,27.94,1.1.2
44864,52.164,1.1.2
44865,89.54,1.1.2
44866,79.218,1.1.2
44867,82.084,1.1.2
44868,37.334,1.1.2
44869,39.594,1.1.2
44870,32.63,1.1.2
44871,29.25,1.1.2
44872,23.846,1.1.2
44873,21.044,1.1.2
44874,36.114,1.1.2
