revision,performance
v0.9.1,64.6760888888889
v0.9.2,54.81652777777778
v0.9.5,54.556149999999995
v0.9.6,40.58415555555556
v0.9.7,35.27363333333333
v0.9.7-p1,35.375083333333336
v1.0.0,33.69849444444445
v1.1.0,30.76807777777778
v1.2.0,30.201911111111112
v1.3.0,31.33113888888889
v1.4.0,31.199794444444446
v1.5.0,30.39922222222222
v1.6.1,30.34332777777778
v1.7.0,30.372838888888886
v1.8.0,30.416711111111116
