,revision,performance,size,energy,cpu
21489,v1.1.0,37.058800000000005,1673376.8,1552.6,43.988649
21490,v1.1.0,30.3598,1674275,1421.4,56.373935
21491,v1.1.0,27.378,1674563.4,1411.2,67.297831
21492,v1.1.0,59.263,1671012,2035.6,26.018591
21493,v1.1.0,37.0818,1671400.4,1552,44.026501
21494,v1.1.0,30.386,1673048.6,1420.8,56.121828
21495,v1.1.0,27.374599999999997,1673088.4,1427.8,67.687857
21496,v1.1.0,59.3822,1670915,2054.8,26.072542
21497,v1.1.0,37.035,1672618.8,1527.4,44.026302
21498,v1.1.0,30.3458,1673321,1432.2,56.404323
21499,v1.1.0,27.326400000000003,1672854.2,1378.4,67.346878
21500,v1.1.0,59.3476,1671539,2043,26.078983
21501,v1.1.0,37.2076,1673182.4,1576.4,43.915676
21502,v1.1.0,30.4318,1674092.6,1447.6,56.522495
21503,v1.1.0,27.3332,1674631.2,1420,67.331958
21504,v1.1.0,59.5388,1671012,2048.2,26.132465
21505,v1.1.0,37.102,1671862.6,1567,44.085235
21506,v1.1.0,30.0746,1672841.2,1392.6,56.002
21507,v1.1.0,27.2886,1673109.6,1440.4,67.606852
21508,v1.1.0,59.378,1670915,2073.2,26.224633
21509,v1.1.0,36.5836,1672429.4,1510.6,43.65027
21510,v1.1.0,30.3646,1673249.4,1442,55.732667
21511,v1.1.0,26.953799999999998,1673445.4,1419,67.059259
21512,v1.1.0,59.546,1671539,2081.4,26.362491
21513,v1.1.0,37.0796,1673734.6,1532,43.883243
21514,v1.1.0,30.339599999999997,1673949.8,1470,56.34957
21515,v1.1.0,27.188200000000002,1674484.6,1374.6,67.262222
21516,v1.1.0,59.3452,1671012,2020.4,26.535932
21517,v1.1.0,37.0286,1672038.4,1545.2,43.860541
21518,v1.1.0,30.429599999999997,1673078,1460.4,56.295678
21519,v1.1.0,27.2186,1672963,1409.6,67.165926
21520,v1.1.0,59.4244,1670915,2050.8,25.912069
21521,v1.1.0,37.1608,1672467.8,1578.2,43.997838
21522,v1.1.0,30.54,1673224.2,1431.8,55.678258
21523,v1.1.0,27.273,1673643.4,1389.2,67.330847
21524,v1.1.0,59.370400000000004,1671539,2082.2,26.199859
21525,v1.1.0,36.882400000000004,1673417.2,1543.8,44.022703
21526,v1.1.0,30.4896,1674169.4,1436.2,56.374301
21527,v1.1.0,27.2916,1674485.8,1380.6,67.438863
21528,v1.1.0,59.424800000000005,1671012,2043.6,26.30478
21529,v1.1.0,37.230199999999996,1672089,1562.6,44.098933
21530,v1.1.0,30.4638,1672793.2,1440.4,56.207333
21531,v1.1.0,27.3948,1673026.2,1416.6,67.690344
21532,v1.1.0,59.3828,1670915,2076,26.279429
21533,v1.1.0,37.231199999999994,1672233.4,1529.6,43.933002
21534,v1.1.0,30.3682,1673345.8,1454,56.490925
21535,v1.1.0,27.3082,1673433.2,1402.6,67.247936
21536,v1.1.0,59.406400000000005,1671539,2046.2,26.241017
21537,v1.1.0,36.9574,1673640.2,1523.8,43.874026
21538,v1.1.0,30.065,1674215.8,1455.2,56.128666
21539,v1.1.0,27.3914,1674344,1440,67.369444
21540,v1.1.0,59.3664,1671012,2022.8,26.350039
21541,v1.1.0,36.9786,1671519.2,1557.4,43.183964
21542,v1.1.0,30.3386,1672535.4,1417.2,56.350064
21543,v1.1.0,27.0054,1672848.8,1386.2,67.053333
21544,v1.1.0,59.3866,1670915,2077.6,26.152203
21545,v1.1.0,37.155800000000006,1672459.8,1563.8,44.149203
21546,v1.1.0,30.436799999999998,1672911,1406,56.486258
21547,v1.1.0,27.378,1673430.4,1399.8,67.251561
21548,v1.1.0,59.191199999999995,1671539,2063.6,26.36339
21549,v1.1.0,36.9018,1673543.2,1531.4,43.563559
21550,v1.1.0,30.442,1674260.6,1453.8,56.579355
21551,v1.1.0,27.3298,1674926.6,1350.6,67.347963
21552,v1.1.0,59.2414,1671012,2098.4,25.976674
21553,v1.1.0,37.3574,1671843.6,1576.6,43.9933
21554,v1.1.0,30.3518,1672752,1395.4,56.322
21555,v1.1.0,27.1708,1673211.6,1420.8,67.360053
21556,v1.1.0,59.331199999999995,1670915,2047,26.266441
21557,v1.1.0,36.9774,1672375.4,1554,43.926885
21558,v1.1.0,30.3484,1673568.2,1466.8,56.086495
21559,v1.1.0,27.3768,1673572,1427,67.799815
21560,v1.1.0,59.3842,1671539,2039,26.035932
21561,v1.1.0,37.059,1673994.8,1557.4,44.003641
21562,v1.1.0,30.353,1674140.8,1438.6,56.386882
21563,v1.1.0,27.333599999999997,1674580,1417.8,67.583095
21564,v1.1.0,59.3188,1671012,2053.4,26.327119
21565,v1.1.0,37.171800000000005,1671938.6,1580.8,44.052091
21566,v1.1.0,30.5362,1672632.2,1415.4,56.051161
21567,v1.1.0,27.255200000000002,1672997.6,1410.8,67.392064
21568,v1.1.0,59.2972,1670915,2088,26.069585
21569,v1.1.0,37.0584,1672671.8,1518,43.678066
21570,v1.1.0,30.431,1673035.6,1418,56.261204
21571,v1.1.0,27.340400000000002,1673346.4,1365.2,67.145132
21572,v1.1.0,59.227,1671539,2070.4,26.225932
21573,v1.1.0,36.9906,1673447.6,1529,43.789843
21574,v1.1.0,30.471,1674320.4,1428.4,56.326172
21575,v1.1.0,27.2668,1674782.2,1359.4,67.502169
21576,v1.1.0,59.0836,1671012,2048.2,26.022192
21577,v1.1.0,36.8218,1671922.2,1558.8,43.885975
21578,v1.1.0,30.4158,1672722.6,1430.8,55.897742
21579,v1.1.0,27.2506,1672913,1433.4,67.464868
21580,v1.1.0,59.368,1670915,2023.8,26.168035
21581,v1.1.0,36.998400000000004,1672216.6,1574.6,43.607448
21582,v1.1.0,30.252,1672916.4,1460.4,56.272839
21583,v1.1.0,27.279799999999998,1673814.6,1396.2,67.267275
21584,v1.1.0,59.421800000000005,1671539,2084.6,26.211525
21585,v1.1.0,37.1178,1673464.6,1516.8,43.735903
21586,v1.1.0,30.18,1674664.6,1401.4,55.844516
21587,v1.1.0,27.3356,1674845.2,1391.8,67.692857
21588,v1.1.0,59.324400000000004,1671012,2064.6,26.264034
21589,v1.1.0,36.9966,1671873.6,1564.6,43.617858
21590,v1.1.0,30.423,1672105.4,1445.6,55.600645
21591,v1.1.0,27.3116,1672933.6,1367.8,67.518862
21592,v1.1.0,58.88,1670915,2052.2,26.116271
21593,v1.1.0,36.9732,1672458.8,1574,43.573048
21594,v1.1.0,30.3528,1673543,1404.8,56.443204
21595,v1.1.0,27.2896,1673550.4,1431.8,67.514101
21596,v1.1.0,59.4418,1671539,2007.4,25.839136
21597,v1.1.0,37.0442,1673658.8,1563.6,43.690811
21598,v1.1.0,30.606,1674373.2,1467,56.397161
21599,v1.1.0,27.233400000000003,1674591,1379.6,67.48709
21600,v1.1.0,59.255,1671012,2026,26.406441
21601,v1.1.0,37.156,1672019.8,1565,44.036657
21602,v1.1.0,30.4648,1672469.6,1427.8,56.133204
21603,v1.1.0,27.3206,1672854.8,1438.4,67.376032
21604,v1.1.0,59.5182,1670915,2062.4,26.435192
21605,v1.1.0,36.9146,1672640.4,1532.4,44.085406
21606,v1.1.0,30.4084,1673366.6,1481.2,56.269764
21607,v1.1.0,27.285400000000003,1673506.8,1364.2,67.51672
21608,v1.1.0,59.280199999999994,1671539,2038.8,25.811198
21609,v1.1.0,36.94,1673300.6,1545.2,43.861516
21610,v1.1.0,30.3678,1674202.2,1439,56.478065
21611,v1.1.0,27.2342,1674795.2,1413.6,67.425794
21612,v1.1.0,59.348,1671012,2034.4,26.161017
21613,v1.1.0,37.0344,1671988.2,1596.4,44.12973
21614,v1.1.0,30.4228,1672537.6,1427,56.282323
21615,v1.1.0,27.363599999999998,1672556.6,1436.4,67.710767
21616,v1.1.0,59.2586,1670915,2033.2,25.840719
21617,v1.1.0,37.0876,1672599.8,1536.2,44.06
21618,v1.1.0,30.5162,1672965.4,1466.4,56.236688
21619,v1.1.0,27.1904,1673356.4,1382.8,67.26963
21620,v1.1.0,59.2378,1671539,2032.6,26.125085
21621,v1.1.0,36.801199999999994,1673460.2,1534.4,43.788784
21622,v1.1.0,30.4072,1674334.2,1449,56.623871
21623,v1.1.0,27.322400000000002,1674863.2,1397.6,67.55799
21624,v1.1.0,59.2314,1671012,2100.6,26.18448
21625,v1.1.0,37.172,1671658,1552.8,43.975889
21626,v1.1.0,30.4254,1672728.8,1393.4,56.196108
21627,v1.1.0,27.262400000000003,1673169.8,1418,67.669842
21628,v1.1.0,59.2524,1670915,2070.4,26.130509
21629,v1.1.0,37.166199999999996,1672537.6,1559.8,44.019005
21630,v1.1.0,30.5122,1672824.6,1432.6,56.392839
21631,v1.1.0,27.223,1673241.6,1378.2,67.358704
21632,v1.1.0,59.415800000000004,1671539,2078.6,26.096
21633,v1.1.0,37.068400000000004,1673343.4,1561,43.958862
21634,v1.1.0,30.394,1674486,1403.6,56.565097
21635,v1.1.0,27.3214,1674322.6,1390.8,67.549391
21636,v1.1.0,59.3624,1671012,2058,25.935593
21637,v1.1.0,37.293800000000005,1672225.6,1608.8,43.796031
21638,v1.1.0,30.005,1672638,1407,56.180667
21639,v1.1.0,27.400599999999997,1672839.8,1385.4,67.520291
21640,v1.1.0,59.3054,1670915,2083.6,26.44678
21641,v1.1.0,37.0312,1672334.6,1554.4,43.490285
21642,v1.1.0,30.4318,1672571,1402.8,56.252043
21643,v1.1.0,27.2136,1673435.4,1370.4,67.32246
21644,v1.1.0,59.2926,1671539,2055.4,26.328486
21645,v1.1.0,36.9814,1673182.2,1526.4,43.823741
21646,v1.1.0,30.4724,1674107.2,1446.8,56.603871
21647,v1.1.0,27.2728,1674597.2,1388.2,67.359577
21648,v1.1.0,60.6488,1578249,2114.4,25.724667
21649,v1.1.0,37.632,1580610.4,1544,43.894751
21650,v1.1.0,30.4738,1577312.4,1465.8,56.400237
21651,v1.1.0,27.576400000000003,1577473.2,1405.6,67.964286
21652,v1.1.0,61.307199999999995,1582342,2158.8,25.794727
21653,v1.1.0,37.544,1581391.2,1551.8,43.942674
21654,v1.1.0,30.5012,1579339.6,1436.6,56.601484
21655,v1.1.0,27.6192,1579448.8,1412.8,67.947143
21656,v1.1.0,60.6334,1585129,2120.6,26.452557
21657,v1.1.0,37.3574,1583993.8,1550.2,44.001778
21658,v1.1.0,30.700400000000002,1581922,1420.8,56.698065
21659,v1.1.0,27.5158,1581491.8,1415.8,67.723333
21660,v1.1.0,60.542199999999994,1578249,2091,26.123803
21661,v1.1.0,37.566199999999995,1579548.8,1571.8,44.116159
21662,v1.1.0,30.666400000000003,1578345,1389.6,56.734839
21663,v1.1.0,27.485799999999998,1578202.8,1465.4,67.707936
21664,v1.1.0,61.2842,1582342,2114,26.147869
21665,v1.1.0,37.525,1581373.2,1601.4,44.049232
21666,v1.1.0,30.7342,1580102.8,1430.2,56.58129
21667,v1.1.0,27.6556,1579967.8,1434.8,68.047143
21668,v1.1.0,60.338800000000006,1585129,2102.8,26.090546
21669,v1.1.0,37.432199999999995,1584221.8,1557.6,43.427829
21670,v1.1.0,30.766,1581309.2,1431.8,56.275979
21671,v1.1.0,27.552400000000002,1580964.4,1449.4,68.025714
21672,v1.1.0,60.6172,1578249,2077,26.00135
21673,v1.1.0,37.2646,1579783.6,1587.4,43.79697
21674,v1.1.0,30.849400000000003,1577831.6,1443.4,56.209183
21675,v1.1.0,27.546200000000002,1577172,1485.4,67.965555
21676,v1.1.0,61.212199999999996,1582342,2087.8,26.133246
21677,v1.1.0,37.436,1581517,1576.6,43.815605
21678,v1.1.0,30.6558,1578458.6,1415,56.576774
21679,v1.1.0,27.668400000000002,1579655.4,1415.6,67.547698
21680,v1.1.0,60.8504,1585129,2108.8,26.035453
21681,v1.1.0,37.337,1583999.8,1598.4,44.051792
21682,v1.1.0,30.607599999999998,1581029.8,1439.4,56.804516
21683,v1.1.0,27.5886,1579124.8,1430.2,67.416429
21684,v1.1.0,60.5892,1578249,2082.6,26.195175
21685,v1.1.0,37.4252,1579489.8,1535.6,44.130014
21686,v1.1.0,30.6226,1578502.8,1482.4,56.592473
21687,v1.1.0,27.4106,1576728.4,1395.2,67.90209
21688,v1.1.0,60.8332,1582342,2126.6,25.897388
21689,v1.1.0,37.446,1582095.2,1601,43.204865
21690,v1.1.0,30.0906,1578913.2,1400.6,55.57531
21691,v1.1.0,27.761599999999998,1580197.2,1446,67.770641
21692,v1.1.0,60.828,1585129,2139.6,26.503934
21693,v1.1.0,37.3538,1583829,1563.4,43.618919
21694,v1.1.0,30.4662,1581587.6,1445,56.430667
21695,v1.1.0,27.4674,1580080.2,1449.4,67.354683
21696,v1.1.0,60.042,1578249,2117.8,26.116492
21697,v1.1.0,37.480199999999996,1580968.8,1550.6,43.482375
21698,v1.1.0,30.584,1578958.4,1435.6,56.397505
21699,v1.1.0,27.479,1577489,1448,67.608889
21700,v1.1.0,61.3662,1582342,2168.8,25.930859
21701,v1.1.0,37.4006,1580311.4,1554.6,43.51027
21702,v1.1.0,30.6432,1578438.4,1474.8,56.554796
21703,v1.1.0,27.374599999999997,1579189.2,1420.6,67.763016
21704,v1.1.0,60.7496,1585129,2118.8,26.250251
21705,v1.1.0,37.373599999999996,1582892.6,1597.4,43.861494
21706,v1.1.0,30.1166,1580795.8,1455.2,55.857333
21707,v1.1.0,27.168,1581178.2,1405.4,66.74963
21708,v1.1.0,60.5388,1578249,2064.6,26.381333
21709,v1.1.0,37.3324,1580861.2,1596.2,44.175306
21710,v1.1.0,30.613599999999998,1578801.6,1407.4,56.684151
21711,v1.1.0,27.579,1576280.2,1421,68.13
21712,v1.1.0,61.2134,1582342,2132,26.176909
21713,v1.1.0,37.248400000000004,1580051.4,1530.8,43.797497
21714,v1.1.0,30.787200000000002,1579339.2,1463,56.439309
21715,v1.1.0,27.581599999999998,1579720.8,1379,67.728148
21716,v1.1.0,60.763,1585129,2108.8,26.078492
21717,v1.1.0,37.4528,1583072.2,1598,43.916984
21718,v1.1.0,30.549799999999998,1581846.8,1415.6,56.68129
21719,v1.1.0,27.5958,1581364.6,1410.6,67.315106
21720,v1.1.0,60.5578,1578249,2117.4,25.99594
21721,v1.1.0,37.594800000000006,1580838.8,1590,44.158108
21722,v1.1.0,30.592599999999997,1578672.4,1441.4,56.744516
21723,v1.1.0,27.5098,1577098.2,1451.6,67.95537
21724,v1.1.0,61.254,1582342,2138.8,26.015082
21725,v1.1.0,37.254,1581354.4,1548.2,43.830811
21726,v1.1.0,30.6888,1578623,1461.2,56.48129
21727,v1.1.0,27.363400000000002,1579125.4,1382.2,67.339418
21728,v1.1.0,60.7408,1585129,2117.4,26.51082
21729,v1.1.0,37.469800000000006,1582203.6,1594.4,43.571029
21730,v1.1.0,30.794,1581182.2,1447.6,56.52129
21731,v1.1.0,27.562,1581484.6,1436.8,67.860503
21732,v1.1.0,60.4732,1578249,2086.8,26.36623
21733,v1.1.0,37.525,1580507.2,1590.2,43.829388
21734,v1.1.0,30.6522,1578403.4,1403.2,56.319226
21735,v1.1.0,27.368599999999997,1577250.4,1401.8,67.435
21736,v1.1.0,61.2162,1582342,2087.4,26.033137
21737,v1.1.0,37.0418,1581670,1562.2,43.568649
21738,v1.1.0,30.5578,1580216,1480.4,56.628774
21739,v1.1.0,27.641,1577598.2,1417,67.719048
21740,v1.1.0,60.3464,1585129,2102.4,26.194809
21741,v1.1.0,37.3264,1581761.8,1584.8,43.939132
21742,v1.1.0,30.6056,1581296.6,1402.2,55.924774
21743,v1.1.0,27.4982,1581479,1417,67.700794
21744,v1.1.0,60.6054,1578249,2093,26.338361
21745,v1.1.0,37.6798,1580712.4,1568.4,43.419801
21746,v1.1.0,30.6546,1577893,1462,56.542086
21747,v1.1.0,27.3884,1578070.6,1427.2,67.208413
21748,v1.1.0,61.2438,1582342,2088.4,26.349836
21749,v1.1.0,37.7428,1582362.6,1572.2,44.04333
21750,v1.1.0,30.549599999999998,1581089.6,1440.6,56.514452
21751,v1.1.0,27.6648,1578683.6,1426.4,67.335132
21752,v1.1.0,60.641,1585129,2148.6,26.137033
21753,v1.1.0,37.5136,1583368,1560,44.147895
21754,v1.1.0,30.344,1582059.8,1439.4,56.144366
21755,v1.1.0,27.4814,1580365.8,1402.2,67.862143
21756,v1.1.0,60.5208,1578249,2093.6,26.017874
21757,v1.1.0,37.5126,1580668.4,1583.6,43.351464
21758,v1.1.0,30.6328,1580669.6,1431.2,56.540989
21759,v1.1.0,27.5242,1577709.8,1441.8,67.456376
21760,v1.1.0,61.297599999999996,1582342,2089.8,26.317229
21761,v1.1.0,37.509800000000006,1580751.4,1573.4,43.544836
21762,v1.1.0,30.595599999999997,1578188.2,1446.6,56.453484
21763,v1.1.0,27.595200000000002,1580118.8,1435.4,67.417407
21764,v1.1.0,60.661,1585129,2084.8,26.006951
21765,v1.1.0,37.4558,1583384.6,1594,43.950683
21766,v1.1.0,30.561400000000003,1581413,1411.2,56.32286
21767,v1.1.0,27.6018,1581083.6,1420.2,67.608122
21768,v1.1.0,60.4658,1578249,2072.4,25.973667
21769,v1.1.0,37.8242,1581131,1600.6,43.906913
21770,v1.1.0,30.3072,1578906.8,1501.8,55.769355
21771,v1.1.0,27.4404,1577727.2,1406.4,67.679868
21772,v1.1.0,61.4144,1582342,2151.2,26.296721
21773,v1.1.0,37.1064,1580693.6,1520.4,43.469189
21774,v1.1.0,30.662599999999998,1578541.4,1421,56.547097
21775,v1.1.0,27.8238,1578597.4,1440.8,67.820714
21776,v1.1.0,60.7994,1585129,2095.8,26.079459
21777,v1.1.0,37.2918,1582012.6,1550.2,44.041266
21778,v1.1.0,30.5452,1581145.6,1444.4,56.430129
21779,v1.1.0,27.596,1580732.6,1465.8,67.923862
21780,v1.1.0,60.599599999999995,1578249,2105,26.157902
21781,v1.1.0,37.303,1579953.4,1570.8,43.888656
21782,v1.1.0,30.6058,1578075.6,1436,56.343979
21783,v1.1.0,27.305799999999998,1577391.2,1359,67.594021
21784,v1.1.0,61.3474,1582342,2152.8,26.449942
21785,v1.1.0,37.5794,1581152.4,1589.2,44.192105
21786,v1.1.0,30.297,1579022.2,1426.6,56.044064
21787,v1.1.0,27.3756,1578057,1392.2,67.750079
21788,v1.1.0,60.211400000000005,1585129,2113,25.783147
21789,v1.1.0,37.529,1583741.6,1555.2,43.609797
21790,v1.1.0,30.715799999999998,1581789.4,1417.4,56.502387
21791,v1.1.0,27.5512,1580243.8,1425.6,67.892699
21792,v1.1.0,60.5192,1578249,2093.2,26.531983
21793,v1.1.0,37.547,1580913.2,1576.6,43.857454
21794,v1.1.0,30.8188,1578419,1503.6,56.569032
21795,v1.1.0,27.552799999999998,1577260,1405.6,67.753889
21796,v1.1.0,61.3798,1582342,2159.8,26.175891
21797,v1.1.0,37.5788,1580254,1554.8,44.033258
21798,v1.1.0,30.615,1579863.8,1453.4,56.451957
21799,v1.1.0,27.615599999999997,1578461.6,1417.6,67.437619
21800,v1.1.0,60.8078,1585129,2132.8,26.279634
21801,v1.1.0,37.4168,1583485.6,1577.6,44.092546
21802,v1.1.0,30.6932,1582134.4,1411.4,56.851613
21803,v1.1.0,27.1554,1580193,1371.2,67.115555
21804,v1.1.0,60.4222,1578249,2058.8,26.522732
21805,v1.1.0,37.344199999999994,1580171.4,1578.4,43.191892
21806,v1.1.0,30.7898,1578687.8,1442.8,56.725807
21807,v1.1.0,27.5446,1578157.8,1453.4,67.470212
21808,v1.1.0,60.9636,1582342,2081.2,26.139011
21809,v1.1.0,37.4332,1581887.8,1548.8,44.003556
21810,v1.1.0,30.520799999999998,1579731,1454.2,56.739355
21811,v1.1.0,27.385,1578617,1405.2,67.507328
21812,v1.1.0,60.8438,1585129,2097.4,25.99288
21813,v1.1.0,37.484,1584455.6,1588,43.760313
21814,v1.1.0,30.665,1582533.6,1424.4,56.634839
21815,v1.1.0,27.243,1579981,1405.4,67.339788
21816,v1.1.0,60.6774,1578249,2129.6,26.150453
21817,v1.1.0,37.617599999999996,1580627.6,1583.2,43.640028
21818,v1.1.0,30.6008,1579544,1452.6,56.338473
21819,v1.1.0,27.418,1578936.2,1431.8,67.507328
21820,v1.1.0,61.251599999999996,1582342,2069.6,26.446558
21821,v1.1.0,37.593199999999996,1581481,1601.6,43.856017
21822,v1.1.0,30.671599999999998,1579966.2,1441.6,56.265355
21823,v1.1.0,27.639200000000002,1579118,1433,67.754921
21824,v1.1.0,60.702,1585129,2099.2,26.157885
21825,v1.1.0,37.3236,1582714.2,1575,44.032233
21826,v1.1.0,30.7012,1581654.4,1427.6,56.442366
21827,v1.1.0,27.6006,1581880.2,1453.8,67.684471
21828,v1.1.0,60.6094,1578249,2083.6,25.802
21829,v1.1.0,37.556400000000004,1580479.4,1569.2,44.066984
21830,v1.1.0,30.6732,1578846.4,1451.2,56.716129
21831,v1.1.0,27.447599999999998,1578388,1379.4,67.727169
21832,v1.1.0,60.9446,1582342,2104.4,26.074453
21833,v1.1.0,37.6156,1581499,1586.6,43.927738
21834,v1.1.0,30.5972,1579605.4,1441.2,56.580408
21835,v1.1.0,27.5326,1579321.6,1423.4,67.792116
21836,v1.1.0,60.7588,1585129,2102.2,26.323836
21837,v1.1.0,37.542,1583500.6,1583.8,43.942688
21838,v1.1.0,30.6554,1581621,1430.6,56.614194
21839,v1.1.0,27.7818,1579818.2,1445.4,67.658889
21840,v1.1.0,60.666599999999995,1578249,2117.6,26.154087
21841,v1.1.0,37.321,1578593,1591.2,43.962077
21842,v1.1.0,30.5422,1578531.6,1424.2,56.433613
21843,v1.1.0,27.560599999999997,1578391.4,1416.8,67.865714
21844,v1.1.0,61.352,1582342,2155.4,26.462163
21845,v1.1.0,37.3792,1581034.8,1591.8,44.118691
21846,v1.1.0,30.7284,1580173.2,1430,56.448839
21847,v1.1.0,27.677,1579560.2,1429.2,67.791772
21848,v1.1.0,60.8316,1585129,2129.2,25.907197
21849,v1.1.0,36.891,1583148,1581.2,43.466877
21850,v1.1.0,30.485,1580397,1402.2,56.506925
21851,v1.1.0,27.4142,1580454.6,1434.4,67.680265
21852,v1.1.0,60.510400000000004,1578249,2069.6,26.521071
21853,v1.1.0,37.5504,1580405.8,1565.8,43.423556
21854,v1.1.0,30.6572,1578653.4,1458.4,56.334473
21855,v1.1.0,27.6006,1578813.8,1442.4,67.771217
21856,v1.1.0,61.298,1582342,2140,26.103612
21857,v1.1.0,37.3822,1580049.8,1557.4,43.822689
21858,v1.1.0,30.6876,1579624.2,1464.2,56.340796
21859,v1.1.0,27.43,1580022.2,1435,67.547513
21860,v1.1.0,61.281,1585129,2071.6,25.666154
21861,v1.1.0,37.4284,1583086.2,1600.4,43.302964
21862,v1.1.0,30.5928,1582146.2,1455.4,56.68
21863,v1.1.0,27.5338,1581864.8,1414,67.725
21864,v1.1.0,60.6466,1578249,2106.8,26.151694
21865,v1.1.0,37.4758,1580610,1574.6,44.117767
21866,v1.1.0,30.7942,1580287.6,1457,56.783871
21867,v1.1.0,27.011400000000002,1577229.6,1399.6,66.918974
21868,v1.1.0,61.4602,1582342,2160.8,26.497171
21869,v1.1.0,37.4002,1581607.4,1559.2,43.522944
21870,v1.1.0,30.587,1579586.2,1418.6,56.417828
21871,v1.1.0,27.459799999999998,1578755.2,1396,67.726508
21872,v1.1.0,60.6142,1585129,2096.4,26.26088
21873,v1.1.0,37.3596,1583466.8,1581.8,43.74
21874,v1.1.0,30.4406,1582022,1462.6,55.56985
21875,v1.1.0,27.5798,1580605.6,1427.8,67.668571
21876,v1.1.0,60.6566,1578249,2139.4,26.145361
21877,v1.1.0,37.08,1580335.6,1528.8,43.436907
21878,v1.1.0,30.672,1578613.8,1393,55.786473
21879,v1.1.0,27.559,1577933.4,1400,67.698122
21880,v1.1.0,61.2684,1582342,2098.6,26.040558
21881,v1.1.0,37.4084,1579813,1574.2,44.05037
21882,v1.1.0,30.827599999999997,1580065.6,1462.8,56.489032
21883,v1.1.0,27.5594,1580221.2,1434,67.65246
21884,v1.1.0,60.727,1585129,2123.4,26.386557
21885,v1.1.0,37.4966,1583543,1536.4,44.099047
21886,v1.1.0,30.581599999999998,1582384.8,1470.6,56.617419
21887,v1.1.0,27.5322,1580866,1424.2,67.765344
21888,v1.2.0,8.505799999999999,1696998,352.6,31.584445
21889,v1.2.0,6.660399999999999,1711666,307,39.533809
21890,v1.2.0,6.0653999999999995,1719256,284,43.356667
21891,v1.2.0,5.5964,1731392,266.4,45.568667
21892,v1.2.0,8.5954,1698280,353.6,30.538333
21893,v1.2.0,6.4338,1711557,273.4,37.995714
21894,v1.2.0,6.0216,1721361,269.2,45.35
21895,v1.2.0,5.481199999999999,1731701,276.4,45.749333
21896,v1.2.0,8.6232,1703642,348,29.105833
21897,v1.2.0,6.4108,1715210,273.2,40.926666
21898,v1.2.0,6.0346,1725752,270.4,45.135714
21899,v1.2.0,5.8144,1735499,257.4,45.650667
21900,v1.2.0,8.641200000000001,1696998,351,28.928333
21901,v1.2.0,6.4132,1711666,293.4,41.622857
21902,v1.2.0,5.953,1719256,268.2,43.746667
21903,v1.2.0,5.7386,1731392,279.4,46.696
21904,v1.2.0,8.704799999999999,1698280,347.4,29.485833
21905,v1.2.0,6.5636,1711557,310.6,40.167619
21906,v1.2.0,5.9734,1721361,314.6,42.42
21907,v1.2.0,5.7328,1731701,280.2,47.258667
21908,v1.2.0,8.6186,1703642,362.4,30.125556
21909,v1.2.0,6.6022,1715210,270.8,38.131429
21910,v1.2.0,6.0222,1725752,305.8,47.022381
21911,v1.2.0,5.4786,1735499,240.6,46.699333
21912,v1.2.0,8.6884,1696998,348.2,27.183611
21913,v1.2.0,6.4722,1711666,279.6,38.915714
21914,v1.2.0,6.094399999999999,1719256,290.2,45.232381
21915,v1.2.0,5.636,1731392,238.8,45.445333
21916,v1.2.0,8.664,1698280,345.4,31.069445
21917,v1.2.0,6.6784,1711557,298.2,40.254286
21918,v1.2.0,6.072,1721361,271.4,40.88
21919,v1.2.0,5.573600000000001,1731701,268,47.822666
21920,v1.2.0,8.666,1703642,379.6,30.291944
21921,v1.2.0,6.5104,1715210,275.2,42.631428
21922,v1.2.0,5.9672,1725752,315.4,46.173333
21923,v1.2.0,5.747199999999999,1735499,297.8,47.261333
21924,v1.2.0,8.8406,1696998,361.4,31.715555
21925,v1.2.0,6.711399999999999,1711666,266.8,37.77381
21926,v1.2.0,6.035,1719256,270.4,46.257619
21927,v1.2.0,6.013199999999999,1731392,301,47.734762
21928,v1.2.0,8.643600000000001,1698280,400,29.531944
21929,v1.2.0,6.445399999999999,1711557,287,39.078095
21930,v1.2.0,6.0732,1721361,277.2,44.284286
21931,v1.2.0,5.6072,1731701,253.6,49.47
21932,v1.2.0,8.66,1703642,364,28.608333
21933,v1.2.0,6.5208,1715210,286.6,41.459048
21934,v1.2.0,5.966,1725752,281,42.278
21935,v1.2.0,5.485,1735499,227,43.844
21936,v1.2.0,8.6326,1696998,360.8,29.996389
21937,v1.2.0,6.6608,1711666,321.4,37.265238
21938,v1.2.0,5.9548000000000005,1719256,313.6,43.528
21939,v1.2.0,5.8002,1731392,281.2,48.026
21940,v1.2.0,8.7218,1698280,354.6,28.148333
21941,v1.2.0,6.6208,1711557,330,38.780952
21942,v1.2.0,6.0266,1721361,277.8,46.920953
21943,v1.2.0,5.655,1731701,288.8,45.246
21944,v1.2.0,8.577,1703642,354.8,30.086944
21945,v1.2.0,6.5222,1715210,287.2,42.137143
21946,v1.2.0,6.0272,1725752,293.2,44.07
21947,v1.2.0,5.742,1735499,305.2,46.169333
21948,v1.2.0,8.647200000000002,1696998,355.8,32.182222
21949,v1.2.0,6.582,1711666,281.6,40.207143
21950,v1.2.0,6.001600000000001,1719256,273.8,43.611334
21951,v1.2.0,5.818,1731392,263,48.085714
21952,v1.2.0,8.598,1698280,361.6,29.335
21953,v1.2.0,6.5928,1711557,297.6,38.636667
