,revision,performance,size,energy,cpu
2311,v0.9.1,64.09,1707439.4,3300.4,56.68375
2312,v0.9.1,137.8288,1703288,4686.2,25.575131
2313,v0.9.1,90.2834,1711737,3730.2,39.780879
2314,v0.9.1,70.1156,1718444.6,3215.4,51.26563
2315,v0.9.1,63.840199999999996,1713882.4,3355.2,56.632188
2316,v0.9.1,140.7746,1706744,4767.2,25.582982
2317,v0.9.1,90.6522,1709027,3622.2,39.92987
2318,v0.9.1,70.7594,1708477.6,3358.4,51.364668
2319,v0.9.1,64.26180000000001,1705127,3265,56.606413
2320,v0.9.1,140.02360000000002,1698842,4821.6,25.546379
2321,v0.9.1,90.1546,1710553,3607.8,40.065227
2322,v0.9.1,70.2732,1706902.8,3325.8,51.278204
2323,v0.9.1,64.2938,1715993.6,3236,56.546548
2324,v0.9.1,137.746,1703288,4632.4,25.65176
2325,v0.9.1,90.36280000000001,1710570.6,3716,39.973841
2326,v0.9.1,70.6412,1713718.6,3336.2,51.273465
2327,v0.9.1,63.836,1710476.4,3226.2,56.612812
2328,v0.9.1,140.5722,1706744,4801.8,25.545247
2329,v0.9.1,90.924,1709778.6,3687.6,40.11055
2330,v0.9.1,70.74719999999999,1714940.8,3297,51.346197
2331,v0.9.1,64.163,1707664.6,3247.8,56.489812
2332,v0.9.1,139.91479999999999,1698842,4765,25.571044
2333,v0.9.1,90.42280000000001,1708307,3678,40.058745
2334,v0.9.1,70.445,1718012.4,3296.2,51.325252
2335,v0.9.1,64.20519999999999,1708280,3209.4,56.648125
2336,v0.9.1,137.62460000000002,1703288,4689.8,25.523504
2337,v0.9.1,90.2252,1709287.4,3683,40.048
2338,v0.9.1,70.489,1719054,3266.4,51.326467
2339,v0.9.1,63.891,1712021.2,3253.2,56.61875
2340,v0.9.1,141.092,1706744,4859.4,25.607943
2341,v0.9.1,90.63839999999999,1705625.2,3660,40.001524
2342,v0.9.1,70.46419999999999,1714038,3352,51.320354
2343,v0.9.1,64.071,1710759.8,3222.2,56.60125
2344,v0.9.1,139.7906,1698842,4726.2,25.63064
2345,v0.9.1,90.95739999999999,1708270.6,3773.4,40.040164
2346,v0.9.1,70.61280000000001,1714174.6,3331.4,51.252298
2347,v0.9.1,63.836800000000004,1710740.6,3246.2,56.374856
2348,v0.9.1,137.71220000000002,1703288,4708,25.6087
2349,v0.9.1,90.06139999999999,1718510.6,3620.6,40.005111
2350,v0.9.1,70.4616,1712637.4,3276.2,51.211573
2351,v0.9.1,63.934599999999996,1710845.6,3175.2,56.555625
2352,v0.9.1,140.2404,1706744,4798.8,25.646154
2353,v0.9.1,90.9052,1704743.2,3670.6,39.899162
2354,v0.9.1,70.48819999999999,1711009.8,3286.4,51.256684
2355,v0.9.1,64.031,1705394.2,3236.2,56.51505
2356,v0.9.1,139.9812,1698842,4792,25.488501
2357,v0.9.1,90.3498,1710748.8,3691.8,39.9177
2358,v0.9.1,70.5978,1704612.4,3327.8,51.373964
2359,v0.9.1,64.116,1705137.6,3206.2,56.60638
2360,v0.9.1,137.7416,1703288,4644,25.518821
2361,v0.9.1,89.8282,1704813.2,3687.4,39.986729
2362,v0.9.1,70.3484,1713841.4,3283,51.269312
2363,v0.9.1,64.018,1715125.4,3205.6,56.513125
2364,v0.9.1,140.82520000000002,1706744,4764.4,25.576814
2365,v0.9.1,90.7434,1702982.2,3690.4,39.966358
2366,v0.9.1,70.73819999999999,1712100.8,3416.6,51.296153
2367,v0.9.1,64.2102,1708260,3295.2,56.594995
2368,v0.9.1,139.98579999999998,1698842,4714.2,25.613701
2369,v0.9.1,91.64739999999999,1700496,3663.2,39.910975
2370,v0.9.1,70.379,1712777.2,3424.2,51.296322
2371,v0.9.1,64.175,1709380,3287.4,56.655471
2372,v0.9.1,137.8126,1703288,4603.6,25.635516
2373,v0.9.1,90.3338,1709351.4,3712.8,40.102817
2374,v0.9.1,70.395,1719207.8,3299.2,51.285167
2375,v0.9.1,63.897400000000005,1715226.4,3285.8,56.289355
2376,v0.9.1,140.8504,1706744,4825,25.568033
2377,v0.9.1,90.5442,1704354.6,3639.4,40.085373
2378,v0.9.1,70.5008,1714348.4,3345.2,51.345062
2379,v0.9.1,65.1682,1700053,3255.6,56.658141
2380,v0.9.1,140.23860000000002,1698842,4738.6,25.565185
2381,v0.9.1,90.3248,1712363.6,3737.6,40.004149
2382,v0.9.1,70.481,1708781.2,3211.2,51.279787
2383,v0.9.1,63.9356,1711269.8,3258.2,56.641037
2384,v0.9.1,137.84179999999998,1703288,4700.6,25.523276
2385,v0.9.1,90.296,1718090.2,3647,39.969267
2386,v0.9.1,70.34519999999999,1712660,3273.4,51.238704
2387,v0.9.1,63.8182,1714329.2,3205.2,56.385481
2388,v0.9.1,140.23420000000002,1706744,4871.6,25.5599
2389,v0.9.1,90.4756,1707288.4,3728.8,39.757848
2390,v0.9.1,70.6542,1704415.6,3297.8,51.345078
2391,v0.9.1,64.2608,1713074.4,3242.6,56.404329
2392,v0.9.1,140.07160000000002,1698842,4707,25.568529
2393,v0.9.1,90.3858,1703395.8,3699.2,39.972714
2394,v0.9.1,70.4374,1709793.4,3340.6,51.24227
2395,v0.9.1,65.955,1705763.6,3334.6,56.799004
2396,v0.9.1,137.71779999999998,1703288,4718.8,25.65241
2397,v0.9.1,90.39880000000001,1707774,3646.8,40.029333
2398,v0.9.1,70.1598,1714498.6,3300,51.217722
2399,v0.9.1,63.962199999999996,1712543.4,3199.6,56.488889
2400,v0.9.1,141.0368,1706744,4805,25.599985
2401,v0.9.1,90.3934,1717869,3680.2,39.996388
2402,v0.9.1,70.829,1708759.8,3371.8,51.336374
2403,v0.9.1,64.1696,1712085.2,3178.4,56.545313
2404,v0.9.1,140.0604,1698842,4757.8,25.433394
2405,v0.9.1,90.2062,1704041.4,3678,39.945568
2406,v0.9.1,70.62039999999999,1713772.6,3272.8,51.356362
2407,v0.9.1,63.971199999999996,1711348.2,3321.6,56.55749
2408,v0.9.1,137.7868,1703288,4636.6,25.577157
2409,v0.9.1,89.86280000000001,1718241.6,3718.6,39.955396
2410,v0.9.1,70.54780000000001,1718531.4,3340.4,51.314765
2411,v0.9.1,63.783,1713255.6,3258,56.312823
2412,v0.9.1,140.56320000000002,1706744,4768,25.639586
2413,v0.9.1,90.5306,1704548.2,3745.2,40.031116
2414,v0.9.1,70.7134,1709497.8,3253.6,51.260068
2415,v0.9.1,64.1712,1702964.6,3255,56.776476
2416,v0.9.1,140.0472,1698842,4735.4,25.601038
2417,v0.9.1,90.6196,1701396,3704.8,40.036745
2418,v0.9.1,71.3756,1707247.8,3379.2,51.410513
2419,v0.9.1,64.10040000000001,1707564.2,3213,56.522774
2420,v0.9.1,137.77939999999998,1703288,4655.4,25.553365
2421,v0.9.1,90.5946,1717530,3672,39.996503
2422,v0.9.1,70.36139999999999,1714567.2,3386.6,51.182008
2423,v0.9.1,63.89,1718525.4,3246.6,56.431073
2424,v0.9.1,140.8876,1706744,4738,25.624052
2425,v0.9.1,90.7114,1703085,3690,39.955426
2426,v0.9.1,70.7684,1705347.6,3365.2,51.064978
2427,v0.9.1,64.271,1703346.6,3330.6,56.60611
2428,v0.9.1,140.1946,1698842,4649,25.547165
2429,v0.9.1,90.4814,1711069,3700,40.006782
2430,v0.9.1,70.83460000000001,1708501.6,3409.2,51.353239
2431,v0.9.1,63.985,1708915.6,3205,56.549965
2432,v0.9.1,137.7312,1703288,4650.2,25.463161
2433,v0.9.1,89.9586,1712981.4,3714,39.961268
2434,v0.9.1,70.173,1712846.2,3310.6,51.238357
2435,v0.9.1,63.988800000000005,1712645.4,3184,56.584688
2436,v0.9.1,141.4228,1706744,4822.6,25.590243
2437,v0.9.1,90.552,1709775.8,3733.4,40.076061
2438,v0.9.1,70.8268,1713885,3286.2,51.297214
2439,v0.9.1,64.2288,1710319,3248,56.690774
2440,v0.9.1,140.05960000000002,1698842,4704.8,25.638836
2441,v0.9.1,90.2422,1710106.8,3706.8,40.032
2442,v0.9.1,70.6408,1718459.2,3277.8,51.338008
2443,v0.9.1,64.3034,1702643.8,3293.6,56.596173
2444,v0.9.1,137.63660000000002,1703288,4688.6,25.608695
2445,v0.9.1,90.4136,1711332.8,3727.2,40.012127
2446,v0.9.1,70.513,1706098.6,3242.6,51.33526
2447,v0.9.1,63.8354,1712947,3201.4,56.399547
2448,v0.9.1,140.17239999999998,1706744,4739.8,25.424368
2449,v0.9.1,90.01660000000001,1703977.8,3744.2,40.047111
2450,v0.9.1,70.75,1710841.6,3320.6,51.273002
2451,v0.9.1,64.3576,1709544.8,3292.8,56.697692
2452,v0.9.1,139.8918,1698842,4705.6,25.513371
2453,v0.9.1,90.426,1708449,3781,40.080664
2454,v0.9.1,70.501,1713261.4,3324.4,51.257404
2455,v0.9.1,63.9534,1707115.8,3317.4,56.520835
2456,v0.9.1,137.604,1703288,4648.6,25.656838
2457,v0.9.1,90.356,1708518.6,3664.8,40.154
2458,v0.9.1,70.4658,1713197.8,3344.8,51.202809
2459,v0.9.1,63.9656,1713025,3271,56.644947
2460,v0.9.1,140.5816,1706744,4812.2,25.567495
2461,v0.9.1,90.70219999999999,1704844.4,3772.4,40.067387
2462,v0.9.1,70.86880000000001,1709705.2,3390.2,51.095759
2463,v0.9.1,63.9122,1713530.2,3144.2,56.56625
2464,v0.9.1,140.25060000000002,1698842,4781.2,25.642462
2465,v0.9.1,89.9166,1704204.2,3661.8,40.005333
2466,v0.9.1,70.80839999999999,1709351.8,3303.8,51.34338
2467,v0.9.1,63.9296,1713996.2,3242.2,56.431731
2468,v0.9.1,137.774,1703288,4675.6,25.645572
2469,v0.9.1,90.142,1709307.2,3708,39.959438
2470,v0.9.1,70.6586,1717050.8,3288,51.29967
2471,v0.9.1,64.0254,1711267,3193,56.578437
2472,v0.9.1,140.62779999999998,1706744,4757.2,25.50099
2473,v0.9.1,90.7072,1706891,3794.4,39.997683
2474,v0.9.1,70.76660000000001,1711396,3266.2,51.29909
2475,v0.9.1,64.0574,1707066.2,3271,56.491293
2476,v0.9.1,139.7858,1698842,4668.6,25.521069
2477,v0.9.1,90.1952,1707891.4,3740.6,40.069065
2478,v0.9.1,70.794,1706824.8,3366.2,51.380845
2479,v0.9.1,64.0146,1711725,3293.8,56.693438
2480,v0.9.1,137.56820000000002,1703288,4657.8,25.555182
2481,v0.9.1,90.8172,1708603,3665.2,39.840896
2482,v0.9.1,70.2272,1716078.6,3376.6,51.036173
2483,v0.9.1,64.138,1717982.8,3281.4,56.514495
2484,v0.9.1,140.47,1706744,4777.6,25.589329
2485,v0.9.1,90.784,1714013.2,3633.4,39.982379
2486,v0.9.1,70.8612,1717572.6,3372.6,51.31016
2487,v0.9.1,64.17280000000001,1707873.2,3336.2,56.675822
2488,v0.9.1,140.5072,1698842,4784.2,25.640327
2489,v0.9.1,90.30560000000001,1712190.4,3697.6,39.914111
2490,v0.9.1,70.0778,1714638.4,3212.8,51.35458
2491,v0.9.1,64.0396,1707728,3300.6,56.564827
2492,v0.9.1,137.7016,1703288,4650.2,25.659804
2493,v0.9.1,90.11739999999999,1716690.4,3661,39.817838
2494,v0.9.1,70.2776,1714223,3316.8,51.280837
2495,v0.9.1,64.2752,1721257,3229.8,56.623332
2496,v0.9.1,270.39959999999996,1926348,9077,25.426643
2497,v0.9.1,167.3946,1926371.6,6724.6,40.966454
2498,v0.9.1,120.7278,1937710.6,5832,53.483475
2499,v0.9.1,108.1464,1933759.8,5496.2,59.412861
2500,v0.9.1,238.035,1946421,7901.4,25.451983
2501,v0.9.1,153.9642,1942743.6,6295.2,40.501441
2502,v0.9.1,117.3094,1942341.6,5646.6,53.231471
2503,v0.9.1,108.44539999999999,1935187,5706.6,59.442045
2504,v0.9.1,233.234,1948082,7893.8,25.463327
2505,v0.9.1,162.4374,1940494,6535.2,40.799823
2506,v0.9.1,126.58760000000001,1938051.4,6104.4,53.966641
2507,v0.9.1,111.0728,1939008.2,5882.6,59.62601
2508,v0.9.1,269.7206,1926348,9004.4,25.43099
2509,v0.9.1,152.12320000000003,1934056,6115.6,40.476112
2510,v0.9.1,120.398,1931937.6,5929.6,53.439143
2511,v0.9.1,110.934,1931881.8,5770.4,59.701718
2512,v0.9.1,238.24579999999997,1946421,7909.6,25.47086
2513,v0.9.1,161.91060000000002,1930784.6,6683.4,40.838181
2514,v0.9.1,123.5242,1936411.6,5922.8,53.623308
2515,v0.9.1,110.0514,1937115,5753.8,59.579344
2516,v0.9.1,233.4476,1948082,7877.6,25.417251
2517,v0.9.1,168.242,1937042,6801,40.93542
2518,v0.9.1,120.2732,1937839.2,5832.2,53.379666
2519,v0.9.1,115.6858,1937135.4,6000,60.316087
2520,v0.9.1,270.3058,1926348,9183.8,25.440103
2521,v0.9.1,157.68460000000002,1932496.4,6454.8,40.756431
2522,v0.9.1,124.2518,1925451.2,5941,53.644596
2523,v0.9.1,110.80760000000001,1930843,5730,59.730625
2524,v0.9.1,238.1668,1946421,8075.2,25.455995
2525,v0.9.1,149.29979999999998,1944447.6,6035.2,40.397185
2526,v0.9.1,116.949,1936508.4,5653.6,53.041869
2527,v0.9.1,112.67460000000001,1928570.4,5775.4,59.959624
2528,v0.9.1,233.76739999999998,1948082,7823.8,25.424095
2529,v0.9.1,163.498,1939658.2,6749.4,40.974329
2530,v0.9.1,118.0638,1944858.6,5620.8,53.150362
2531,v0.9.1,110.779,1938872.4,5773,59.722475
2532,v0.9.1,270.4,1926348,9140.8,25.422395
2533,v0.9.1,167.097,1927642.8,6758,41.001534
2534,v0.9.1,126.2692,1927626.8,6045.8,53.861244
2535,v0.9.1,107.099,1937000.6,5484,59.175739
2536,v0.9.1,238.19660000000002,1946421,8070.4,25.460194
2537,v0.9.1,157.92260000000002,1933017.4,6413.4,40.650336
2538,v0.9.1,117.19439999999999,1939748.6,5622.8,53.065493
2539,v0.9.1,106.73819999999999,1937185,5500.4,59.12182
2540,v0.9.1,233.488,1948082,7911.6,25.468519
2541,v0.9.1,165.1832,1938929.8,6771,40.88722
2542,v0.9.1,127.26480000000001,1934291.2,6068.6,53.868445
2543,v0.9.1,108.219,1937465.6,5418.2,59.240152
2544,v0.9.1,270.5306,1926348,9067.2,25.363887
2545,v0.9.1,159.3938,1932020.6,6453.6,40.75502
2546,v0.9.1,128.3752,1930284.4,6178.4,53.837282
2547,v0.9.1,111.23,1931794.6,5879.6,59.774282
2548,v0.9.1,238.22420000000002,1946421,8016.6,25.459435
2549,v0.9.1,167.582,1930420,6836.6,40.894546
2550,v0.9.1,119.1922,1937991.4,5700.2,53.222822
2551,v0.9.1,107.416,1933299,5488.2,59.357283
2552,v0.9.1,233.58520000000001,1948082,7915.4,25.489825
2553,v0.9.1,154.8382,1941488.8,6161.8,40.562803
2554,v0.9.1,124.956,1934302.2,6096.4,53.771569
2555,v0.9.1,111.6046,1938719.8,5806.4,59.789797
2556,v0.9.1,270.5028,1926348,9078.2,25.369269
2557,v0.9.1,153.4268,1933907.4,6209.4,40.543634
2558,v0.9.1,123.6166,1933822.2,5957,53.626227
2559,v0.9.1,108.849,1937421.2,5545.6,59.438804
2560,v0.9.1,238.10920000000002,1946421,8144.8,25.410425
2561,v0.9.1,168.0312,1932065.2,6844.6,40.945671
2562,v0.9.1,117.0988,1942063.8,5499.2,53.13941
2563,v0.9.1,111.8574,1932919.4,5708.6,59.90798
2564,v0.9.1,233.617,1948082,7932.2,25.413845
2565,v0.9.1,154.09560000000002,1939832.4,6217.4,40.490338
2566,v0.9.1,118.4218,1949823,5676.6,53.262588
2567,v0.9.1,108.679,1936186,5714.4,59.345721
2568,v0.9.1,270.438,1926348,9030.4,25.386254
2569,v0.9.1,162.86260000000001,1933383.6,6665.4,40.812021
2570,v0.9.1,121.7416,1933831.6,5793,53.504184
2571,v0.9.1,109.2108,1936149.8,5686.6,59.428581
2572,v0.9.1,238.81220000000002,1946421,8122.6,25.476151
2573,v0.9.1,163.7114,1934310.8,6729.6,40.870975
2574,v0.9.1,120.71539999999999,1935580.4,5715.2,53.419339
2575,v0.9.1,109.3652,1934399.2,5762.8,59.398651
2576,v0.9.1,233.403,1948082,7792.8,25.439149
2577,v0.9.1,155.55079999999998,1945077.8,6371.4,40.609035
2578,v0.9.1,123.402,1939978.4,5945,53.569037
2579,v0.9.1,108.463,1944885.2,5816,59.443779
2580,v0.9.1,270.3626,1926348,9200.2,25.424607
2581,v0.9.1,161.5874,1928174.8,6527.4,40.683997
2582,v0.9.1,127.2958,1928694.2,5986.8,53.863847
2583,v0.9.1,106.1314,1932168.4,5708.4,58.887803
2584,v0.9.1,238.397,1946421,7873.8,25.39723
2585,v0.9.1,158.919,1933675.8,6445.2,40.69218
2586,v0.9.1,123.84,1932489.4,5920,53.682811
2587,v0.9.1,108.3536,1934546.2,5834.6,59.354439
2588,v0.9.1,233.5676,1948082,7770.2,25.43672
2589,v0.9.1,162.7208,1938603.2,6711.4,40.968635
2590,v0.9.1,123.8292,1940447.8,6107.4,53.712457
2591,v0.9.1,111.7288,1941150,5826.4,59.742584
2592,v0.9.1,270.832,1926348,9139.6,25.39332
2593,v0.9.1,164.3304,1925355.8,6752.2,40.896509
2594,v0.9.1,122.605,1931913.8,5881.6,53.557923
2595,v0.9.1,108.0958,1927190,5591.6,59.291603
2596,v0.9.1,238.3448,1946421,7941.6,25.432461
2597,v0.9.1,163.675,1936446.4,6761.6,40.943401
2598,v0.9.1,120.8866,1939332.4,5745,53.365982
2599,v0.9.1,117.439,1927757,6137,60.463855
2600,v0.9.1,233.5424,1948082,7899.6,25.459972
2601,v0.9.1,150.39939999999999,1947608.8,6197.8,40.641101
2602,v0.9.1,113.8686,1940062.2,5415,52.926504
2603,v0.9.1,105.72439999999999,1941980.2,5456.4,58.937081
2604,v0.9.1,270.7616,1926348,9170,25.40015
2605,v0.9.1,160.4626,1930919.4,6488.6,40.755861
2606,v0.9.1,119.814,1934250.8,5729.2,53.325255
2607,v0.9.1,105.4256,1932455.4,5377,59.00332
2608,v0.9.1,238.2438,1946421,7968.4,25.461873
2609,v0.9.1,168.691,1932434.4,6932.2,40.934025
2610,v0.9.1,113.8062,1943545.2,5339.6,52.849246
2611,v0.9.1,109.87939999999999,1937133.8,5761.6,59.50325
2612,v0.9.1,233.529,1948082,7805.2,25.437298
2613,v0.9.1,168.2752,1935590,6922.8,41.013535
2614,v0.9.1,121.81139999999999,1940675.4,5761.6,53.517155
2615,v0.9.1,108.9578,1939619.2,5771.6,59.346118
2616,v0.9.1,270.151,1926348,8947.8,25.440074
2617,v0.9.1,163.2372,1928645.4,6704.8,40.879495
2618,v0.9.1,123.3702,1928902.4,5986,53.729673
2619,v0.9.1,105.6658,1930852.2,5483,59.11183
2620,v0.9.1,238.195,1946421,8023.6,25.448956
2621,v0.9.1,158.5102,1935990.2,6417.8,40.701502
2622,v0.9.1,124.0944,1928225.2,5908,53.615072
2623,v0.9.1,108.04,1936650.8,5635.6,59.302231
2624,v0.9.1,233.0366,1948082,7921.4,25.319665
2625,v0.9.1,166.127,1935005.4,6778.4,40.903587
2626,v0.9.1,123.363,1938493.8,5896,53.615424
2627,v0.9.1,114.8598,1937989.8,5967,60.167336
2628,v0.9.1,270.184,1926348,9184,25.432342
2629,v0.9.1,155.696,1932246.8,6426.6,40.614785
2630,v0.9.1,124.5948,1930088.6,5863.6,53.710914
2631,v0.9.1,110.33619999999999,1931051.8,5597.4,59.508438
2632,v0.9.1,237.9576,1946421,8081.6,25.388666
2633,v0.9.1,162.3254,1932620.4,6708.6,40.859932
2634,v0.9.1,122.92360000000001,1932198.8,5865,53.669796
2635,v0.9.1,113.099,1936274.4,5942.6,59.908994
2636,v0.9.1,233.2038,1948082,7747.2,25.416734
2637,v0.9.1,164.08939999999998,1937008,6655.2,40.97337
2638,v0.9.1,128.0172,1938402.6,6158.6,53.886596
2639,v0.9.1,108.3292,1940979.6,5734.6,59.394831
2640,v0.9.1,270.3564,1926348,9151.4,25.387563
2641,v0.9.1,156.742,1934580.6,6430.8,40.597702
2642,v0.9.1,118.978,1932639.4,5653.8,53.372561
2643,v0.9.1,114.3348,1929947.4,5895,60.131279
2644,v0.9.1,237.92079999999999,1946421,8115.4,25.464641
2645,v0.9.1,167.4282,1927025.6,6715.6,40.97086
2646,v0.9.1,122.36880000000001,1935034.8,5691.4,53.576852
2647,v0.9.1,113.95639999999999,1931479,5921.6,60.066432
2648,v0.9.1,233.7344,1948082,7961.4,25.469184
2649,v0.9.1,154.8856,1942437.2,6332,40.473864
2650,v0.9.1,122.4282,1943643,5753.2,53.555433
2651,v0.9.1,108.94739999999999,1944586.8,5658.6,59.376883
2652,v0.9.1,270.3188,1926348,9084,25.435649
2653,v0.9.1,161.4914,1934865.2,6588.8,40.82653
2654,v0.9.1,120.62039999999999,1936520,5820.6,53.505371
2655,v0.9.1,110.2084,1929222.2,5857.6,59.660777
2656,v0.9.1,237.7604,1946421,8021.4,25.438987
2657,v0.9.1,164.84120000000001,1931564,6662.6,40.954629
2658,v0.9.1,120.5054,1942508.4,5774,53.433179
2659,v0.9.1,106.7878,1934976.6,5581.8,59.116516
2660,v0.9.1,233.6132,1948082,7881.6,25.422388
2661,v0.9.1,161.0024,1942435,6665.4,40.76064
2662,v0.9.1,117.43939999999999,1938911.8,5566.6,53.104689
2663,v0.9.1,106.66539999999999,1942162.4,5592.2,59.073058
2664,v0.9.1,271.06940000000003,1926348,9114.2,25.396857
2665,v0.9.1,149.686,1936886,5947.6,40.380449
2666,v0.9.1,117.00160000000001,1936855.2,5659.4,53.209603
2667,v0.9.1,107.06939999999999,1937007,5717.6,59.258752
2668,v0.9.1,238.4422,1946421,7868.4,25.449984
2669,v0.9.1,161.209,1935994.8,6534.2,40.874849
2670,v0.9.1,123.7054,1931263.6,6149,53.706375
2671,v0.9.1,105.30680000000001,1941605,5543.6,58.970797
2672,v0.9.1,233.53539999999998,1948082,7809,25.443977
2673,v0.9.1,158.4892,1943875.2,6522,40.667922
2674,v0.9.1,123.6958,1940229.2,5822,53.630579
2675,v0.9.1,110.94619999999999,1939466.4,5772.6,59.634824
2676,v0.9.1,269.937,1926348,9046,25.358355
2677,v0.9.1,161.479,1929711.6,6708.6,40.793274
2678,v0.9.1,114.286,1939467.4,5465.6,52.890612
2679,v0.9.1,105.3834,1934673,5530,59.049985
2680,v0.9.1,238.2456,1946421,7946.8,25.360276
2681,v0.9.1,157.9102,1938547.8,6516.6,40.716624
2682,v0.9.1,120.1178,1938748.8,5726,53.322642
2683,v0.9.1,107.8248,1935222,5441.8,59.457872
2684,v0.9.1,233.59560000000002,1948082,7924.4,25.417437
2685,v0.9.1,155.5506,1938479.4,6318.8,40.571791
2686,v0.9.1,117.5312,1941721.6,5442.4,53.142177
2687,v0.9.1,117.21719999999999,1932155,6181,60.512394
2688,v0.9.1,269.9122,1926348,9021.8,25.428335
2689,v0.9.1,149.12539999999998,1934914,6090,40.396685
2690,v0.9.1,120.01960000000001,1936726.6,5688.2,53.399846
2691,v0.9.1,102.99839999999999,1937521.2,5380.2,58.560836
2692,v0.9.1,238.2078,1946421,8117.8,25.39569
2693,v0.9.1,159.1008,1938788.2,6437.6,40.708164
2694,v0.9.1,117.6122,1937778.8,5602.8,53.25169
2695,v0.9.1,105.7188,1936989.8,5640.8,59.038253
2696,v0.9.1,234.2366,1948082,7805,25.388337
2697,v0.9.1,162.1716,1937362.8,6643.6,40.873634
2698,v0.9.1,124.082,1936773,5968,53.557873
2699,v0.9.1,114.1374,1935883.2,5777.4,59.977233
2700,v0.9.1,270.36159999999995,1926348,9037.6,25.434546
2701,v0.9.1,155.513,1930395.8,6419.8,40.536421
2702,v0.9.1,120.7476,1934958.4,5790.2,53.323716
2703,v0.9.1,111.6768,1934535.8,5744.6,59.751562
2704,v0.9.1,238.2236,1946421,8119,25.425272
2705,v0.9.1,151.714,1938981,6134.4,40.484321
2706,v0.9.1,120.9584,1935436.6,5858,53.439867
2707,v0.9.1,106.7384,1939338.8,5539.8,59.213084
2708,v0.9.1,233.5016,1948082,7752.4,25.433769
2709,v0.9.1,166.8632,1935632.2,6900.6,40.914963
2710,v0.9.1,123.7392,1945307,6000,53.651841
2711,v0.9.1,108.4008,1944083.4,5788.8,59.390642
2712,v0.9.1,270.2248,1926348,8898.6,25.353892
2713,v0.9.1,161.5486,1931917.4,6583.2,40.775901
2714,v0.9.1,122.01219999999999,1932703.6,5973.8,53.500848
2715,v0.9.1,106.5034,1935914.2,5617.4,59.205316
2716,v0.9.1,238.2908,1946421,7965,25.440785
2717,v0.9.1,160.4582,1938972,6474.6,40.73379
2718,v0.9.1,127.0318,1931729.6,6129.8,53.860508
2719,v0.9.1,105.627,1939154.4,5540.4,58.856464
2720,v0.9.1,233.80360000000002,1948082,7997.8,25.430314
2721,v0.9.1,158.55,1940102.6,6528.2,40.733868
2722,v0.9.1,115.3582,1938779,5463.6,53.071027
2723,v0.9.1,105.0818,1945247,5467.6,58.979021
2724,v0.9.1,270.6254,1926348,8994.6,25.427755
2725,v0.9.1,163.8632,1931461.8,6650.4,40.832775
2726,v0.9.1,115.8384,1939297.6,5526.8,53.144158
2727,v0.9.1,105.4178,1932637.6,5579.4,59.135076
2728,v0.9.1,238.2466,1946421,8097.6,25.443401
2729,v0.9.1,153.5194,1940723.4,6297,40.566857
2730,v0.9.1,119.4778,1935067.6,5639,53.353549
2731,v0.9.1,105.7684,1937826.4,5530.8,59.115098
2732,v0.9.1,233.858,1948082,7880.4,25.437264
2733,v0.9.1,167.977,1937210.6,6750.4,41.073361
2734,v0.9.1,126.2836,1933350.8,6222.2,53.881594
2735,v0.9.1,113.85239999999999,1935284.8,5857,60.051737
2736,v0.9.2,11.895,1673251,466.6,29.129849
2737,v0.9.2,9.8802,1701566,436,39.058
2738,v0.9.2,8.7098,1701713.8,433,44.766667
2739,v0.9.2,8.615,1732474.6,432.8,47.495555
2740,v0.9.2,12.1264,1673448,484.4,30.038462
2741,v0.9.2,10.160200000000001,1751160,456.6,39.231273
2742,v0.9.2,8.843399999999999,1722082.6,441.4,43.523055
2743,v0.9.2,8.5634,1717870.2,450,45.043333
2744,v0.9.2,12.446399999999999,1766923,474.4,29.551154
2745,v0.9.2,9.9538,1720134.4,434.4,38.616
2746,v0.9.2,8.95,1750186.2,441.6,42.476667
2747,v0.9.2,8.5016,1718827.6,435.2,46.906944
2748,v0.9.2,11.9124,1673251,452.4,28.109242
2749,v0.9.2,9.921,1735571.4,444.8,37.900667
2750,v0.9.2,8.9438,1746504,437,45.475556
2751,v0.9.2,8.7174,1747324.4,454.8,45.600556
2752,v0.9.2,12.16,1673448,506.4,27.46359
2753,v0.9.2,10.0036,1718001,446.4,39.046545
2754,v0.9.2,8.757,1699881,429.2,44.054167
2755,v0.9.2,8.3126,1704672,412.6,45.384722
2756,v0.9.2,12.509799999999998,1766923,471.2,29.518462
2757,v0.9.2,10.0228,1752577.4,453.8,37.96
2758,v0.9.2,8.734200000000001,1726137.2,428,42.078056
2759,v0.9.2,8.4626,1705085.4,439.8,47.423333
2760,v0.9.2,11.9952,1673251,438.2,28.08697
2761,v0.9.2,10.089799999999999,1729825.4,461.8,37.23
2762,v0.9.2,9.05,1763500.8,429.2,43.890889
2763,v0.9.2,8.6908,1731993.8,450.8,46.927222
2764,v0.9.2,12.114799999999999,1673448,498.2,26.998333
2765,v0.9.2,10.0244,1738073.2,449,38.22
2766,v0.9.2,8.9572,1697587,436,43.583833
2767,v0.9.2,8.5384,1752523.4,456.4,46.904445
2768,v0.9.2,12.5006,1766923,487.8,26.151667
2769,v0.9.2,9.861,1722513,437.8,39.274444
2770,v0.9.2,8.794,1713837.4,427,44.778056
2771,v0.9.2,8.46,1719337,435.6,43.8025
2772,v0.9.2,11.9284,1673251,459.6,29.126667
2773,v0.9.2,10.009799999999998,1749637,433.2,38.8
