revision,performance
530,79.2075
543,102.64564999999999
544,73.8878
550,65.20195000000001
551,65.17975
552,65.2016
560,63.384600000000006
571,61.3625
601,71.3446
602,71.75210000000001
604,71.36555
606,71.58345
607,61.73575
608,61.134350000000005
611,65.81939999999999
612,65.86485
614,65.673
615,65.93745
616,65.98005
620,65.857
621,65.2247
631,65.19810000000001
