,revision,performance,size,cpu
270,530,18.2378,652020631,6.311786
271,530,17.1226,652020631,6.74657
272,530,16.2948,652020558,6.652941
273,530,15.821,652020308,7.025333
274,530,15.7672,652019981,7.175
275,530,16.2834,652019763,7.345735
276,530,18.357400000000002,652018293,6.636725
277,530,18.367,652018075,6.769825
278,530,18.3548,652017655,6.794269
279,530,16.9922,652020323,6.785531
280,530,16.7278,652020323,6.948252
281,530,15.993799999999998,652020274,7.0575
282,530,15.3736,652020148,7.40375
283,530,15.593200000000001,652019836,7.28125
284,530,15.8634,652019738,7.335
285,530,16.887,652018545,6.748235
286,530,16.953,652018422,6.916471
287,530,16.9644,652018107,7.28
288,530,79.74,393291587,3.876456
289,530,85.47739999999999,381195192,3.772706
290,530,85.884,370805690,3.786186
291,530,104.3844,361936547,3.708771
292,530,349.667,325207284,3.32213
293,530,387.00840000000005,322881169,3.324562
294,530,423.1986,321287887,3.329062
295,530,423.14959999999996,321287859,3.318687
296,530,423.3248,321287817,3.3025
297,530,79.9692,393271904,3.906481
298,530,86.5924,381167399,3.820689
299,530,85.93180000000001,370749457,3.665915
300,530,104.6284,361787187,3.51177
301,530,354.7964,324727104,3.343919
302,530,395.0384,322040108,3.273735
303,530,442.9282,319736870,3.30468
304,530,442.7652,319737295,3.274152
305,530,442.43379999999996,319736703,3.28319
306,530,79.9962,393259382,3.919307
307,530,86.5132,381149396,3.874194
308,530,86.4568,370712654,3.899582
309,530,104.81939999999999,361688728,3.761683
310,530,357.5,324407224,3.319316
311,530,401.1388,321493351,3.315419
312,530,452.54740000000004,318845511,3.314224
313,530,452.89779999999996,318845740,3.272309
314,530,452.83820000000003,318845611,3.280115
315,530,80.9618,393251677,3.799154
316,530,85.8606,381138877,3.76927
317,530,86.6956,370692756,3.781016
318,530,104.7826,361638115,3.724648
319,530,358.8272,324245693,3.323549
320,530,403.92859999999996,321212141,3.31455
321,530,458.60020000000003,318325354,3.310204
322,530,457.4846,318325864,3.293458
323,530,458.8018,318325746,3.292657
324,530,55.2466,393328144,5.686922
325,530,58.9402,381250365,5.614219
326,530,78.25580000000001,370925873,4.078419
327,530,96.7464,362272436,4.087049
328,530,216.9264,326301928,5.225269
329,530,229.8212,324705481,5.438372
330,530,246.409,324353960,5.057958
331,530,247.22039999999998,324353189,5.065823
332,530,246.2812,324353367,5.080611
333,530,60.0118,393294746,5.135196
334,530,64.0106,381200954,4.99504
335,530,84.755,370820626,3.865037
336,530,101.2056,361982437,3.739182
337,530,225.7596,325347121,5.22376
338,530,252.54579999999999,323027556,5.272669
339,530,283.3046,321432489,4.89792
340,530,283.58279999999996,321432855,4.889557
341,530,282.8428,321432448,4.872327
342,530,79.5676,393273011,3.859216
343,530,85.234,381168433,3.750911
344,530,85.7886,370750367,3.678154
345,530,101.19,361788706,3.85102
346,530,230.28920000000002,324729060,5.213623
347,530,260.2062,322057767,5.192297
348,530,301.38140000000004,319883101,4.825857
349,530,302.03159999999997,319883307,4.791276
350,530,301.29040000000003,319882594,4.778462
351,530,79.3822,393259329,3.989146
352,530,84.9136,381149413,3.847115
353,530,85.3536,370712879,3.952139
354,530,101.35719999999999,361689624,3.793566
355,530,233.43460000000002,324408377,5.231446
356,530,266.13079999999997,321495260,5.223061
357,530,314.3064,318845529,4.767725
358,530,313.2228,318845792,4.772457
359,530,313.3202,318845217,4.762535
360,530,35.684400000000004,393385203,9.059159
361,530,37.007400000000004,381341271,9.100973
362,530,47.2026,371135899,7.741374
363,530,60.7966,362875778,8.066475
364,530,122.62180000000001,328262079,9.839509
365,530,120.6708,327931593,10.089562
366,530,126.34,327918162,9.742056
367,530,127.0868,327917942,9.681891
368,530,127.028,327918019,9.689698
369,530,38.3962,393330271,8.30386
370,530,40.0042,381254867,8.534
371,530,48.4396,370939300,7.290051
372,530,64.9826,362308736,7.437279
373,530,131.1204,326359277,9.787327
374,530,138.90679999999998,324762687,9.565339
375,530,145.536,324409473,9.288315
376,530,145.7866,324410721,9.323221
377,530,145.2606,324410014,9.348838
378,530,46.8348,393297178,6.750777
379,530,50.109,381203281,6.795739
380,530,47.4408,370822943,7.637004
381,530,64.2326,361985373,7.721175
382,530,134.1756,325367604,9.75476
383,530,145.9414,323178377,9.538394
384,530,159.5246,321923858,9.184509
385,530,159.552,321923759,9.200476
386,530,160.16920000000002,321923684,9.152477
387,530,47.0712,393273241,6.54025
388,530,50.1536,381168944,6.895584
389,530,46.544599999999996,370751277,7.86876
390,530,64.183,361789565,7.753438
391,530,136.36939999999998,324729694,9.758539
392,530,151.6472,322057919,9.507547
393,530,172.9074,319880226,9.088589
394,530,172.342,319880325,9.075558
395,530,172.7006,319881871,9.073252
396,530,25.8074,393472587,12.819162
397,530,27.177799999999998,381489589,13.316064
398,530,33.5622,371505289,13.925811
399,530,39.221599999999995,363986627,14.231282
400,530,65.5808,331845797,18.142769
401,530,64.97540000000001,331846056,18.307481
402,530,67.189,331850246,17.99234
403,530,67.4196,331850411,17.945373
404,530,67.412,331850507,17.903881
405,530,26.223200000000002,393384899,12.618803
406,530,27.129,381340976,13.159524
407,530,32.910199999999996,371135578,14.311117
408,530,39.635,362875354,14.414872
409,530,73.1412,328261506,18.224658
410,530,73.902,327930937,17.946568
411,530,75.9674,327917131,17.612572
412,530,75.7272,327917714,17.809119
413,530,75.7224,327917188,17.738702
414,530,30.295,393337761,10.814043
415,530,31.950599999999998,381264831,11.13375
416,530,31.7506,370958545,14.633125
417,530,39.419,362367211,14.496923
418,530,76.0684,326639263,18.299681
419,530,78.9442,325388541,18.25641
420,530,81.7852,325147675,17.757059
421,530,81.7704,325147450,17.821915
422,530,81.5094,325147326,17.927987
423,530,30.271,393297735,10.584
424,530,31.824,381204234,11.009657
425,530,32.3182,370823337,14.505625
426,530,39.416599999999995,361985495,14.932308
427,530,78.7942,325369569,18.302038
428,530,85.1164,323181607,18.030439
429,530,91.88839999999999,321950644,17.506828
430,530,92.0288,321950438,17.531007
431,530,92.76639999999999,321951560,17.448913
432,530,80.54360000000001,393291587,3.875013
433,530,85.9692,381195192,3.824629
434,530,86.61,370805690,3.87772
435,530,103.23519999999999,361936547,3.646393
436,530,350.3804,325207284,3.314911
437,530,387.032,322881169,3.31067
438,530,422.5198,321287887,3.291637
439,530,422.09,321287859,3.271483
440,530,422.6752,321287817,3.296131
441,530,80.0796,393271904,3.936057
442,530,86.0052,381167399,3.901773
443,530,86.6694,370749457,3.859535
444,530,103.7196,361787187,3.601976
445,530,355.1612,324727104,3.3128
446,530,396.7526,322040108,3.273712
447,530,441.62579999999997,319736870,3.289657
448,530,442.5204,319737295,3.285018
449,530,442.69120000000004,319736703,3.285695
450,530,80.4782,393259382,3.885919
451,530,86.2632,381149396,3.889737
452,530,86.117,370712654,3.852652
453,530,103.8034,361688728,3.716235
454,530,357.69559999999996,324407224,3.325515
455,530,401.18440000000004,321493351,3.324186
456,530,453.19079999999997,318845511,3.291137
457,530,452.79740000000004,318845740,3.299658
458,530,452.2786,318845611,3.300268
459,530,80.73819999999999,393251677,3.867846
460,530,86.05760000000001,381138877,3.85847
461,530,86.4812,370692756,3.830469
462,530,103.85,361638115,3.799125
463,530,359.0612,324245693,3.319321
464,530,403.78459999999995,321212141,3.312743
465,530,458.6488,318325354,3.316023
466,530,458.79,318325864,3.288041
467,530,458.834,318325746,3.306846
468,530,54.699400000000004,393328144,5.62468
469,530,58.956199999999995,381250365,5.67541
470,530,78.323,370925873,4.08686
471,530,96.17580000000001,362272436,4.153496
472,530,217.4092,326301928,5.246727
473,530,229.076,324705481,5.407365
474,530,247.06279999999998,324353960,5.037874
475,530,247.11,324353189,5.062071
476,530,246.789,324353367,5.035506
477,530,59.6744,393294746,5.1846
478,530,63.702400000000004,381200954,5.281404
479,530,84.5276,370820626,3.854563
480,530,100.3462,361982437,3.786947
481,530,225.3324,325347121,5.27464
482,530,252.036,323027556,5.231323
483,530,283.5188,321432489,4.835293
484,530,283.76959999999997,321432855,4.889511
485,530,282.4788,321432448,4.88893
486,530,79.1598,393273011,3.989474
487,530,84.8548,381168433,3.833454
488,530,84.7282,370750367,3.894793
489,530,100.0992,361788706,3.880517
490,530,230.9676,324729060,5.1997
491,530,261.1746,322057767,5.235486
492,530,300.7356,319883101,4.79371
493,530,301.5262,319883307,4.820842
494,530,301.6296,319882594,4.78731
495,530,78.995,393259329,3.891934
496,530,85.1058,381149413,3.869678
497,530,85.4644,370712879,3.94931
498,530,101.0398,361689624,3.919701
499,530,233.13060000000002,324408377,5.179528
500,530,266.1516,321495260,5.250587
501,530,314.1768,318845529,4.789981
502,530,312.8078,318845792,4.738305
503,530,313.52259999999995,318845217,4.762735
504,530,35.311800000000005,393385203,9.157476
505,530,37.55,381341271,9.166373
506,530,47.2584,371135899,7.562128
507,530,60.8564,362875778,8.124738
508,530,122.6748,328262079,9.831789
509,530,120.909,327931593,10.144333
510,530,127.0808,327918162,9.63074
511,530,126.89139999999999,327917942,9.693945
512,530,126.68960000000001,327918019,9.714444
513,530,38.0474,393330271,8.285036
514,530,40.4582,381254867,8.488659
515,530,48.7918,370939300,7.37375
516,530,64.4426,362308736,7.481562
517,530,130.6732,326359277,9.731994
518,530,139.4512,324762687,9.518527
519,530,145.4364,324409473,9.337664
520,530,145.7656,324410721,9.327239
521,530,144.6976,324410014,9.398722
522,530,46.787,393297178,6.800481
523,530,50.1042,381203281,6.622147
524,530,47.297,370822943,7.60586
525,530,63.5554,361985373,7.692381
526,530,134.7434,325367604,9.650243
527,530,146.4854,323178377,9.47329
528,530,159.572,321923858,9.193353
529,530,159.723,321923759,9.198577
530,530,158.9126,321923684,9.25484
531,530,46.9,393273241,6.450389
532,530,49.9934,381168944,6.628
533,530,46.6154,370751277,7.590971
534,530,63.6406,361789565,7.678254
535,530,136.5126,324729694,9.615813
536,530,152.0192,322057919,9.423068
537,530,172.2558,319880226,9.001126
538,530,171.7782,319880325,9.109115
539,530,171.71020000000001,319881871,9.03597
540,530,26.252200000000002,393472587,12.558604
541,530,26.782799999999998,381489589,13.406666
542,530,33.559400000000004,371505289,14.160463
543,530,39.161,363986627,14.269231
544,530,65.88380000000001,331845797,18.203944
545,530,64.7304,331846056,18.478245
546,530,67.1068,331850246,17.93887
547,530,67.1782,331850411,17.873627
548,530,67.2832,331850507,17.915459
549,530,25.7584,393384899,12.724361
550,530,26.8416,381340976,13.399949
551,530,32.7464,371135578,14.091534
552,530,39.4642,362875354,14.48582
553,530,73.413,328261506,18.055615
554,530,73.702,327930937,17.976479
555,530,75.6448,327917131,17.705602
556,530,75.8836,327917714,17.60433
557,530,75.92739999999999,327917188,17.623302
558,530,30.117,393337761,10.875333
559,530,31.8538,381264831,11.01625
560,530,31.8888,370958545,14.58625
561,530,39.214800000000004,362367211,14.768205
562,530,75.9418,326639263,18.386133
563,530,79.20739999999999,325388541,18.077403
564,530,81.681,325147675,17.778709
565,530,81.671,325147450,17.855556
566,530,81.4136,325147326,17.804589
567,530,30.048,393297735,10.814
568,530,31.673599999999997,381204234,11.273226
569,530,32.051,370823337,14.2075
570,530,39.1308,361985495,14.651282
571,530,78.50739999999999,325369569,18.305941
572,530,84.773,323181607,17.992171
573,530,91.7848,321950644,17.478243
574,530,91.823,321950438,17.600232
575,530,92.02980000000001,321951560,17.534395
576,530,20.535,525003941,5.344905
577,530,20.881400000000003,525003941,5.856857
578,530,20.7428,524999083,5.864459
579,530,20.307,525000294,5.448333
580,530,21.706400000000002,525008401,5.737141
581,530,23.647599999999997,525009203,5.302107
582,530,28.5684,525009163,5.272906
583,530,28.9312,525006831,5.104448
584,530,28.944599999999998,525004228,5.185254
585,530,21.1642,525005577,5.519783
586,530,20.914,525005577,5.470286
587,530,20.6948,525000705,5.854048
588,530,20.4016,525015359,5.620905
589,530,21.038400000000003,525016942,5.921688
590,530,21.9516,525005411,5.87434
591,530,26.0172,525000737,5.238265
592,530,25.6152,525006298,5.2404
593,530,25.785400000000003,525002200,5.312445
594,530,21.054599999999997,525007161,6.008271
595,530,20.5596,525007161,6.08581
596,530,20.298,525008196,5.667238
597,530,19.9928,525017103,5.99
598,530,21.0626,525015271,5.887446
599,530,21.3122,525003510,5.890996
600,530,23.719,525001869,5.463696
601,530,23.090400000000002,525012061,5.921196
602,530,23.5356,525002514,5.529354
603,530,20.929599999999997,525006069,5.911095
604,530,20.886400000000002,525006069,5.844095
605,530,20.447599999999998,525009137,6.120048
606,530,20.1616,525011747,5.995619
607,530,20.948400000000003,525013785,6.027918
608,530,20.613599999999998,525008407,5.715238
609,530,21.872,524998669,5.875786
610,530,22.165200000000002,524999551,5.812127
611,530,22.2446,525001549,5.675968
612,530,18.325599999999998,525003038,6.121359
613,530,18.2372,525003038,6.480176
614,530,18.099400000000003,525002610,6.254093
615,530,18.1172,525008395,6.574503
616,530,18.7978,525012121,6.517246
617,530,20.715400000000002,525007047,6.110428
618,530,25.762,524997464,5.516154
619,530,25.923599999999997,524997398,5.480092
620,530,25.8768,525000777,5.314277
621,530,18.801599999999997,525003076,6.440702
622,530,19.134400000000003,525003076,6.313111
623,530,18.6906,525003759,6.574737
624,530,17.683,525011235,6.686602
625,530,18.3398,525012120,6.637836
626,530,19.3828,525005297,6.292737
627,530,22.5812,525004421,5.553241
628,530,22.7892,525012138,5.627826
629,530,22.7528,525016976,5.439051
630,530,19.354200000000002,525011788,6.267333
631,530,19.4198,525011788,6.255632
632,530,19.0006,524993797,6.43517
633,530,17.432,525000542,6.558824
634,530,18.195400000000003,525011273,6.973451
635,530,18.7888,524998957,6.059298
636,530,20.857400000000002,524998035,6.08381
637,530,20.401400000000002,525000932,6.538905
638,530,20.6098,525005416,6.426952
639,530,18.828599999999998,525003370,6.441813
640,530,19.668,525003370,6.224852
641,530,18.745,525005188,6.612415
642,530,17.837400000000002,525010946,6.742212
643,530,17.9026,525011618,6.77915
644,530,17.8032,525003006,6.574444
645,530,19.1752,524997730,6.497737
646,530,19.1398,524998653,6.568421
647,530,19.013,524996611,6.604211
648,530,17.4016,525020935,6.469869
649,530,16.953799999999998,525020935,7.150772
650,530,16.8096,525019983,7.096103
651,530,16.720599999999997,525023198,7.213015
652,530,17.4408,525030364,6.677059
653,530,19.46,525024943,6.440316
654,530,24.48,525010157,6.121167
655,530,24.4764,525012907,5.698533
656,530,24.453400000000002,525011322,5.7049
657,530,17.761400000000002,525002359,6.603334
658,530,17.857200000000002,525002359,6.652212
659,530,16.599400000000003,525004226,6.92
660,530,16.4402,525012487,6.65375
661,530,16.983,525009938,7.210588
662,530,18.220200000000002,524996215,6.652807
663,530,21.4016,524996276,6.164848
664,530,21.53,525000353,6.064632
665,530,21.6184,525000631,5.926531
666,530,18.0476,525008111,6.764403
667,530,16.8996,525008111,7.201993
668,530,16.686400000000003,525008513,7.320073
669,530,16.1298,524993443,7.17375
670,530,16.638,525004738,7.372941
671,530,17.3526,524995332,7.198628
672,530,19.1616,525006622,6.591684
673,530,19.331799999999998,525006747,6.779368
674,530,19.1722,525005340,6.516579
675,530,17.1742,525014868,6.888824
676,530,17.435599999999997,525014868,6.306502
677,530,16.337600000000002,525005261,7.158382
678,530,16.3292,525009360,7.445956
679,530,16.325200000000002,525007497,7.012206
680,530,16.657799999999998,525009528,7.050588
681,530,17.827599999999997,525005576,6.957778
682,530,18.0386,525016075,7.003333
683,530,17.8618,525005986,6.706667
684,530,17.1934,525009707,6.815621
685,530,16.164,525009707,7.245147
686,530,16.394599999999997,525015383,7.360809
687,530,16.677400000000002,525008465,7.112353
688,530,16.9372,525009857,7.167059
689,530,18.8706,525004831,6.645263
690,530,23.8534,525005816,5.695
691,530,24.086599999999997,525005299,5.6975
692,530,24.0076,525004988,5.92
693,530,17.1866,525023574,7.391765
694,530,16.959,525023574,7.489412
695,530,16.2898,525020781,7.296471
696,530,15.6624,525023495,7.315667
697,530,16.3464,525022408,7.29875
698,530,17.368599999999997,525008963,6.793333
699,530,20.698400000000003,525001499,6.18
700,530,20.7112,525012759,6.42381
701,530,20.828200000000002,525014722,6.779048
702,530,16.476200000000002,525016587,7.345735
703,530,16.768,525016587,7.214118
704,530,16.338,525012686,7.252794
705,530,15.5948,525003356,7.31675
706,530,16.0108,525019960,7.107574
707,530,16.628,524992776,6.895294
708,530,18.7104,525002083,6.686316
709,530,18.6094,525000719,6.747368
710,530,18.668,524996323,7.12
711,530,17.1542,525002414,7.197647
712,530,16.1218,525002414,7.561029
713,530,15.9344,525000240,7.43875
714,530,15.587200000000001,524996396,7.25875
715,530,15.8206,524996164,7.1375
716,530,16.1842,525003181,7.605662
717,530,17.2702,525000139,7.106536
718,530,17.219,525006634,7.070588
719,530,17.191200000000002,524990682,7.169412
720,530,20.33,525003941,5.394238
721,530,20.8462,525003941,5.168545
722,530,20.6352,524999083,5.662572
723,530,20.4932,525000294,5.963809
724,530,21.2024,525008401,5.610866
725,530,23.3436,525009203,5.534456
726,530,28.3718,525009163,4.978522
727,530,28.5916,525006831,4.929311
728,530,28.6026,525004228,5.170049
729,530,20.634400000000003,525005577,5.466667
730,530,20.915200000000002,525005577,5.184761
731,530,20.0184,525000705,5.690048
732,530,19.855,525015359,5.886842
733,530,20.909599999999998,525016942,5.903061
734,530,22.4852,525005411,5.468641
735,530,25.062,525000737,5.0424
736,530,25.2722,525006298,5.517538
737,530,26.0604,525002200,5.254027
738,530,20.2568,525007161,6.051857
739,530,20.5416,525007161,5.885082
740,530,20.288400000000003,525008196,5.591
741,530,20.684,525017103,6.133779
742,530,20.1288,525015271,5.805
743,530,21.422400000000003,525003510,5.771905
744,530,22.933,525001869,5.738261
745,530,23.173,525012061,5.545471
746,530,23.439799999999998,525002514,5.606196
747,530,21.3778,525006069,5.865281
748,530,20.267400000000002,525006069,6.169524
749,530,20.4348,525009137,5.988762
750,530,19.9818,525011747,5.937105
751,530,20.2168,525013785,5.819714
