root;twoPass;quality;bestQuality;goodQuality;rtQuality;constantBitrate;autoAltRef;noAltRef;allowResize;tokenParts_0;tokenParts_1;tokenParts_2;tokenParts
1;1;1;0;1;0;0;1;0;0;1;0;0;1
