root;twoPass;quality;bestQuality;goodQuality;rtQuality;constantBitrate;autoAltRef;noAltRef;allowResize;threads_1;threads_2;threads_3;threads_4;threads;tokenParts_0;tokenParts_1;tokenParts_2;tokenParts;arnrMaxFrames_0;arnrMaxFrames_5;arnrMaxFrames_15;arnrMaxFrames;arnrStrength_0;arnrStrength_3;arnrStrength_6;arnrStrength;revision;performance;size;energy;cpu
1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;1;0;0;1;v0.9.1;9343.6;1770161.8;466.2;39.57
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;1;0;1;v0.9.1;11853.6;1765301;421.6;27.763333
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;0;1;v0.9.1;10203.2;1700674.8;426.2;33.039455
1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;1;0;1;v0.9.1;9641.2;1733109.4;452.6;36.718222
1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;1;0;1;v0.9.1;9420.8;1713611;443.6;35.488889
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;1;0;0;1;0;1;0;1;v0.9.1;11874.2;1765138;459.4;27.780909
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;1;0;0;1;0;1;0;1;v0.9.1;10319.2;1720614.4;457.4;34.11
1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;1;0;1;v0.9.1;9737;1721787.2;452.2;36.063475
1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;1;0;1;0;1;v0.9.1;9201.8;1718836.6;435.4;38.344222
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;1;0;1;0;1;v0.9.1;12419.6;1771115;494;28.748333
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;1;0;1;0;1;v0.9.1;10272.6;1723313.4;451;33.302
1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;1;0;1;0;1;v0.9.1;9808.2;1755394;452.6;36.098
1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;0;1;0;1;0;1;v0.9.1;9316;1703995.6;453;39.604889
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;1;0;1;0;1;v0.9.1;11895.6;1765301;452.8;27.625
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;1;0;1;0;1;0;1;0;1;v0.9.1;10350.6;1734705;434.8;33.158182
1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;0;1;0;1;0;1;v0.9.1;9752.2;1732344.4;461;36.530889
1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;1;0;1;0;1;v0.9.1;9333.4;1731772.4;448.2;36.625778
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;v0.9.1;11968.4;1765138;464.6;25.58303
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;v0.9.1;10580.2;1733438.4;467.8;34.296667
1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;v0.9.1;9690.4;1766345.6;444;38.564
1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;v0.9.1;9396.2;1733811.6;466.6;36.384444
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;1;v0.9.1;11946.8;1771115;466.2;29.495
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;0;1;0;1;v0.9.1;10216.2;1727536.2;436.8;34.232
1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;v0.9.1;9676.8;1738948.6;454.6;37.312
1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;v0.9.1;9079.2;1692100.6;417.2;37.115556
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;1;1;0;1;0;1;v0.9.1;12092.4;1765301;470.8;28.896911
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;1;1;0;1;0;1;v0.9.1;10354.6;1718685.4;451.4;32.743273
1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;1;1;0;1;0;1;v0.9.1;9523.4;1715917.4;442.2;35.509111
1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;1;0;1;0;1;v0.9.1;9363;1747938;476.2;37.983555
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;1;1;0;1;0;1;v0.9.1;11897.2;1765138;468.2;28.45894
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;1;0;1;0;1;v0.9.1;10285.6;1723420.6;445.2;32.194727
1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;v0.9.1;9603.8;1740483.2;453.4;36.464889
1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;v0.9.1;9353.8;1735807.4;449.4;35.898889
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;1;0;1;0;1;v0.9.1;11932.2;1771115;501.6;28.246667
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;1;0;1;0;1;v0.9.1;10158;1703964;429.8;35.109818
1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;v0.9.1;9617.8;1736730.8;452;34.742444
1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;1;v0.9.1;9275.2;1735848.2;463.2;37.524222
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;v0.9.1;12155.2;1765301;442.6;28.616795
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;1;0;0;1;1;v0.9.1;10297.4;1736966.4;423;31.508
1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;1;v0.9.1;9502.6;1720068.2;443.8;36.338222
1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;1;1;v0.9.1;9348;1748836.6;460.8;37.841111
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;1;0;0;1;0;0;1;1;v0.9.1;11403.6;1765138;366.4;44.313333
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;1;0;0;1;0;0;1;1;v0.9.1;10313.8;1719858.8;450.2;35.571636
1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;1;1;v0.9.1;9510;1722526.8;448.6;36.766444
1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;1;0;0;1;1;v0.9.1;9282.2;1739367.6;447.6;37.142445
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;1;1;v0.9.1;12062.6;1771115;482.2;29.725128
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;1;0;0;1;1;v0.9.1;10382.2;1723013.4;416;33.541818
1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;1;0;0;1;1;v0.9.1;9577.8;1737755.2;445.4;35.992222
1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;v0.9.1;9279.4;1708042.4;440.4;37.979556
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;1;0;0;1;1;v0.9.1;11880.4;1765301;473.4;28.447576
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;1;0;1;0;1;0;0;1;1;v0.9.1;10178.2;1700576;420.6;35.188546
1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;0;1;0;0;1;1;v0.9.1;9647.8;1751948;449;34.799555
1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;1;0;0;1;1;v0.9.1;9267.2;1736846.8;460.6;39.678222
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;1;0;1;0;0;1;1;v0.9.1;11894;1765138;443.2;28.625455
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;0;1;1;v0.9.1;10337.6;1737427.4;462;31.186
1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;v0.9.1;9537;1723464;458.8;38.624
1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;v0.9.1;9260.8;1715920.4;433;37.234889
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1;0;1;0;0;1;1;v0.9.1;11947.8;1771115;455.4;25.674697
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;0;0;1;1;v0.9.1;10314.2;1719614.4;461.8;34.847273
1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;v0.9.1;9562.6;1741544.4;445.8;36.79
1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;0;1;1;v0.9.1;9335.4;1755842;452.6;37.448222
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;1;v0.9.1;12107;1765301;495.8;26.620361
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;1;v0.9.1;10336;1733110.6;442.8;34.876
1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;1;1;0;0;1;1;v0.9.1;9462.8;1720955.8;454.8;36.740667
1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;1;v0.9.1;9276;1737093;457.8;36.674667
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;1;1;0;0;1;1;v0.9.1;12032.2;1765138;449.6;29.437692
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;1;0;0;1;1;v0.9.1;10319.2;1719462.8;446.2;33.308909
1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;v0.9.1;9427.6;1703589.4;461.4;37.451556
1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;v0.9.1;9235.6;1715237;433;39.685333
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;1;1;v0.9.1;11954;1771115;458;28.008333
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;1;0;0;1;1;v0.9.1;10494;1738252.2;476.8;32.232909
1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;v0.9.1;9668.2;1738512.8;456.6;37.808
1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1;v0.9.1;9427.8;1740604.8;453.2;37.399778
1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;v0.9.1;11859.4;1765301;457.6;29.250909
1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;v0.9.1;10201.6;1700295.6;440.6;32.389818
1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;1;1;0;0;1;1;0;0;1;v0.9.1;9675.2;1731019.8;449.4;34.753333
1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;1;0;0;1;1;0;0;1;1;0;0;1;v0.9.1;9277.8;1708376.2;423.6;40.242
1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0;1;1;0;0;1;1;0;0;1;v0.9.1;12168.8;1765138;467.4;29.373974
1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0;0;1;v0.9.1;10336;1735008.2;443;31.825091
1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;1;1;0;0;1;1;0;0;1;v0.9.1;9758;1734279;460.8;35.909737
1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;1;0;1;1;0;0;1;1;0;0;1;v0.9.1;9196.6;1718269.6;435.4;39.035778
1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;1;1;0;0;1;1;0;0;1;v0.9.1;12106;1771115;475.4;26.588333
1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;1;1;1;0;0;1;1;0;0;1;v0.9.1;10371.4;1752989.8;460.8;33.402182
1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;1;1;0;0;1;1;0;0;1;v0.9.1;9504;1719055.8;443.6;37.755556
1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;1;1;1;0;0;1;1;0;0;1;v0.9.1;9177.8;1722091.2;440;36.626667
1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;1;0;1;0;1;1;0;0;1;v0.9.1;11909.6;1765301;450.4;27.628333
1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;1;0;0;1;0;1;0;1;1;0;0;1;v0.9.1;10474.8;1735677.2;451;34.906182
1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;1;0;1;0;1;1;0;0;1;v0.9.1;9533.2;1718180.2;449.2;36.035111
1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;1;0;0;1;0;1;0;1;1;0;0;1;v0.9.1;9216;1718213;459.8;37.312444
1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0;1;0;1;0;1;1;0;0;1;v0.9.1;11910.8;1765138;453.6;29.217273
1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;1;0;1;0;1;0;1;1;0;0;1;v0.9.1;10383;1733727.6;446.4;33.189636
1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;1;1;0;0;1;v0.9.1;9737.6;1735994.4;453;37.736
1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;1;0;1;0;1;0;1;1;0;0;1;v0.9.1;9230;1698650.8;442.4;38.870667
1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;1;v0.9.1;12035.8;1771115;472;29.134324
1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;1;1;0;1;0;1;1;0;0;1;v0.9.1;10238.6;1705578.8;437.6;33.396182
1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;1;0;1;0;1;1;0;0;1;v0.9.1;9531.8;1723242.8;447;34.593778
1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;1;0;1;1;0;0;1;v0.9.1;9243.2;1721738.6;448.2;37.260444
1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;1;0;0;1;v0.9.1;11871;1765301;458.6;29.316667
1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;1;1;0;0;1;v0.9.1;10425.8;1716809.6;451.2;31.236
1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;1;1;0;0;1;v0.9.1;9605.8;1714529.4;439.8;38.178727
1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;1;1;0;0;1;v0.9.1;9612.6;1711461.2;468.4;38.75901
1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0;1;0;0;1;1;1;0;0;1;v0.9.1;11876;1765138;486.4;26.786667
1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;1;0;1;0;0;1;1;1;0;0;1;v0.9.1;10448.4;1750260.6;446;34.246182
1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;1;0;0;1;1;1;0;0;1;v0.9.1;9476.4;1705210.8;452;35.568444
1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0;1;1;1;0;0;1;v0.9.1;9094.6;1709598;428.2;38.151333
1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;v0.9.1;12014.4;1771115;472.6;29.288333
1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;v0.9.1;10268;1720177.6;429.2;31.09
1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;1;1;1;0;0;1;v0.9.1;9481.2;1709992.8;450.4;35.174889
1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;1;1;0;0;1;v0.9.1;9500;1733783.8;458.2;37.643293
1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0;1;0;1;0;1;v0.9.1;11880.8;1765301;483.4;28.953333
1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;0;1;v0.9.1;10349.6;1731444.8;455;33.323273
1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;1;1;0;0;1;0;1;0;1;v0.9.1;9591.6;1732704.4;455.6;37.968222
1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;1;0;0;1;1;0;0;1;0;1;0;1;v0.9.1;9315.8;1735473;450.4;35.536222
1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0;1;1;0;0;1;0;1;0;1;v0.9.1;11893.2;1765138;467.4;26.671515
1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;0;1;0;1;v0.9.1;10240.2;1718596.6;436;34.958
1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;1;1;0;0;1;0;1;0;1;v0.9.1;9643;1751007.4;445.2;34.196444
1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;1;0;1;1;0;0;1;0;1;0;1;v0.9.1;9338.4;1718549.8;456;38.340444
1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;1;1;0;0;1;0;1;0;1;v0.9.1;11937.4;1771115;460.4;29.069091
1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;1;1;1;0;0;1;0;1;0;1;v0.9.1;10249.8;1725000;449;33.523818
1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;1;1;0;0;1;0;1;0;1;v0.9.1;9657.4;1751212.6;445.8;37.613333
1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;1;1;1;0;0;1;0;1;0;1;v0.9.1;9080.4;1693279.8;435.8;37.589111
1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;1;0;1;0;1;0;1;0;1;v0.9.1;11853.4;1765301;476.6;26.467424
1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;1;0;0;1;0;1;0;1;0;1;0;1;v0.9.1;10413.8;1732133.4;454;33.831636
1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;1;0;1;0;1;0;1;0;1;v0.9.1;9507.4;1716449;449.4;36.539555
1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;1;0;0;1;0;1;0;1;0;1;0;1;v0.9.1;9294.2;1733989.2;448.8;37.460667
1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;v0.9.1;11954.4;1765138;465.6;29.140198
1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;v0.9.1;10428.4;1749750.2;460.8;32.032
1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;v0.9.1;9493.8;1682354.6;446.6;35.699778
1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;v0.9.1;9243.4;1717409.8;467.4;39.776889
1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;1;v0.9.1;12065.6;1771115;475.2;26.468333
1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;1;1;0;1;0;1;0;1;0;1;v0.9.1;10224;1706816.6;424.6;32.618546
1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;v0.9.1;9484.4;1706823.4;449.4;38.426
1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;v0.9.1;9283.8;1739466.6;439.6;34.953333
1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;0;1;0;1;v0.9.1;12089.6;1765301;497.8;28.603077
1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;1;0;1;0;1;v0.9.1;10484.6;1766058.6;442.6;33.348909
1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;1;0;1;0;1;v0.9.1;9914.8;1766312.4;449;36.571091
