root;delayedInnodbLogFlush;delayedInnodbLogWrite;innodbFlushMethod;fsyncFlush;dsyncFlush;directFlush;binaryLog;innodbDoubleWrite;tempTableSize_256;tempTableSize_4096;tempTableSize_65536;tempTableSize;innodbBufferPoolSize_8;innodbBufferPoolSize_64;innodbBufferPoolSize_512;innodbBufferPoolSize;innodbLogBufferSize_1;innodbLogBufferSize_8;innodbLogBufferSize_64;innodbLogBufferSize;revision;performance;cpu
1;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;1;1;0;0;1;5.5.23;0.097332;0.264426
1;0;0;1;0;0;1;0;0;0;1;0;1;1;0;0;1;1;0;0;1;5.5.23;0.066548;0.402487
1;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;5.5.23;0.055108;0.384455
1;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;1;1;0;0;1;5.5.23;0.090546;0.256751
1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;5.5.23;0.090807;0.35189
1;0;0;1;0;0;1;0;0;0;0;1;1;0;1;0;1;1;0;0;1;5.5.23;0.042636;0.349252
1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;1;1;0;0;1;5.5.23;0.09221;0.24356
1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1;1;1;0;0;1;5.5.23;0.044356;0.254056
1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;1;5.5.23;0.069336;0.271913
1;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;1;5.5.23;0.0988;0.214426
1;0;0;1;0;0;1;0;0;0;1;0;1;1;0;0;1;0;1;0;1;5.5.23;0.053551;0.347762
1;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;1;0;1;5.5.23;0.088168;0.36942
1;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;1;0;1;0;1;5.5.23;0.093858;0.403368
1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;1;0;1;0;1;5.5.23;0.088658;0.279728
1;0;0;1;0;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;1;5.5.23;0.073209;0.497351
1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;1;0;1;0;1;5.5.23;0.083546;0.386408
1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1;1;0;1;0;1;5.5.23;0.092758;0.279423
1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;1;0;1;5.5.23;0.069264;0.336924
1;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;1;0;0;1;1;5.5.23;0.079848;0.32586
1;0;0;1;0;0;1;0;0;0;1;0;1;1;0;0;1;0;0;1;1;5.5.23;0.038091;0.437366
1;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;1;5.5.23;0.078621;0.211394
1;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;1;1;5.5.23;0.02969;0.299702
1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;1;0;0;1;1;5.5.23;0.072135;0.413897
1;0;0;1;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;1;1;5.5.23;0.023353;0.40537
1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;1;1;5.5.23;0.074387;0.155314
1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1;1;0;0;1;1;5.5.23;0.098969;0.48913
1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;5.5.23;0.080947;0.2963
1;0;0;1;0;0;1;0;1;1;0;0;1;1;0;0;1;1;0;0;1;5.5.23;0.06129;0.329912
1;0;0;1;0;0;1;0;1;0;1;0;1;1;0;0;1;1;0;0;1;5.5.23;0.088514;0.419269
1;0;0;1;0;0;1;0;1;0;0;1;1;1;0;0;1;1;0;0;1;5.5.23;0.078566;0.387726
1;0;0;1;0;0;1;0;1;1;0;0;1;0;1;0;1;1;0;0;1;5.5.23;0.011321;0.268009
1;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;1;1;0;0;1;5.5.23;0.081886;0.449056
1;0;0;1;0;0;1;0;1;0;0;1;1;0;1;0;1;1;0;0;1;5.5.23;0.028877;0.32115
1;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;1;1;0;0;1;5.5.23;0.07152;0.141692
1;0;0;1;0;0;1;0;1;0;1;0;1;0;0;1;1;1;0;0;1;5.5.23;0.068654;0.462578
1;0;0;1;0;0;1;0;1;0;0;1;1;0;0;1;1;1;0;0;1;5.5.23;0.087901;0.359231
1;0;0;1;0;0;1;0;1;1;0;0;1;1;0;0;1;0;1;0;1;5.5.23;0.071296;0.301386
1;0;0;1;0;0;1;0;1;0;1;0;1;1;0;0;1;0;1;0;1;5.5.23;0.041208;0.351544
1;0;0;1;0;0;1;0;1;0;0;1;1;1;0;0;1;0;1;0;1;5.5.23;0.091411;0.335703
1;0;0;1;0;0;1;0;1;1;0;0;1;0;1;0;1;0;1;0;1;5.5.23;0.081285;0.289686
1;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;5.5.23;0.04015;0.373535
1;0;0;1;0;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;5.5.23;0.078689;0.280914
1;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;1;0;1;0;1;5.5.23;0.077496;0.381167
1;0;0;1;0;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;5.5.23;0.054106;0.405853
1;0;0;1;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;5.5.23;0.084194;0.353103
1;0;0;1;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;1;5.5.23;0.08027;0.310562
1;0;0;1;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;1;1;5.5.23;0.06099;0.230424
1;0;0;1;0;0;1;0;1;0;0;1;1;1;0;0;1;0;0;1;1;5.5.23;0.018788;0.306779
