,performance,revision
91,483.485755,2.1.0
92,541.447889,2.1.0
93,548.29655,2.1.0
94,560.960146,2.1.0
95,551.115019,2.1.0
96,421.021752,2.1.0
97,445.91995,2.1.0
98,448.787591,2.1.0
99,450.06651,2.1.0
100,442.441227,2.1.0
101,449.873358,2.1.0
102,448.708201,2.1.0
103,454.186433,2.1.0
104,479.676072,2.1.0
105,478.954542,2.1.0
106,482.66003,2.1.0
107,476.672489,2.1.0
108,531.99589,2.1.0
109,531.224526,2.1.0
110,555.814967,2.1.0
111,554.279579,2.1.0
112,422.86893,2.1.0
113,428.761181,2.1.0
114,431.411543,2.1.0
115,437.404781,2.1.0
116,425.686005,2.1.0
117,432.140861,2.1.0
118,432.775348,2.1.0
119,433.265752,2.1.0
120,468.770041,2.1.0
121,473.915204,2.1.0
122,464.440483,2.1.0
123,476.714807,2.1.0
124,524.075705,2.1.0
125,527.784714,2.1.0
126,541.575324,2.1.0
127,535.718244,2.1.0
128,442.037555,2.1.0
129,448.454228,2.1.0
130,451.650229,2.1.0
131,451.424295,2.1.0
132,442.640774,2.1.0
133,450.205568,2.1.0
134,443.753028,2.1.0
135,449.602135,2.1.0
136,487.161912,2.1.0
137,485.984422,2.1.0
138,493.201161,2.1.0
139,494.2969,2.1.0
140,547.739561,2.1.0
141,561.837312,2.1.0
142,554.834194,2.1.0
143,556.420757,2.1.0
144,428.770763,2.1.0
145,448.434036,2.1.0
146,437.454032,2.1.0
147,450.871051,2.1.0
148,435.052781,2.1.0
149,442.680498,2.1.0
150,451.157682,2.1.0
151,451.60772,2.1.0
152,469.82683,2.1.0
153,485.126749,2.1.0
154,480.455513,2.1.0
155,489.035459,2.1.0
156,536.467898,2.1.0
157,541.527678,2.1.0
158,549.290837,2.1.0
159,546.467919,2.1.0
160,429.905954,2.1.0
161,441.305645,2.1.0
162,442.717223,2.1.0
163,449.699925,2.1.0
164,440.758865,2.1.0
165,448.76387,2.1.0
166,444.474189,2.1.0
167,448.135569,2.1.0
168,471.976871,2.1.0
169,470.477517,2.1.0
170,487.628253,2.1.0
171,485.941026,2.1.0
172,538.686115,2.1.0
173,546.186872,2.1.0
174,550.515474,2.1.0
175,538.524566,2.1.0
176,425.691652,2.1.0
177,427.688233,2.1.0
178,433.261339,2.1.0
179,429.41457,2.1.0
180,420.328847,2.1.0
181,425.714601,2.1.0
182,426.390927,2.1.0
183,435.937289,2.1.0
184,443.729595,2.1.0
185,467.280427,2.1.0
186,469.75033,2.1.0
187,473.561606,2.1.0
188,517.255014,2.1.0
189,527.985444,2.1.0
190,525.757416,2.1.0
191,532.613583,2.1.0
192,425.321596,2.1.0
193,430.536883,2.1.0
194,437.454852,2.1.0
195,439.472467,2.1.0
196,432.497506,2.1.0
197,434.100576,2.1.0
198,433.227152,2.1.0
199,437.559072,2.1.0
200,469.088142,2.1.0
201,460.181776,2.1.0
202,459.781647,2.1.0
203,481.569887,2.1.0
204,530.697125,2.1.0
205,537.477491,2.1.0
206,540.505007,2.1.0
207,543.549026,2.1.0
208,427.66257,2.1.0
209,433.393564,2.1.0
210,432.702133,2.1.0
211,432.847437,2.1.0
212,421.544028,2.1.0
213,427.159713,2.1.0
214,431.879821,2.1.0
215,439.796075,2.1.0
216,460.949639,2.1.0
217,463.7317,2.1.0
218,461.535096,2.1.0
219,458.111695,2.1.0
220,521.667417,2.1.0
221,524.792034,2.1.0
222,525.766929,2.1.0
223,530.101104,2.1.0
224,426.452226,2.1.0
225,435.094099,2.1.0
226,435.313964,2.1.0
227,438.365376,2.1.0
228,419.196963,2.1.0
229,423.432433,2.1.0
230,432.59282,2.1.0
231,438.376894,2.1.0
232,460.594762,2.1.0
233,456.612026,2.1.0
234,466.651581,2.1.0
235,470.97071,2.1.0
236,526.961725,2.1.0
237,527.331246,2.1.0
238,530.393543,2.1.0
239,524.11974,2.1.0
240,411.266663,2.1.0
241,414.183889,2.1.0
242,422.63461,2.1.0
243,416.961779,2.1.0
244,411.34132,2.1.0
245,407.07015,2.1.0
246,416.688186,2.1.0
247,426.621252,2.1.0
248,442.58034,2.1.0
249,458.733327,2.1.0
250,452.344888,2.1.0
251,450.899039,2.1.0
252,506.863399,2.1.0
253,505.904253,2.1.0
254,511.606768,2.1.0
255,513.554039,2.1.0
256,630.993179,2.1.0
257,618.393901,2.1.0
258,634.613946,2.1.0
259,651.854881,2.1.0
260,621.319015,2.1.0
261,636.851244,2.1.0
262,614.713919,2.1.0
263,648.240611,2.1.0
264,742.616455,2.1.0
265,754.901364,2.1.0
266,765.698154,2.1.0
267,761.205428,2.1.0
268,862.135017,2.1.0
269,863.375757,2.1.0
270,863.599012,2.1.0
271,867.37698,2.1.0
272,620.270647,2.1.0
273,630.265717,2.1.0
274,641.667291,2.1.0
275,646.736177,2.1.0
276,620.061246,2.1.0
277,613.534922,2.1.0
278,625.88814,2.1.0
279,623.066864,2.1.0
280,715.668834,2.1.0
281,730.915056,2.1.0
282,721.136016,2.1.0
283,727.2295,2.1.0
284,859.749864,2.1.0
285,860.515821,2.1.0
286,867.56787,2.1.0
287,850.390584,2.1.0
288,600.559128,2.1.0
289,635.745366,2.1.0
290,634.795454,2.1.0
291,635.692284,2.1.0
292,650.69045,2.1.0
293,625.017134,2.1.0
294,610.60532,2.1.0
295,642.638526,2.1.0
296,737.883041,2.1.0
297,734.035521,2.1.0
298,718.281047,2.1.0
299,736.571225,2.1.0
300,846.294437,2.1.0
301,838.483438,2.1.0
302,851.80383,2.1.0
303,866.38405,2.1.0
304,592.222277,2.1.0
305,600.970377,2.1.0
306,618.325392,2.1.0
307,590.350037,2.1.0
308,594.197522,2.1.0
309,611.484165,2.1.0
310,612.808742,2.1.0
311,599.99876,2.1.0
312,703.841942,2.1.0
313,710.154424,2.1.0
314,740.027972,2.1.0
315,728.97739,2.1.0
316,845.141821,2.1.0
317,851.46655,2.1.0
318,857.711794,2.1.0
319,860.341958,2.1.0
320,582.868427,2.1.0
321,591.717989,2.1.0
322,618.625017,2.1.0
323,623.660841,2.1.0
324,596.197185,2.1.0
325,615.288311,2.1.0
326,599.748706,2.1.0
327,620.658252,2.1.0
328,747.491833,2.1.0
329,711.720094,2.1.0
330,730.132745,2.1.0
331,745.035883,2.1.0
332,840.350819,2.1.0
333,858.50317,2.1.0
334,864.295329,2.1.0
335,861.946493,2.1.0
336,598.931181,2.1.0
337,608.593057,2.1.0
338,608.861115,2.1.0
339,602.366176,2.1.0
340,595.828984,2.1.0
341,591.026067,2.1.0
342,624.767583,2.1.0
343,608.133394,2.1.0
344,701.683083,2.1.0
345,682.28402,2.1.0
346,711.202116,2.1.0
347,694.430401,2.1.0
348,856.44837,2.1.0
349,861.228539,2.1.0
350,862.881544,2.1.0
351,861.76241,2.1.0
352,614.695725,2.1.0
353,613.875257,2.1.0
354,636.842472,2.1.0
355,607.362296,2.1.0
356,610.078095,2.1.0
357,628.34732,2.1.0
358,615.718132,2.1.0
359,605.926373,2.1.0
360,662.133329,2.1.0
361,729.886365,2.1.0
362,681.888376,2.1.0
363,726.342268,2.1.0
364,852.827169,2.1.0
365,863.618125,2.1.0
366,862.119721,2.1.0
367,851.214424,2.1.0
368,578.023842,2.1.0
369,593.519671,2.1.0
370,611.918137,2.1.0
371,584.275631,2.1.0
372,579.73602,2.1.0
373,594.171272,2.1.0
374,592.601181,2.1.0
375,583.284778,2.1.0
376,685.149762,2.1.0
377,678.148677,2.1.0
378,670.138644,2.1.0
379,727.123464,2.1.0
380,855.386258,2.1.0
381,860.738375,2.1.0
382,849.099047,2.1.0
383,858.58247,2.1.0
384,608.585361,2.1.0
385,616.249608,2.1.0
386,623.872158,2.1.0
387,636.335838,2.1.0
388,605.613029,2.1.0
389,614.451846,2.1.0
390,615.331563,2.1.0
391,632.53364,2.1.0
392,763.055695,2.1.0
393,770.671336,2.1.0
394,753.063812,2.1.0
395,769.147446,2.1.0
396,861.126276,2.1.0
397,864.75166,2.1.0
398,864.316317,2.1.0
399,856.859914,2.1.0
400,610.725538,2.1.0
401,602.443178,2.1.0
402,624.979645,2.1.0
403,607.465651,2.1.0
404,599.991219,2.1.0
405,629.929852,2.1.0
406,621.514079,2.1.0
407,635.194683,2.1.0
408,695.776488,2.1.0
409,753.093122,2.1.0
410,710.901646,2.1.0
411,716.650484,2.1.0
412,860.054725,2.1.0
413,864.537542,2.1.0
414,864.468444,2.1.0
415,865.541902,2.1.0
416,608.219257,2.1.0
417,614.261427,2.1.0
418,607.724682,2.1.0
419,628.114395,2.1.0
420,603.265181,2.1.0
421,605.310121,2.1.0
422,597.761241,2.1.0
423,619.927856,2.1.0
424,705.41117,2.1.0
425,733.369815,2.1.0
426,720.153075,2.1.0
427,721.760733,2.1.0
428,856.326256,2.1.0
429,857.841325,2.1.0
430,864.864881,2.1.0
431,848.674767,2.1.0
432,585.141826,2.1.0
433,603.630604,2.1.0
434,606.985885,2.1.0
435,611.674526,2.1.0
436,577.436701,2.1.0
437,574.723553,2.1.0
438,607.052556,2.1.0
439,602.716502,2.1.0
440,715.362185,2.1.0
441,701.481682,2.1.0
442,705.135075,2.1.0
443,693.669917,2.1.0
444,829.566111,2.1.0
445,861.142658,2.1.0
446,862.897213,2.1.0
447,863.924376,2.1.0
448,613.570785,2.1.0
449,609.42463,2.1.0
450,617.512673,2.1.0
451,636.216152,2.1.0
452,599.447132,2.1.0
453,596.13832,2.1.0
454,617.418877,2.1.0
455,587.798401,2.1.0
456,705.147324,2.1.0
457,723.768079,2.1.0
458,727.946956,2.1.0
459,741.596812,2.1.0
460,857.779127,2.1.0
461,864.123203,2.1.0
462,862.069345,2.1.0
463,859.413428,2.1.0
464,601.820996,2.1.0
465,615.463156,2.1.0
466,621.54552,2.1.0
467,596.477144,2.1.0
468,572.515975,2.1.0
469,600.471568,2.1.0
470,607.627207,2.1.0
471,617.724061,2.1.0
472,671.824432,2.1.0
473,687.361585,2.1.0
474,697.458729,2.1.0
475,700.786796,2.1.0
476,828.930987,2.1.0
477,856.543207,2.1.0
478,860.323683,2.1.0
479,859.560544,2.1.0
480,603.930914,2.1.0
481,591.046123,2.1.0
482,617.469337,2.1.0
483,602.165241,2.1.0
484,616.729899,2.1.0
485,615.401834,2.1.0
486,610.150836,2.1.0
487,610.902584,2.1.0
488,692.978613,2.1.0
489,685.349033,2.1.0
490,691.687092,2.1.0
491,695.726918,2.1.0
492,841.858206,2.1.0
493,845.431304,2.1.0
494,862.141105,2.1.0
495,859.879651,2.1.0
496,565.043549,2.1.0
497,604.041352,2.1.0
498,577.42126,2.1.0
499,590.618737,2.1.0
500,570.50399,2.1.0
501,595.862759,2.1.0
502,589.008298,2.1.0
503,595.660382,2.1.0
504,681.341349,2.1.0
505,679.308194,2.1.0
506,667.956222,2.1.0
507,684.367399,2.1.0
508,848.442997,2.1.0
509,848.098808,2.1.0
510,857.85886,2.1.0
511,856.913832,2.1.0
512,455.252872,2.1.2
513,463.048162,2.1.2
514,464.319509,2.1.2
515,468.958643,2.1.2
516,453.945007,2.1.2
517,448.862957,2.1.2
518,458.417005,2.1.2
519,468.731754,2.1.2
520,498.127881,2.1.2
521,504.195132,2.1.2
522,513.120644,2.1.2
523,508.044784,2.1.2
524,563.845904,2.1.2
525,578.74051,2.1.2
526,579.106705,2.1.2
527,587.509229,2.1.2
528,448.800266,2.1.2
529,453.884713,2.1.2
530,455.628473,2.1.2
531,456.704822,2.1.2
532,449.61061,2.1.2
533,455.106356,2.1.2
534,456.268641,2.1.2
535,456.914463,2.1.2
536,465.4055,2.1.2
537,476.438319,2.1.2
538,502.425298,2.1.2
539,498.911606,2.1.2
540,544.535347,2.1.2
541,559.360955,2.1.2
542,563.147344,2.1.2
543,567.535127,2.1.2
544,454.357093,2.1.2
545,456.306002,2.1.2
546,462.266023,2.1.2
547,451.306544,2.1.2
548,450.448124,2.1.2
549,433.39528,2.1.2
550,458.057863,2.1.2
551,461.984643,2.1.2
552,492.776215,2.1.2
553,482.832729,2.1.2
554,485.908319,2.1.2
555,500.595026,2.1.2
556,558.291621,2.1.2
557,557.146808,2.1.2
558,575.524971,2.1.2
559,571.556284,2.1.2
560,437.405609,2.1.2
561,435.345678,2.1.2
562,441.709453,2.1.2
563,448.33764,2.1.2
564,433.630085,2.1.2
565,435.301315,2.1.2
566,441.484691,2.1.2
567,445.848268,2.1.2
568,464.278071,2.1.2
569,480.850726,2.1.2
570,491.013232,2.1.2
571,479.348522,2.1.2
572,541.893215,2.1.2
573,550.170579,2.1.2
574,546.141751,2.1.2
575,539.515196,2.1.2
576,445.022227,2.1.2
577,443.438271,2.1.2
578,446.300281,2.1.2
579,450.847617,2.1.2
580,437.17218,2.1.2
581,450.291449,2.1.2
582,456.547067,2.1.2
583,455.260821,2.1.2
584,482.15098,2.1.2
585,495.875187,2.1.2
586,498.464289,2.1.2
587,486.459097,2.1.2
588,550.585845,2.1.2
589,555.455938,2.1.2
590,563.681056,2.1.2
591,562.065177,2.1.2
592,444.238231,2.1.2
593,447.454698,2.1.2
594,432.570048,2.1.2
595,447.840547,2.1.2
596,438.026452,2.1.2
597,447.0233,2.1.2
598,448.273783,2.1.2
599,456.034526,2.1.2
600,467.342578,2.1.2
601,486.841161,2.1.2
602,487.654746,2.1.2
603,490.894629,2.1.2
604,543.401314,2.1.2
605,556.080643,2.1.2
606,548.698386,2.1.2
607,550.132292,2.1.2
608,444.019772,2.1.2
609,444.900533,2.1.2
610,436.108308,2.1.2
611,449.334187,2.1.2
612,442.264904,2.1.2
613,436.493918,2.1.2
614,450.854155,2.1.2
615,435.387365,2.1.2
616,471.77469,2.1.2
617,479.410314,2.1.2
618,488.149443,2.1.2
619,485.042623,2.1.2
620,544.298061,2.1.2
621,560.859081,2.1.2
622,539.954812,2.1.2
623,557.394058,2.1.2
624,423.771557,2.1.2
625,425.723699,2.1.2
626,432.912023,2.1.2
627,422.253341,2.1.2
628,421.068739,2.1.2
629,430.957517,2.1.2
630,431.777887,2.1.2
631,429.182081,2.1.2
632,455.69047,2.1.2
633,471.559755,2.1.2
634,469.952163,2.1.2
635,474.15155,2.1.2
636,522.58358,2.1.2
637,520.864207,2.1.2
638,529.008117,2.1.2
639,519.82135,2.1.2
640,429.0844,2.1.2
641,440.813523,2.1.2
642,435.883333,2.1.2
643,452.743484,2.1.2
644,437.040887,2.1.2
645,424.490352,2.1.2
646,438.51869,2.1.2
647,448.853712,2.1.2
648,463.996423,2.1.2
649,488.6417,2.1.2
650,483.048696,2.1.2
651,496.503338,2.1.2
652,547.178381,2.1.2
653,558.336725,2.1.2
654,552.272738,2.1.2
655,557.368721,2.1.2
656,433.979006,2.1.2
657,442.913278,2.1.2
658,442.889733,2.1.2
659,442.571063,2.1.2
660,421.588671,2.1.2
661,436.881847,2.1.2
662,437.209186,2.1.2
663,437.031873,2.1.2
664,459.64055,2.1.2
665,474.398193,2.1.2
666,478.097502,2.1.2
667,479.004617,2.1.2
668,527.951929,2.1.2
669,547.717623,2.1.2
670,544.569843,2.1.2
671,535.427883,2.1.2
672,427.218658,2.1.2
673,442.465855,2.1.2
674,431.346775,2.1.2
675,442.058144,2.1.2
676,434.763713,2.1.2
677,442.366264,2.1.2
678,441.576634,2.1.2
679,444.798939,2.1.2
680,469.340654,2.1.2
681,475.398174,2.1.2
682,471.740084,2.1.2
683,478.801826,2.1.2
684,522.70106,2.1.2
685,541.712772,2.1.2
686,537.41019,2.1.2
687,537.301449,2.1.2
688,423.888301,2.1.2
689,414.620103,2.1.2
690,428.197758,2.1.2
691,428.932335,2.1.2
692,423.406784,2.1.2
693,414.28995,2.1.2
694,425.725743,2.1.2
695,433.459799,2.1.2
696,445.350138,2.1.2
697,458.252119,2.1.2
698,460.334145,2.1.2
699,468.071305,2.1.2
700,521.453693,2.1.2
701,513.763427,2.1.2
702,525.583244,2.1.2
703,525.472192,2.1.2
704,427.400752,2.1.2
705,435.35552,2.1.2
706,436.88413,2.1.2
707,437.779467,2.1.2
708,412.748627,2.1.2
709,426.224471,2.1.2
710,431.593884,2.1.2
711,437.454359,2.1.2
712,469.972873,2.1.2
713,462.40899,2.1.2
714,470.067429,2.1.2
715,484.005246,2.1.2
716,528.656846,2.1.2
717,527.707659,2.1.2
718,534.218452,2.1.2
719,527.613621,2.1.2
720,418.634983,2.1.2
721,426.925476,2.1.2
722,431.928136,2.1.2
723,426.436909,2.1.2
724,427.95634,2.1.2
725,424.179077,2.1.2
726,432.035296,2.1.2
727,416.268179,2.1.2
728,455.827217,2.1.2
729,453.944805,2.1.2
730,465.978933,2.1.2
731,464.182727,2.1.2
732,508.432683,2.1.2
733,529.00515,2.1.2
734,531.980247,2.1.2
735,536.80133,2.1.2
736,420.571676,2.1.2
737,431.902793,2.1.2
738,434.485893,2.1.2
739,440.146636,2.1.2
740,425.375828,2.1.2
741,424.808556,2.1.2
742,436.527148,2.1.2
743,438.74294,2.1.2
744,459.458626,2.1.2
745,452.82554,2.1.2
746,465.888032,2.1.2
747,458.726576,2.1.2
748,518.249579,2.1.2
749,523.828539,2.1.2
750,519.398592,2.1.2
751,518.43366,2.1.2
752,402.610574,2.1.2
753,403.342319,2.1.2
754,401.293052,2.1.2
755,407.338932,2.1.2
756,405.341529,2.1.2
757,417.490155,2.1.2
758,416.432411,2.1.2
759,418.439644,2.1.2
760,442.764245,2.1.2
761,453.420587,2.1.2
762,453.722723,2.1.2
763,459.030998,2.1.2
764,509.573683,2.1.2
765,515.264403,2.1.2
766,515.560376,2.1.2
767,491.108105,2.1.2
768,604.14048,2.1.2
769,623.129409,2.1.2
770,628.703717,2.1.2
771,602.120487,2.1.2
772,619.141086,2.1.2
773,619.170169,2.1.2
774,643.988984,2.1.2
775,631.474393,2.1.2
776,766.216909,2.1.2
777,714.030658,2.1.2
778,793.515386,2.1.2
779,790.247216,2.1.2
780,863.228325,2.1.2
781,863.842479,2.1.2
782,865.127504,2.1.2
783,865.022744,2.1.2
784,610.44366,2.1.2
785,631.583067,2.1.2
786,618.914832,2.1.2
787,617.429477,2.1.2
788,613.761421,2.1.2
789,607.909481,2.1.2
790,632.205871,2.1.2
791,622.539061,2.1.2
792,703.383806,2.1.2
793,706.373824,2.1.2
794,736.973509,2.1.2
795,703.717179,2.1.2
796,851.469847,2.1.2
797,861.275541,2.1.2
798,857.601872,2.1.2
799,849.697125,2.1.2
800,599.340412,2.1.2
801,610.628996,2.1.2
802,621.005954,2.1.2
803,626.146623,2.1.2
804,612.746963,2.1.2
805,630.503492,2.1.2
806,618.366521,2.1.2
807,626.444477,2.1.2
808,728.923028,2.1.2
809,724.068461,2.1.2
810,731.560012,2.1.2
811,729.030252,2.1.2
812,857.789191,2.1.2
813,864.146004,2.1.2
814,866.051943,2.1.2
815,864.918951,2.1.2
816,603.004398,2.1.2
817,605.767564,2.1.2
818,602.969866,2.1.2
819,609.734892,2.1.2
820,598.41383,2.1.2
821,593.18561,2.1.2
822,598.889384,2.1.2
823,619.86889,2.1.2
824,697.748897,2.1.2
825,748.642002,2.1.2
826,713.583516,2.1.2
827,722.423809,2.1.2
828,856.41945,2.1.2
829,861.646104,2.1.2
830,863.574194,2.1.2
831,834.014101,2.1.2
832,607.843024,2.1.2
833,609.531111,2.1.2
834,626.841115,2.1.2
835,598.8968,2.1.2
836,582.119904,2.1.2
837,617.723167,2.1.2
838,595.130237,2.1.2
839,622.184503,2.1.2
840,737.147068,2.1.2
841,731.491404,2.1.2
842,722.903746,2.1.2
843,742.386616,2.1.2
844,833.992179,2.1.2
845,859.913167,2.1.2
846,852.843386,2.1.2
847,863.282952,2.1.2
848,591.116037,2.1.2
849,606.959809,2.1.2
850,623.547819,2.1.2
851,593.347753,2.1.2
852,601.986541,2.1.2
853,613.346464,2.1.2
854,611.018744,2.1.2
855,605.903371,2.1.2
856,727.58508,2.1.2
857,721.311387,2.1.2
858,710.841883,2.1.2
859,684.736085,2.1.2
860,855.159925,2.1.2
861,861.148481,2.1.2
862,826.487961,2.1.2
863,832.091633,2.1.2
864,601.979509,2.1.2
865,608.815561,2.1.2
866,602.405392,2.1.2
867,619.738155,2.1.2
868,603.276597,2.1.2
869,617.475277,2.1.2
870,608.267263,2.1.2
871,612.915801,2.1.2
872,674.655429,2.1.2
873,707.204626,2.1.2
874,705.963704,2.1.2
875,712.446678,2.1.2
876,849.806547,2.1.2
877,863.077712,2.1.2
878,860.780789,2.1.2
879,849.897414,2.1.2
880,572.102216,2.1.2
881,578.51997,2.1.2
882,577.146545,2.1.2
883,583.593441,2.1.2
884,573.578146,2.1.2
885,587.164429,2.1.2
886,592.116941,2.1.2
887,605.055675,2.1.2
888,698.534984,2.1.2
889,688.516579,2.1.2
890,692.514237,2.1.2
891,680.008695,2.1.2
892,851.907148,2.1.2
893,853.233294,2.1.2
894,860.024925,2.1.2
895,861.067253,2.1.2
896,606.925139,2.1.2
897,654.731396,2.1.2
898,605.81507,2.1.2
899,605.23261,2.1.2
900,598.138052,2.1.2
901,613.387749,2.1.2
902,623.123485,2.1.2
903,630.180945,2.1.2
904,744.928157,2.1.2
905,731.369287,2.1.2
906,733.516992,2.1.2
907,753.461888,2.1.2
908,843.729631,2.1.2
909,864.270463,2.1.2
910,859.791393,2.1.2
911,863.221002,2.1.2
912,616.198421,2.1.2
913,615.73965,2.1.2
914,613.016173,2.1.2
915,596.640262,2.1.2
916,610.678451,2.1.2
917,615.171162,2.1.2
918,608.251636,2.1.2
919,623.197499,2.1.2
920,697.081014,2.1.2
921,719.284423,2.1.2
922,716.63484,2.1.2
923,729.774718,2.1.2
924,846.549987,2.1.2
925,833.133863,2.1.2
926,863.085681,2.1.2
927,834.145037,2.1.2
928,605.793404,2.1.2
929,606.199955,2.1.2
930,620.327752,2.1.2
931,633.004287,2.1.2
932,591.931515,2.1.2
933,621.033346,2.1.2
934,607.069413,2.1.2
935,612.685638,2.1.2
936,698.427876,2.1.2
937,685.945364,2.1.2
938,711.40482,2.1.2
939,703.193146,2.1.2
940,848.2232,2.1.2
941,859.38991,2.1.2
942,861.269246,2.1.2
943,864.455836,2.1.2
944,577.17441,2.1.2
945,590.307326,2.1.2
946,581.631221,2.1.2
947,601.360887,2.1.2
948,582.181829,2.1.2
949,587.968952,2.1.2
950,593.873795,2.1.2
951,613.656867,2.1.2
952,682.070804,2.1.2
953,681.642627,2.1.2
954,694.423633,2.1.2
955,734.424769,2.1.2
956,850.353016,2.1.2
957,846.516868,2.1.2
958,860.343686,2.1.2
959,854.939143,2.1.2
960,587.231236,2.1.2
961,611.136337,2.1.2
962,597.481511,2.1.2
963,608.144203,2.1.2
964,604.243018,2.1.2
965,616.730027,2.1.2
966,581.552679,2.1.2
967,600.60582,2.1.2
968,710.673964,2.1.2
969,685.829196,2.1.2
970,707.606175,2.1.2
971,726.151326,2.1.2
972,829.365194,2.1.2
973,863.444117,2.1.2
974,862.08836,2.1.2
975,857.075948,2.1.2
976,582.137974,2.1.2
977,591.998711,2.1.2
978,600.570289,2.1.2
979,597.483315,2.1.2
980,592.865835,2.1.2
981,607.335321,2.1.2
982,601.887594,2.1.2
983,584.439869,2.1.2
984,677.482067,2.1.2
985,642.875849,2.1.2
986,708.822532,2.1.2
987,720.570829,2.1.2
988,849.814111,2.1.2
989,859.042931,2.1.2
990,862.062601,2.1.2
991,841.210712,2.1.2
992,581.630242,2.1.2
993,609.018445,2.1.2
994,619.053435,2.1.2
995,604.412058,2.1.2
996,594.97964,2.1.2
997,598.277569,2.1.2
998,602.737897,2.1.2
999,600.977964,2.1.2
1000,662.536657,2.1.2
1001,661.374543,2.1.2
1002,691.914106,2.1.2
1003,688.669462,2.1.2
1004,842.696295,2.1.2
1005,863.525327,2.1.2
1006,858.710414,2.1.2
1007,854.113001,2.1.2
1008,577.844897,2.1.2
1009,588.872378,2.1.2
1010,572.408749,2.1.2
1011,560.95811,2.1.2
1012,589.54996,2.1.2
1013,565.259788,2.1.2
1014,577.419754,2.1.2
1015,582.486789,2.1.2
1016,669.240929,2.1.2
1017,673.40448,2.1.2
1018,684.491526,2.1.2
1019,678.900337,2.1.2
1020,851.050912,2.1.2
1021,857.933702,2.1.2
1022,856.766075,2.1.2
1023,857.292708,2.1.2
1024,443.008036,2.1.4
1025,452.580291,2.1.4
1026,454.905862,2.1.4
1027,462.422982,2.1.4
1028,450.274233,2.1.4
1029,442.422779,2.1.4
1030,455.631584,2.1.4
1031,460.570214,2.1.4
1032,491.790751,2.1.4
1033,493.680926,2.1.4
1034,485.155038,2.1.4
1035,510.449706,2.1.4
1036,567.293437,2.1.4
1037,578.473452,2.1.4
1038,564.499611,2.1.4
1039,564.631472,2.1.4
1040,446.523957,2.1.4
1041,437.405399,2.1.4
1042,459.83582,2.1.4
1043,461.502793,2.1.4
1044,436.21295,2.1.4
1045,448.143062,2.1.4
1046,447.079166,2.1.4
1047,455.990196,2.1.4
1048,490.256295,2.1.4
1049,479.04724,2.1.4
1050,487.402892,2.1.4
1051,498.757562,2.1.4
1052,556.888713,2.1.4
1053,549.888521,2.1.4
1054,559.479635,2.1.4
1055,565.978074,2.1.4
1056,436.721574,2.1.4
1057,449.879041,2.1.4
1058,452.359329,2.1.4
1059,447.872796,2.1.4
1060,449.329383,2.1.4
1061,444.936787,2.1.4
1062,433.066349,2.1.4
1063,460.306933,2.1.4
1064,471.457442,2.1.4
1065,485.913235,2.1.4
1066,496.31357,2.1.4
1067,493.177955,2.1.4
1068,547.792791,2.1.4
1069,567.697794,2.1.4
