,performance,revision
1070,564.679499,2.1.4
1071,562.803868,2.1.4
1072,415.652302,2.1.4
1073,431.366976,2.1.4
1074,429.36831,2.1.4
1075,435.50959,2.1.4
1076,423.261215,2.1.4
1077,422.211229,2.1.4
1078,436.672245,2.1.4
1079,429.870804,2.1.4
1080,461.329214,2.1.4
1081,479.186,2.1.4
1082,473.866223,2.1.4
1083,478.492676,2.1.4
1084,537.434597,2.1.4
1085,534.096084,2.1.4
1086,544.828435,2.1.4
1087,547.804527,2.1.4
1088,437.916628,2.1.4
1089,441.79768,2.1.4
1090,436.750415,2.1.4
1091,444.88785,2.1.4
1092,429.97381,2.1.4
1093,444.748551,2.1.4
1094,444.32857,2.1.4
1095,448.938061,2.1.4
1096,474.503721,2.1.4
1097,481.323863,2.1.4
1098,479.92306,2.1.4
1099,484.080915,2.1.4
1100,541.867874,2.1.4
1101,554.066771,2.1.4
1102,564.782612,2.1.4
1103,566.536374,2.1.4
1104,426.424138,2.1.4
1105,437.703573,2.1.4
1106,443.315389,2.1.4
1107,433.947188,2.1.4
1108,428.475146,2.1.4
1109,425.110547,2.1.4
1110,439.149168,2.1.4
1111,441.079627,2.1.4
1112,473.792712,2.1.4
1113,480.459224,2.1.4
1114,470.880173,2.1.4
1115,481.128559,2.1.4
1116,540.720768,2.1.4
1117,539.820273,2.1.4
1118,543.674869,2.1.4
1119,536.989313,2.1.4
1120,430.976533,2.1.4
1121,438.92693,2.1.4
1122,432.219493,2.1.4
1123,448.341337,2.1.4
1124,434.812863,2.1.4
1125,440.529286,2.1.4
1126,440.24875,2.1.4
1127,436.752039,2.1.4
1128,455.370151,2.1.4
1129,471.548469,2.1.4
1130,469.735758,2.1.4
1131,480.170777,2.1.4
1132,543.242261,2.1.4
1133,546.513395,2.1.4
1134,518.956509,2.1.4
1135,535.303054,2.1.4
1136,416.096604,2.1.4
1137,422.467103,2.1.4
1138,428.057083,2.1.4
1139,427.269277,2.1.4
1140,421.398953,2.1.4
1141,415.446307,2.1.4
1142,415.282667,2.1.4
1143,420.046576,2.1.4
1144,449.464807,2.1.4
1145,460.574046,2.1.4
1146,453.29481,2.1.4
1147,474.319233,2.1.4
1148,529.647039,2.1.4
1149,518.880944,2.1.4
1150,521.553077,2.1.4
1151,526.099522,2.1.4
1152,429.396967,2.1.4
1153,440.408485,2.1.4
1154,435.773787,2.1.4
1155,452.473587,2.1.4
1156,437.20196,2.1.4
1157,442.139463,2.1.4
1158,440.568125,2.1.4
1159,440.784235,2.1.4
1160,478.888132,2.1.4
1161,485.232501,2.1.4
1162,480.631345,2.1.4
1163,482.44097,2.1.4
1164,537.96082,2.1.4
1165,533.00619,2.1.4
1166,529.497684,2.1.4
1167,540.764284,2.1.4
1168,434.872795,2.1.4
1169,438.653954,2.1.4
1170,422.502852,2.1.4
1171,438.625782,2.1.4
1172,431.433998,2.1.4
1173,437.784539,2.1.4
1174,442.654006,2.1.4
1175,425.588124,2.1.4
1176,464.22666,2.1.4
1177,469.820179,2.1.4
1178,475.135444,2.1.4
1179,467.702378,2.1.4
1180,520.356958,2.1.4
1181,544.2513,2.1.4
1182,522.52014,2.1.4
1183,531.911296,2.1.4
1184,432.849353,2.1.4
1185,432.85359,2.1.4
1186,437.600473,2.1.4
1187,438.450972,2.1.4
1188,428.398768,2.1.4
1189,435.229704,2.1.4
1190,427.537063,2.1.4
1191,436.122012,2.1.4
1192,475.665694,2.1.4
1193,465.656438,2.1.4
1194,460.670451,2.1.4
1195,474.391246,2.1.4
1196,524.710839,2.1.4
1197,535.361857,2.1.4
1198,544.174481,2.1.4
1199,536.470231,2.1.4
1200,415.370445,2.1.4
1201,419.510052,2.1.4
1202,426.345204,2.1.4
1203,429.167481,2.1.4
1204,417.048681,2.1.4
1205,408.489799,2.1.4
1206,422.342096,2.1.4
1207,431.894131,2.1.4
1208,440.828045,2.1.4
1209,454.197182,2.1.4
1210,449.584325,2.1.4
1211,460.83533,2.1.4
1212,501.950518,2.1.4
1213,515.172062,2.1.4
1214,519.663777,2.1.4
1215,513.901987,2.1.4
1216,421.632524,2.1.4
1217,408.572055,2.1.4
1218,425.972423,2.1.4
1219,427.954686,2.1.4
1220,421.708589,2.1.4
1221,425.265898,2.1.4
1222,430.765475,2.1.4
1223,437.195747,2.1.4
1224,457.482243,2.1.4
1225,468.196668,2.1.4
1226,461.849661,2.1.4
1227,450.423297,2.1.4
1228,527.853738,2.1.4
1229,527.43315,2.1.4
1230,540.541386,2.1.4
1231,526.917853,2.1.4
1232,419.985074,2.1.4
1233,433.743838,2.1.4
1234,420.84835,2.1.4
1235,423.75273,2.1.4
1236,422.518735,2.1.4
1237,428.118496,2.1.4
1238,430.786106,2.1.4
1239,431.195037,2.1.4
1240,450.916618,2.1.4
1241,458.81571,2.1.4
1242,446.238663,2.1.4
1243,451.434416,2.1.4
1244,517.63984,2.1.4
1245,527.588692,2.1.4
1246,506.492353,2.1.4
1247,525.551206,2.1.4
1248,418.535019,2.1.4
1249,423.934244,2.1.4
1250,425.921474,2.1.4
1251,425.736775,2.1.4
1252,419.654461,2.1.4
1253,433.369874,2.1.4
1254,417.188579,2.1.4
1255,424.996911,2.1.4
1256,451.975261,2.1.4
1257,453.446782,2.1.4
1258,443.912817,2.1.4
1259,463.672029,2.1.4
1260,522.413129,2.1.4
1261,517.476873,2.1.4
1262,508.445079,2.1.4
1263,524.479057,2.1.4
1264,392.12054,2.1.4
1265,398.847977,2.1.4
1266,404.027871,2.1.4
1267,421.599259,2.1.4
1268,399.923091,2.1.4
1269,414.122792,2.1.4
1270,416.446409,2.1.4
1271,409.764688,2.1.4
1272,445.932502,2.1.4
1273,448.41079,2.1.4
1274,451.907062,2.1.4
1275,454.556215,2.1.4
1276,502.026579,2.1.4
1277,513.950325,2.1.4
1278,502.262229,2.1.4
1279,514.178611,2.1.4
1280,609.584446,2.1.4
1281,643.101125,2.1.4
1282,636.416047,2.1.4
1283,607.900531,2.1.4
1284,609.671398,2.1.4
1285,607.833041,2.1.4
1286,628.819207,2.1.4
1287,636.687188,2.1.4
1288,725.501212,2.1.4
1289,770.557935,2.1.4
1290,748.751186,2.1.4
1291,759.763494,2.1.4
1292,853.891723,2.1.4
1293,859.87815,2.1.4
1294,860.356788,2.1.4
1295,864.520484,2.1.4
1296,619.772213,2.1.4
1297,624.056976,2.1.4
1298,627.635094,2.1.4
1299,628.356357,2.1.4
1300,604.351045,2.1.4
1301,621.959787,2.1.4
1302,631.643531,2.1.4
1303,630.323137,2.1.4
1304,727.41851,2.1.4
1305,738.791221,2.1.4
1306,740.19546,2.1.4
1307,723.811427,2.1.4
1308,857.383971,2.1.4
1309,864.861686,2.1.4
1310,860.19913,2.1.4
1311,863.13346,2.1.4
1312,622.854068,2.1.4
1313,610.674868,2.1.4
1314,614.012356,2.1.4
1315,621.825212,2.1.4
1316,611.034301,2.1.4
1317,621.288274,2.1.4
1318,629.584168,2.1.4
1319,649.769095,2.1.4
1320,709.430593,2.1.4
1321,687.029664,2.1.4
1322,727.705382,2.1.4
1323,721.86776,2.1.4
1324,853.047461,2.1.4
1325,862.740081,2.1.4
1326,862.896296,2.1.4
1327,863.679565,2.1.4
1328,597.815602,2.1.4
1329,612.41651,2.1.4
1330,605.016667,2.1.4
1331,592.834111,2.1.4
1332,580.254984,2.1.4
1333,602.548798,2.1.4
1334,594.644931,2.1.4
1335,580.213118,2.1.4
1336,691.83617,2.1.4
1337,710.554732,2.1.4
1338,705.318667,2.1.4
1339,724.604423,2.1.4
1340,856.257548,2.1.4
1341,839.246719,2.1.4
1342,853.954132,2.1.4
1343,827.397945,2.1.4
1344,601.70517,2.1.4
1345,618.219404,2.1.4
1346,622.489556,2.1.4
1347,614.04731,2.1.4
1348,578.769007,2.1.4
1349,601.784895,2.1.4
1350,606.883388,2.1.4
1351,610.261869,2.1.4
1352,736.914831,2.1.4
1353,729.695111,2.1.4
1354,719.80043,2.1.4
1355,706.364136,2.1.4
1356,826.310038,2.1.4
1357,860.182667,2.1.4
1358,856.567347,2.1.4
1359,835.668607,2.1.4
1360,603.224561,2.1.4
1361,606.461159,2.1.4
1362,619.816361,2.1.4
1363,615.555048,2.1.4
1364,603.469337,2.1.4
1365,585.52706,2.1.4
1366,621.440248,2.1.4
1367,616.701872,2.1.4
1368,706.830629,2.1.4
1369,718.451274,2.1.4
1370,706.401602,2.1.4
1371,680.968215,2.1.4
1372,846.445881,2.1.4
1373,856.214783,2.1.4
1374,832.056634,2.1.4
1375,842.870297,2.1.4
1376,583.422561,2.1.4
1377,602.692499,2.1.4
1378,586.419161,2.1.4
1379,617.063767,2.1.4
1380,593.718287,2.1.4
1381,602.327728,2.1.4
1382,605.944537,2.1.4
1383,595.166697,2.1.4
1384,706.60432,2.1.4
1385,703.949727,2.1.4
1386,700.606299,2.1.4
1387,712.356567,2.1.4
1388,851.056299,2.1.4
1389,855.381939,2.1.4
1390,837.264502,2.1.4
1391,858.522692,2.1.4
1392,582.852606,2.1.4
1393,587.861184,2.1.4
1394,572.636153,2.1.4
1395,610.003981,2.1.4
1396,588.675974,2.1.4
1397,574.452132,2.1.4
1398,584.655609,2.1.4
1399,600.008966,2.1.4
1400,666.476499,2.1.4
1401,697.918102,2.1.4
1402,684.153038,2.1.4
1403,700.535201,2.1.4
1404,846.349005,2.1.4
1405,852.222556,2.1.4
1406,858.016048,2.1.4
1407,832.014034,2.1.4
1408,595.508646,2.1.4
1409,627.954951,2.1.4
1410,643.164376,2.1.4
1411,607.989607,2.1.4
1412,604.789639,2.1.4
1413,626.041743,2.1.4
1414,628.283612,2.1.4
1415,608.066687,2.1.4
1416,735.288095,2.1.4
1417,735.119574,2.1.4
1418,744.945703,2.1.4
1419,758.716409,2.1.4
1420,862.10387,2.1.4
1421,860.664717,2.1.4
1422,851.905974,2.1.4
1423,864.358485,2.1.4
1424,604.24473,2.1.4
1425,613.531622,2.1.4
1426,619.230716,2.1.4
1427,621.558802,2.1.4
1428,604.790279,2.1.4
1429,611.152221,2.1.4
1430,621.810518,2.1.4
1431,613.942975,2.1.4
1432,702.13667,2.1.4
1433,724.43674,2.1.4
1434,685.833255,2.1.4
1435,706.987406,2.1.4
1436,850.471414,2.1.4
1437,855.391513,2.1.4
1438,863.767418,2.1.4
1439,858.828499,2.1.4
1440,602.096383,2.1.4
1441,615.447369,2.1.4
1442,622.036317,2.1.4
1443,597.132788,2.1.4
1444,589.887928,2.1.4
1445,643.592847,2.1.4
1446,609.809799,2.1.4
1447,593.160463,2.1.4
1448,702.824717,2.1.4
1449,716.152885,2.1.4
1450,707.726068,2.1.4
1451,707.208582,2.1.4
1452,860.854461,2.1.4
1453,859.078707,2.1.4
1454,834.19117,2.1.4
1455,859.858086,2.1.4
1456,575.157976,2.1.4
1457,579.353263,2.1.4
1458,581.207265,2.1.4
1459,597.037264,2.1.4
1460,590.150409,2.1.4
1461,601.606587,2.1.4
1462,585.314319,2.1.4
1463,591.907388,2.1.4
1464,687.097272,2.1.4
1465,709.590585,2.1.4
1466,691.552812,2.1.4
1467,698.619668,2.1.4
1468,858.023837,2.1.4
1469,857.57031,2.1.4
1470,858.396624,2.1.4
1471,862.022905,2.1.4
1472,573.655185,2.1.4
1473,588.324762,2.1.4
1474,590.306517,2.1.4
1475,611.644382,2.1.4
1476,599.61809,2.1.4
1477,603.186582,2.1.4
1478,605.116201,2.1.4
1479,605.300987,2.1.4
1480,708.761314,2.1.4
1481,662.656218,2.1.4
1482,712.911958,2.1.4
1483,704.760949,2.1.4
1484,844.573931,2.1.4
1485,860.962978,2.1.4
1486,858.646522,2.1.4
1487,861.288936,2.1.4
1488,580.130715,2.1.4
1489,595.127552,2.1.4
1490,600.067878,2.1.4
1491,607.251691,2.1.4
1492,571.599934,2.1.4
1493,585.4992,2.1.4
1494,592.724246,2.1.4
1495,611.915895,2.1.4
1496,679.725305,2.1.4
1497,693.662871,2.1.4
1498,698.318254,2.1.4
1499,696.057576,2.1.4
1500,855.223931,2.1.4
1501,835.510877,2.1.4
1502,858.440297,2.1.4
1503,859.86363,2.1.4
1504,596.919466,2.1.4
1505,598.066222,2.1.4
1506,586.454292,2.1.4
1507,574.336459,2.1.4
1508,586.6077,2.1.4
1509,589.217611,2.1.4
1510,592.751918,2.1.4
1511,592.62469,2.1.4
1512,658.710395,2.1.4
1513,666.329353,2.1.4
1514,663.645352,2.1.4
1515,692.810916,2.1.4
1516,854.564313,2.1.4
1517,854.61909,2.1.4
1518,853.710382,2.1.4
1519,858.698825,2.1.4
1520,573.775481,2.1.4
1521,588.702745,2.1.4
1522,579.677777,2.1.4
1523,584.599115,2.1.4
1524,569.039319,2.1.4
1525,560.706283,2.1.4
1526,553.67394,2.1.4
1527,566.218356,2.1.4
1528,658.820205,2.1.4
1529,688.087078,2.1.4
1530,703.048706,2.1.4
1531,675.30338,2.1.4
1532,850.284133,2.1.4
1533,853.062648,2.1.4
1534,851.334369,2.1.4
1535,850.808726,2.1.4
1536,451.131748,2.2.0
1537,461.729914,2.2.0
1538,449.769778,2.2.0
1539,464.691843,2.2.0
1540,446.479133,2.2.0
1541,463.339044,2.2.0
1542,464.312858,2.2.0
1543,464.423013,2.2.0
1544,486.671282,2.2.0
1545,503.43004,2.2.0
1546,508.328217,2.2.0
1547,503.185322,2.2.0
1548,562.025616,2.2.0
1549,577.34789,2.2.0
1550,582.226557,2.2.0
1551,581.317679,2.2.0
1552,447.037168,2.2.0
1553,454.808444,2.2.0
1554,451.257946,2.2.0
1555,459.087967,2.2.0
1556,444.917129,2.2.0
1557,454.011031,2.2.0
1558,458.52141,2.2.0
1559,462.330191,2.2.0
1560,489.207524,2.2.0
1561,486.912938,2.2.0
1562,499.769054,2.2.0
1563,490.839261,2.2.0
1564,556.028493,2.2.0
1565,559.635409,2.2.0
1566,563.751335,2.2.0
1567,565.318941,2.2.0
1568,446.609761,2.2.0
1569,454.735425,2.2.0
1570,449.630306,2.2.0
1571,460.578062,2.2.0
1572,450.250021,2.2.0
1573,457.410437,2.2.0
1574,457.91275,2.2.0
1575,459.493144,2.2.0
1576,488.353244,2.2.0
1577,494.572257,2.2.0
1578,496.78908,2.2.0
1579,492.479932,2.2.0
1580,553.408923,2.2.0
1581,563.650548,2.2.0
1582,562.528277,2.2.0
1583,565.260186,2.2.0
1584,431.498745,2.2.0
1585,428.661959,2.2.0
1586,440.616779,2.2.0
1587,443.490544,2.2.0
1588,432.782318,2.2.0
1589,436.355692,2.2.0
1590,435.93856,2.2.0
1591,441.91112,2.2.0
1592,471.702425,2.2.0
1593,478.733953,2.2.0
1594,486.587266,2.2.0
1595,484.91123,2.2.0
1596,542.913246,2.2.0
1597,551.371618,2.2.0
1598,555.641411,2.2.0
1599,551.864863,2.2.0
1600,445.242163,2.2.0
1601,443.556635,2.2.0
1602,451.794449,2.2.0
1603,447.966333,2.2.0
1604,437.004337,2.2.0
1605,449.733715,2.2.0
1606,450.21134,2.2.0
1607,450.265573,2.2.0
1608,486.217063,2.2.0
1609,496.423215,2.2.0
1610,497.17155,2.2.0
1611,494.183091,2.2.0
1612,546.038487,2.2.0
1613,565.665944,2.2.0
1614,568.895685,2.2.0
1615,560.569712,2.2.0
1616,429.63763,2.2.0
1617,438.979492,2.2.0
1618,448.837864,2.2.0
1619,451.13394,2.2.0
1620,429.190255,2.2.0
1621,446.55474,2.2.0
1622,440.139638,2.2.0
1623,447.822951,2.2.0
1624,469.20882,2.2.0
1625,470.977058,2.2.0
1626,482.46009,2.2.0
1627,479.901195,2.2.0
1628,539.358768,2.2.0
1629,548.387827,2.2.0
1630,553.118206,2.2.0
1631,557.529748,2.2.0
1632,439.566786,2.2.0
1633,436.423931,2.2.0
1634,447.720077,2.2.0
1635,451.952644,2.2.0
1636,439.274967,2.2.0
1637,444.761692,2.2.0
1638,446.808946,2.2.0
1639,450.353975,2.2.0
1640,470.385644,2.2.0
1641,476.468094,2.2.0
1642,468.769598,2.2.0
1643,481.042098,2.2.0
1644,544.265835,2.2.0
1645,545.873498,2.2.0
1646,553.666439,2.2.0
1647,551.710135,2.2.0
1648,421.352524,2.2.0
1649,423.699995,2.2.0
1650,418.110129,2.2.0
1651,421.675896,2.2.0
1652,413.390768,2.2.0
1653,427.8386,2.2.0
1654,432.760546,2.2.0
1655,435.273076,2.2.0
1656,456.306036,2.2.0
1657,467.524602,2.2.0
1658,461.481886,2.2.0
1659,468.319642,2.2.0
1660,523.72358,2.2.0
1661,529.683105,2.2.0
1662,535.303309,2.2.0
1663,532.05261,2.2.0
1664,436.692929,2.2.0
1665,436.853045,2.2.0
1666,448.540708,2.2.0
1667,441.298992,2.2.0
1668,434.872409,2.2.0
1669,432.797174,2.2.0
1670,443.792108,2.2.0
1671,450.678759,2.2.0
1672,478.888019,2.2.0
1673,489.652606,2.2.0
1674,491.359282,2.2.0
1675,492.849804,2.2.0
1676,546.839834,2.2.0
1677,550.143345,2.2.0
1678,551.451608,2.2.0
1679,556.683867,2.2.0
1680,430.081288,2.2.0
1681,439.586358,2.2.0
1682,441.551061,2.2.0
1683,440.278205,2.2.0
1684,427.55675,2.2.0
1685,436.197645,2.2.0
1686,445.631292,2.2.0
1687,440.749381,2.2.0
1688,473.676288,2.2.0
1689,472.955345,2.2.0
1690,470.718612,2.2.0
1691,475.4552,2.2.0
1692,530.502298,2.2.0
1693,536.47588,2.2.0
1694,545.27434,2.2.0
1695,545.886248,2.2.0
1696,425.952494,2.2.0
1697,440.819077,2.2.0
1698,437.808094,2.2.0
1699,443.886365,2.2.0
1700,432.53519,2.2.0
1701,437.658297,2.2.0
1702,442.282303,2.2.0
1703,446.7065,2.2.0
1704,463.124953,2.2.0
1705,469.690479,2.2.0
1706,461.502281,2.2.0
1707,472.427255,2.2.0
1708,507.535342,2.2.0
1709,524.90602,2.2.0
1710,526.109155,2.2.0
1711,540.546685,2.2.0
1712,419.367195,2.2.0
1713,409.921329,2.2.0
1714,410.263361,2.2.0
1715,425.610224,2.2.0
1716,414.993102,2.2.0
1717,416.573945,2.2.0
1718,418.259857,2.2.0
1719,430.312809,2.2.0
1720,454.358237,2.2.0
1721,468.30364,2.2.0
1722,461.595894,2.2.0
1723,460.190119,2.2.0
1724,511.074234,2.2.0
1725,523.772706,2.2.0
1726,523.284958,2.2.0
1727,518.589002,2.2.0
1728,420.423325,2.2.0
1729,418.190918,2.2.0
1730,430.608242,2.2.0
1731,436.944121,2.2.0
1732,425.37446,2.2.0
1733,431.838933,2.2.0
1734,432.716241,2.2.0
1735,434.460202,2.2.0
1736,462.899086,2.2.0
1737,472.427662,2.2.0
1738,457.982603,2.2.0
1739,474.010002,2.2.0
1740,520.238054,2.2.0
1741,540.622064,2.2.0
1742,536.166198,2.2.0
1743,527.707224,2.2.0
1744,419.619052,2.2.0
1745,430.969082,2.2.0
1746,421.79512,2.2.0
1747,425.090349,2.2.0
1748,424.194947,2.2.0
1749,415.610579,2.2.0
1750,428.947505,2.2.0
1751,425.150854,2.2.0
1752,452.289054,2.2.0
1753,462.874856,2.2.0
1754,453.246614,2.2.0
1755,471.971243,2.2.0
1756,514.349502,2.2.0
1757,523.680313,2.2.0
1758,524.018251,2.2.0
1759,527.691118,2.2.0
1760,414.586837,2.2.0
1761,424.473409,2.2.0
1762,430.573767,2.2.0
1763,433.785369,2.2.0
1764,417.025339,2.2.0
1765,426.005047,2.2.0
1766,433.621177,2.2.0
1767,416.338053,2.2.0
1768,446.396809,2.2.0
1769,460.288825,2.2.0
1770,460.536601,2.2.0
1771,467.565765,2.2.0
1772,519.946648,2.2.0
1773,519.131348,2.2.0
1774,521.483447,2.2.0
1775,528.105534,2.2.0
1776,403.778802,2.2.0
1777,394.191577,2.2.0
1778,408.088836,2.2.0
1779,409.099437,2.2.0
1780,394.763359,2.2.0
1781,409.558833,2.2.0
1782,410.049515,2.2.0
1783,412.70835,2.2.0
1784,447.005843,2.2.0
1785,443.189361,2.2.0
1786,449.786681,2.2.0
1787,451.36083,2.2.0
1788,498.730923,2.2.0
1789,488.006843,2.2.0
1790,502.050847,2.2.0
1791,515.906487,2.2.0
1792,583.396039,2.2.0
1793,624.866718,2.2.0
1794,629.249452,2.2.0
1795,644.516251,2.2.0
1796,591.987292,2.2.0
1797,623.073931,2.2.0
1798,633.810004,2.2.0
1799,601.856249,2.2.0
1800,742.563381,2.2.0
1801,745.350736,2.2.0
1802,763.284833,2.2.0
1803,735.003307,2.2.0
1804,849.29774,2.2.0
1805,839.22669,2.2.0
1806,859.066032,2.2.0
1807,846.384314,2.2.0
1808,600.903362,2.2.0
1809,625.088547,2.2.0
1810,624.942387,2.2.0
1811,632.703175,2.2.0
1812,592.439729,2.2.0
1813,621.767285,2.2.0
1814,632.665895,2.2.0
1815,623.117726,2.2.0
1816,730.111533,2.2.0
1817,712.799718,2.2.0
1818,732.500236,2.2.0
1819,714.707564,2.2.0
1820,857.670814,2.2.0
1821,853.461593,2.2.0
1822,854.529748,2.2.0
1823,858.988118,2.2.0
1824,593.221064,2.2.0
1825,613.570653,2.2.0
1826,610.444198,2.2.0
1827,620.382072,2.2.0
1828,622.734954,2.2.0
1829,631.401632,2.2.0
1830,613.727564,2.2.0
1831,635.359102,2.2.0
1832,692.339108,2.2.0
1833,738.550355,2.2.0
1834,732.195715,2.2.0
1835,738.781762,2.2.0
1836,856.253423,2.2.0
1837,856.387714,2.2.0
1838,855.331267,2.2.0
1839,862.928483,2.2.0
1840,604.698819,2.2.0
1841,616.441999,2.2.0
1842,604.42725,2.2.0
1843,619.941688,2.2.0
1844,600.287375,2.2.0
1845,605.51487,2.2.0
1846,604.249883,2.2.0
1847,619.899663,2.2.0
1848,712.14395,2.2.0
1849,725.303687,2.2.0
1850,724.579338,2.2.0
1851,694.838309,2.2.0
1852,860.510357,2.2.0
1853,857.841384,2.2.0
1854,859.050614,2.2.0
1855,858.92185,2.2.0
1856,596.991386,2.2.0
1857,632.702943,2.2.0
1858,615.90673,2.2.0
1859,625.694864,2.2.0
1860,607.616164,2.2.0
1861,621.302748,2.2.0
1862,615.758019,2.2.0
1863,623.299734,2.2.0
1864,757.93054,2.2.0
1865,716.329222,2.2.0
1866,710.070987,2.2.0
1867,737.640685,2.2.0
1868,853.097159,2.2.0
1869,858.799526,2.2.0
1870,849.915181,2.2.0
1871,838.984146,2.2.0
1872,592.9624,2.2.0
1873,606.556704,2.2.0
1874,615.901164,2.2.0
1875,587.522931,2.2.0
1876,587.412066,2.2.0
1877,616.902433,2.2.0
1878,624.934375,2.2.0
1879,622.013602,2.2.0
1880,688.55707,2.2.0
1881,704.383469,2.2.0
1882,696.822912,2.2.0
1883,699.322288,2.2.0
1884,826.332636,2.2.0
1885,843.072592,2.2.0
1886,854.376837,2.2.0
1887,856.194236,2.2.0
1888,595.628168,2.2.0
1889,602.396563,2.2.0
1890,614.532237,2.2.0
1891,598.54692,2.2.0
1892,603.361881,2.2.0
1893,609.759548,2.2.0
1894,615.487498,2.2.0
1895,605.791883,2.2.0
1896,688.267992,2.2.0
1897,717.974138,2.2.0
1898,702.676621,2.2.0
1899,707.042698,2.2.0
1900,847.899247,2.2.0
1901,857.781583,2.2.0
1902,859.09553,2.2.0
1903,860.609922,2.2.0
1904,589.009247,2.2.0
1905,597.294509,2.2.0
1906,593.969375,2.2.0
1907,601.787872,2.2.0
1908,568.793879,2.2.0
1909,584.307518,2.2.0
1910,592.404058,2.2.0
1911,607.207524,2.2.0
1912,702.16429,2.2.0
1913,706.518455,2.2.0
1914,680.088405,2.2.0
1915,723.953073,2.2.0
1916,853.656048,2.2.0
1917,859.333317,2.2.0
1918,825.106348,2.2.0
1919,850.084369,2.2.0
1920,588.375818,2.2.0
1921,608.254606,2.2.0
1922,618.366444,2.2.0
1923,630.43718,2.2.0
1924,596.27493,2.2.0
1925,611.877007,2.2.0
1926,608.605578,2.2.0
1927,634.278541,2.2.0
1928,714.633532,2.2.0
1929,737.520152,2.2.0
1930,738.053515,2.2.0
1931,729.949365,2.2.0
1932,857.525137,2.2.0
1933,843.236931,2.2.0
1934,860.214902,2.2.0
1935,840.681013,2.2.0
1936,605.428295,2.2.0
1937,620.016891,2.2.0
1938,594.312509,2.2.0
1939,617.260473,2.2.0
1940,590.133925,2.2.0
1941,613.01722,2.2.0
1942,595.147289,2.2.0
1943,616.081647,2.2.0
1944,685.390223,2.2.0
1945,698.222752,2.2.0
1946,724.319114,2.2.0
1947,704.150377,2.2.0
1948,857.725229,2.2.0
1949,840.83332,2.2.0
1950,832.741908,2.2.0
1951,853.418992,2.2.0
1952,595.283635,2.2.0
1953,594.452413,2.2.0
1954,610.174186,2.2.0
1955,595.363132,2.2.0
1956,602.609039,2.2.0
1957,608.483476,2.2.0
1958,615.870026,2.2.0
1959,627.228854,2.2.0
1960,711.757608,2.2.0
1961,732.24146,2.2.0
1962,707.752024,2.2.0
1963,708.366487,2.2.0
1964,834.24248,2.2.0
1965,861.222183,2.2.0
1966,848.064977,2.2.0
1967,862.149746,2.2.0
1968,574.682811,2.2.0
1969,591.603587,2.2.0
1970,598.800383,2.2.0
1971,605.151478,2.2.0
1972,578.818741,2.2.0
1973,595.365659,2.2.0
1974,595.854101,2.2.0
1975,602.369466,2.2.0
1976,702.663484,2.2.0
1977,712.848696,2.2.0
1978,691.945726,2.2.0
1979,690.447083,2.2.0
1980,853.552739,2.2.0
1981,856.304636,2.2.0
1982,858.289798,2.2.0
1983,836.925169,2.2.0
1984,600.081727,2.2.0
1985,593.322865,2.2.0
1986,612.369046,2.2.0
1987,617.107821,2.2.0
1988,595.666164,2.2.0
1989,618.232973,2.2.0
1990,603.00508,2.2.0
1991,589.392602,2.2.0
1992,721.652553,2.2.0
1993,737.824413,2.2.0
1994,740.83942,2.2.0
1995,727.595626,2.2.0
1996,856.69343,2.2.0
1997,854.246203,2.2.0
1998,833.186082,2.2.0
1999,839.216736,2.2.0
2000,607.049884,2.2.0
2001,591.855938,2.2.0
2002,602.289571,2.2.0
2003,618.343467,2.2.0
2004,587.228327,2.2.0
2005,590.042798,2.2.0
2006,601.258545,2.2.0
2007,581.848371,2.2.0
2008,674.751153,2.2.0
2009,682.862008,2.2.0
2010,709.194815,2.2.0
2011,681.183472,2.2.0
2012,834.301387,2.2.0
2013,838.856836,2.2.0
2014,860.538771,2.2.0
2015,855.465015,2.2.0
2016,594.611195,2.2.0
2017,604.866424,2.2.0
2018,573.998771,2.2.0
2019,576.784198,2.2.0
2020,591.773584,2.2.0
2021,620.555956,2.2.0
2022,604.408747,2.2.0
2023,618.234301,2.2.0
2024,662.890284,2.2.0
2025,694.989462,2.2.0
2026,678.940525,2.2.0
2027,689.692316,2.2.0
2028,852.451392,2.2.0
2029,856.8419,2.2.0
2030,857.995219,2.2.0
2031,856.690769,2.2.0
2032,574.238445,2.2.0
2033,585.394302,2.2.0
2034,580.351788,2.2.0
2035,575.743873,2.2.0
2036,567.150425,2.2.0
2037,583.234896,2.2.0
2038,588.343673,2.2.0
2039,576.111374,2.2.0
2040,676.354447,2.2.0
2041,695.577748,2.2.0
2042,681.828772,2.2.0
2043,690.761773,2.2.0
2044,848.769095,2.2.0
2045,854.047065,2.2.0
2046,855.175387,2.2.0
2047,856.844494,2.2.0
2048,440.224105,2.2.1
2049,461.53327,2.2.1
2050,436.959973,2.2.1
2051,456.828193,2.2.1
2052,445.239198,2.2.1
2053,442.012977,2.2.1
2054,448.270898,2.2.1
2055,457.778795,2.2.1
2056,487.92799,2.2.1
2057,488.93306,2.2.1
2058,495.152874,2.2.1
2059,498.917897,2.2.1
2060,557.149695,2.2.1
2061,573.983973,2.2.1
2062,568.674527,2.2.1
2063,576.898713,2.2.1
2064,448.212087,2.2.1
2065,450.178597,2.2.1
2066,452.069097,2.2.1
2067,454.615352,2.2.1
2068,436.891554,2.2.1
