root;WindowSize;CompressionLevel;performance;energy;memory;size;revision
1;24;9;0.027939;0.033965;0.008082;0.000000;1.0.0
1;10;10;0.000750;0.021327;0.012613;0.000000;1.0.0
1;11;10;0.002170;0.022514;0.003566;0.000000;1.0.0
1;12;10;0.000372;0.020162;0.018044;0.000000;1.0.0
1;13;10;0.000658;0.017286;0.029341;0.000000;1.0.0
1;14;10;0.001790;0.025095;0.018116;0.000000;1.0.0
1;15;10;0.002143;0.022074;0.011522;0.000000;1.0.0
1;16;10;0.001588;0.013423;0.018644;0.000000;1.0.0
1;17;10;0.001610;0.022931;0.023668;0.000000;1.0.0
1;18;10;0.002829;0.021574;0.037839;0.000000;1.0.0
1;19;10;0.003767;0.025762;0.026530;0.000000;1.0.0
1;20;10;0.002831;0.023176;0.042325;0.000000;1.0.0
1;21;10;0.002171;0.022976;0.001603;0.000000;1.0.0
1;22;10;0.001191;0.020643;0.009818;0.000000;1.0.0
1;23;10;0.002391;0.018494;0.006873;0.000000;1.0.0
1;24;10;0.005614;0.017195;0.002664;0.000000;1.0.0
1;10;11;0.001960;0.018742;0.014764;0.000000;1.0.0
1;11;11;0.002475;0.023584;0.035513;0.000000;1.0.0
1;12;11;0.000897;0.019862;0.035559;0.000000;1.0.0
1;13;11;0.001771;0.016411;0.045832;0.000000;1.0.0
1;14;11;0.000586;0.018663;0.015987;0.000000;1.0.0
1;15;11;0.001293;0.017736;0.020102;0.000000;1.0.0
1;16;11;0.000877;0.019538;0.014710;0.000000;1.0.0
1;17;11;0.001632;0.019160;0.099075;0.000000;1.0.0
1;18;11;0.001957;0.020946;0.037747;0.000000;1.0.0
1;19;11;0.001103;0.007421;0.049888;0.000000;1.0.0
1;20;11;0.001422;0.020591;0.026140;0.000000;1.0.0
1;21;11;0.001481;0.016535;0.002775;0.000000;1.0.0
1;22;11;0.001474;0.015902;0.005724;0.000000;1.0.0
1;23;11;0.002230;0.019874;0.005205;0.000000;1.0.0
1;24;11;0.000950;0.021065;0.003256;0.000000;1.0.0
1;10;0;0.004038;0.186541;0.006999;0.000000;1.0.1
1;11;0;0.004783;0.060626;0.051087;0.000000;1.0.1
1;12;0;0.008734;0.037521;0.048559;0.000000;1.0.1
1;13;0;0.013598;0.000000;0.036521;0.000000;1.0.1
1;14;0;0.011037;0.359100;0.035176;0.000000;1.0.1
1;15;0;0.021108;0.185298;0.008782;0.000000;1.0.1
1;16;0;0.031018;0.020460;0.047767;0.000000;1.0.1
1;17;0;0.017879;0.026198;0.056429;0.000000;1.0.1
1;18;0;0.016349;0.019042;0.041401;0.000000;1.0.1
1;19;0;0.090655;0.070576;0.048559;0.000000;1.0.1
1;20;0;0.010279;0.026264;0.033340;0.000000;1.0.1
1;21;0;0.013276;0.306429;0.051961;0.000000;1.0.1
1;22;0;0.013205;0.020202;0.044666;0.000000;1.0.1
1;23;0;0.026992;0.023301;0.028724;0.000000;1.0.1
1;24;0;0.005391;0.209478;0.059231;0.000000;1.0.1
1;10;1;0.007464;0.174525;0.035656;0.000000;1.0.1
1;11;1;0.013413;0.234572;0.052586;0.000000;1.0.1
1;12;1;0.007516;0.215043;0.045515;0.000000;1.0.1
1;13;1;0.014886;0.040528;0.049842;0.000000;1.0.1
1;14;1;0.044265;0.030848;0.037524;0.000000;1.0.1
1;15;1;0.000000;0.021959;0.059222;0.000000;1.0.1
1;16;1;0.020289;0.261830;0.016281;0.000000;1.0.1
1;17;1;0.020406;0.022644;0.035358;0.000000;1.0.1
1;18;1;0.019093;0.022001;0.041840;0.000000;1.0.1
1;19;1;0.022322;0.021959;0.045276;0.000000;1.0.1
1;20;1;0.039372;0.038825;0.054731;0.000000;1.0.1
1;21;1;0.025462;0.020202;0.043134;0.000000;1.0.1
1;22;1;0.022239;0.067608;0.021428;0.000000;1.0.1
1;23;1;0.010523;0.017084;0.042599;0.000000;1.0.1
1;24;1;0.011978;0.239364;0.037461;0.000000;1.0.1
1;10;2;0.013793;0.220213;0.025869;0.000000;1.0.1
1;11;2;0.011306;0.191707;0.036895;0.000000;1.0.1
1;12;2;0.007816;0.066845;0.019579;0.000000;1.0.1
1;13;2;0.007869;0.099752;0.029313;0.000000;1.0.1
1;14;2;0.011019;0.072787;0.026957;0.000000;1.0.1
1;15;2;0.012841;0.037468;0.024423;0.000000;1.0.1
1;16;2;0.006674;0.043965;0.046887;0.000000;1.0.1
1;17;2;0.007713;0.217863;0.016910;0.000000;1.0.1
1;18;2;0.004216;0.173902;0.019382;0.000000;1.0.1
1;19;2;0.009951;0.222217;0.017662;0.000000;1.0.1
1;20;2;0.006817;0.047681;0.010036;0.000000;1.0.1
1;21;2;0.003253;0.238885;0.014779;0.000000;1.0.1
1;22;2;0.010154;0.205796;0.009721;0.000000;1.0.1
1;23;2;0.002706;0.039888;0.003221;0.000000;1.0.1
1;24;2;0.008186;0.225752;0.002662;0.000000;1.0.1
1;10;3;0.004822;0.180664;0.018588;0.000000;1.0.1
1;11;3;0.007315;0.107917;0.019619;0.000000;1.0.1
1;12;3;0.008726;0.097370;0.045026;0.000000;1.0.1
1;13;3;0.002430;0.140098;0.047457;0.000000;1.0.1
1;14;3;0.006707;0.123764;0.018284;0.000000;1.0.1
1;15;3;0.003914;0.178055;0.018512;0.000000;1.0.1
1;16;3;0.007107;0.173035;0.040204;0.000000;1.0.1
1;17;3;0.005014;0.152014;0.019407;0.000000;1.0.1
1;18;3;0.004822;0.080132;0.035022;0.000000;1.0.1
1;19;3;0.009119;0.160030;0.007103;0.000000;1.0.1
1;20;3;0.006967;0.025154;0.025728;0.000000;1.0.1
1;21;3;0.010488;0.161661;0.017656;0.000000;1.0.1
1;22;3;0.004495;0.121144;0.007892;0.000000;1.0.1
1;23;3;0.009386;0.275047;0.003015;0.000000;1.0.1
1;24;3;0.005135;0.345141;0.001524;0.000000;1.0.1
1;10;4;0.003328;0.135219;0.027095;0.000000;1.0.1
1;11;4;0.005590;0.135715;0.023900;0.000000;1.0.1
1;12;4;0.005267;0.106240;0.023625;0.000000;1.0.1
1;13;4;0.006863;0.185287;0.022122;0.000000;1.0.1
1;14;4;0.006565;0.173652;0.029611;0.000000;1.0.1
1;15;4;0.005015;0.244571;0.024659;0.000000;1.0.1
1;16;4;0.003700;0.161063;0.024236;0.000000;1.0.1
1;17;4;0.004890;0.309116;0.018946;0.000000;1.0.1
1;18;4;0.003687;0.164766;0.019786;0.000000;1.0.1
1;19;4;0.008940;0.074609;0.026035;0.000000;1.0.1
1;20;4;0.002334;0.176309;0.018870;0.000000;1.0.1
1;21;4;0.006819;0.039150;0.023375;0.000000;1.0.1
1;22;4;0.007759;0.054838;0.022018;0.000000;1.0.1
1;23;4;0.007406;0.128154;0.009580;0.000000;1.0.1
1;24;4;0.005126;0.065593;0.013694;0.000000;1.0.1
1;10;5;0.003547;0.127581;0.024137;0.000000;1.0.1
1;11;5;0.010209;0.139407;0.027562;0.000000;1.0.1
1;12;5;0.007534;0.131559;0.012119;0.000000;1.0.1
1;13;5;0.006121;0.066966;0.031822;0.000000;1.0.1
1;14;5;0.005529;0.058177;0.018747;0.000000;1.0.1
1;15;5;0.005670;0.123898;0.022808;0.000000;1.0.1
1;16;5;0.004197;0.155716;0.030725;0.000000;1.0.1
1;17;5;0.003842;0.087390;0.015385;0.000000;1.0.1
1;18;5;0.001251;0.054718;0.027590;0.000000;1.0.1
1;19;5;0.003075;0.068826;0.011736;0.000000;1.0.1
1;20;5;0.007681;0.082596;0.051800;0.000000;1.0.1
1;21;5;0.003768;0.052191;0.048058;0.000000;1.0.1
1;22;5;0.003801;0.030323;0.036498;0.000000;1.0.1
1;23;5;0.002156;0.091240;0.022557;0.000000;1.0.1
1;24;5;0.002725;0.075495;0.009423;0.000000;1.0.1
1;10;6;0.004138;0.203378;0.025733;0.000000;1.0.1
1;11;6;0.007738;0.120563;0.010353;0.000000;1.0.1
1;12;6;0.005040;0.181510;0.017221;0.000000;1.0.1
1;13;6;0.008293;0.076955;0.024405;0.000000;1.0.1
1;14;6;0.006609;0.146259;0.027946;0.000000;1.0.1
1;15;6;0.004456;0.081148;0.017875;0.000000;1.0.1
1;16;6;0.002742;0.080907;0.007909;0.000000;1.0.1
1;17;6;0.004303;0.044572;0.013647;0.000000;1.0.1
1;18;6;0.010464;0.126441;0.024831;0.000000;1.0.1
1;19;6;0.003454;0.038543;0.016246;0.000000;1.0.1
1;20;6;0.002974;0.053066;0.003645;0.000000;1.0.1
1;21;6;0.006838;0.029736;0.048636;0.000000;1.0.1
1;22;6;0.003252;0.062058;0.025326;0.000000;1.0.1
1;23;6;0.003796;0.032227;0.025088;0.000000;1.0.1
1;24;6;0.002375;0.027244;0.013598;0.000000;1.0.1
1;10;7;0.004756;0.079484;0.024643;0.000000;1.0.1
1;11;7;0.001742;0.108557;0.032724;0.000000;1.0.1
1;12;7;0.003664;0.079107;0.024436;0.000000;1.0.1
1;13;7;0.004831;0.137103;0.024513;0.000000;1.0.1
1;14;7;0.009212;0.121959;0.036552;0.000000;1.0.1
1;15;7;0.004011;0.082601;0.026792;0.000000;1.0.1
1;16;7;0.003489;0.042303;0.029198;0.000000;1.0.1
1;17;7;0.006094;0.068909;0.005637;0.000000;1.0.1
1;18;7;0.006491;0.056532;0.008078;0.000000;1.0.1
1;19;7;0.004619;0.025638;0.013851;0.000000;1.0.1
1;20;7;0.002112;0.050175;0.006686;0.000000;1.0.1
1;21;7;0.009734;0.044588;0.031562;0.000000;1.0.1
1;22;7;0.006178;0.038897;0.018971;0.000000;1.0.1
1;23;7;0.006844;0.020112;0.019927;0.000000;1.0.1
1;24;7;0.009510;0.043056;0.015383;0.000000;1.0.1
1;10;8;0.007013;0.135531;0.022990;0.000000;1.0.1
1;11;8;0.003185;0.156103;0.036918;0.000000;1.0.1
1;12;8;0.003011;0.129331;0.033451;0.000000;1.0.1
1;13;8;0.010870;0.141461;0.021420;0.000000;1.0.1
1;14;8;0.003008;0.058685;0.026155;0.000000;1.0.1
1;15;8;0.017583;0.093028;0.018895;0.000000;1.0.1
1;16;8;0.001508;0.029568;0.029624;0.000000;1.0.1
1;17;8;0.006866;0.074657;0.003655;0.000000;1.0.1
1;18;8;0.004862;0.056005;0.004705;0.000000;1.0.1
1;19;8;0.002699;0.020677;0.003804;0.000000;1.0.1
1;20;8;0.014194;0.040485;0.006798;0.000000;1.0.1
1;21;8;0.009320;0.032257;0.030360;0.000000;1.0.1
1;22;8;0.011718;0.021794;0.017921;0.000000;1.0.1
1;23;8;0.009212;0.027467;0.008658;0.000000;1.0.1
1;24;8;0.007117;0.029389;0.003414;0.000000;1.0.1
1;10;9;0.007840;0.127910;0.022258;0.000000;1.0.1
1;11;9;0.010145;0.109925;0.014703;0.000000;1.0.1
1;12;9;0.005316;0.054837;0.024443;0.000000;1.0.1
1;13;9;0.007836;0.083907;0.013633;0.000000;1.0.1
1;14;9;0.004356;0.138833;0.024795;0.000000;1.0.1
1;15;9;0.006296;0.052870;0.023185;0.000000;1.0.1
1;16;9;0.005657;0.050659;0.014880;0.000000;1.0.1
1;17;9;0.007036;0.023009;0.002901;0.000000;1.0.1
1;18;9;0.001786;0.081499;0.024405;0.000000;1.0.1
1;19;9;0.005095;0.046605;0.016848;0.000000;1.0.1
1;20;9;0.023922;0.044617;0.022054;0.000000;1.0.1
1;21;9;0.014419;0.060320;0.011012;0.000000;1.0.1
1;22;9;0.023730;0.017751;0.010953;0.000000;1.0.1
1;23;9;0.047877;0.070184;0.008618;0.000000;1.0.1
1;24;9;0.018018;0.031906;0.007084;0.000000;1.0.1
1;10;10;0.000665;0.019245;0.011821;0.000000;1.0.1
1;11;10;0.001014;0.020588;0.028273;0.000000;1.0.1
1;12;10;0.002007;0.028624;0.008122;0.000000;1.0.1
1;13;10;0.000968;0.020922;0.013081;0.000000;1.0.1
1;14;10;0.000295;0.019784;0.025423;0.000000;1.0.1
1;15;10;0.000967;0.017177;0.026538;0.000000;1.0.1
1;16;10;0.001237;0.032314;0.013594;0.000000;1.0.1
1;17;10;0.001431;0.018873;0.015292;0.000000;1.0.1
1;18;10;0.004767;0.019638;0.054249;0.000000;1.0.1
1;19;10;0.002650;0.023118;0.033748;0.000000;1.0.1
1;20;10;0.004561;0.026372;0.032600;0.000000;1.0.1
1;21;10;0.002608;0.018020;0.003904;0.000000;1.0.1
1;22;10;0.003630;0.022367;0.010230;0.000000;1.0.1
1;23;10;0.002284;0.021109;0.013342;0.000000;1.0.1
1;24;10;0.006112;0.024160;0.002141;0.000000;1.0.1
1;10;11;0.000449;0.017582;0.033434;0.000000;1.0.1
1;11;11;0.001344;0.019580;0.016411;0.000000;1.0.1
1;12;11;0.001632;0.019795;0.029353;0.000000;1.0.1
1;13;11;0.000766;0.020238;0.013568;0.000000;1.0.1
1;14;11;0.002178;0.020279;0.039117;0.000000;1.0.1
1;15;11;0.001305;0.016190;0.041955;0.000000;1.0.1
1;16;11;0.001015;0.017920;0.028307;0.000000;1.0.1
1;17;11;0.001544;0.020183;0.070199;0.000000;1.0.1
1;18;11;0.002451;0.018779;0.051371;0.000000;1.0.1
1;19;11;0.001228;0.018865;0.029339;0.000000;1.0.1
1;20;11;0.003256;0.018336;0.020919;0.000000;1.0.1
1;21;11;0.001978;0.022165;0.002756;0.000000;1.0.1
1;22;11;0.003308;0.016872;0.006956;0.000000;1.0.1
1;23;11;0.000698;0.015202;0.005931;0.000000;1.0.1
1;24;11;0.000538;0.017867;0.001927;0.000000;1.0.1
1;10;0;0.007004;0.158023;0.041793;0.000000;1.0.2
1;11;0;0.010930;0.106843;0.046674;0.000000;1.0.2
1;12;0;0.006529;0.100284;0.010715;0.000000;1.0.2
1;13;0;0.019977;0.122228;0.036466;0.000000;1.0.2
1;14;0;0.017993;0.033910;0.029772;0.000000;1.0.2
1;15;0;0.014227;0.110518;0.043382;0.000000;1.0.2
1;16;0;0.022311;0.232692;0.047244;0.000000;1.0.2
1;17;0;0.010279;0.049282;0.048259;0.000000;1.0.2
1;18;0;0.020063;0.029375;0.046509;0.000000;1.0.2
1;19;0;0.015717;0.021181;0.032482;0.000000;1.0.2
1;20;0;0.016129;0.027405;0.036153;0.000000;1.0.2
1;21;0;0.022076;0.019090;0.020549;0.000000;1.0.2
1;22;0;0.024929;0.023359;0.042387;0.000000;1.0.2
1;23;0;0.015717;0.035325;0.024090;0.000000;1.0.2
1;24;0;0.023001;0.023301;0.029592;0.000000;1.0.2
1;10;1;0.017745;0.083358;0.044514;0.000000;1.0.2
1;11;1;0.009140;0.229166;0.030135;0.000000;1.0.2
1;12;1;0.011437;0.223995;0.018965;0.000000;1.0.2
1;13;1;0.010780;0.195749;0.056213;0.000000;1.0.2
1;14;1;0.019435;0.028263;0.043375;0.000000;1.0.2
1;15;1;0.023724;0.045233;0.043384;0.000000;1.0.2
1;16;1;0.011692;0.022644;0.065693;0.000000;1.0.2
1;17;1;0.011692;0.021723;0.050394;0.000000;1.0.2
1;18;1;0.015240;0.024608;0.035454;0.000000;1.0.2
1;19;1;0.012199;0.029012;0.049911;0.000000;1.0.2
1;20;1;0.016462;0.021723;0.048887;0.000000;1.0.2
1;21;1;0.016139;0.023597;0.015947;0.000000;1.0.2
1;22;1;0.016139;0.020992;0.025479;0.000000;1.0.2
1;23;1;0.016422;0.026626;0.036185;0.000000;1.0.2
1;24;1;0.005931;0.022644;0.039642;0.000000;1.0.2
1;10;2;0.007944;0.227372;0.031998;0.000000;1.0.2
1;11;2;0.015559;0.223034;0.039309;0.000000;1.0.2
1;12;2;0.008856;0.209859;0.029970;0.000000;1.0.2
1;13;2;0.005348;0.073507;0.037187;0.000000;1.0.2
1;14;2;0.009984;0.055129;0.060645;0.000000;1.0.2
1;15;2;0.014387;0.064718;0.038737;0.000000;1.0.2
1;16;2;0.007890;0.206985;0.038007;0.000000;1.0.2
1;17;2;0.009366;0.072779;0.033837;0.000000;1.0.2
1;18;2;0.013158;0.073294;0.017250;0.000000;1.0.2
1;19;2;0.019415;0.031664;0.029131;0.000000;1.0.2
1;20;2;0.003236;0.125347;0.012198;0.000000;1.0.2
1;21;2;0.016568;0.050703;0.011937;0.000000;1.0.2
1;22;2;0.005355;0.205879;0.009948;0.000000;1.0.2
1;23;2;0.007816;0.232534;0.004609;0.000000;1.0.2
1;24;2;0.013205;0.050194;0.002262;0.000000;1.0.2
1;10;3;0.009561;0.082663;0.025231;0.000000;1.0.2
1;11;3;0.009021;0.184871;0.020643;0.000000;1.0.2
1;12;3;0.006932;0.185266;0.054828;0.000000;1.0.2
1;13;3;0.006262;0.044766;0.051636;0.000000;1.0.2
1;14;3;0.010343;0.217578;0.006752;0.000000;1.0.2
1;15;3;0.010635;0.153548;0.036388;0.000000;1.0.2
1;16;3;0.006803;0.137517;0.024892;0.000000;1.0.2
1;17;3;0.005900;0.236766;0.022435;0.000000;1.0.2
1;18;3;0.005034;0.207133;0.025391;0.000000;1.0.2
1;19;3;0.012945;0.171882;0.006400;0.000000;1.0.2
1;20;3;0.006497;0.189628;0.024566;0.000000;1.0.2
1;21;3;0.005779;0.197592;0.018833;0.000000;1.0.2
1;22;3;0.010260;0.108591;0.011399;0.000000;1.0.2
1;23;3;0.008779;0.266684;0.006553;0.000000;1.0.2
1;24;3;0.008231;0.136754;0.001929;0.000000;1.0.2
1;10;4;0.006727;0.167806;0.023743;0.000000;1.0.2
1;11;4;0.007657;0.123414;0.035764;0.000000;1.0.2
1;12;4;0.009253;0.096234;0.034106;0.000000;1.0.2
1;13;4;0.008889;0.089538;0.025326;0.000000;1.0.2
1;14;4;0.009361;0.176083;0.045274;0.000000;1.0.2
1;15;4;0.010309;0.239842;0.036658;0.000000;1.0.2
1;16;4;0.004925;0.243133;0.032203;0.000000;1.0.2
1;17;4;0.004908;0.134411;0.028155;0.000000;1.0.2
1;18;4;0.004357;0.102309;0.019243;0.000000;1.0.2
1;19;4;0.006529;0.105106;0.025064;0.000000;1.0.2
1;20;4;0.010608;0.129098;0.012181;0.000000;1.0.2
1;21;4;0.009873;0.137737;0.010807;0.000000;1.0.2
1;22;4;0.001508;0.193287;0.052548;0.000000;1.0.2
1;23;4;0.007434;0.163246;0.011367;0.000000;1.0.2
1;24;4;0.006164;0.134266;0.011743;0.000000;1.0.2
1;10;5;0.004326;0.068667;0.013784;0.000000;1.0.2
1;11;5;0.003358;0.102460;0.028004;0.000000;1.0.2
1;12;5;0.005635;0.147109;0.028396;0.000000;1.0.2
1;13;5;0.005892;0.143512;0.017836;0.000000;1.0.2
1;14;5;0.002392;0.189794;0.030789;0.000000;1.0.2
1;15;5;0.003461;0.141685;0.034644;0.000000;1.0.2
1;16;5;0.002297;0.106253;0.020703;0.000000;1.0.2
1;17;5;0.004423;0.100986;0.020284;0.000000;1.0.2
1;18;5;0.001536;0.035977;0.022738;0.000000;1.0.2
1;19;5;0.003454;0.106278;0.015616;0.000000;1.0.2
1;20;5;0.005513;0.054249;0.038804;0.000000;1.0.2
1;21;5;0.004625;0.037479;0.065219;0.000000;1.0.2
1;22;5;0.004791;0.060169;0.026104;0.000000;1.0.2
1;23;5;0.003334;0.027030;0.014756;0.000000;1.0.2
1;24;5;0.004849;0.059863;0.012121;0.000000;1.0.2
1;10;6;0.004869;0.050510;0.027988;0.000000;1.0.2
1;11;6;0.006992;0.088192;0.020731;0.000000;1.0.2
1;12;6;0.009708;0.123718;0.020730;0.000000;1.0.2
1;13;6;0.001393;0.172648;0.019748;0.000000;1.0.2
1;14;6;0.004882;0.077901;0.029806;0.000000;1.0.2
1;15;6;0.004302;0.110621;0.035709;0.000000;1.0.2
1;16;6;0.003890;0.071098;0.029906;0.000000;1.0.2
1;17;6;0.010644;0.099707;0.008726;0.000000;1.0.2
1;18;6;0.001995;0.077010;0.011801;0.000000;1.0.2
1;19;6;0.003786;0.112795;0.046942;0.000000;1.0.2
1;20;6;0.004312;0.072232;0.014048;0.000000;1.0.2
1;21;6;0.010936;0.086095;0.035604;0.000000;1.0.2
1;22;6;0.003153;0.051618;0.006835;0.000000;1.0.2
1;23;6;0.001905;0.048785;0.018819;0.000000;1.0.2
1;24;6;0.003395;0.030245;0.014476;0.000000;1.0.2
1;10;7;0.003854;0.075645;0.018987;0.000000;1.0.2
1;11;7;0.002464;0.126113;0.014110;0.000000;1.0.2
1;12;7;0.005780;0.053103;0.030090;0.000000;1.0.2
1;13;7;0.005275;0.119509;0.018774;0.000000;1.0.2
1;14;7;0.003727;0.068852;0.021488;0.000000;1.0.2
1;15;7;0.005686;0.082484;0.032099;0.000000;1.0.2
1;16;7;0.002021;0.053530;0.020460;0.000000;1.0.2
1;17;7;0.004976;0.038688;0.008409;0.000000;1.0.2
1;18;7;0.007690;0.048394;0.006816;0.000000;1.0.2
1;19;7;0.005243;0.039248;0.009304;0.000000;1.0.2
1;20;7;0.017594;0.065991;0.003386;0.000000;1.0.2
1;21;7;0.009377;0.033948;0.042165;0.000000;1.0.2
1;22;7;0.009161;0.037871;0.015927;0.000000;1.0.2
1;23;7;0.008366;0.035623;0.015618;0.000000;1.0.2
1;24;7;0.009408;0.047110;0.015035;0.000000;1.0.2
1;10;8;0.009496;0.080225;0.034385;0.000000;1.0.2
1;11;8;0.002044;0.115526;0.002919;0.000000;1.0.2
1;12;8;0.004303;0.069705;0.023553;0.000000;1.0.2
1;13;8;0.004162;0.117179;0.035100;0.000000;1.0.2
1;14;8;0.003243;0.071753;0.032310;0.000000;1.0.2
1;15;8;0.002735;0.068769;0.024543;0.000000;1.0.2
1;16;8;0.002202;0.037269;0.032756;0.000000;1.0.2
1;17;8;0.007290;0.089458;0.005082;0.000000;1.0.2
1;18;8;0.007211;0.045766;0.003825;0.000000;1.0.2
1;19;8;0.006328;0.041803;0.004006;0.000000;1.0.2
1;20;8;0.021016;0.017982;0.008516;0.000000;1.0.2
1;21;8;0.015667;0.041032;0.034271;0.000000;1.0.2
1;22;8;0.013529;0.012510;0.017021;0.000000;1.0.2
1;23;8;0.011716;0.021939;0.006827;0.000000;1.0.2
1;24;8;0.008664;0.014431;0.009500;0.000000;1.0.2
1;10;9;0.005540;0.018136;0.023069;0.000000;1.0.2
1;11;9;0.007915;0.101877;0.018464;0.000000;1.0.2
1;12;9;0.005162;0.094704;0.020983;0.000000;1.0.2
1;13;9;0.006601;0.101977;0.028888;0.000000;1.0.2
1;14;9;0.003163;0.053999;0.018618;0.000000;1.0.2
1;15;9;0.003753;0.047992;0.016311;0.000000;1.0.2
1;16;9;0.005254;0.036459;0.014678;0.000000;1.0.2
1;17;9;0.006791;0.055208;0.002465;0.000000;1.0.2
1;18;9;0.002022;0.058569;0.023673;0.000000;1.0.2
1;19;9;0.008780;0.035356;0.023801;0.000000;1.0.2
1;20;9;0.013992;0.025737;0.015693;0.000000;1.0.2
1;21;9;0.016687;0.064804;0.010074;0.000000;1.0.2
1;22;9;0.022795;0.018870;0.008117;0.000000;1.0.2
1;23;9;0.023918;0.032773;0.019057;0.000000;1.0.2
1;24;9;0.018608;0.036024;0.008015;0.000000;1.0.2
1;10;10;0.000873;0.022743;0.027206;0.000000;1.0.2
1;11;10;0.000633;0.020094;0.019814;0.000000;1.0.2
1;12;10;0.001148;0.020986;0.016698;0.000000;1.0.2
1;13;10;0.000669;0.018381;0.022170;0.000000;1.0.2
1;14;10;0.000920;0.022081;0.017109;0.000000;1.0.2
1;15;10;0.001070;0.008454;0.010655;0.000000;1.0.2
1;16;10;0.001116;0.017733;0.016835;0.000000;1.0.2
1;17;10;0.000815;0.023264;0.014685;0.000000;1.0.2
1;18;10;0.002606;0.023944;0.007151;0.000000;1.0.2
1;19;10;0.002870;0.021792;0.037956;0.000000;1.0.2
1;20;10;0.001753;0.021133;0.030134;0.000000;1.0.2
1;21;10;0.004618;0.022578;0.002127;0.000000;1.0.2
1;22;10;0.001250;0.019482;0.008981;0.000000;1.0.2
1;23;10;0.001986;0.018266;0.011596;0.000000;1.0.2
1;24;10;0.003346;0.017692;0.004442;0.000000;1.0.2
1;10;11;0.010107;0.016612;0.017260;0.000000;1.0.2
1;11;11;0.000570;0.009030;0.033335;0.000000;1.0.2
1;12;11;0.000609;0.021697;0.046511;0.000000;1.0.2
1;13;11;0.001350;0.020820;0.015308;0.000000;1.0.2
1;14;11;0.001643;0.020315;0.037768;0.000000;1.0.2
1;15;11;0.001135;0.022629;0.036088;0.000000;1.0.2
1;16;11;0.000527;0.017339;0.024062;0.000000;1.0.2
1;17;11;0.001994;0.018881;0.095065;0.000000;1.0.2
1;18;11;0.002034;0.019396;0.051028;0.000000;1.0.2
1;19;11;0.000953;0.030922;0.037409;0.000000;1.0.2
1;20;11;0.002579;0.022486;0.023435;0.000000;1.0.2
1;21;11;0.001076;0.015086;0.002567;0.000000;1.0.2
1;22;11;0.001156;0.022264;0.004965;0.000000;1.0.2
1;23;11;0.003456;0.022110;0.001286;0.000000;1.0.2
1;24;11;0.001425;0.018383;0.001552;0.000000;1.0.2
1;10;0;0.005161;0.168143;0.051512;0.000000;1.0.3
1;11;0;0.004397;0.271795;0.037230;0.000000;1.0.3
1;12;0;0.018646;0.032363;0.036232;0.000000;1.0.3
1;13;0;0.012929;0.005141;0.023774;0.000000;1.0.3
1;14;0;0.027099;0.276259;0.022874;0.000000;1.0.3
1;15;0;0.012031;0.020672;0.045394;0.000000;1.0.3
1;16;0;0.043381;0.024325;0.010701;0.000000;1.0.3
1;17;0;0.025984;0.018651;0.021621;0.000000;1.0.3
1;18;0;0.024995;0.024017;0.039056;0.000000;1.0.3
1;19;0;0.025112;0.021181;0.040032;0.000000;1.0.3
1;20;0;0.028361;0.026264;0.023555;0.000000;1.0.3
1;21;0;0.027682;0.017258;0.023234;0.000000;1.0.3
1;22;0;0.027822;0.017084;0.040467;0.000000;1.0.3
1;23;0;0.021439;0.339597;0.015740;0.000000;1.0.3
1;24;0;0.087466;0.023597;0.023785;0.000000;1.0.3
1;10;1;0.005282;0.124714;0.028848;0.000000;1.0.3
1;11;1;0.011670;0.266331;0.014649;0.000000;1.0.3
1;12;1;0.010238;0.314145;0.022506;0.000000;1.0.3
1;13;1;0.015240;0.026264;0.025162;0.000000;1.0.3
1;14;1;0.027234;0.020672;0.040822;0.000000;1.0.3
1;15;1;0.013350;0.023301;0.052671;0.000000;1.0.3
1;16;1;0.014866;0.017901;0.022144;0.000000;1.0.3
1;17;1;0.023460;0.449340;0.034048;0.000000;1.0.3
1;18;1;0.005780;0.023597;0.051420;0.000000;1.0.3
1;19;1;0.014652;0.029012;0.019734;0.000000;1.0.3
1;20;1;0.020496;0.023359;0.033893;0.000000;1.0.3
1;21;1;0.015876;0.020464;0.037205;0.000000;1.0.3
1;22;1;0.020496;0.023597;0.039853;0.000000;1.0.3
1;23;1;0.021362;0.020412;0.023056;0.000000;1.0.3
1;24;1;0.010814;0.018850;0.041167;0.000000;1.0.3
1;10;2;0.003319;0.090812;0.037631;0.000000;1.0.3
1;11;2;0.008322;0.240821;0.037279;0.000000;1.0.3
1;12;2;0.008831;0.075129;0.044054;0.000000;1.0.3
1;13;2;0.003210;0.050621;0.042212;0.000000;1.0.3
1;14;2;0.004273;0.099692;0.035474;0.000000;1.0.3
1;15;2;0.006554;0.231330;0.031187;0.000000;1.0.3
1;16;2;0.012332;0.085819;0.040803;0.000000;1.0.3
1;17;2;0.006562;0.306800;0.028922;0.000000;1.0.3
1;18;2;0.010972;0.194890;0.033312;0.000000;1.0.3
1;19;2;0.007437;0.066095;0.023892;0.000000;1.0.3
1;20;2;0.011467;0.157553;0.024594;0.000000;1.0.3
1;21;2;0.006596;0.212685;0.011787;0.000000;1.0.3
1;22;2;0.006683;0.209665;0.008394;0.000000;1.0.3
1;23;2;0.011351;0.193779;0.004644;0.000000;1.0.3
1;24;2;0.007160;0.244082;0.003088;0.000000;1.0.3
