root;WindowSize;CompressionLevel;performance;energy;memory;size;revision
1;23;4;0.011015;0.197718;0.019555;0.000000;0.5.2
1;24;4;0.003898;0.134308;0.004028;0.000000;0.5.2
1;10;5;0.004019;0.184827;0.012256;0.000000;0.5.2
1;11;5;0.001283;0.129158;0.017517;0.000000;0.5.2
1;12;5;0.008327;0.147878;0.018185;0.000000;0.5.2
1;13;5;0.003464;0.100104;0.022484;0.000000;0.5.2
1;14;5;0.005135;0.179356;0.025967;0.000000;0.5.2
1;15;5;0.003529;0.125114;0.031055;0.000000;0.5.2
1;16;5;0.003311;0.078757;0.034286;0.000000;0.5.2
1;17;5;0.005041;0.061204;0.020511;0.000000;0.5.2
1;18;5;0.001237;0.042724;0.022769;0.000000;0.5.2
1;19;5;0.001912;0.067856;0.011111;0.000000;0.5.2
1;20;5;0.001634;0.091234;0.018229;0.000000;0.5.2
1;21;5;0.003435;0.080811;0.050111;0.000000;0.5.2
1;22;5;0.004284;0.083927;0.047168;0.000000;0.5.2
1;23;5;0.003711;0.054217;0.015906;0.000000;0.5.2
1;24;5;0.006505;0.021629;0.012504;0.000000;0.5.2
1;10;6;0.004361;0.160259;0.025525;0.000000;0.5.2
1;11;6;0.005881;0.137538;0.035929;0.000000;0.5.2
1;12;6;0.003032;0.162674;0.027762;0.000000;0.5.2
1;13;6;0.004150;0.135415;0.012362;0.000000;0.5.2
1;14;6;0.005644;0.214839;0.022512;0.000000;0.5.2
1;15;6;0.004638;0.154864;0.027114;0.000000;0.5.2
1;16;6;0.004870;0.080681;0.040327;0.000000;0.5.2
1;17;6;0.006486;0.089532;0.016638;0.000000;0.5.2
1;18;6;0.011784;0.097663;0.017154;0.000000;0.5.2
1;19;6;0.006147;0.034863;0.019890;0.000000;0.5.2
1;20;6;0.004303;0.076580;0.012313;0.000000;0.5.2
1;21;6;0.005569;0.025468;0.015847;0.000000;0.5.2
1;22;6;0.002822;0.054132;0.028008;0.000000;0.5.2
1;23;6;0.002766;0.059461;0.010959;0.000000;0.5.2
1;24;6;0.001800;0.057320;0.010416;0.000000;0.5.2
1;10;7;0.003631;0.096229;0.021189;0.000000;0.5.2
1;11;7;0.003822;0.136564;0.020743;0.000000;0.5.2
1;12;7;0.004164;0.267889;0.028978;0.000000;0.5.2
1;13;7;0.008568;0.064100;0.033934;0.000000;0.5.2
1;14;7;0.003692;0.052806;0.023567;0.000000;0.5.2
1;15;7;0.002702;0.111925;0.030123;0.000000;0.5.2
1;16;7;0.003875;0.086039;0.029565;0.000000;0.5.2
1;17;7;0.018961;0.037304;0.009094;0.000000;0.5.2
1;18;7;0.005751;0.015754;0.008575;0.000000;0.5.2
1;19;7;0.004757;0.050888;0.005005;0.000000;0.5.2
1;20;7;0.016375;0.039617;0.002619;0.000000;0.5.2
1;21;7;0.013583;0.069856;0.006205;0.000000;0.5.2
1;22;7;0.004306;0.052096;0.021860;0.000000;0.5.2
1;23;7;0.004537;0.025047;0.014837;0.000000;0.5.2
1;24;7;0.009234;0.031366;0.008074;0.000000;0.5.2
1;10;8;0.003633;0.069411;0.020184;0.000000;0.5.2
1;11;8;0.006312;0.133838;0.032444;0.000000;0.5.2
1;12;8;0.006441;0.068611;0.020504;0.000000;0.5.2
1;13;8;0.004781;0.147121;0.033293;0.000000;0.5.2
1;14;8;0.003191;0.142493;0.036646;0.000000;0.5.2
1;15;8;0.002602;0.125355;0.024075;0.000000;0.5.2
1;16;8;0.002542;0.058584;0.009536;0.000000;0.5.2
1;17;8;0.013665;0.048050;0.005077;0.000000;0.5.2
1;18;8;0.012307;0.045796;0.002573;0.000000;0.5.2
1;19;8;0.008938;0.060014;0.005058;0.000000;0.5.2
1;20;8;0.015807;0.093920;0.002380;0.000000;0.5.2
1;21;8;0.004470;0.053931;0.031788;0.000000;0.5.2
1;22;8;0.009373;0.022766;0.015493;0.000000;0.5.2
1;23;8;0.012862;0.034111;0.008649;0.000000;0.5.2
1;24;8;0.008692;0.019940;0.006573;0.000000;0.5.2
1;10;9;0.015445;0.160939;0.028678;0.000000;0.5.2
1;11;9;0.003583;0.096046;0.018675;0.000000;0.5.2
1;12;9;0.010381;0.089121;0.035058;0.000000;0.5.2
1;13;9;0.007836;0.078660;0.020453;0.000000;0.5.2
1;14;9;0.001842;0.124958;0.020457;0.000000;0.5.2
1;15;9;0.001705;0.089841;0.030487;0.000000;0.5.2
1;16;9;0.004223;0.047341;0.021914;0.000000;0.5.2
1;17;9;0.007950;0.043501;0.003091;0.000000;0.5.2
1;18;9;0.003031;0.098481;0.021404;0.000000;0.5.2
1;19;9;0.009658;0.042214;0.020141;0.000000;0.5.2
1;20;9;0.014432;0.030517;0.032811;0.000000;0.5.2
1;21;9;0.024816;0.036694;0.030360;0.000000;0.5.2
1;22;9;0.019043;0.029783;0.003842;0.000000;0.5.2
1;23;9;0.032390;0.029637;0.006579;0.000000;0.5.2
1;24;9;0.024950;0.019184;0.014700;0.000000;0.5.2
1;10;10;0.001502;0.006669;0.027395;0.000000;0.5.2
1;11;10;0.001334;0.009755;0.026560;0.000000;0.5.2
1;12;10;0.000375;0.003047;0.012656;0.000000;0.5.2
1;13;10;0.002190;0.012332;0.016508;0.000000;0.5.2
1;14;10;0.000964;0.005145;0.021706;0.000000;0.5.2
1;15;10;0.000869;0.011616;0.012888;0.000000;0.5.2
1;16;10;0.002847;0.005991;0.032234;0.000000;0.5.2
1;17;10;0.001368;0.006830;0.012511;0.000000;0.5.2
1;18;10;0.002548;0.004672;0.034104;0.000000;0.5.2
1;19;10;0.007654;0.015028;0.052189;0.000000;0.5.2
1;20;10;0.005850;0.009674;0.032384;0.000000;0.5.2
1;21;10;0.003964;0.002482;0.002202;0.000000;0.5.2
1;22;10;0.001772;0.009664;0.011162;0.000000;0.5.2
1;23;10;0.001155;0.008986;0.006893;0.000000;0.5.2
1;24;10;0.002334;0.003068;0.001595;0.000000;0.5.2
1;10;11;0.001745;0.001158;0.048633;0.000000;0.5.2
1;11;11;0.000688;0.015253;0.060819;0.000000;0.5.2
1;12;11;0.002017;0.014064;0.035486;0.000000;0.5.2
1;13;11;0.001947;0.017586;0.028489;0.000000;0.5.2
1;14;11;0.000650;0.018538;0.024207;0.000000;0.5.2
1;15;11;0.001105;0.016311;0.035767;0.000000;0.5.2
1;16;11;0.002083;0.014704;0.013670;0.000000;0.5.2
1;17;11;0.002153;0.018989;0.097960;0.000000;0.5.2
1;18;11;0.001322;0.017676;0.066791;0.000000;0.5.2
1;19;11;0.001740;0.015919;0.067632;0.000000;0.5.2
1;20;11;0.001535;0.021202;0.027903;0.000000;0.5.2
1;21;11;0.004214;0.017079;0.002557;0.000000;0.5.2
1;22;11;0.001342;0.015774;0.008626;0.000000;0.5.2
1;23;11;0.005031;0.014927;0.005872;0.000000;0.5.2
1;24;11;0.002533;0.021076;0.003082;0.000000;0.5.2
1;10;0;0.003534;0.143536;0.047629;0.000000;0.6.0
1;11;0;0.004861;0.146303;0.064433;0.000000;0.6.0
1;12;0;0.003645;0.034846;0.026791;0.000000;0.6.0
1;13;0;0.014241;0.014742;0.057134;0.000000;0.6.0
1;14;0;0.011037;0.020159;0.028547;0.000000;0.6.0
1;15;0;0.022017;0.012498;0.028386;0.000000;0.6.0
1;16;0;0.013525;0.022085;0.040093;0.000000;0.6.0
1;17;0;0.020063;0.014433;0.041806;0.000000;0.6.0
1;18;0;0.008547;0.012684;0.061022;0.000000;0.6.0
1;19;0;0.021680;0.011042;0.028011;0.000000;0.6.0
1;20;0;0.026697;0.012217;0.025005;0.000000;0.6.0
1;21;0;0.010223;0.018189;0.046067;0.000000;0.6.0
1;22;0;0.014803;0.018189;0.012906;0.000000;0.6.0
1;23;0;0.023372;0.014742;0.057746;0.000000;0.6.0
1;24;0;0.013276;0.014433;0.041260;0.000000;0.6.0
1;10;1;0.007612;0.185153;0.019038;0.000000;0.6.0
1;11;1;0.011471;0.220623;0.065394;0.000000;0.6.0
1;12;1;0.015301;0.227489;0.035346;0.000000;0.6.0
1;13;1;0.013176;0.040246;0.034347;0.000000;0.6.0
1;14;1;0.019251;0.009262;0.046609;0.000000;0.6.0
1;15;1;0.018387;0.034460;0.007623;0.000000;0.6.0
1;16;1;0.025462;0.012066;0.056868;0.000000;0.6.0
1;17;1;0.018893;0.015616;0.030309;0.000000;0.6.0
1;18;1;0.020433;0.014742;0.048825;0.000000;0.6.0
1;19;1;0.021108;0.012126;0.046248;0.000000;0.6.0
1;20;1;0.025978;0.012066;0.034798;0.000000;0.6.0
1;21;1;0.019002;0.015616;0.031854;0.000000;0.6.0
1;22;1;0.017247;0.014742;0.044795;0.000000;0.6.0
1;23;1;0.018119;0.012126;0.038395;0.000000;0.6.0
1;24;1;0.015462;0.018100;0.057162;0.000000;0.6.0
1;10;2;0.017577;0.265927;0.033015;0.000000;0.6.0
1;11;2;0.007402;0.214661;0.051642;0.000000;0.6.0
1;12;2;0.012583;0.216251;0.025242;0.000000;0.6.0
1;13;2;0.008141;0.067902;0.031772;0.000000;0.6.0
1;14;2;0.010279;0.067282;0.030918;0.000000;0.6.0
1;15;2;0.010018;0.033966;0.032417;0.000000;0.6.0
1;16;2;0.011768;0.076043;0.032864;0.000000;0.6.0
1;17;2;0.013099;0.224820;0.033967;0.000000;0.6.0
1;18;2;0.009850;0.076801;0.033734;0.000000;0.6.0
1;19;2;0.006781;0.243866;0.025019;0.000000;0.6.0
1;20;2;0.006772;0.264459;0.014324;0.000000;0.6.0
1;21;2;0.006567;0.018303;0.014272;0.000000;0.6.0
1;22;2;0.007837;0.205577;0.011082;0.000000;0.6.0
1;23;2;0.006863;0.226333;0.006955;0.000000;0.6.0
1;24;2;0.010974;0.113015;0.002650;0.000000;0.6.0
1;10;3;0.004406;0.093536;0.022097;0.000000;0.6.0
1;11;3;0.009531;0.031341;0.026279;0.000000;0.6.0
1;12;3;0.008907;0.157396;0.037927;0.000000;0.6.0
1;13;3;0.003992;0.206169;0.024098;0.000000;0.6.0
1;14;3;0.011832;0.286325;0.025506;0.000000;0.6.0
1;15;3;0.007322;0.096740;0.029835;0.000000;0.6.0
1;16;3;0.009396;0.246700;0.043506;0.000000;0.6.0
1;17;3;0.004831;0.199789;0.021567;0.000000;0.6.0
1;18;3;0.007351;0.062137;0.009173;0.000000;0.6.0
1;19;3;0.008484;0.088287;0.037084;0.000000;0.6.0
1;20;3;0.004428;0.225694;0.019289;0.000000;0.6.0
1;21;3;0.012371;0.103150;0.012249;0.000000;0.6.0
1;22;3;0.007107;0.221089;0.006703;0.000000;0.6.0
1;23;3;0.008742;0.143811;0.003573;0.000000;0.6.0
1;24;3;0.008724;0.173258;0.001620;0.000000;0.6.0
1;10;4;0.007991;0.092652;0.033207;0.000000;0.6.0
1;11;4;0.006026;0.153643;0.024763;0.000000;0.6.0
1;12;4;0.001325;0.186331;0.033698;0.000000;0.6.0
1;13;4;0.006555;0.054810;0.035093;0.000000;0.6.0
1;14;4;0.005082;0.164400;0.031683;0.000000;0.6.0
1;15;4;0.004518;0.151859;0.016357;0.000000;0.6.0
1;16;4;0.006297;0.142358;0.013045;0.000000;0.6.0
1;17;4;0.003674;0.216460;0.022291;0.000000;0.6.0
1;18;4;0.003252;0.198070;0.030120;0.000000;0.6.0
1;19;4;0.006804;0.162526;0.008455;0.000000;0.6.0
1;20;4;0.004650;0.096815;0.010572;0.000000;0.6.0
1;21;4;0.038841;0.139440;0.005172;0.000000;0.6.0
1;22;4;0.005130;0.102987;0.013469;0.000000;0.6.0
1;23;4;0.009731;0.248873;0.018198;0.000000;0.6.0
1;24;4;0.004570;0.152113;0.011125;0.000000;0.6.0
1;10;5;0.004534;0.182351;0.030507;0.000000;0.6.0
1;11;5;0.002772;0.123288;0.037729;0.000000;0.6.0
1;12;5;0.004652;0.149312;0.040398;0.000000;0.6.0
1;13;5;0.009665;0.088906;0.037864;0.000000;0.6.0
1;14;5;0.007962;0.178842;0.028136;0.000000;0.6.0
1;15;5;0.005046;0.068773;0.041051;0.000000;0.6.0
1;16;5;0.003195;0.122095;0.020100;0.000000;0.6.0
1;17;5;0.005739;0.071596;0.021036;0.000000;0.6.0
1;18;5;0.003597;0.089452;0.021401;0.000000;0.6.0
1;19;5;0.002290;0.076429;0.017011;0.000000;0.6.0
1;20;5;0.004552;0.070984;0.011236;0.000000;0.6.0
1;21;5;0.011909;0.065502;0.072613;0.000000;0.6.0
1;22;5;0.004337;0.076973;0.016352;0.000000;0.6.0
1;23;5;0.002852;0.094513;0.011723;0.000000;0.6.0
1;24;5;0.001618;0.079932;0.011754;0.000000;0.6.0
1;10;6;0.006171;0.122793;0.030312;0.000000;0.6.0
1;11;6;0.005515;0.090473;0.017752;0.000000;0.6.0
1;12;6;0.001995;0.048204;0.024436;0.000000;0.6.0
1;13;6;0.006193;0.080255;0.033388;0.000000;0.6.0
1;14;6;0.001925;0.088859;0.024776;0.000000;0.6.0
1;15;6;0.003152;0.201019;0.048935;0.000000;0.6.0
1;16;6;0.002035;0.106845;0.026918;0.000000;0.6.0
1;17;6;0.002864;0.102636;0.020257;0.000000;0.6.0
1;18;6;0.004473;0.049458;0.016678;0.000000;0.6.0
1;19;6;0.003615;0.021125;0.014992;0.000000;0.6.0
1;20;6;0.004295;0.066768;0.012988;0.000000;0.6.0
1;21;6;0.002301;0.049094;0.037291;0.000000;0.6.0
1;22;6;0.009206;0.030803;0.023783;0.000000;0.6.0
1;23;6;0.005232;0.041356;0.026026;0.000000;0.6.0
1;24;6;0.003605;0.048050;0.017735;0.000000;0.6.0
1;10;7;0.005737;0.104953;0.025222;0.000000;0.6.0
1;11;7;0.003693;0.111768;0.018251;0.000000;0.6.0
1;12;7;0.005396;0.110348;0.034393;0.000000;0.6.0
1;13;7;0.003594;0.058306;0.027874;0.000000;0.6.0
1;14;7;0.004589;0.076338;0.012320;0.000000;0.6.0
1;15;7;0.004816;0.041661;0.022124;0.000000;0.6.0
1;16;7;0.003318;0.106748;0.035133;0.000000;0.6.0
1;17;7;0.002258;0.087939;0.012016;0.000000;0.6.0
1;18;7;0.008307;0.035572;0.010164;0.000000;0.6.0
1;19;7;0.008719;0.046254;0.006604;0.000000;0.6.0
1;20;7;0.008783;0.074303;0.005928;0.000000;0.6.0
1;21;7;0.009891;0.036047;0.013174;0.000000;0.6.0
1;22;7;0.016417;0.045468;0.021455;0.000000;0.6.0
1;23;7;0.019877;0.053626;0.015612;0.000000;0.6.0
1;24;7;0.009127;0.020769;0.013495;0.000000;0.6.0
1;10;8;0.008037;0.050332;0.021253;0.000000;0.6.0
1;11;8;0.003232;0.132546;0.024484;0.000000;0.6.0
1;12;8;0.007933;0.116447;0.025881;0.000000;0.6.0
1;13;8;0.003930;0.084704;0.037001;0.000000;0.6.0
1;14;8;0.003883;0.081826;0.022444;0.000000;0.6.0
1;15;8;0.002172;0.084582;0.036401;0.000000;0.6.0
1;16;8;0.002998;0.039200;0.030571;0.000000;0.6.0
1;17;8;0.011105;0.099863;0.006258;0.000000;0.6.0
1;18;8;0.006817;0.078006;0.003273;0.000000;0.6.0
1;19;8;0.012437;0.064503;0.004225;0.000000;0.6.0
1;20;8;0.007969;0.043200;0.003802;0.000000;0.6.0
1;21;8;0.013149;0.030914;0.030701;0.000000;0.6.0
1;22;8;0.006933;0.036982;0.014552;0.000000;0.6.0
1;23;8;0.031825;0.049810;0.011483;0.000000;0.6.0
1;24;8;0.015782;0.030901;0.007043;0.000000;0.6.0
1;10;9;0.010003;0.125147;0.019876;0.000000;0.6.0
1;11;9;0.014815;0.092926;0.025837;0.000000;0.6.0
1;12;9;0.010278;0.067925;0.025209;0.000000;0.6.0
1;13;9;0.008031;0.101665;0.027178;0.000000;0.6.0
1;14;9;0.005158;0.096312;0.024316;0.000000;0.6.0
1;15;9;0.003726;0.054421;0.032218;0.000000;0.6.0
1;16;9;0.003984;0.044278;0.027138;0.000000;0.6.0
1;17;9;0.004561;0.054569;0.002127;0.000000;0.6.0
1;18;9;0.003519;0.067700;0.018295;0.000000;0.6.0
1;19;9;0.010057;0.042100;0.020868;0.000000;0.6.0
1;20;9;0.005264;0.024825;0.033075;0.000000;0.6.0
1;21;9;0.013447;0.049384;0.027499;0.000000;0.6.0
1;22;9;0.030799;0.034024;0.009424;0.000000;0.6.0
1;23;9;0.020397;0.016998;0.014948;0.000000;0.6.0
1;24;9;0.031248;0.041759;0.003355;0.000000;0.6.0
1;10;10;0.001546;0.030609;0.021604;0.000000;0.6.0
1;11;10;0.000384;0.013948;0.018242;0.000000;0.6.0
1;12;10;0.000375;0.018709;0.012322;0.000000;0.6.0
1;13;10;0.001148;0.023799;0.030816;0.000000;0.6.0
1;14;10;0.001649;0.018355;0.024516;0.000000;0.6.0
1;15;10;0.000643;0.021797;0.016296;0.000000;0.6.0
1;16;10;0.000715;0.021090;0.010919;0.000000;0.6.0
1;17;10;0.003725;0.023074;0.035443;0.000000;0.6.0
1;18;10;0.004232;0.019956;0.038716;0.000000;0.6.0
1;19;10;0.003787;0.017143;0.038802;0.000000;0.6.0
1;20;10;0.006122;0.031160;0.028707;0.000000;0.6.0
1;21;10;0.004176;0.022958;0.003550;0.000000;0.6.0
1;22;10;0.002881;0.017144;0.011682;0.000000;0.6.0
1;23;10;0.002968;0.021553;0.004798;0.000000;0.6.0
1;24;10;0.003668;0.023621;0.002320;0.000000;0.6.0
1;10;11;0.002472;0.022132;0.035140;0.000000;0.6.0
1;11;11;0.000888;0.017473;0.038323;0.000000;0.6.0
1;12;11;0.001186;0.016775;0.018188;0.000000;0.6.0
1;13;11;0.001207;0.018328;0.040252;0.000000;0.6.0
1;14;11;0.001292;0.019679;0.032570;0.000000;0.6.0
1;15;11;0.001763;0.020010;0.014583;0.000000;0.6.0
1;16;11;0.003166;0.018925;0.036983;0.000000;0.6.0
1;17;11;0.001588;0.017416;0.092187;0.000000;0.6.0
1;18;11;0.002163;0.018380;0.055785;0.000000;0.6.0
1;19;11;0.000492;0.009988;0.048659;0.000000;0.6.0
1;20;11;0.001350;0.020137;0.020892;0.000000;0.6.0
1;21;11;0.003346;0.018162;0.003478;0.000000;0.6.0
1;22;11;0.002111;0.018067;0.005559;0.000000;0.6.0
1;23;11;0.001938;0.020950;0.000664;0.000000;0.6.0
1;24;11;0.001446;0.020289;0.001692;0.000000;0.6.0
1;10;0;0.005064;0.185666;0.043053;0.000000;1.0.0
1;11;0;0.004410;0.027898;0.058948;0.000000;1.0.0
1;12;0;0.012487;0.006648;0.044696;0.000000;1.0.0
1;13;0;0.008684;0.260172;0.050050;0.000000;1.0.0
1;14;0;0.017167;0.303321;0.038216;0.000000;1.0.0
1;15;0;0.015915;0.277276;0.063600;0.000000;1.0.0
1;16;0;0.008547;0.018794;0.041338;0.000000;1.0.0
1;17;0;0.026490;0.018651;0.023909;0.000000;1.0.0
1;18;0;0.016349;0.022644;0.055461;0.000000;1.0.0
1;19;0;0.016349;0.026198;0.041311;0.000000;1.0.0
1;20;0;0.031349;0.018651;0.041067;0.000000;1.0.0
1;21;0;0.013894;0.020672;0.034176;0.000000;1.0.0
1;22;0;0.022136;0.023301;0.028420;0.000000;1.0.0
1;23;0;0.021680;0.057581;0.028977;0.000000;1.0.0
1;24;0;0.019915;0.018557;0.049231;0.000000;1.0.0
1;10;1;0.019112;0.043832;0.037898;0.000000;1.0.0
1;11;1;0.010568;0.094883;0.041325;0.000000;1.0.0
1;12;1;0.006299;0.089175;0.041950;0.000000;1.0.0
1;13;1;0.015655;0.024017;0.019688;0.000000;1.0.0
1;14;1;0.015884;0.020202;0.040066;0.000000;1.0.0
1;15;1;0.000000;0.020050;0.029644;0.000000;1.0.0
1;16;1;0.026599;0.022644;0.037726;0.000000;1.0.0
1;17;1;0.017665;0.024483;0.020869;0.000000;1.0.0
1;18;1;0.019482;0.023657;0.060898;0.000000;1.0.0
1;19;1;0.016226;0.022361;0.039872;0.000000;1.0.0
1;20;1;0.023029;0.017901;0.048593;0.000000;1.0.0
1;21;1;0.011920;0.017041;0.027297;0.000000;1.0.0
1;22;1;0.014184;0.023359;0.041509;0.000000;1.0.0
1;23;1;0.009592;0.025559;0.044341;0.000000;1.0.0
1;24;1;0.014354;0.015306;0.043719;0.000000;1.0.0
1;10;2;0.016907;0.233369;0.035417;0.000000;1.0.0
1;11;2;0.018627;0.012675;0.035043;0.000000;1.0.0
1;12;2;0.003301;0.290883;0.053492;0.000000;1.0.0
1;13;2;0.013876;0.214965;0.026163;0.000000;1.0.0
1;14;2;0.011688;0.086332;0.038066;0.000000;1.0.0
1;15;2;0.006692;0.222702;0.012016;0.000000;1.0.0
1;16;2;0.016907;0.217383;0.035723;0.000000;1.0.0
1;17;2;0.013245;0.219557;0.022674;0.000000;1.0.0
1;18;2;0.010718;0.304721;0.031503;0.000000;1.0.0
1;19;2;0.010512;0.087945;0.015214;0.000000;1.0.0
1;20;2;0.014633;0.109447;0.009848;0.000000;1.0.0
1;21;2;0.012332;0.059183;0.003468;0.000000;1.0.0
1;22;2;0.006863;0.228359;0.007734;0.000000;1.0.0
1;23;2;0.006817;0.043528;0.005989;0.000000;1.0.0
1;24;2;0.008952;0.087768;0.001600;0.000000;1.0.0
1;10;3;0.005982;0.076794;0.013885;0.000000;1.0.0
1;11;3;0.003665;0.164797;0.021139;0.000000;1.0.0
1;12;3;0.011507;0.214481;0.025183;0.000000;1.0.0
1;13;3;0.012360;0.104132;0.042962;0.000000;1.0.0
1;14;3;0.006104;0.285343;0.042521;0.000000;1.0.0
1;15;3;0.006932;0.089536;0.027953;0.000000;1.0.0
1;16;3;0.004053;0.163985;0.048418;0.000000;1.0.0
1;17;3;0.009155;0.145262;0.015760;0.000000;1.0.0
1;18;3;0.004428;0.040015;0.030697;0.000000;1.0.0
1;19;3;0.008203;0.172526;0.023636;0.000000;1.0.0
1;20;3;0.016116;0.072998;0.022156;0.000000;1.0.0
1;21;3;0.014801;0.282213;0.014554;0.000000;1.0.0
1;22;3;0.005884;0.257240;0.009467;0.000000;1.0.0
1;23;3;0.005114;0.041680;0.006164;0.000000;1.0.0
1;24;3;0.007430;0.173814;0.002018;0.000000;1.0.0
1;10;4;0.003796;0.114550;0.019634;0.000000;1.0.0
1;11;4;0.007538;0.112925;0.034539;0.000000;1.0.0
1;12;4;0.003809;0.169305;0.013061;0.000000;1.0.0
1;13;4;0.004863;0.113009;0.029547;0.000000;1.0.0
1;14;4;0.005287;0.103876;0.034434;0.000000;1.0.0
1;15;4;0.002618;0.218041;0.024262;0.000000;1.0.0
1;16;4;0.002275;0.213664;0.022887;0.000000;1.0.0
1;17;4;0.004132;0.166099;0.028691;0.000000;1.0.0
1;18;4;0.004735;0.278426;0.017010;0.000000;1.0.0
1;19;4;0.005751;0.058638;0.021044;0.000000;1.0.0
1;20;4;0.008807;0.111092;0.013818;0.000000;1.0.0
1;21;4;0.008242;0.150376;0.068813;0.000000;1.0.0
1;22;4;0.005277;0.272865;0.039131;0.000000;1.0.0
1;23;4;0.005988;0.181236;0.020353;0.000000;1.0.0
1;24;4;0.006886;0.140189;0.014984;0.000000;1.0.0
1;10;5;0.008064;0.220363;0.017754;0.000000;1.0.0
1;11;5;0.005054;0.143151;0.030184;0.000000;1.0.0
1;12;5;0.002439;0.150957;0.020967;0.000000;1.0.0
1;13;5;0.005614;0.127923;0.024507;0.000000;1.0.0
1;14;5;0.010975;0.119974;0.025205;0.000000;1.0.0
1;15;5;0.003791;0.182177;0.022559;0.000000;1.0.0
1;16;5;0.003738;0.037845;0.027598;0.000000;1.0.0
1;17;5;0.001791;0.083716;0.014857;0.000000;1.0.0
1;18;5;0.003624;0.089458;0.029431;0.000000;1.0.0
1;19;5;0.005256;0.066296;0.013826;0.000000;1.0.0
1;20;5;0.003744;0.061079;0.008161;0.000000;1.0.0
1;21;5;0.001909;0.056160;0.081855;0.000000;1.0.0
1;22;5;0.001828;0.090804;0.028378;0.000000;1.0.0
1;23;5;0.003672;0.075676;0.022756;0.000000;1.0.0
1;24;5;0.003961;0.051894;0.008817;0.000000;1.0.0
1;10;6;0.006240;0.224209;0.027334;0.000000;1.0.0
1;11;6;0.005181;0.080903;0.033352;0.000000;1.0.0
1;12;6;0.008561;0.125293;0.019358;0.000000;1.0.0
1;13;6;0.003624;0.139486;0.033573;0.000000;1.0.0
1;14;6;0.003580;0.085570;0.005867;0.000000;1.0.0
1;15;6;0.007186;0.076420;0.021394;0.000000;1.0.0
1;16;6;0.003285;0.097255;0.027680;0.000000;1.0.0
1;17;6;0.003152;0.085605;0.009428;0.000000;1.0.0
1;18;6;0.002235;0.065164;0.021897;0.000000;1.0.0
1;19;6;0.003851;0.037432;0.019803;0.000000;1.0.0
1;20;6;0.014011;0.050228;0.003978;0.000000;1.0.0
1;21;6;0.012292;0.051488;0.029809;0.000000;1.0.0
1;22;6;0.007119;0.070251;0.019390;0.000000;1.0.0
1;23;6;0.003825;0.046722;0.020938;0.000000;1.0.0
1;24;6;0.003999;0.034636;0.012123;0.000000;1.0.0
1;10;7;0.010650;0.029354;0.019960;0.000000;1.0.0
1;11;7;0.003643;0.171779;0.032340;0.000000;1.0.0
1;12;7;0.002638;0.114140;0.037826;0.000000;1.0.0
1;13;7;0.003142;0.108147;0.015680;0.000000;1.0.0
1;14;7;0.003593;0.053156;0.036628;0.000000;1.0.0
1;15;7;0.004603;0.094507;0.004920;0.000000;1.0.0
1;16;7;0.001795;0.055734;0.022858;0.000000;1.0.0
1;17;7;0.005717;0.037431;0.005612;0.000000;1.0.0
1;18;7;0.001842;0.099154;0.006748;0.000000;1.0.0
1;19;7;0.006358;0.030503;0.003438;0.000000;1.0.0
1;20;7;0.013811;0.051551;0.010408;0.000000;1.0.0
1;21;7;0.015015;0.029602;0.041042;0.000000;1.0.0
1;22;7;0.004844;0.036227;0.017857;0.000000;1.0.0
1;23;7;0.009136;0.021689;0.019199;0.000000;1.0.0
1;24;7;0.011179;0.030695;0.021374;0.000000;1.0.0
1;10;8;0.010821;0.173911;0.027556;0.000000;1.0.0
1;11;8;0.006088;0.130093;0.024809;0.000000;1.0.0
1;12;8;0.005621;0.096626;0.012211;0.000000;1.0.0
1;13;8;0.003932;0.182665;0.019757;0.000000;1.0.0
1;14;8;0.003336;0.121015;0.028063;0.000000;1.0.0
1;15;8;0.003093;0.083768;0.033592;0.000000;1.0.0
1;16;8;0.003482;0.051176;0.028725;0.000000;1.0.0
1;17;8;0.006667;0.093783;0.004435;0.000000;1.0.0
1;18;8;0.005163;0.036422;0.003172;0.000000;1.0.0
1;19;8;0.013846;0.041481;0.005231;0.000000;1.0.0
1;20;8;0.005596;0.024960;0.003934;0.000000;1.0.0
1;21;8;0.007034;0.019384;0.029660;0.000000;1.0.0
1;22;8;0.007360;0.022730;0.021639;0.000000;1.0.0
1;23;8;0.029128;0.009386;0.004951;0.000000;1.0.0
1;24;8;0.008338;0.003186;0.009190;0.000000;1.0.0
1;10;9;0.007643;0.076325;0.005356;0.000000;1.0.0
1;11;9;0.005348;0.140447;0.026193;0.000000;1.0.0
1;12;9;0.005678;0.089730;0.016967;0.000000;1.0.0
1;13;9;0.006844;0.101967;0.020138;0.000000;1.0.0
1;14;9;0.002774;0.076548;0.009886;0.000000;1.0.0
1;15;9;0.004938;0.029853;0.024052;0.000000;1.0.0
1;16;9;0.006012;0.051323;0.012699;0.000000;1.0.0
1;17;9;0.011638;0.044460;0.003208;0.000000;1.0.0
1;18;9;0.003515;0.067087;0.022592;0.000000;1.0.0
1;19;9;0.004125;0.022664;0.022195;0.000000;1.0.0
1;20;9;0.021438;0.007769;0.029426;0.000000;1.0.0
1;21;9;0.011935;0.021039;0.028135;0.000000;1.0.0
1;22;9;0.023111;0.064987;0.011756;0.000000;1.0.0
1;23;9;0.044650;0.040950;0.009696;0.000000;1.0.0
