root;WindowSize;CompressionLevel_0;CompressionLevel_1;CompressionLevel_2;CompressionLevel_3;CompressionLevel_4;CompressionLevel_5;CompressionLevel_6;CompressionLevel_7;CompressionLevel_8;CompressionLevel_9;CompressionLevel_10;CompressionLevel_11;CompressionLevel
1;1;0;0;0;0;0;0;0;0;0;0;0;1;1
